年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
99/03,1101,台泥,         11194270,         55389481,         33623408,                  0,          4105323,        104312482,          4970265,         12300000,          5030332,            421327,         22721924,         32921759,          9357217,         16583977,         22727605,                  0,         81590558,                  0,                  0,         24.78,                  0,                  0
99/03,1102,亞泥,          5251646,         89520625,          2184741,                  0,          8544125,        105501137,          3792874,         23153509,          1443866,          1545347,         29935596,         30753075,          8256390,         21277518,         15278558,                  0,         75565541,                  0,                  0,         24.57,                  0,                  0
99/03,1103,嘉泥,          2836173,         18567535,          2704739,             36602,            223166,         24368215,          1422166,          6384100,                  0,            761526,          8567792,          7322354,            455445,          6747894,          1274730,                  0,         15800423,                  0,                  0,         26.68,                  0,        140049228
99/03,1104,環球水泥,          1176031,         10216982,          3245970,             27547,          2362654,         17029184,          1065646,          1825000,          1082113,            274970,          4247729,          6038919,            159623,          3047931,          3534982,                  0,         12781455,                  0,                  0,         21.17,                  0,                  0
99/03,1108,幸福水泥,          1796924,          2511719,          3000025,                  0,            550803,          7859471,          2144157,          1139500,                  0,            437481,          3721138,          4047380,             27412,             69361,             -5820,                  0,          4138333,                  0,                  0,         10.22,                  0,                  0
99/03,1109,信大水泥,          1838101,          2535509,          1910292,                  0,            184096,          6467998,            154811,                  0,                  0,            357407,            512218,          4210008,             42598,          1699629,              3545,                  0,          5955780,                  0,                  0,         14.15,                  0,                  0
99/03,1110,東泥,          1425288,          2479307,          4697984,                  0,            883299,          9485878,            521084,                  0,            242930,            498403,          1262417,          5720008,            183656,          1626220,            693577,                  0,          8223461,                  0,                  0,         14.38,                  0,                  0
99/03,1201,味全公司,         13172626,          2937903,          5230267,             96472,          1231761,         22669029,         13272348,          1400000,            748907,          1566146,         16987401,          5060629,             38408,          1053663,           -471072,                  0,          5681628,                  0,                  0,         11.23,                  0,                  0
99/03,1203,味王公司,            949792,          3547601,            785412,             29606,             28963,          5341374,            492214,                  0,            139094,            509517,          1140825,          2400000,             36154,            517117,          1247278,                  0,          4200549,                  0,                  0,         17.67,                  0,          2293865
99/03,1210,大成長城,          4663867,          7010050,          2547714,              8261,            714142,         14944034,          3528371,          1401139,             20754,            194521,          5144785,          4946679,          1829564,          2521153,            501853,                  0,          9799249,                  0,                  0,         21.41,                  0,         36940633
99/03,1213,大飲,            405453,             30196,            251094,                  0,             92743,            779486,            191096,                  0,                  0,              7348,            198444,            514751,             21938,             46491,             -2138,                  0,            581042,                  0,                  0,         11.29,                  0,                  0
99/03,1215,卜蜂企業,          3013846,          2012234,          1060165,                  0,            100669,          6186914,          1705407,                  0,                  0,            313215,          2018622,          2320268,                967,            493355,          1353702,                  0,          4168292,                  0,                  0,         17.96,                  0,                  0
99/03,1216,統一,         12629375,         81446077,          8557160,             79611,          5148678,        107860901,         12113461,         21499037,            815439,          1857017,         36284954,         42871403,          6113228,         18108892,          4482424,                  0,         71575947,                  0,                  0,         16.70,                  0,                  0
99/03,1217,愛之味,          2082332,          3465338,          1695051,             19888,          1332995,          8595604,          1355603,          2176773,             79974,            226601,          3838951,          4476893,             84769,             34357,            160634,                  0,          4756653,                  0,                  0,         10.62,                  0,                  0
99/03,1218,泰山企業,          3351112,          2593288,          2179887,                  0,             63734,          8188021,          2496717,          1476894,            229042,            201798,          4404451,          3330531,             45821,            225160,            182058,                  0,          3783570,                  0,                  0,         11.81,                  0,         12696764
99/03,,,,,,,,,,,,,,,,,,,,,,,,
99/03,1219,福壽實業,          3124128,            714288,          1577740,             28873,             63911,          5508940,            774396,            408589,            431001,            224967,          1838953,          2839087,            215710,            281527,            333663,                  0,          3669987,                  0,                  0,         12.93,                  0,                  0
99/03,1220,台榮,          1433205,            228969,            450649,                  0,            109495,          2222318,            508710,                  0,              5813,            111934,            626457,          1770779,                537,           -198573,             23118,                  0,          1595861,                  0,                  0,          9.01,                  0,                  0
99/03,1225,福懋油,          2251689,          1027288,            983242,                  0,            118725,          4380944,          1264932,            690319,            100296,            111645,          2167192,          1749049,            152783,            123181,            188739,                  0,          2213752,                  0,                  0,         12.66,                  0,                  0
99/03,1227,佳格,          3328253,          4005450,            991479,             13573,            404506,          8743261,          1926515,              1110,             33685,             21425,          1982735,          3709015,             33946,          2853294,            164271,                  0,          6760526,                  0,                  0,         18.36,                  0,          2703252
