年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
100/01,2855,統一證券,         39407867,          3746349,          2417590,                  0,          1659837,                  0,             30098,         26222477,                  0,             29078,                  0,                  0,         12319334,            404127,          8595444,           -308719,         47261741,         26251555,         21010186,                  0,         20064000,         17.34
100/01,2856,元富證券,         59741392,          2862718,          2091554,            299130,          1713662,                  0,                  0,         46543885,                  0,             34829,                  0,            122598,         14965926,            334789,          4711946,             -5517,         66708456,         46701312,         20007144,                  0,                  0,         13.55
100/01,6005,群益證,         37301203,         16251657,          4016450,            397470,          1667732,                  0,                  0,         25202579,          5345368,             31646,                  0,            234086,         23057225,          2598127,          3210872,            -45391,         59634512,         30813679,         28820833,                  0,                  0,         12.50
