年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,公平價變動列入損益之金融資產,附賣回票券及債券投資,備供出售金融資產-淨額,應收款項-淨額,待出售資產,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他金融資產-淨額,其他資產-淨額,資產總計,央行及金融同業存款,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,央行及同業融資,與待出售資產直接相關之負債,應付債券,其他借款,特別股負債,應計退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
100/03,2880,華南金,         27389041,        109350553,         38707102,            674073,         72603117,         60022148,                  0,      1334309968,        248328205,             90763,            470946,         28283572,            524961,         19582191,         12842037,      1953178677,        111317912,      1560897580,          2423400,         29827330,         24657351,         52107991,                  0,                  0,         35750000,          6274000,                  0,          1962157,          9450912,  8627321.00,          7832614,      1851128568,         70143144,         12408877,         19125054,            371626,              1408,        102050109,                  0,                  0,         14.55
100/03,2881,富邦金,        164747034,         78576558,         88908860,         34648930,        836313731,        115023609,                  0,      1133144810,        466547356,          3428097,         64041939,         24932456,         12023237,        482171546,         30901871,      3535410034,         62168845,      1253710086,          2996483,         67695364,         35334194,         73966464,                  0,                  0,         91500130,          2410433,                  0,                  0,      1522939239,174988503.00,         15643823,      3303353564,         90062692,         54813174,         72326311,         14854293,                  0,        232056470,                  0,          6609671,         25.79
100/03,2882,國泰金,        743899743,         73677263,         72668936,         18862504,        724330414,        181196422,                  0,      1487131230,        601162248,          1297929,        130813592,         38109466,          9781614,        830161648,        102568986,      5015661995,         55379817,      1405151545,          5680000,         64513135,         13061750,        134001572,          1525300,                  0,         71255520,                  0,                  0,                  0,      2759933922,296535156.00,         33367423,      4840405140,        103575097,         78508148,         29153833,        -40088107,          4107884,        175256855,                  0,        171645000,         16.80
100/03,2883,開發金,          8285268,         36708497,         58895419,          9198425,         66691646,         17831305,                  0,         90840236,                  0,          6085438,                  0,          3983342,                  0,         39730079,         14448908,        352698563,          4869768,         63532264,          3156208,         22359829,         48400083,         11594149,                  0,                  0,         45906390,          6573376,                  0,                  0,                  0, 25901271.00,          2266848,        234560186,        112492660,          8961230,          4434078,         -7989203,            239612,        118138377,                  0,        139989000,         10.61
100/03,2884,玉山金控,         21143266,         48418860,         49788153,                  0,         53933153,         44183916,                  0,        662600567,        261665249,                  0,                  0,         15675423,          4058805,          4693616,          3455064,      1169616072,         53334492,        956233343,          1439338,         16751708,         11827431,         16219650,                  0,                  0,         43600000,            100000,                  0,                  0,                  0,  1929294.00,          1727943,      1103163199,         45750000,         13377202,          7492645,           -166974,                  0,         66452873,                  0,                  0,         14.53
100/03,2885,元大金,         32992163,        100704516,         50612240,          2695124,         15075637,         86743545,                  0,        328664953,          3086968,         24746850,                  0,          8550514,         10231814,         25801640,         12044933,        702180618,         10180221,        397285363,          2939217,         12852204,         18071859,         63414162,                  0,                  0,         32985696,         11080000,                  0,          1184407,            511566,  5395903.00,         17272623,        573173221,         88454711,         25656018,         15828229,         -1553536,            621975,        129007397,                  0,          3612000,         14.52
100/03,2886,兆豐金,        136196642,        165868132,        181936093,          4103698,        159136379,        115124528,                  0,      1468755174,        153134887,          2493979,            481505,         21112184,            285139,         24468761,         13570212,      2446667313,        257451810,      1542498825,          3123319,         23026020,        185554436,         70608984,         63561679,                  0,         53488926,          8055045,                  0,          1542003,         14031007, 15725237.00,          7625830,      2246293121,        112806148,         43426403,         38575340,          5253633,            312668,        200374192,                  0,                  0,         17.73
100/03,2887,台新金控,         37780200,        118008133,         84836874,          8657550,        245988324,        113690649,                  0,      1709400857,        161070447,            236137,                  0,         41327076,         21992333,         19856962,         24446739,      2587292281,        171342121,      1985533288,            371861,         20490383,         47168206,         60754474,                  0,                  0,         95352287,            147000,                  0,                  0,            780336, 17814924.00,          9618130,      2409373010,         75163436,         19193457,          9815389,            363798,         73383191,        177919271,                  0,                  0,         13.91
100/03,2888,新光金,         55597576,         81291625,         57002824,         31393379,        299900485,         49649930,                  0,        559887311,        196392484,            144325,         90296027,         21533559,          4767677,        625666203,         32651119,      2107182802,          2983547,        430253526,          4898767,         23734801,         31784806,         16997725,                  0,                  0,         29271767,          8712569,          1654000,                  0,      1356959001,106101754.00,         12444654,      2025796917,         84363876,          8839562,          8155382,        -33135451,         13162516,         81385885,                  0,                  0,          8.09
100/03,2889,國票金控,          1857217,            210101,        137303832,          4703400,         50686215,         11373395,                  0,                  0,                  0,          1399587,                  0,          2060570,            528821,          4643256,          2318559,        217084953,         13455297,                  0,          4194173,            401607,        161011301,          2715967,                  0,                  0,                  0,                  0,                  0,             71811,          1289231,  2236513.00,             87452,        185463352,         24547887,            351214,          2789035,            -49657,          3983122,         31621601,                  0,                  0,         11.84
100/03,2890,永豐金控,         17980676,         78971941,         60729608,          5818954,         34460715,         65795203,                  0,        736345300,        226246058,             64219,                  0,         11578430,          2155633,         32188045,         10840100,      1283174882,         54181314,        972805377,         12124284,         12179547,         28832942,         22869231,                  0,                  0,         33861348,         18274989,            129060,                  0,                  0, 33239502.00,          4289902,      1192787496,         73112388,          2014549,         15609727,           -349278,                  0,         90387386,                  0,                  0,         12.36
100/03,2891,中信金,         40794259,        106185312,         72187058,                  0,        264155202,        131980996,                  0,      1051693196,        190379990,          2147998,                  0,         33171193,         12315111,         16552087,          8443809,      1930006211,         80112305,      1414607684,                  0,         29753725,         72349149,         57298589,          5655279,                  0,         68620533,                  0,                  0,                  0,                  0, 28184031.00,          4324902,      1760906197,        114477079,         34549816,         23236683,         -3266627,            103063,        169100014,                  0,                  0,         14.76
100/03,2892,第一金控,         47814005,        138909205,         23182368,          3260388,         83654375,         95310631,                  0,      1367381628,        297960075,          1297119,            853331,         26295924,            160160,         15815748,         11154683,      2113049640,        145591851,      1595198369,          2703592,         36255299,         19037180,         94636600,             77709,                  0,         34700000,            576050,                  0,          1924106,         12727664, 33923167.00,          7718624,      1985070211,         76654347,         18735876,         22539901,          9359746,            689559,        127979429,                  0,                  0,         16.61
