年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價變動列入損益之金融資產-淨額,備供出售金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,固定資產-淨額,無形資產,其他金融資產-淨額,其他資產,央行及銀行同業存款,應付款項,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,央行及同業融資,特別股負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股淨值(元)
96/01,2801,彰化銀行,        170390883,                  0,         13104206,         65182859,         17227937,         15014658,        863335462,        147758070,             86547,         24941313,            104975,          6969310,         24157217,        141561854,         34910866,      1033114868,                  0,            276765,         24754794,         18400574,                  0,         10888306,         62094756,                  0,         13525128,          8745526,      1348273437,      1263908027,         84365410,                  0,                  0,         13.59
96/01,2809,京城銀行,         33827098,                  0,          1160540,          1871438,                  0,          1081399,        140186902,          1820331,             11251,          3880098,            125318,            208113,          1057242,          8088820,          3955847,        155801756,                  0,              2991,            804849,          3600000,                  0,          1864001,         10843343,                  0,            231860,             36263,        185229730,        174118264,         11111466,                  0,                  0,         10.25
96/01,2812,台中銀行,         55811173,                  0,            465176,                  0,                  0,          2127856,        189598104,          6177983,             63836,          3857018,                  0,            159051,          4512398,          3905642,          6289339,        236676789,                  0,              7776,            714281,                  0,                  0,            693258,         13040880,            750000,            694630,                  0,        262772595,        248287085,         14485510,                  0,                  0,         11.11
96/01,2820,華票,          2705728,                  0,         92388836,         97727764,          1600269,          1512670,                  0,          5027019,                  0,          1455534,                  0,          5708811,          1592863,          8140000,            220101,                  0,                  0,            649098,        179058015,                  0,                  0,          2556488,         16787000,              7898,          2091604,            209290,        209719494,        190623702,         19095792,                  0,                  0,         11.38
96/01,2834,臺灣企銀,         80291208,                  0,          6836740,         22951142,          3635471,         27332090,        762367321,         88407084,            119761,         14693242,            147593,          4115083,         12597720,         29235239,         30829072,        877577180,                  0,            183281,          9590816,         24502000,                  0,         11893630,         38735980,                  0,            783323,            163934,      1023494455,        983811218,         39683237,                  0,                  0,         10.24
96/01,2836,高銀,         10752226,                  0,          7484222,                596,          5282078,            903455,        104984120,         12836267,             76914,          2339173,                  0,          4973720,            801939,         10652403,          3410643,        121013432,                  0,              4222,            475567,          3623370,                  0,            509369,          5034238,          2542403,          3169356,               -293,        150434710,        139689006,         10745704,                  0,                  0,         21.35
96/01,2838,聯邦銀行,         32708786,                  0,          4423495,          4476265,          3977187,         34669679,        210742935,         34301873,          2929823,          8702495,          2757500,          3704114,         13034424,         27691772,          6762554,        270842902,                  0,             29837,         16600284,         15081400,                  0,          1085976,         18280662,             59913,            -18418,             11694,        356428576,        338094725,         18333851,                  0,                  0,         10.03
96/01,2845,遠東商銀,         55799916,                  0,         11048732,         11299797,                  0,         20738615,        238416035,            253857,          4265898,          2547572,                  0,          2054614,          3404651,          6466192,          6250848,        275734673,                  0,          3230902,          2694453,         34630610,                  0,            942003,         18787004,          1018638,             85308,            -10944,        349829687,        329949681,         19880006,                  0,                  0,         10.58
96/01,2849,安泰銀行,         38308011,                  0,          8781488,          4362948,                  0,          7305092,        216017108,                  0,          1345114,          3906767,            195231,         23209534,         15428291,          1264900,          4403465,        244535992,                  0,         38861129,         11626897,          4670000,                  0,            290327,         20000000,            224148,         -7027267,              9993,        318859584,        305652710,         13206874,                  0,                  0,          6.60
