年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,流動負債,長期負債,其他負債,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,每股淨值(註一)
91/04,1434,福懋興業,          9770159,         12298782,          8316526,             53081,          2240932,          6412661,          5374925,            288620,         15412593,             23561,          5101143,             65977,         32679480,         12076206,         20603274,         13.36
91/04,1435,中福國際,            378032,            698228,            575549,                  0,            101336,            413843,                  0,            309225,          1397801,            107158,            -91244,           -383638,          1753145,            723068,          1030077,          7.36
91/04,1436,華友聯,          3282583,            529529,          1518111,             11133,            527988,          1769777,                  0,             13179,          3000000,            760239,            516466,           -190317,          5869344,          1782956,          4086388,         13.62
91/04,1437,勤益投控,          1004493,            880367,          1481391,             74856,            421125,            894648,            565978,            339401,          1572008,            447705,             45301,             -2809,          3862232,          1800027,          2062205,         13.11
91/04,,,,,,,,,,,,,,,,,,
91/04,1438,裕豐,            240917,            235567,            597209,             29221,            350770,            646664,             50600,            412485,          1024115,            109051,           -600324,           -188907,          1453684,          1109749,            343935,          3.35
91/04,1439,中和羊毛,            705258,            641026,            867197,             33447,             16364,            278565,                  0,            638415,          1085400,            196640,             71796,             -7524,          2263292,            916980,          1346312,         12.40
91/04,1440,南紡,          5229931,          8043038,         10276026,            642082,          4930045,          2711202,          1148008,          6684732,         15013380,          1803112,          1859354,            -98666,         29121122,         10543942,         18577180,         12.37
91/04,1441,大東紡織,          1102856,            873887,            729533,             31010,            154677,          1375113,            171133,            238443,          1625006,                  0,           -546859,             29127,          2891963,          1784689,          1107274,          6.81
91/04,1442,名軒,            799480,            188990,             98257,             62738,            194645,            179454,            308992,             44086,            995790,             96737,           -273637,             -7312,          1344110,            532532,            811578,          8.15
91/04,1443,立益紡織,          1168980,          1012172,          1576889,                  0,          1258597,          1402429,            245000,            487771,          3010900,            211796,           -257839,            -83419,          5016638,          2135200,          2881438,          9.57
91/04,1444,力麗,          2181196,          2245410,          5924929,                  0,            762276,          2087798,          1376235,            104194,          7314000,          2091344,           -197635,         -1662125,         11113811,          3568227,          7545584,         10.31
91/04,1445,大宇紡織,            918039,            319763,          1600779,             16931,             39361,            448125,            352090,            167008,          1710010,            177483,            327323,           -287166,          2894873,            967223,          1927650,         11.27
91/04,1446,宏和,            781063,          1623137,          1594411,                  0,            312110,          1241609,            390313,             17322,          2216537,            993659,           -696420,            147701,          4310721,          1649244,          2661477,         12.00
91/04,1447,力鵬,          2697369,          1794443,          6134882,                  0,            188894,          2453461,          1711555,             86390,          5706875,          2093006,            459881,         -1695580,         10815588,          4251406,          6564182,         11.50
91/04,1449,佳和實業,          2204702,          2874984,          3633244,             68647,          1202143,          3247612,          1134042,          1126688,          6668541,            696781,         -1161555,         -1728389,          9983720,          5508342,          4475378,          7.04
91/04,1451,年興紡織,          2490442,          8456972,            894178,                  0,            196957,          1588757,            394600,            112844,          5983691,            389361,          3127206,            442090,         12038549,          2096201,          9942348,         16.61
91/04,1452,宏益,            626938,            821104,            696198,                  0,            126238,            107098,                  0,             95754,          1892900,             86757,            322989,           -235020,          2270478,            202852,          2067626,         10.92
91/04,1453,大將,            717813,            549077,            183369,              2630,            514487,          1058069,                  0,            149486,          1493884,                  0,           -696682,            -37381,          1967376,          1207555,            759821,          5.08
91/04,1454,台富,            850981,            188071,          1368413,              9888,            157224,            673176,            165160,             64828,          1425240,            221221,             79272,            -54320,          2574577,            903164,          1671413,         11.72
91/04,,,,,,,,,,,,,,,,,,
91/04,1455,集盛,          1895037,            797691,          4541875,                  0,            452613,          1692474,            500000,             49156,          4060224,            424975,            957767,              2620,          7687216,          2241630,          5445586,         13.41
91/04,1456,怡華,          2029329,          1266465,          3019095,             26996,            377947,          2522163,          1604164,            908235,          2904623,             52160,           -445042,           -826471,          6719832,          5034562,          1685270,          5.80
91/04,1457,宜進,          1582737,          2114376,          2400034,                  0,          1635113,          2487625,          1146846,             59986,          3723200,            405628,            -71144,            -19881,          7732260,          3694457,          4037803,         10.84
91/04,1459,聯發紡織,          1143502,            916845,          3797231,                  0,            232496,          1240719,            800000,              5701,          3457809,            690985,            501887,           -607027,          6090074,          2046420,          4043654,         11.69
91/04,1460,宏遠,          3368463,          1976812,          3441002,                  0,             90728,          1673550,          1214527,             83419,          4670684,            616747,          1030909,           -412831,          8877005,          2971496,          5905509,         12.64
91/04,1463,強盛染整,            522739,          1065618,            791192,                  0,             26770,            286318,                  0,            105712,          2013167,            125469,            150566,           -274913,          2406319,            392030,          2014289,         10.00
91/04,1464,得力實業,          1021571,            785674,          1324711,                  0,             41800,            305603,            877500,            128733,          2396194,             24046,            117669,           -675989,          3173756,          1311836,          1861920,          7.77
91/04,1465,偉全實業,          1173059,            373510,            514740,              2340,             18530,            456377,                  0,            125788,          1073609,            447124,            414483,           -435202,          2082179,            582165,          1500014,         13.97
91/04,1466,聚隆,            452481,                  0,          1727423,                  0,            312117,          1471822,            441443,             20598,            715978,                  0,           -157820,                  0,          2492021,          1933863,            558158,          7.79
91/04,1467,南緯實業,          1261990,          1216223,            485423,             50054,            108320,          1308713,            417003,             97776,          1007107,            136694,            111283,             43434,          3122010,          1823492,          1298518,         12.89
91/04,1468,昶和纖維,          1372132,            172655,          1235578,                  0,             45751,            793693,             62218,              3217,          1604053,             26753,            325162,             11020,          2826116,            859128,          1966988,         12.26
91/04,1469,理隆纖維,            527531,            429613,          1392531,              4150,            105866,            450509,                  0,             10034,          1246000,            455920,            325090,            -27862,          2459691,            460543,          1999148,         16.04
91/04,1470,大統染,            295351,            187721,            571801,                  0,             28888,            243531,                  0,             18711,            857670,              6918,             -1632,            -41437,          1083761,            262242,            821519,          9.57
91/04,1471,首利,            672631,            155218,          1411065,                  0,             39749,            906169,            108148,             15893,          1171280,            140619,            -59732,             -3714,          2278663,          1030210,          1248453,         10.65
91/04,1472,三洋紡,            406534,            316898,            601161,                  0,             47574,            218196,                  0,             49077,            690000,            401304,             66216,            -52626,          1372167,            267273,          1104894,         16.01
91/04,,,,,,,,,,,,,,,,,,
91/04,1473,台南企業,          1138712,          2503018,            566163,             18814,             29328,            584785,            480000,            232978,          1223948,            519647,          1053571,            161106,          4256035,          1297763,          2958272,         24.16
91/04,1474,弘裕,          1374022,             39940,            543571,              3513,             84428,            805202,            115848,             62381,            818311,             47756,            195976,                  0,          2045474,            983431,          1062043,         12.97
91/04,1475,本盟光電,            783253,             34703,            911462,                  0,             84654,            972408,            144543,              2966,            976721,                  0,           -282934,                368,          1814072,          1119917,            694155,          7.11
91/04,1476,儒鴻,          1046640,            242898,            872764,              4835,            127105,            804818,            163000,             41214,            912108,             67665,            317839,            -12402,          2294242,          1009032,          1285210,         14.09
91/04,1477,聚陽實業,          2018676,            643672,             68224,             11495,             28843,          1194264,                  0,             94493,            804375,            217599,            442743,             17436,          2770910,          1288757,          1482153,         18.42
91/04,1503,士電,          7011520,          3740342,          5242142,             74146,            315636,          5779236,            137255,          1271278,          5209722,          2721220,          2090778,           -825703,         16383786,          7187769,          9196017,         17.65
91/04,1504,東元電機,         12830260,         33798643,          6680163,            192374,          5311001,         12355258,         11981789,          2529184,         18980933,          7968328,          5065127,            -68178,         58812441,         26866231,         31946210,         16.83
91/04,1506,正道,            543199,            985475,            654721,             64586,            419070,            988954,             94000,            465291,          1022516,            153387,            -48897,             -8200,          2667051,          1548245,          1118806,         10.94
91/04,1507,永大機電,          3043238,          3006346,          2353365,            164701,            854497,          1029749,            712900,            403602,          4108200,            215358,          3004603,            -52265,          9422147,          2146251,          7275896,         17.71
91/04,1512,瑞利,          1183302,            123016,          2234227,              8955,             65389,            774046,            600000,            251090,          1765073,            194335,             27889,              2456,          3614889,          1625136,          1989753,         11.27
91/04,1513,中興電,          5184596,          1240940,          2777161,            160241,          1495439,          3346234,            315944,            824145,          5501016,            594257,            562739,           -285958,         10858377,          4486323,          6372054,         11.58
91/04,1514,亞力電機,          2369979,            588079,            897943,              1754,            126397,          1427322,            166000,            182810,          2019870,            191756,            100506,           -104112,          3984152,          1776132,          2208020,         10.93
91/04,1515,力山,          3062063,          1303671,          1943187,             43133,            294384,          2075649,          1179093,            279596,          2497131,            243339,            421912,            -50282,          6646438,          3534338,          3112100,         12.46
91/04,1516,川飛,            448619,            823645,            269216,              1725,             50773,            506086,             43728,             36414,          1542362,             19605,           -618862,             64645,          1593978,            586228,          1007750,          6.53
91/04,1517,利奇機械,          1510041,            568255,            590287,                  0,             80569,            353852,                  0,             74578,          2312673,            375490,           -417212,             49771,          2749152,            428430,          2320722,         10.03
91/04,,,,,,,,,,,,,,,,,,
91/04,1519,華城電機,          2505783,            304059,          1507181,             16606,             86897,          2080463,                  0,            107176,          2201194,             29419,            333612,           -331338,          4420526,          2187639,          2232887,         10.14
91/04,1521,大億,          1134232,            159328,          1026321,                  0,            108062,          1023735,            108208,            154250,            762300,             60472,            306364,             12614,          2427943,          1286193,          1141750,         14.97
91/04,1522,堤維西,          2848393,          1640148,          3239767,             25569,            149612,          3111531,            660526,            136192,          1832203,          1137047,          1028932,             -2942,          7903489,          3908249,          3995240,         21.80
91/04,1524,耿鼎企業,            849878,            141217,          1789112,                  0,              5658,          1110554,            273464,             14728,          1103518,            181503,            191634,            -89536,          2785865,          1398746,          1387119,         12.56
91/04,1525,江申工業,            711473,            215309,            327835,                  0,             23386,            249334,                  0,            106442,            410571,             40375,            458484,             12797,          1278003,            355776,            922227,         22.46
91/04,1526,日馳,            405223,             72437,            690937,              1065,            262653,            411765,            258458,             82865,            787971,             20977,           -136558,              6837,          1432315,            753088,            679227,          8.61
91/04,1527,鑽全,          1673551,            559219,          1325294,                  0,              4865,            928149,            376840,              7976,          1311222,                305,            938437,                  0,          3562929,          1312965,          2249964,         17.15
91/04,1528,恩德,          1584725,            160850,            411363,             25651,             88709,          1120679,            115227,             39945,            820000,            197412,             10847,            -32812,          2271298,          1275851,            995447,         12.13
91/04,1529,樂士,          1019213,             35375,            363327,             10482,            219764,            738298,             26384,             17141,            748737,             59722,             57887,                 -8,          1648161,            781823,            866338,         11.57
91/04,1530,亞崴機電,            619124,             63983,            206340,                222,              5549,            321415,              1294,              4708,            476011,              6324,             87656,             -2190,            895218,            327417,            567801,         11.92
91/04,1531,高林股,          1987404,          1179838,            427860,             30280,              7969,            885983,             74873,            170047,          1199121,            341177,            896540,             65610,          3633351,          1130903,          2502448,         20.86
91/04,1532,勤美,          1543571,          1726238,            455034,                  0,             25037,          1128806,            464236,            142501,          1157319,            422866,            457901,            -23749,          3749880,          1735543,          2014337,         17.48
91/04,1533,車王電,          1418600,            592695,            670785,              4486,             16168,            533195,            461680,              5283,            866479,            252632,            571836,             11629,          2702734,          1000158,          1702576,         19.64
91/04,1535,中宇,          2930348,            251790,             97852,                  0,              1504,          2267642,                  0,              4070,            882675,             18011,            107974,              1122,          3281494,          2271712,          1009782,         11.44
91/04,1536,和大工業,            668526,            240873,            476407,              2038,             48434,            656243,             82766,             34852,            538300,             13488,             83991,             26638,          1436278,            773861,            662417,         12.30
91/04,,,,,,,,,,,,,,,,,,
91/04,1537,廣隆光電,            950045,            339741,            339549,                  0,              9021,            438912,             27943,             37748,            582300,            267481,            282681,              1291,          1638356,            504603,          1133753,         19.47
91/04,1538,正峰新,          1528247,            669569,            478964,            193220,            161033,          1540697,             99996,             57743,          1033888,            270423,            124994,            -96708,          3031033,          1698436,          1332597,         12.88
91/04,1539,巨庭機械,            628675,            149401,            610349,              1918,             25554,            467128,                  0,              6601,            648000,             75000,            216646,              2522,          1415897,            473729,            942168,         14.53
91/04,1540,喬福機械,            477839,             16313,            451364,                  0,              9073,            261668,                  0,              7960,            589880,             59999,             80773,            -45691,            954589,            269628,            684961,         11.61
91/04,1541,錩泰,            712749,                  0,            379066,                  0,             11870,            319436,                  0,              3161,            605037,                  0,            176051,                  0,          1103685,            322597,            781088,         12.90
91/04,1558,伸興,            259407,            401409,            156214,             29848,              9022,            183120,             39150,            108608,            220860,                314,            289648,             14200,            855900,            330878,            525022,         23.77
91/04,1560,中砂,            927481,            138196,          1679129,            189852,             75320,            827890,            590752,            395495,            562500,            363467,            271265,             -1391,          3009978,          1814137,          1195841,         21.25
91/04,1603,華電,          2586491,          1389452,          3803792,                  0,            578379,          2472702,          1695495,          1407859,          3423000,          1248394,         -1623968,           -265368,          8358114,          5576056,          2782058,          8.12
91/04,1604,聲寶,          6718851,         10456801,          3877855,            570612,            556127,          5852516,          3301650,          2124098,         10203819,          1239839,          1475329,         -2017005,         22180246,         11278264,         10901982,         10.68
91/04,1605,華新,          8169706,         40624881,         17801939,                  0,            685580,          5005326,          8359012,          1217679,         35129763,         16611220,          3784983,         -2825877,         67282106,         14582017,         52700089,         15.00
91/04,1608,華榮,          2764278,          2370051,          3950608,             92114,            887580,            736100,                  0,          1517073,          6296254,            892394,            707275,            -84465,         10064631,          2253173,          7811458,         12.40
91/04,1609,大亞電線,          3509536,          2849130,          3046052,             82204,            384398,          2733596,            546662,            673505,          4668280,            724697,            761435,           -236855,          9871320,          3953763,          5917557,         12.67
91/04,1611,中電,          2107523,          1091038,          2497199,             30643,            172344,            637292,                  0,            696970,          3601108,            291570,            670819,                988,          5898747,          1334262,          4564485,         12.67
91/04,1612,宏泰,          2370514,          1025080,          2005232,                  0,            135933,            872500,            499888,             29791,          3321390,            173303,            736700,            -96813,          5536759,          1402179,          4134580,         12.44
91/04,1613,台一,          1025580,            965693,          5852186,                  0,          1093497,          7166783,            242625,            152393,          2474399,             32158,         -1174582,             43180,          8936956,          7561801,          1375155,          5.55
91/04,,,,,,,,,,,,,,,,,,
91/04,1614,三洋電,          4936499,            406201,            743592,              8735,            739870,          1552710,                  0,            477790,          3166040,             52166,          1810771,           -224580,          6834897,          2030500,          4804397,         15.17
91/04,1615,大山,            555213,            346767,          1026200,             18405,            220733,            551167,            467182,             97173,            882000,            115090,             54706,                  0,          2167318,          1115522,          1051796,         11.92
91/04,1616,億泰,            943227,            652294,            938006,                  0,            118284,            658711,            157030,             27865,          1109123,            480066,            246841,            -27825,          2651811,            843606,          1808205,         16.30
91/04,1617,榮星電線,          1157360,            815171,            733141,                  0,             78330,            956857,                  0,            189248,          1076929,             98506,            478648,            -16186,          2784002,          1146105,          1637897,         15.20
91/04,1618,合機公司,          1027845,            491795,          2556372,                  0,            185589,            850082,          1281540,              1031,          1306250,            689797,            136628,             -3727,          4261601,          2132653,          2128948,         16.29
91/04,1701,中化,          2055673,            746204,          3185320,                  0,            239139,          2099894,            619600,            412368,          2509100,            851900,           -173709,            -92817,          6226336,          3131862,          3094474,         12.33
91/04,1702,南僑化工,            623962,          2232840,          1626470,             65566,            237342,          1010791,            879622,            659806,          2796871,            237622,             55951,           -854483,          4786180,          2550219,          2235961,          7.99
