年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,公平價變動列入損益之金融資產,附賣回票券及債券投資,備供出售金融資產-淨額,應收款項-淨額,待出售資產,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他金融資產-淨額,其他資產-淨額,資產總計,央行及金融同業存款,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,央行及同業融資,與待出售資產直接相關之負債,應付債券,其他借款,特別股負債,應計退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
96/04,2880,華南金,         23033883,        153320292,         41847233,          2324363,        120575741,         46745440,                  0,      1053763226,        171777998,             94761,            468335,         26042594,            667635,         10244593,         17410309,      1668316403,         89175648,      1297243813,          5795626,         40731697,         36682483,         45398431,                  0,                  0,         39600000,          6209798,                  0,          1035810,          6097223,    708884.00,          7654245,      1576333658,         59702086,         12408866,         16714923,          3152916,              3954,         91982745,                  0,                  0,         15.41
96/04,2881,富邦金,         53432177,        208166919,         56268394,         10872316,        264878719,        110695013,                  0,        807716729,          5883418,            607352,         13038149,         21799402,          1430656,        236748754,         12397919,      1803935917,         65844315,        982651871,            599817,         12754047,         69043762,         49254028,         11803415,                  0,         67079902,         11790000,                  0,                  0,        261416508, 94226503.00,          7276575,      1633740743,         77190935,         49092515,         36530586,          2914257,          4466881,        170195174,                  0,                  0,         21.47
96/04,2882,國泰金,        381587302,         58973222,        137322294,         18427144,        473119410,         79863286,                  0,      1306756704,        587561561,          3022508,        106384870,         41567665,          7432526,        426981441,         55333344,      3684333277,         73637393,      1027834886,                  0,         60028740,         14928582,         30554171,          1624200,                  0,         18551837,                  0,                  0,                  0,      1963863176,254621235.00,          8799279,      3454443499,         92770192,         81971213,         44823825,          6998239,          3326309,        229889778,                  0,         66659815,         24.60
96/04,2883,開發金,         15320873,         29013711,         46621844,          3401830,         78901835,         22577799,                  0,         83028592,                  0,         14689077,                  0,          4134338,                  0,         50098037,         17477305,        365265241,         38434136,         13778366,          5615291,         11609959,         49359978,         27044892,                  0,                  0,         38500000,         12930563,                  0,                  0,                  0, 22490212.00,          3174215,        222937612,        109620627,          9164428,         11916533,         10575514,          1050527,        142327629,                  0,        207890000,         13.14
96/04,2884,玉山金控,          8959151,         31671111,         99729801,            295975,         38078612,         32626300,                  0,        514648763,         14389915,            130259,                  0,         12914521,          3936018,          9026992,          5774566,        772181984,         32516451,        589441331,          1773679,         39498399,         17631985,          8478831,                  0,                  0,         31100000,            300000,                  0,                  0,                  0,  2799588.00,            799856,        724340120,         33033000,          9883176,          5609490,           -683802,                  0,         47841864,                  0,                  0,         14.48
96/04,2885,元大金,          2376003,         60020423,         50529280,         10549265,         17999458,        100260222,                  0,        236522168,          8180472,          5957793,                  0,         10988533,          9620367,          8630565,         15370639,        539724739,         28264164,        254659284,         33006512,          5803803,         32736181,         30763851,                  0,                  0,         18700000,         17019841,                  0,            783870,            666752,    933277.00,          7292160,        430629695,         83530437,         24087880,          6051841,         -4830085,            254971,        109095044,                  0,        295527780,         13.51
96/04,2886,兆豐金,         99998170,        249729453,        210393327,          4765687,        255517877,        123958757,                  0,      1210579613,         90448402,          2582607,            379312,         23853592,            344927,         29112851,          9169867,      2310834442,        369971867,      1232608275,         23732467,         53104691,        246995517,         65261108,         42997399,                  0,         33215871,         18898300,                  0,          1656078,          8765931,  8729674.00,         10245842,      2116183020,        110594262,         45182901,         34039308,          4151275,            683676,        194651422,                  0,                  0,         17.54
96/04,2887,台新金控,         37598828,        247170969,         81135486,         14337297,        106149641,        119132189,                  0,      1466208014,        127639354,          1017635,                  0,         44907490,         20757601,         18870862,         54021688,      2338947054,        209768825,      1669015794,          5093382,         18391519,         84212588,         62077023,                  0,                  0,        107498220,          5530000,                  0,                  0,          1593369,    525226.00,         17691040,      2181396986,         69880779,         19389426,          4587095,           -482574,         64175342,        157550068,                  0,                  0,         13.36
96/04,2888,新光金,         98443372,         34191241,         92848829,         11994931,        156337727,         58223087,                  0,        459743179,        219611895,            433379,         78951755,         21079454,          2884640,        427521435,         25731002,      1687995926,          7513507,        313891496,          8693475,          5030281,         30454485,         18680732,                  0,                  0,         31207766,          5694162,                  0,                  0,      1049065271,108989411.00,          8662395,      1587882981,         50253725,         19325127,         11341625,          2971065,         16221403,        100112945,                  0,         34680000,         16.81
96/04,2889,國票金控,            941390,          6101753,        121577844,          4114794,         90644446,         11900153,                  0,                  0,            320302,          1270371,                  0,          2130510,            292814,          5295067,          1340723,        245930167,         18440000,                  0,          2267152,             47893,        191619376,          2707528,                  0,                  0,                  0,                  0,                  0,            144991,          2029646,  1121700.00,            136157,        218514443,         21622801,                  0,          3002623,         -1007455,          3797755,         27415724,                  0,                  0,         10.92
