年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
98/01,1101,台泥,         11636683,         48783825,         36773188,                  0,          3432547,        100626243,         13107925,          7846018,          5030332,            447874,         26432149,         32921759,          8577038,         14217570,         18477727,                  0,         74194094,                  0,                  0,         22.54,                  0,                  0
98/01,1102,亞泥,          9006128,         80269875,          2475180,                  0,          8759878,        100511061,          6269735,         22277880,          1443866,          1664216,         31655697,         28987723,          8136962,         22082395,          9648284,                  0,         68855364,                  0,                  0,         23.75,                  0,                  0
98/01,1103,嘉泥,          3258695,         18548466,          2318725,             76445,            229900,         24432231,          2086823,          5096000,                  0,          1237333,          8420156,          7178779,            382859,          6420867,          2879747,           -850177,         16012075,                  0,                  0,         27.77,                  0,        141338165
98/01,1104,環球水泥,          1427970,          9997819,          2947856,             44411,          2341402,         16759458,          1965919,          1675000,          1082113,            458330,          5181362,          6038919,            156218,          1608820,          3774139,                  0,         11578096,                  0,                  0,         19.17,                  0,                  0
98/01,1108,幸福水泥,          1979931,          2611512,          3277619,             23725,            602521,          8495308,          2615845,          1221000,                  0,            438470,          4275315,          4047380,             15970,            195795,            -39152,                  0,          4219993,                  0,                  0,         10.43,                  0,                  0
98/01,1109,信大水泥,          2550903,          1843062,          1873673,                  0,            190435,          6458073,            164851,                  0,                  0,            346537,            511388,          4290898,             26992,          1876438,           -183451,            -64192,          5946685,                  0,                  0,         14.13,                  0,          8089000
98/01,1110,東泥,          1203905,          2498142,          4787535,                  0,            890245,          9379827,            449606,                  0,            243226,            586855,          1279687,          5720008,            179713,          1596180,            652265,            -48026,          8100140,                  0,                  0,         14.27,                  0,          4301932
98/01,1201,味全公司,          2596488,          1862393,          5096368,            192944,          1000144,         10748337,          1847020,          1600000,            748907,          1471114,          5667041,          5060629,             77114,            298187,           -354634,                  0,          5081296,                  0,                  0,         10.04,                  0,                  0
98/01,1203,味王公司,          1059406,          3567222,            760685,             59540,             33111,          5479964,            732011,                  0,            139094,            481710,          1352815,          2092537,             36154,            821690,          1181719,             -4951,          4127149,                  0,                  0,         19.91,                  0,          2000000
98/01,1210,大成長城,          3538455,          6501880,          2427929,             16527,            618979,         13103770,          1995958,          1537412,             20754,            158763,          3712887,          4486784,          1653596,          2632660,            836635,           -218792,          9390883,                  0,                  0,         22.62,                  0,         33506245
