年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
100/03,2855,統一證券,         35964722,          3670855,          2405678,                  0,          1571823,                  0,            250561,         23197873,                  0,             29052,                  0,                  0,         13046456,            404127,          7342757,           -156626,         43863639,         23226925,         20636714,                  0,         20064000,         16.06
100/03,2856,元富證券,         57468546,          2850910,          2076709,            281519,          1779448,                  0,            116245,         45161259,            321767,             35356,                  0,                  0,         15285724,            388845,          3906424,           -525998,         64573377,         45518382,         19054995,                  0,         29306000,         12.81
100/03,6005,群益證,         41761818,          4231981,          5999324,          3539827,          3345076,                  0,            118869,         27078341,          2869481,            430204,                  0,                  0,         23690730,          2735007,          2187375,              5757,         58996895,         30378026,         28618869,                  0,                  0,         12.08
