年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
99/04,1219,福壽實業,          3156893,            721639,          1606031,             12430,             64908,          5561901,            767688,            382407,            431001,            245973,          1827069,          2839087,            215710,            380149,            299886,                  0,          3734832,                  0,                  0,         13.16,                  0,                  0
99/04,1220,台榮,          1560593,            227724,            863872,                  0,            113092,          2765281,            608706,                  0,            157271,            113182,            879159,          1770779,                537,           -169258,            284064,                  0,          1886122,                  0,                  0,         10.65,                  0,                  0
99/04,1225,福懋油,          2331604,          1022203,            984975,                  0,            113476,          4452258,          1019507,          1000000,            100296,             79199,          2199002,          1749049,            152783,            193835,            157589,                  0,          2253256,                  0,                  0,         12.88,                  0,                  0
99/04,1227,佳格,          3664896,          3990077,            986367,             11566,            391956,          9044862,          1816336,              1029,             33685,             21647,          1872697,          3709015,             33947,          3445609,            -16406,                  0,          7172165,                  0,                  0,         19.48,                  0,          2703252
99/04,1229,聯華實業,          1594489,         21295067,          3426485,                  0,            127398,         26443439,          1304660,          3209345,             93673,            203169,          4810847,          8214258,          1072243,          6007339,          6338752,                  0,         21632592,                  0,                  0,         26.34,            984300,             91000
99/04,1231,聯華食品,          2024559,            182983,            632714,             19177,            484719,          3344152,          1040913,            239887,                  0,            110367,          1391167,          1154190,             73042,            740151,            -14398,                  0,          1952985,                  0,                  0,         16.92,                  0,                  0
99/04,1232,大統益,          2562885,            252312,            964940,                299,             10464,          3790900,            812817,                  0,                  0,             20520,            833337,          1599749,             23784,          1395939,            -61909,                  0,          2957563,                  0,                  0,         18.49,                  0,                  0
99/04,1233,天仁,            645210,            193638,            804892,              3050,             66839,          1713629,            348700,                  0,                  0,              8394,            357094,            905919,             60605,            390417,               -406,                  0,          1356535,                  0,                  0,         14.97,                  0,                  0
99/04,1234,黑松,          1791460,          6850162,          2157604,                  0,            272154,         11071380,            493129,                  0,            469498,            373968,          1336595,          5358281,            184601,          2067676,          2124227,                  0,          9734785,                  0,                  0,         18.17,                  0,                  0
99/04,1235,興泰,            779540,            255994,            127339,                  0,            138192,          1301065,            326021,                  0,             36662,             24626,            387309,            545328,             27674,             98187,            242567,                  0,            913756,                  0,                  0,         17.42,                  0,          2069525
99/04,1236,宏亞食品,            834268,            178124,          1160868,              2983,            100569,          2276812,            745110,                  0,                  0,            216262,            961372,            920497,             33396,            367337,             -5790,                  0,          1315440,                  0,                  0,         14.29,                  0,                  0
99/04,1301,台塑,        130765497,        143328629,         60489622,            941682,          5947734,        341473164,         30612479,         40443568,                  0,          9573045,         80629092,         61209046,         12827206,        125175534,         61632286,                  0,        260844072,                  0,                  0,         42.62,                  0,                  0
99/04,1303,南亞塑膠,        128543156,        203947007,         69831005,            507093,          4331487,        407159748,         29259798,         77168177,                  0,         17653282,        124081257,         78522986,         28083575,        135755616,         40716314,                  0,        283078491,                  0,                  0,         36.05,                  0,            183235
99/04,1304,台聚,          8954854,          8161293,          1078652,                  0,            320978,         18515777,          3015530,                  0,             43580,            756663,          3815773,          8639716,            216693,          5382710,            460885,                  0,         14700004,                  0,                  0,         18.11,                  0,         52301799
99/04,1305,華夏,          2872433,          2772337,          2454854,                  0,            222077,          8321701,            879528,            993225,            483213,          1107532,          3463498,          4248035,              9335,             71518,            529315,                  0,          4858203,                  0,                  0,         11.44,                  0,                  0
99/04,,,,,,,,,,,,,,,,,,,,,,,,
99/04,1307,三芳化工,          2308153,          4393552,          1742258,                  0,             65782,          8509745,          2799026,            157378,             37782,            322777,          3316963,          3119649,            137866,          2320866,           -385599,                  0,          5192782,                  0,                  0,         16.65,                  0,                  0
99/04,1308,亞聚,          4314554,          3815400,            633404,              4999,            425333,          9193690,            761400,                  0,             21469,            266023,          1048892,          3131179,             31348,          3291262,          1691009,                  0,          8144798,                  0,                  0,         26.01,                  0,                  0
99/04,1309,台達化工,          3534888,          2274882,          1034052,              3108,            316254,          7163184,            942041,          1648924,            143860,            487286,          3222111,          2786155,              4723,            683332,            466863,                  0,          3941073,                  0,                  0,         14.15,                  0,                  0
99/04,1310,台苯,          3076272,          5064441,            606882,                  0,            106564,          8854159,          2706247,            100000,                  0,            409214,          3215461,          5803403,            692009,           -498422,           -358292,                  0,          5638698,                  0,                  0,          9.72,                  0,            265351
99/04,1312,國喬石化,          2643479,          8264435,          6919256,                  0,            307179,         18134349,          2367082,          1300000,            979556,            258706,          4905344,          9266203,            184272,          2200146,          1578384,                  0,         13229005,                  0,                  0,         14.47,                  0,         12424473
99/04,1313,聯成,          3265423,         16726862,          1804732,                  0,             88471,         21885488,          1181587,          1596399,             99828,            299681,          3177495,         10402316,          1113950,          6034628,          1157099,                  0,         18707993,                  0,                  0,         17.97,          9875000,                  0
99/04,1314,中石化,         11627092,          9676901,         15230354,                  0,          8205774,         44740121,          4817092,          6973826,          3871792,            229645,         15892355,         17949630,            283783,          5886425,          4727928,                  0,         28847766,                  0,                  0,         16.07,                  0,                  0
99/04,1315,達新工業,          3681231,          1025703,          1012863,                741,          2086668,          7807206,            676221,                  0,            710324,            267905,          1654450,          2200000,             29997,            957014,          2965745,                  0,          6152756,                  0,                  0,         29.01,                  0,          7930000
99/04,1316,上曜,            385924,            428956,            134977,                985,             20194,            971036,            210235,              6733,                  0,                200,            217168,            651661,            122111,            -36885,             16981,                  0,            753868,                  0,                  0,         11.57,                  0,                  0
99/04,1319,東陽,          4871999,          5934281,         11258030,            570014,            304783,         22939107,          4511420,          3822098,                  0,            814866,          9148384,          5185575,          4023885,          4555402,             25861,                  0,         13790723,                  0,                  0,         26.73,                  0,          2717378
99/04,1321,大洋,          1439251,          1434158,            840470,                  0,            680122,          4394001,          1069197,            300000,                  0,            434567,          1803764,          2272283,            101383,            173282,             43289,                  0,          2590237,                  0,                  0,         11.74,                  0,          6542716
99/04,1323,永裕,            760002,            738378,            738315,             14029,             14115,          2264839,            345512,            596500,              8767,            100960,          1051739,            827887,             53535,            319967,             11711,                  0,          1213100,                  0,                  0,         14.72,                  0,            354726
99/04,1324,地球工業,            771695,            263639,            270065,                  0,             14599,          1319998,            295317,                  0,                  0,             40127,            335444,            751219,                  0,            211523,             21812,                  0,            984554,                  0,                  0,         13.11,                  0,                  0
99/04,1325,恒大,            836934,            324493,            600599,                  0,             75706,          1837732,             94694,                  0,             44912,             42789,            182395,            945379,                766,            589362,            119830,                  0,          1655337,                  0,                  0,         17.51,                  0,                  0
99/04,1326,台化,        146554116,        145875714,         79348392,                  0,          6001555,        377779777,         40156382,         60203292,                  0,          6172738,        106532412,         56904721,          9817433,        129460666,         75064545,                  0,        271247365,                  0,                  0,         47.81,                  0,         17036314
99/04,,,,,,,,,,,,,,,,,,,,,,,,
99/04,1339,昭輝,            488390,                  0,          1924244,              2980,             33001,          2448615,            441366,            796655,                  0,              2743,          1240764,            571250,            252887,            383714,                  0,                  0,          1207851,                  0,                  0,         21.14,                  0,                  0
99/04,1402,遠東新,         22941610,        122861543,         14422982,             23439,          1202454,        161452028,         16878906,         43910634,          1018899,          1094978,         62903417,         47545799,         10228131,         27290233,         13484448,                  0,         98548611,                  0,                  0,         20.73,                  0,                  0
99/04,1409,新纖,          7427253,         20189387,          6840102,                  0,          2072793,         36529535,          6557703,          5014701,            666374,          1089151,         13327929,         16301859,            770543,          2869383,          3259821,                  0,         23201606,                  0,                  0,         14.27,                  0,          4434633
99/04,1410,南染,            434793,            253548,            762266,                  0,             29040,          1479647,             62684,                  0,            145501,             53977,            262162,            900000,             21784,             16890,            278811,                  0,          1217485,                  0,                  0,         13.53,                  0,                  0
99/04,1413,宏洲纖維,          1338224,             65711,          1432207,                  0,             90175,          2926317,          1040458,                382,            145598,            265760,          1452198,          1701874,                541,           -683425,            455129,                  0,          1474119,                  0,                  0,          8.77,                  0,          2097951
99/04,1414,東和,          1699487,             58180,          2507768,                  0,            237578,          4503013,          1703667,            305000,            421412,            143956,          2574035,          2200000,                986,           -935299,            663291,                  0,          1928978,                  0,                  0,          8.77,                  0,                  0
99/04,1416,廣豐,            270411,          4372772,          1078314,              1059,            105938,          5828494,            255968,            339527,                  0,             55671,            651166,          3848484,          1001374,            222888,            104582,                  0,          5177328,                  0,                  0,         14.52,                  0,         28205990
99/04,1417,嘉裕,            948042,          3061727,            739416,                  0,            497738,          5246923,            796455,                  0,            103078,            105430,          1004963,          3798837,             19571,             16159,            407393,                  0,          4241960,                  0,                  0,         11.17,                  0,                  0
99/04,1418,東華,            689316,            107538,          1486379,              1436,            139623,          2424292,            781724,             46600,            297488,            102092,          1227904,          1319276,              1612,           -179073,             54573,                  0,          1196388,                  0,                  0,          9.89,                  0,         10933000
99/04,1419,新紡,          1552534,          4328705,          3181553,                  0,             33124,          9095916,          1929988,                  0,            515989,             33055,          2479032,          3000413,                595,            796862,          2819014,                  0,          6616884,                  0,                  0,         22.11,                  0,            803829
99/04,1423,利華羊毛,          1333291,            451750,            420460,                  0,            474503,          2680004,             32872,                  0,            193097,            117457,            343426,          1750000,            127565,            -81335,            540348,                  0,          2336578,                  0,                  0,         13.35,                  0,                  0
99/04,1432,大魯閣,            190756,            694771,            136314,                  0,            501186,          1523027,            110435,            287211,            126634,             31561,            555841,            885642,             28229,            -56066,            109381,                  0,            967186,                  0,                  0,         11.40,                  0,          3734715
99/04,1434,福懋興業,         10697010,         50577643,          8361999,             63714,          1757776,         71458142,          3989424,          8297707,                  0,          1379814,         13666945,         16846646,            698507,         11213832,         29032212,                  0,         57791197,                  0,                  0,         34.37,                  0,          3043228
99/04,1435,中福國際,            237364,            328055,            562649,                  0,              2624,          1130692,              3172,                  0,            161746,              4754,            169672,          1397801,              1302,           -457534,             19451,                  0,            961020,                  0,                  0,          7.67,                  0,         14424000
99/04,1436,華友聯,          2872607,            290007,             29363,                  0,            612425,          3804402,             61055,                  0,                  0,             28286,             89341,          3300000,            200058,            342022,           -127019,                  0,          3715061,                  0,                  0,         11.75,                  0,         13718014
99/04,,,,,,,,,,,,,,,,,,,,,,,,
99/04,1437,勤益投控,            704285,          3243605,            529091,              6937,             90693,          4574611,            439665,            380000,                  0,             45148,            864813,          2039649,            318310,            104167,          1247672,                  0,          3709798,                  0,                  0,         18.19,                  0,                  0
99/04,1438,裕豐,            467402,              2660,                124,                  0,            120852,            591038,             32484,                  0,             76254,                463,            109201,          1024115,            108535,           -701543,             50730,                  0,            481837,                  0,                  0,          4.70,                  0,                  0
99/04,1439,中和羊毛,          2649964,             21325,            690794,                  0,                172,          3362255,             40132,                  0,            145900,              2913,            188945,            920000,              8686,          2033398,            211226,                  0,          3173310,                  0,                  0,         34.49,                  0,                  0
99/04,1440,南紡,          5250233,         11224550,         10516416,              5806,          4443205,         31440210,          2804469,                  0,          3361080,          1589339,          7754888,         15233945,             75446,          5734218,          2641713,                  0,         23685322,                  0,                  0,         15.55,                  0,                  0
99/04,1441,大東紡織,            722814,            495811,            696300,             17656,             36001,          1968582,            657048,            268506,            161013,            169408,          1255975,            658000,             11329,            -57855,            101133,                  0,            712607,                  0,                  0,         10.83,                  0,                  0
99/04,1442,名軒,          5588306,            764649,            102064,                  0,              8785,          6463804,          3947689,             10199,                  0,                150,          3958038,          1728084,             57031,            720664,                -13,                  0,          2505766,                  0,                  0,         14.50,                  0,                  0
99/04,1443,立益紡織,          1031952,            449084,          2194746,                  0,            404786,          4080568,          1105187,                  0,            296750,            737095,          2139032,          2912649,            206575,         -1578029,            400341,                  0,          1941536,                  0,                  0,          6.69,                  0,            991257
99/04,1444,力麗,          7090116,          4248971,          3791473,             20585,            715218,         15866363,          5183244,            105476,              5132,            220474,          5514326,          7833294,            218369,          1929055,            371319,                  0,         10352037,                  0,                  0,         13.50,                  0,         16237200
99/04,1445,大宇紡織,          1110743,            213675,            928075,                  3,              6956,          2259452,            175815,                  0,             98272,             72133,            346220,          1386670,            172064,            132988,            221510,                  0,          1913232,                  0,                  0,         13.80,                  0,                  0
99/04,1446,宏和,            253370,            597481,            626776,                  0,            949397,          2427024,            488721,            300000,                  0,                456,            789177,          1386215,            297632,            -58543,             12543,                  0,          1637847,                  0,                  0,         11.82,                  0,                  0
99/04,1447,力鵬,          7041351,          3212806,          4909901,             33527,            135230,         15332815,          4415020,          1634416,                  0,            174804,          6224240,          6528665,          1273230,          1704828,           -398148,                  0,          9108575,                  0,                  0,         16.40,                  0,         97467490
99/04,1449,佳和實業,          1327846,            581908,          1188727,             34337,            294732,          3427550,          2314140,                  0,            333112,            264829,          2912081,          1871941,            431156,         -1033572,           -754056,                  0,            515469,                  0,                  0,          3.55,                  0,         42037151
99/04,1451,年興紡織,          4503244,          9276330,          1108412,             15756,            157300,         15061042,          2315308,            107987,                  0,            444605,          2867900,          5500000,            386640,          5744727,            561775,                  0,         12193142,                  0,                  0,         22.17,                  0,                  0
99/04,1452,宏益,          1355677,            461477,            449868,                  0,             31397,          2298419,            162120,                400,             42579,              5053,            210152,          1275398,            151182,            505653,            156034,                  0,          2088267,                  0,                  0,         16.37,                  0,                  0
99/04,1453,大將,            451175,             98421,            325531,                  0,             65766,            940893,            333311,                  0,             54850,              1740,            389901,            415574,                405,             72399,             62614,                  0,            550992,                  0,                  0,         13.26,            657437,                  0
99/04,,,,,,,,,,,,,,,,,,,,,,,,
99/04,1454,台富,          1147370,            280693,            852141,              1474,             19843,          2301521,            536612,            125800,                  0,             81040,            743452,          1336284,            116104,              9511,             96170,                  0,          1558069,                  0,                  0,         12.48,                  0,          8738194
99/04,1455,集盛,          5115466,            136222,          5324514,                  0,            663290,         11239492,          3841373,            399873,            137395,            172421,          4551062,          4893483,            428734,          1025223,            340990,                  0,          6688430,                  0,                  0,         13.67,                  0,                  0
99/04,1456,怡華,          1156660,            172885,          1519325,                  0,             31477,          2880347,          1752791,            288691,            190722,            275731,          2507935,          1675000,             18386,           -483102,           -837872,                  0,            372412,                  0,                  0,          2.32,                  0,          7052326
99/04,1457,宜進,          1594788,            902717,          1793484,                  0,            528136,          4819125,            916437,            536630,              3944,             28906,          1485917,          2751510,            473186,            160338,            -51826,                  0,          3333208,                  0,                  0,         14.24,                  0,         40999604
99/04,1459,聯發紡織,          1904496,          2545034,          1896777,                  0,            211876,          6558183,          1174563,          1460000,                  0,             40086,          2674649,          3320638,            263536,            817615,           -518255,                  0,          3883534,                  0,                  0,         13.36,                  0,         41340309
99/04,1460,宏遠,          3771188,          1320630,          2252943,             10662,            213008,          7568431,          2582384,          1126870,            165409,            236177,          4110840,          4711891,            119663,         -1409184,             35221,                  0,          3457591,                  0,                  0,          7.90,                  0,         33706585
99/04,1463,強盛染整,            404588,          1016249,            577647,                  0,             26492,          2024976,             95836,                  0,             67994,             55721,            219551,          1884108,            157475,           -108000,           -128158,                  0,          1805425,                  0,                  0,         11.16,                  0,         26589911
99/04,1464,得力實業,          1027454,          1042826,            883348,                  0,             33641,          2987269,            967972,            150000,                  0,            101834,          1219806,          1568490,             96329,             31134,             71510,                  0,          1767463,                  0,                  0,         11.27,                  0,                  0
99/04,1465,偉全實業,          1101582,            589039,            339250,              5669,             12947,          2048487,            237641,                  0,                  0,             92898,            330539,            863394,            353488,            483455,             17611,                  0,          1717948,                  0,                  0,         19.90,                  0,                  0
99/04,1466,聚隆,          1229447,                  0,            935203,              4103,            184978,          2353731,            847491,            160104,                  0,             44380,          1051975,            915978,            237453,             89152,             59173,                  0,          1301756,                  0,                  0,         14.23,                  0,             87958
99/04,1467,南緯實業,          1632788,          2563944,            594589,              8035,            264919,          5064275,          2891969,            190050,             68902,            141686,          3292607,          1649115,             63250,            251506,           -192203,                  0,          1771668,                  0,                  0,         10.74,                  0,                  0
99/04,1468,昶和纖維,          1022982,            401330,            593161,             11481,            495529,          2524483,            814095,            296800,             59542,             35402,          1205839,          1604053,             43757,           -558946,            229780,                  0,          1318644,                  0,                  0,          8.22,                  0,                  0
99/04,1469,理隆纖維,            728839,             76330,          1282287,                355,             39331,          2127142,            613842,                  0,                  0,             15403,            629245,          1246000,            455920,           -183411,            -20612,                  0,          1497897,                  0,                  0,         12.02,                  0,                  0
99/04,1470,大統染,            497452,             92214,            402593,                  0,              4329,            996588,             95569,                  0,                  0,             13222,            108791,            857670,              6918,             22707,                502,                  0,            887797,                  0,                  0,         10.35,                  0,                  0
99/04,1471,首利,          1920893,          1735238,            259783,                  0,            123078,          4038992,          1186189,                  0,                  0,              2767,          1188956,          2014677,            967171,           -122701,             -9111,                  0,          2850036,                  0,                  0,         14.15,                  0,                  0
99/04,,,,,,,,,,,,,,,,,,,,,,,,
99/04,1472,三洋紡,            446320,             30726,            504109,                806,             10916,            992877,            290105,                  0,             37616,             63549,            391270,            875000,                  0,           -345238,             71845,                  0,            601607,                  0,                  0,          7.32,                  0,          5348830
99/04,1473,台南企業,          2526645,          2408837,            561035,              2490,             78970,          5577977,          1400505,                  0,             37967,             64357,          1502829,          1468220,            833349,          1899018,           -125439,                  0,          4075148,                  0,                  0,         27.76,                  0,                  0
99/04,1474,弘裕,          1585025,            617746,            549547,                  0,            112067,          2864385,            814292,            173750,             39282,             36482,          1063806,          1378744,              5707,            329755,             86373,                  0,          1800579,                  0,                  0,         13.32,                  0,          2663402
99/04,1475,本盟光電,            435376,             38521,            289747,                  0,            198244,            961888,            656054,              6244,                  0,             27278,            689576,            541946,             23077,           -307887,             15176,                  0,            272312,                  0,                  0,          5.02,                  0,                  0
99/04,1476,儒鴻,          2812320,          1640114,            811533,              3196,            104725,          5371888,          1470979,            100000,                  0,            163051,          1734030,          1992848,            293678,          1413848,            -62516,                  0,          3637858,                  0,                  0,         18.25,                  0,                  0
99/04,1477,聚陽實業,          4396299,          1172426,            106946,                  0,            470946,          6146617,          2342204,                  0,                  0,             14914,          2357118,          1587376,            805520,          1517081,           -120478,                  0,          3789499,                  0,                  0,         23.87,                  0,                  0
99/04,1503,士電,          7258812,          8917808,          9413293,             69395,            100176,         25759484,          6747764,            302535,            950717,          1217947,          9218963,          5209722,          2556723,          5886707,          2887369,                  0,         16540521,                  0,                  0,         31.75,                  0,                  0
99/04,1504,東元電機,         12252425,         37390876,          3487379,             81232,          2476630,         55688542,          7829294,         10699790,            106179,          1349296,         19984559,         18313129,          5832183,          9097849,          2460822,                  0,         35703983,                  0,                  0,         19.74,          4732000,         22365800
99/04,1506,正道,            551285,            767984,            416658,                 47,            460368,          2196342,            774250,             78691,             76990,            286823,          1216754,          1022516,            148334,           -294099,            102837,                  0,            979588,                  0,                  0,          9.58,                  0,                  0
99/04,1507,永大機電,          3058722,          7391154,          1288934,             60915,            883341,         12683066,          1758270,            107500,              2702,            846359,          2714831,          4108200,            240634,          5722588,           -103187,                  0,          9968235,                  0,                  0,         24.39,                  0,          2129800
99/04,1512,瑞利,          1604090,          1275151,          1657693,             10100,             19782,          4566816,          1601171,            613136,             99095,            172194,          2485596,          1818025,             40369,            129896,             92930,                  0,          2081220,                  0,                  0,         11.45,                  0,                  0
99/04,1513,中興電,          4499377,          4591957,          2931184,                  0,            164223,         12186741,          3480155,            730858,            286075,            480225,          4977313,          4800000,            330927,          1234107,            844394,                  0,          7209428,                  0,                  0,         15.35,                  0,         10329917
99/04,1514,亞力電機,          2338202,            542068,          1034264,             10157,            151163,          4075854,          1425609,             13200,            164401,            104218,          1707428,          2010670,            117372,             77968,            162416,                  0,          2368426,                  0,                  0,         12.29,                  0,          8359112
