年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,流動負債,長期負債,其他負債,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,每股淨值(註一)
93/02,1315,達新工業,          2055192,            918746,            975220,             66384,            506857,            693945,            423390,            295404,          2415227,             26918,            708357,            -40842,          4522399,          1412739,          3109660,         12.88
93/02,1316,上曜,            299400,            489941,            485244,                  0,             43172,            412847,              4750,             71107,          1403322,            215583,           -811534,             21682,          1317757,            488704,            829053,          5.91
93/02,1319,東陽,          2433136,          3922023,          3484159,            141793,            347686,          2464149,          1011434,            506798,          4054849,          1076611,          1216660,             -1704,         10328797,          3982381,          6346416,         16.12
93/02,1321,大洋,          1317893,          1179085,          1265477,            122005,            384836,            847075,            100000,            410839,          2080845,            121026,            744058,            -34547,          4269296,          1357914,          2911382,         13.99
93/02,1323,永裕,            493645,            367590,            557667,              6455,             21705,            260470,            230267,             41951,            736194,             56813,            116207,              5160,          1447062,            532688,            914374,         12.79
93/02,1324,地球工業,            732622,            139050,            272254,             15856,              7329,            243618,                  0,             29231,            729339,                  0,            165800,               -877,          1167111,            272849,            894262,         12.87
93/02,1325,恒大,            483492,            181953,            864573,              6733,            116381,             45156,            400000,             90983,            891110,             14884,            206406,              4593,          1653132,            536139,          1116993,         12.53
93/02,1326,台化,         52799496,         77093601,         70139042,            705361,          5768592,         32270934,         55557663,          5274070,         48761961,          8616160,         55931220,             94084,        206506092,         93102667,        113403425,         25.12
93/02,,,,,,,,,,,,,,,,,,
93/02,1402,遠東新,         15870565,         77406165,         17958849,            977442,          1276222,         13766669,         29203424,          3974991,         38384115,         14350003,         14915981,         -1105940,        113489243,         46945084,         66544159,         18.53
93/02,1409,新纖,          6940326,          9728969,          8784191,                  0,            444868,          5329611,          6330869,          1240081,         13253409,             25224,            196595,           -477435,         25898354,         12900561,         12997793,          9.81
93/02,1410,南染,            293603,            201497,            506708,                  0,            115676,             87885,                  0,            113583,            900000,             53174,            -37158,                  0,          1117484,            201468,            916016,         10.18
93/02,1413,宏洲纖維,          1390263,             44102,          2835803,             24639,            156714,          1354625,            319788,            426696,          2836457,            297795,           -783840,                  0,          4451521,          2101109,          2350412,          8.29
93/02,1414,東和,          1166218,            457141,          4430555,             90286,             25648,          2755061,            136942,          1466499,          2200000,                  0,           -262516,           -126138,          6169848,          4358502,          1811346,          8.23
93/02,1416,廣豐,          1552512,          4655441,          1566759,             56336,            203109,          2950228,                  0,            133928,          5497834,            900695,         -1572779,            124251,          8034157,          3084156,          4950001,          9.00
93/02,1417,嘉裕,          2255743,          2873315,          1089230,             57086,            245561,          1762924,                  0,            286651,          4157493,            442962,             36744,           -165839,          6520935,          2049575,          4471360,         10.75
93/02,1418,東華,          1230573,            332380,          2687843,             85523,            167799,          1024379,            100000,            971752,          2638553,                  0,           -146856,            -83710,          4504118,          2096131,          2407987,          9.13
93/02,1419,新紡,          1365816,          2440151,          3018003,             21031,            119693,          2255117,                  0,            905022,          2904000,            247895,          1149198,           -496538,          6964694,          3160139,          3804555,         13.10
93/02,1423,利華羊毛,          1664329,            435896,          1039146,              2284,             42568,            454476,              6082,            458029,          1793000,            379807,             10360,             82469,          3184223,            918587,          2265636,         12.64
93/02,1432,大魯閣,          1333983,          1127748,          1327221,                  0,            124451,          2444374,                  0,            663686,          1703676,            770394,         -1313039,           -355688,          3913403,          3108060,            805343,          4.73
93/02,1434,福懋興業,         12846228,         13614535,          7977761,                  0,          1640936,          8446278,          6487399,            338845,         16192470,             23561,          4499025,             91882,         36079460,         15272522,         20806938,         13.11
93/02,1435,中福國際,            364360,            762649,            629228,                  0,             30188,            448566,                  0,            264359,          1397801,              6253,            -44806,              8398,          1786425,            712925,          1073500,          9.62
93/02,1436,華友聯,          2899506,            434877,             10292,              6240,            606838,            104727,                  0,             13928,          3300000,            446723,            241197,           -148822,          3957753,            118655,          3839098,         11.63
93/02,1437,勤益投控,          1421674,          2126355,          1099497,             77527,            139539,            976427,          1069831,             91850,          1572008,          1258973,           -100015,             -4482,          4864592,          2138108,          2726484,         17.34
93/02,,,,,,,,,,,,,,,,,,
93/02,1438,裕豐,            226394,            181296,            103959,                459,            669581,            577187,                  0,            375196,          1024115,            109051,           -892654,            -11206,          1181689,            952383,            229306,          2.24
93/02,1439,中和羊毛,            675327,            706076,            764347,             29248,             19096,            348580,                  0,            635976,            970000,            203201,             54894,            -18557,          2194094,            984556,          1209538,         12.47
93/02,1440,南紡,          6324663,          8004393,          9527097,            137626,          4868678,          2927541,                  0,          7000735,         14935240,          1839095,          2891855,           -732009,         28862457,          9928276,         18934181,         12.68
93/02,1441,大東紡織,            970158,            687992,            991342,             39002,             57420,          1344271,            225510,            478079,          1079004,                  0,           -422583,             41633,          2745914,          2047860,            698054,          6.47
93/02,1442,名軒,          1124572,            219286,             91388,             51667,            177423,            353843,             91798,             34193,          2197053,             66212,         -1078761,                 -2,          1664336,            479834,          1184502,          5.39
93/02,1443,立益紡織,          1065771,            844527,          1880476,                  0,            896506,          1211122,            308854,            486734,          3010900,            230395,           -467677,            -93048,          4687280,          2006710,          2680570,          8.90
93/02,1444,力麗,          2604221,          2343826,          5883909,                  0,            527424,          2237159,          1371505,            140006,          7314000,          2093661,           -169787,         -1627164,         11359380,          3748670,          7610710,         10.41
93/02,1445,大宇紡織,            948373,            277237,          1390526,             14815,             28386,            308556,            286142,            171032,          1795510,             91982,            268164,           -262049,          2659337,            765730,          1893607,         10.55
93/02,1446,宏和,            960869,          1476110,          1496875,                  0,            252194,            929328,            520773,             18096,          2238702,            297239,             63076,            118834,          4186048,          1468197,          2717851,         12.26
93/02,1447,力鵬,          3341075,          1842832,          5877558,                  0,            144438,          2640421,          1793709,            127695,          5706875,          2092887,            522885,         -1678569,         11205903,          4561825,          6644078,         11.64
93/02,1449,佳和實業,          3106414,          2189500,          3038295,            102933,          1497998,          1921078,          2322000,          1122252,          6620381,            775312,         -1558870,         -1267013,          9935140,          5365330,          4569810,          7.25
93/02,1451,年興紡織,          3177326,          8763363,            990090,                  0,            292132,          3079828,             90000,            141923,          5983691,            389361,          3307854,            230254,         13222911,          3311751,          9911160,         16.56
93/02,1452,宏益,            875137,            634659,            679053,                  0,             97400,             88291,                  0,             92900,          1817223,             89115,            374605,           -175885,          2286249,            181191,          2105058,         11.87
93/02,1453,大將,            590118,            520682,            179001,                  0,            215265,            558054,                  0,            156552,            797734,             24987,              5203,            -37464,          1505066,            714606,            790460,          9.91
93/02,1454,台富,            981003,            156729,          1203115,              8832,            166221,            662814,            100000,             86172,          1496502,            148767,             81076,            -59431,          2515900,            848986,          1666914,         11.14
93/02,,,,,,,,,,,,,,,,,,
93/02,1455,集盛,          2083519,            725788,          4272981,                  0,            420771,          1590568,            250000,             60293,          4391538,            382749,            830036,             -2125,          7503059,          1900861,          5602198,         13.27
93/02,1456,怡華,          2336734,          1282712,          2753628,             49279,             82435,          2456900,          1606630,            980768,          2904623,             52160,           -847391,           -648902,          6504788,          5044298,          1460490,          5.03
93/02,1457,宜進,          1788849,          2157175,          2292374,                  0,          1036165,          2478764,            775596,             48050,          3653200,            456231,           -119122,            -18156,          7274563,          3302410,          3972153,         10.87
93/02,1459,聯發紡織,          1347270,          1176391,          3846782,                  0,            178549,          1103314,          1300000,             34575,          3650582,            522628,            624822,           -686929,          6548992,          2437889,          4111103,         11.54
93/02,1460,宏遠,          3188427,          1929716,          2814635,             22368,            157042,          1869305,            919281,            123569,          4670684,            616747,            299276,           -386674,          8112188,          2912155,          5200033,         11.13
93/02,1463,強盛染整,            574132,          1126941,            675758,              4907,             25674,            183670,                  0,            117335,          1983207,            204612,            191875,           -273287,          2407412,            301005,          2106407,         10.62
93/02,1464,得力實業,            802131,            882828,          1167359,                  0,             34241,            421194,            243196,            153142,          2398194,             24046,            380746,           -733959,          2886559,            817532,          2069027,          8.63
93/02,1465,偉全實業,          1056469,            452137,            472898,              3052,             19081,            479549,                  0,             24975,            893394,            349331,            264344,             -7956,          2003637,            504524,          1499113,         16.78
93/02,1466,聚隆,            575270,                  0,          1466593,                  0,            283799,          1131155,            591711,             26072,            715978,                  0,           -139254,                  0,          2325662,          1748938,            576724,          8.06
93/02,1467,南緯實業,          1037148,          1415198,            945390,             35413,            107838,          1033857,            599597,            221842,          1346320,            162959,            182822,             -6410,          3540987,          1855296,          1685691,         12.52
93/02,1468,昶和纖維,          1157210,            325130,          1138246,                  0,             68848,            752535,             36070,              4167,          1604053,             26753,            264420,              1436,          2689434,            792772,          1896662,         11.82
93/02,1469,理隆纖維,            740485,            567003,          1361015,              5040,             66103,            796232,                  0,              5370,          1246000,            455920,            235066,              1058,          2739646,            801602,          1938044,         15.55
93/02,1470,大統染,            312797,            115998,            487393,                  0,             32802,            137208,                  0,             23094,            857670,              6985,            -59843,            -16124,            948990,            160302,            788688,          9.20
93/02,1471,首利,          1839914,            121718,            167581,                  0,             45293,            768046,                  0,                150,          1171280,            140668,             94362,                  0,          2174506,            768196,          1406310,         12.01
93/02,1472,三洋紡,            465551,            356681,            725897,              1645,             62059,            214199,                  0,             35969,            875000,            489818,             34115,            -37268,          1611833,            250168,          1361665,         15.56
93/02,,,,,,,,,,,,,,,,,,
93/02,1473,台南企業,          1865757,          2512569,            638472,             18650,             37433,          1138845,            974200,            116534,          1233948,            519647,          1016069,             73638,          5072881,          2229579,          2843302,         23.14
93/02,1474,弘裕,          1648567,             64068,            817592,              3824,             83439,            757087,            433803,             64411,          1111929,             55577,            194683,                  0,          2617490,          1255301,          1362189,         12.74
93/02,1475,本盟光電,            465621,             33135,            788153,                  0,             17099,            658331,             57239,                  0,          1176722,            200000,           -788589,                305,          1304008,            715570,            588438,          5.00
93/02,1476,儒鴻,          1661302,            216192,            819782,              4334,            146721,          1207170,            200000,             61197,            957713,             68061,            352281,              1909,          2848331,          1468367,          1379964,         15.13
93/02,1477,聚陽實業,          4084884,            781354,             62147,             11536,             30235,          2398303,            887114,             85308,          1161077,            135511,            362148,            -59305,          4970156,          3370725,          1599431,         16.01
93/02,1503,士電,          7970102,          4284398,          4738186,            164308,            208995,          5445448,          1123956,          1271900,          5209722,          2679041,          2161272,           -525350,         17365989,          7841304,          9524685,         18.28
93/02,1504,東元電機,         18715476,         32042199,          3962436,            207571,          3646412,         12682401,         12528862,          1154683,         20055679,          8734495,          3848810,           -430836,         58574094,         26365946,         32208148,         16.06
93/02,1506,正道,            586378,          1053148,            663078,             67547,            418234,          1189322,             87000,            488185,          1022516,            154708,           -140531,            -12815,          2788385,          1764507,          1023878,         10.01
93/02,1507,永大機電,          3367449,          3221114,          2011046,            151527,          1077238,          1452107,            589600,            511762,          4108200,            213464,          3086515,           -133274,          9828374,          2553469,          7274905,         17.71
93/02,1512,瑞利,          2184214,            238113,          1946270,              4340,             34116,          1546205,            515000,            266246,          1765073,            194335,            123737,             -3543,          4407053,          2327451,          2079602,         11.78
93/02,1513,中興電,          5861670,          1475622,          2641684,            154308,            802679,          4051517,             68817,            821566,          5048115,            711413,            709402,           -474867,         10935963,          4941900,          5994063,         11.87
93/02,1514,亞力電機,          2212308,            621526,            849093,             21961,            132445,          1287748,            133600,            213705,          2010670,            192364,             80436,            -81190,          3837333,          1635053,          2202280,         10.95
93/02,1515,力山,          2910428,          1368204,          1893200,             41160,            271507,          2924793,            466027,            320221,          2522103,            234841,            306153,           -289639,          6484499,          3711041,          2773458,         11.00
93/02,1516,川飛,            339660,            733799,            205000,                375,            211248,            412347,             31841,             26423,            923501,             19618,             26917,             49435,          1490082,            470611,          1019471,         11.04
93/02,1517,利奇機械,          1790432,            702193,            547254,                  0,             18742,            522425,                  0,             79178,          2312673,             76584,            155746,            -87985,          3058621,            601603,          2457018,         10.62
93/02,,,,,,,,,,,,,,,,,,
93/02,1519,華城電機,          1864373,            316020,          1536695,             14530,            111308,          1439755,            160000,            137193,          2151194,             21438,            178457,           -245111,          3842926,          1736948,          2105978,          9.79
93/02,1521,大億,          1505018,            240263,          1019190,             26997,             28272,          1325219,            111710,            153811,            762300,             60472,            422463,            -16235,          2819740,          1590740,          1229000,         16.12
93/02,1522,堤維西,          3858961,          2006727,          4724706,             26613,            167124,          3350901,          3210112,            225414,          2164290,          1142231,            717716,            -26533,         10784131,          6786427,          3997704,         20.78
93/02,1524,耿鼎企業,          1160964,            150062,          2177020,                  0,              3157,          1539876,            350536,             17518,          1252651,            190862,            229296,            -89536,          3491203,          1907930,          1583273,         13.32
93/02,1525,江申工業,            916571,            396204,            512390,                  0,             30269,            450346,                  0,            207886,            502810,            120170,            570567,              3655,          1855434,            658232,          1197202,         26.19
93/02,1526,日馳,            491082,             52199,            655619,                529,            129844,            419173,            230366,             75289,            787971,                  0,           -188646,              5120,          1329273,            724828,            604445,          7.67
93/02,1527,鑽全,          2535977,            557858,          1487398,                427,              9393,          1848732,                  0,             15231,          1478383,                305,          1248402,                  0,          4591053,          1863963,          2727090,         20.57
93/02,1528,恩德,          1792136,            286811,            418265,             23585,            105649,          1170556,            391902,             53979,            742000,            196841,             59437,             11731,          2626446,          1616437,          1010009,         13.61
93/02,1529,樂士,          1646960,             49751,            366712,              8165,            417739,          1237189,            433258,             17225,            748737,             59723,             -6805,                  0,          2489327,          1687672,            801655,         10.71
93/02,1530,亞崴機電,          1169965,            184005,            290745,                186,             24808,            903667,                  0,             20456,            527843,              6324,            218084,             -6665,          1669709,            924123,            745586,         15.66
93/02,1531,高林股,          2187805,          1500240,            386953,              1979,              3396,            916830,            119574,            229102,          1387898,            341177,          1001303,             84489,          4080373,          1265506,          2814867,         23.47
93/02,1532,勤美,          3796357,          2248547,            400518,                  0,              5426,          2523579,            452132,            153157,          1635607,            836570,            852761,             -2958,          6450848,          3128868,          3321980,         21.93
93/02,1533,車王電,          2098405,            930770,            598608,             19844,             19803,            951092,          1062693,              5284,            961185,            268367,            407423,             11386,          3667430,          2019069,          1648361,         18.01
93/02,1535,中宇,          4439622,            261373,             96240,                  0,              7039,          3770934,                  0,              4070,            882675,             18011,            128458,                126,          4804274,          3775004,          1029270,         11.66
93/02,1536,和大工業,            996096,            276187,            651064,             11656,            155789,            524824,            751314,             60428,            632812,             13490,             84896,             23028,          2090792,          1336566,            754226,         11.92
93/02,,,,,,,,,,,,,,,,,,
93/02,1537,廣隆光電,            916752,            488826,            305471,                  0,              7178,            569605,             23285,             50545,            643530,            267146,            171667,             -7551,          1718227,            643435,          1074792,         16.70
93/02,1538,正峰新,          2151728,            757368,            543742,            186542,            163629,          2046001,                  0,             68318,          1059265,            270423,            350253,              8749,          3803009,          2114319,          1688690,         15.94
93/02,1539,巨庭機械,            955977,            148381,            704518,                  0,             39566,            928140,                  0,              3198,            648000,             75000,            202575,             -8471,          1848442,            931338,            917104,         14.15
93/02,1540,喬福機械,            655994,             15454,            434932,                  0,              5551,            188311,            200000,              6040,            619374,             70876,             67803,            -40473,          1111931,            394351,            717580,         12.16
93/02,1541,錩泰,          1545448,                  0,            433019,                  0,             22179,            707724,            500000,              5114,            682388,                  0,            105420,                  0,          2000646,          1212838,            787808,         11.72
93/02,1558,伸興,            652527,            673831,            153776,             31787,              5894,            704957,             25708,            161314,            352205,                337,            266242,              7052,          1517815,            891979,            625836,         23.43
93/02,1560,中砂,          1065659,            120274,          1720868,            173155,             77718,          1090190,            188333,            422864,            676000,            363467,            418211,             -1391,          3157674,          1701387,          1456287,         24.27
93/02,1568,倉佑,            324006,             93130,            760217,              2469,             45149,            249121,            324279,              7524,            480600,            127393,             34781,              1273,          1224971,            580924,            644047,         16.08
93/02,1603,華電,          2837862,          1342221,          3620025,                  0,            527073,          2897128,             73037,          2401565,          3423000,          1248394,         -1460990,           -254953,          8327181,          5371730,          2955451,          8.63
93/02,1604,聲寶,         11549685,          9678869,          3883945,            500906,            363717,          5322901,          2750000,          2339593,         13400000,          1990355,          1416186,         -1241913,         25977122,         10412494,         15564628,         12.25
93/02,1605,華新,         14587636,         39866006,         15247691,                  0,            487780,          5643097,          6000200,          1044862,         30790126,         15387653,         12255568,           -932393,         70189113,         12688159,         57500954,         18.68
93/02,1608,華榮,          3438782,          2339571,          3735158,             97802,            999296,          1419650,                  0,          1544139,          6327735,            855651,            526772,            -63338,         10610609,          2963789,          7646820,         12.08
93/02,1609,大亞電線,          3869191,          3504373,          3056253,             77369,            181894,          3209912,            801900,            633460,          4933420,            577549,            819975,           -287136,         10689080,          4645272,          6043808,         12.99
93/02,1611,中電,          2832226,          1139645,          1939619,             55265,            146852,          1062726,                  0,            487249,          3601108,            199064,            763948,               -488,          6113607,          1549975,          4563632,         12.67
93/02,1612,宏泰,          2286410,          1092957,          1750388,                  0,            156779,          1095879,                  0,             48363,          3298631,            176500,            664712,              2449,          5286534,          1144242,          4142292,         12.56
93/02,,,,,,,,,,,,,,,,,,
93/02,1613,台一,          1258686,            876151,          5061271,                  0,            773896,          7069451,             13628,            162085,          2474399,             32158,         -1818486,             36769,          7970004,          7245164,            724840,          2.93
93/02,1614,三洋電,          6151593,            434505,            928866,             42743,            699940,          2653993,                  0,            550113,          3166040,             84808,          1904314,           -101621,          8257647,          3204106,          5053541,         15.96
93/02,1615,大山,            926431,            236778,            953275,             25417,            228913,          1114462,            143197,            108559,            882000,            115091,              7505,                  0,          2370814,          1366218,          1004596,         11.39
93/02,1616,億泰,          1331838,            806009,            819349,              2020,            112722,            937607,            230950,             60380,          1220036,            369153,            288075,            -34263,          3071938,          1228937,          1843001,         15.11
93/02,1617,榮星電線,          1818855,            854803,            642238,                  0,             60051,          1131611,            480101,            201300,          1109236,             98779,            392092,            -37172,          3375947,          1813012,          1562935,         14.09
93/02,1618,合機公司,          1852490,            538105,          2827887,                  0,             71096,          1560638,            748035,             60009,          1863284,            662431,            402546,             -7365,          5289578,          2368682,          2920896,         17.15
93/02,1701,中化,          1911558,          1447903,          2532532,             68341,            114761,          1465935,            232000,            263185,          2509100,            799505,            884013,            -78643,          6075095,          1961120,          4113975,         16.40
