年季,公司代號,公司名稱,現金及約當現金、存放央行及銀行同業,買入票券及證券,應收款項,買匯貼現及放款,長期投資,固定資產,其他資產,央行及銀行同業存款,存款及匯款,央行及同業融資,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,少數股權,股東權益總計,每股淨值(註一)
94/03,2801,彰化銀行,        135595508,        189936393,         36564118,        867051056,         12645761,         24943854,         21707925,        106220078,      1022635589,         20417658,         74266540,         49594756,         24911220,         -9849718,            248492,      1288444615,      1223539865,                  0,         64904750,         13.09
94/03,2809,京城銀行,         25900314,          2593735,          1340438,        108872972,            700088,          3873368,          1983343,          1257968,        129736159,          3003572,          3233388,          7243343,            113101,            676657,                 70,        145264258,        137231087,                  0,          8033171,         11.09
94/03,2812,台中銀行,         52268558,          6870032,          2165795,        176950356,            232593,          4048259,          9056125,             21676,        232121695,                  0,          5884611,         15380144,            160452,         -1976860,                  0,        251591718,        238027982,                  0,         13563736,          8.82
94/03,2834,臺灣企銀,        186593316,         34720132,         22923122,        675663677,          4149128,         14810148,         46413725,         43372139,        827997490,         29645000,         40245184,         42857220,                  0,            193684,            962531,        985273248,        941259813,                  0,         44013435,         10.27
94/03,2836,高銀,         20152140,         24996263,            775387,        101064087,          3553961,          2395726,          1060506,         18044939,        116555625,          3915160,          5201765,          5034238,          2542403,          2703940,                  0,        153998070,        143717489,                  0,         10280581,         20.42
94/03,2838,聯邦銀行,         14334381,         31445708,         43429260,        173232889,         25357198,          8893531,         13982803,          9617354,        252062078,         11105400,         15391011,         18253942,             63733,          4154335,             27917,        310675770,        288175843,                  0,         22499927,         12.33
94/03,2845,遠東商銀,         27087140,         27105801,         32315455,        198187014,         10394071,          2602353,          2821375,         20215856,        217701096,         29000000,         11044423,         17861746,          1169743,          3508797,             11548,        300513209,        277961375,                  0,         22551834,         12.63
94/03,2849,安泰銀行,         38043202,         27199543,         10631662,        203891238,          3846852,          3344663,         11490144,          5317655,        237073293,         27000000,          9920521,         17093384,            223615,          1818836,                  0,        298447304,        279311469,                  0,         19135835,         11.19
