年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
98/01,2855,統一證券,         21297336,          3633549,          2245713,                  0,          1925336,                  0,                  0,          8339969,          2815645,            215858,                  0,            254719,         12157062,            255233,          5889526,           -826078,         29101934,         11626191,         17475743,                  0,         70000000,         15.25
98/01,2856,元富證券,         28420683,          3134045,          1853473,             38258,          1609890,                  0,                  0,         16789762,          1732054,            238522,                  0,            385472,         13988726,             33355,          2415002,           -526544,         35056349,         19145810,         15910539,                  0,         54485167,         11.83
98/01,6005,群益證,         22359996,          4521015,          4046524,            389999,          3010679,                  0,                  0,         15527413,            727466,            246191,                  0,            299930,         16107860,            890015,            367326,            162012,         34328213,         16801000,         17527213,                  0,                  0,         10.88
