年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
97/02,2855,統一證券,         40392043,          3624508,          2262080,                  0,          1812544,                  0,            521614,         23819405,          5935742,            255622,                  0,                  0,         12157062,            216610,          6417907,           -189559,         48612789,         30010769,         18602020,                  0,                  0,         15.81
97/02,2856,元富證券,         51490430,          2620842,          1886389,             47496,          1565910,                  0,            412048,         39016266,          1200000,            267317,                  0,                  0,         13988726,             18628,          3595430,            -63252,         58023115,         40483583,         17539532,                  0,         11153167,         12.64
97/02,6005,群益證,         51090309,          4249786,          4119610,            400864,          1443852,                  0,            521364,         37281622,            946523,            329310,                  0,                  0,         16267870,            845050,          6167557,            -12147,         61825785,         38557455,         23268330,                  0,                  0,         15.78
