年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
98/03,2855,統一證券,         26899972,          3671333,          2207140,                  0,          1935652,                  0,             19730,         12794477,          2848722,            308733,                  0,                  0,         11857062,            314873,          7103253,           -493293,         34733827,         15951932,         18781895,                  0,         40000000,         16.39
98/03,2856,元富證券,         48763425,          3204470,          1952816,             43695,          1692850,                  0,            281311,         38654483,                  0,            311084,                  0,                  0,         13934501,             54866,          3180949,           -197316,         55938567,         38965567,         16973000,                  0,         12878000,         12.32
98/03,6005,群益證,         34544098,          4383204,          4064803,            389999,          2544867,                  0,             97631,         25880968,            981252,            295607,                  0,                  0,         16107860,            797372,          1878338,             83205,         46024602,         27157827,         18866775,                  0,                  0,         11.71
