年季,公司代號,公司名稱,現金及約當現金、存放央行及銀行同業,買入票券及證券,應收款項,買匯貼現及放款,長期投資,固定資產,其他資產,央行及銀行同業存款,存款及匯款,央行及同業融資,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,少數股權,股東權益總計,每股淨值(註一)
93/03,2801,彰化銀行,        240268164,         60570878,         33373508,        818810433,         13309991,         23849473,         94877633,        154681860,        964205498,         21031904,         70753944,         49594756,         21340112,          3072129,            379877,      1285060080,      1210673206,                  0,         74386874,         15.00
93/03,2809,京城銀行,         22629915,          1868379,          1575654,        103623903,            799741,          3403161,          2257656,          1313430,        121064288,          3003918,          3466016,          7243343,             40012,             36990,             -9588,        136158409,        128847652,                  0,          7310757,         10.10
93/03,2812,台中銀行,         41277332,          9095218,          2638420,        174075274,            234455,          4152078,          9590314,            170740,        218842379,                  0,          8308711,         15380144,             14487,         -1653370,                  0,        241063091,        227321830,                  0,         13741261,          8.93
93/03,2834,臺灣企銀,        215130280,         31909604,         27174363,        630209871,          4391707,         15037959,         73105832,         37028957,        859812436,         17645000,         36876129,         36857220,          5205318,          3545400,            -10844,        996959616,        951362522,                  0,         45597094,         12.37
93/03,2836,高銀,         27646581,         13017774,            910919,        103808007,          2411558,          2502491,          1378150,         20514875,        112160605,          4294666,          4504612,          5034238,          2542403,          2642490,            -18409,        151675480,        141474758,                  0,         10200722,         20.26
93/03,2838,聯邦銀行,         13596026,         26222915,         35641766,        136088249,          8217965,          2239156,         11526788,          9060230,        190706051,          6500000,          9134622,         14889264,             33811,          3176237,             32650,        233532865,        215400903,                  0,         18131962,         12.18
93/03,2845,遠東商銀,         13284836,         18615526,          7789959,        179076120,          9055084,          2418170,          8059449,          5660126,        181105197,         18000000,         14946047,         15086440,            171746,          3317411,             12177,        238299144,        219711370,                  0,         18587774,         12.32
93/03,2849,安泰銀行,         25538159,         21624652,          8216836,        180264524,          3757041,          3101439,         10429806,          7439934,        202053490,         14200000,         10929218,         17093384,            223615,            992816,                  0,        252932457,        234622642,                  0,         18309815,         10.71
