年季,公司代號,公司名稱,現金及約當現金、存放央行及銀行同業,買入票券及證券,應收款項,買匯貼現及放款,長期投資,固定資產,其他資產,央行及銀行同業存款,存款及匯款,央行及同業融資,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,少數股權,股東權益總計,每股淨值(註一)
94/01,2801,彰化銀行,        123702311,        205915187,         27945111,        854056186,         13074119,         24200567,         35651561,        113390721,      1016834860,         20567352,         55162345,         49594756,         24911220,          3827626,            256162,      1284545042,      1205955278,                  0,         78589764,         15.85
94/01,2809,京城銀行,         24059101,          1212945,          1588685,        112473317,            777430,          3606585,          2071931,          1508807,        130462148,          3003745,          3097274,          7243343,            112862,            363531,             -1716,        145789994,        138071974,                  0,          7718020,         10.66
94/01,2812,台中銀行,         40396530,          8808223,          2478603,        182268483,            279735,          4186290,         10709427,            148085,        227771510,                  0,          7146555,         15380144,             14488,         -1333491,                  0,        249127291,        235066150,                  0,         14061141,          9.14
94/01,2834,臺灣企銀,        180681835,         33454325,         21878246,        697956832,          4156657,         14966569,         54037569,         43341569,        860142246,         29645000,         36598168,         36857220,          3670325,         -4377699,          1255204,      1007132033,        969726983,                  0,         37405050,         10.15
94/01,2836,高銀,         19575831,         17142101,            931044,        106443004,          2666042,          2422751,          1083412,         19136072,        112881774,          3907650,          4070713,          5034238,          2542403,          2691335,                  0,        150264185,        139996209,                  0,         10267976,         20.40
94/01,2838,聯邦銀行,         15824062,         40938890,         41246298,        163074629,         10559647,          8907142,         15641683,          3886483,        248006136,         11105400,         11071231,         18253942,             63733,          3806441,             -1015,        296192351,        274069250,                  0,         22123101,         12.12
94/01,2845,遠東商銀,         17990982,         18343553,         32364928,        177701165,          6455216,          2547894,          3202847,         10249234,        195823922,         23000000,          8109086,         16346151,            966458,          4101393,             10341,        258606585,        237182242,                  0,         21424343,         13.11
94/01,2849,安泰銀行,         59476308,         22025661,          9432271,        191197700,          3634453,          3189242,          9487333,          8347907,        243529977,         17000000,         10735053,         17093384,            223615,          1513032,                  0,        298442968,        279612937,                  0,         18830031,         11.02
