年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
99/01,2855,統一證券,         32095011,          3760138,          2308191,                  0,          1895382,                  0,                  0,         17021477,          2881531,            298946,                  0,            182759,         11857062,            317109,          7872937,           -373099,         40058722,         20384713,         19674009,                  0,         30025000,         17.02
99/01,2856,元富證券,         54469334,          3142252,          2101068,            301486,          1709849,                  0,                  0,         42455552,                  0,            247089,                  0,             79721,         14629585,            269068,          3971314,             71660,         61723989,         42782362,         18941627,                  0,            822000,         13.40
99/01,6005,群益證,         35038221,          4179802,          4028755,            397470,          2572244,                  0,                  0,         20299804,          2505636,            268595,                  0,              9303,         18796582,          1302852,          2970138,             63582,         46216492,         23083338,         23133154,                  0,                  0,         12.31
