年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,公平價變動列入損益之金融資產,附賣回票券及債券投資,備供出售金融資產-淨額,應收款項-淨額,待出售資產,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他金融資產-淨額,其他資產-淨額,資產總計,央行及金融同業存款,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,央行及同業融資,與待出售資產直接相關之負債,應付債券,其他借款,特別股負債,應計退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
99/01,2880,華南金,         21464218,        137872718,         33357173,          5899051,         64506866,         41808164,                  0,      1090607667,        325380058,             89203,            495750,         26561141,            512774,          9842265,         12483352,      1770880400,         43016121,      1476281179,          5447775,         40139710,         23101889,         35369952,                  0,                  0,         31000000,          3251000,                  0,          1694284,          8671228,    743961.00,          7758622,      1676475721,         62723012,         12408837,         18256670,          1014816,              1344,         94404679,                  0,                  0,         15.05
99/01,2881,富邦金,        126574872,        118097684,         45408008,         35221066,        672373810,        127248089,                  0,      1069456859,        376074706,          1855666,         54080168,         23187083,         11927844,        494799048,         20018681,      3176323584,         78731612,      1264268015,          5684496,         27900818,         14258475,         96647412,                  0,                  0,         85259450,          2000000,                  0,                  0,      1196748120,172923488.00,         17686550,      2962108436,         81329401,         54086688,         61730513,         12417791,          4650755,        214215148,                  0,          9080000,         25.80
99/01,2882,國泰金,        774435747,         73240107,        101923686,         42652886,        531935051,         97329729,                  0,      1295931672,        674202945,          2576219,        122508123,         39006444,          8189463,        528862034,         50564075,      4343358181,         56470579,      1250732706,            700000,         19089072,         12249648,         45117665,          1590950,                  0,         56471463,                  0,                  0,                  0,      2413664242,272205943.00,          8268505,      4136560773,         96708774,         78240933,         29386159,           -482583,          2944125,        206797408,                  0,                  0,         21.08
99/01,2883,開發金,          7533566,         45920160,         31582606,          3219362,         51916985,         15825085,                  0,         64943202,                  0,         12549304,                  0,          4131400,                  0,         46399932,         11065221,        295086823,          3105773,         27591837,          1652105,         13481403,         25422164,          9885227,                  0,                  0,         54298490,          6646876,                  0,                  0,                  0, 18664475.00,          1937882,        162686232,        112172050,          8941188,          8263922,          2381729,            641702,        132400591,                  0,        572879000,         12.38
99/01,2884,玉山金控,         10384675,        176259108,         89230144,          1787356,         38819922,         37468395,                  0,        574158955,         17596582,                  0,                  0,         14058340,          3992612,          7785324,          3330907,        974872320,         46653215,        789563755,          1969546,         15921875,         18192895,          9560334,                  0,                  0,         37700000,                  0,                  0,                  0,                  0,  1622070.00,            895395,        922079085,         36528000,         10451904,          5814632,             -1301,                  0,         52793235,                  0,         23900000,         14.55
99/01,2885,元大金,         17862971,         50913960,         43107461,          9501565,         20305279,         91561932,                  0,        250491876,          2929372,          6367285,                  0,          8669931,          8554629,         15197190,         14168063,        539676957,          6551494,        286330079,         13267534,          6769789,         15006166,         53250978,                  0,                  0,         22300000,          1412262,                  0,          1042106,            871101,  7070241.00,          8804402,        422676152,         81021057,         24968628,         10574431,            192291,            244398,        117000805,                  0,         26087000,         14.46
99/01,2886,兆豐金,        300902685,        104522134,        151415689,             99505,        216945951,        125777172,                  0,      1231440364,        269014231,          2733185,            487550,         22024059,            282480,         24071227,         12441223,      2462157455,        365000444,      1474165587,          7014112,         30515633,        186634242,         56348191,         48689859,                  0,         50450000,          9513862,                  0,          1867474,         14233211,  8888052.00,          9496971,      2262817638,        110594262,         43426403,         35897269,          8779321,            642562,        199339817,                  0,                  0,         17.97
99/01,2887,台新金控,         29803417,        110928718,         76488142,          5428179,        166810562,        105125233,                  0,      1489429072,        225445514,            229565,                  0,         42512161,         21697582,         23914882,         38133610,      2335946637,        154040539,      1818206885,                  0,         16730165,         50074499,         43590503,                  0,                  0,         78675814,                  0,                  0,                  0,          1634646,    541773.00,         12380597,      2175875421,         65151162,         19076045,         11368501,            293429,         64182079,        160071216,                  0,                  0,         14.72
99/01,2888,新光金,         86412223,         56950862,         68625408,         24024966,        424126715,         53035196,                  0,        476354767,          7446671,            164908,         98593807,         18271251,          2335046,        582942408,         32883238,      1932358539,          3011106,        344369442,          7598935,          1823721,         23905595,         20925870,                  0,                  0,         20950000,          8071259,          1654000,                  0,      1282371722,118757988.00,         11150585,      1844590223,         78677876,         22747282,        -16909910,        -11309191,         14562259,         87768316,                  0,         31400000,          9.34
99/01,2889,國票金控,          1190604,                 50,        115183835,          1614943,         53313468,         13130913,                  0,                  0,                  0,          1495700,                  0,          2127440,            162378,          4461628,          2294770,        195274879,          9585000,                  0,          7128292,            479425,        143348221,          2303456,                  0,                  0,                  0,                  0,                  0,             85328,          1659752,  1752674.00,             50609,        166392757,         21947143,             88285,          2469537,            478606,          3898551,         28882122,                  0,         60330000,         11.71
