年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價變動列入損益之金融資產-淨額,備供出售金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,固定資產-淨額,無形資產,其他金融資產-淨額,其他資產,央行及銀行同業存款,應付款項,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,央行及同業融資,特別股負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股淨值(元)
99/04,2801,彰化銀行,         33907482,         88513906,         19303952,         44084734,                  0,         23568205,      1046553781,        193424963,            227616,         23777557,             56504,         16027510,         13723254,         95108981,         25544088,      1240988877,                  0,          4489980,         13636714,         28493150,                  0,          8323607,         62094756,                  0,         16552478,          7936833,      1503169464,      1416585397,         86584067,                  0,                  0,         13.94
99/04,2809,京城銀行,          2423555,         36178691,          1140731,          2380440,                  0,            613198,         95916850,          6580095,             92306,          2902814,             13556,         19619766,          1029613,          2384942,          1038098,        134753716,                  0,             27533,         10817304,          5538284,                  0,          1256662,         10512343,            172071,          2352256,             38406,        168891615,        155816539,         13075076,                  0,          1297000,         12.45
99/04,2812,台中銀行,          4669329,         68612460,          1646562,          1099035,                  0,          3389297,        244463233,         10382868,            337561,          3230721,                  0,            144453,          2338643,          2306957,          3872015,        302849512,                  0,            110069,          1477800,          9902150,                  0,            531402,         17319006,            792069,          1029293,            274652,        340464925,        321049905,         19415020,                  0,                  0,         11.21
99/04,2820,華票,            258097,                  0,         89772803,         60571235,            239665,          1029758,                  0,          5235938,                  0,          1428193,                  0,            478651,          1081608,          7340000,            349505,                  0,                  0,            281183,        132547695,                  0,                  0,          1071631,         13429600,              2474,          4555118,            518742,        160095948,        141590014,         18505934,                  0,                  0,         13.78
99/04,2834,臺灣企銀,         15364021,         71720175,          4282763,         14928355,          2519348,         19710207,        926970266,        135549492,             45274,         14185884,            192567,          4318281,          3854728,         86081932,         23782204,        992348193,                  0,            325945,          9950660,         44000000,                  0,         13296401,         40285419,                  0,          3549732,             20875,      1213641361,      1169785335,         43856026,                  0,                  0,         10.89
99/04,2836,高銀,          2015944,         26873546,          1104409,          5094124,          2791063,            989451,        162193890,          7695041,             55046,          2236780,             58993,          3047938,            747564,         12605479,          2826560,        185167147,                  0,             15110,            140745,          4000000,                  0,            589676,          5257982,          2542403,          1785298,            -26611,        214903789,        205344717,          9559072,                  0,                  0,         18.18
99/04,2838,聯邦銀行,          8944278,         61324277,          3017823,          6230049,             39500,         16808438,        189657099,          3272634,          1050576,          8089483,          2374485,         57137087,          5127948,         10287346,          3838896,        289605854,                  0,             51584,         33596926,          4890000,                  0,            708601,         19484996,             33811,          1176594,           -600931,        363073677,        342979207,         20094470,                  0,                  0,         10.31
99/04,2845,遠東商銀,          4247843,        102938352,         16724890,         16855460,                  0,         18657547,        236351285,          2788161,          2598677,          2873876,          1942335,         10342119,          1249306,         18093079,          4441701,        348171265,                  0,          6445235,                  0,         16789596,                  0,            821864,         20071489,              9302,          2567030,            159290,        417569851,        394762740,         22807111,                  0,                  0,         11.36
99/04,2849,安泰銀行,          3350426,         89269720,          2910752,         27893218,            685397,          8096412,        196976374,                  0,             11472,          2160859,            211804,          5624424,          4793116,          4443572,          3625568,        272371034,                  0,         19061286,          8625611,         11240000,          1414865,            887005,         16796775,          1461505,          2076452,            -19699,        341983974,        321668941,         20315033,                  0,                  0,         12.09
