年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價變動列入損益之金融資產-淨額,備供出售金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,固定資產-淨額,無形資產,其他金融資產-淨額,其他資產,央行及銀行同業存款,應付款項,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,央行及同業融資,特別股負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股淨值(元)
98/02,2801,彰化銀行,         17566617,         97590638,         22122058,         25923213,                  0,         11014891,        982066445,        211274065,             85718,         24470195,             54537,         21424411,         17505081,        107938273,         24572557,      1176125390,                  0,            630053,         14658518,         18502084,                  0,         10965200,         62094756,                  0,          8001396,          7609642,      1431097869,      1353392075,         77705794,                  0,                  0,         12.51
98/02,2809,京城銀行,          4823074,         23790849,          1141299,          4006164,                  0,            673901,         98756294,          7298706,             16167,          3240623,            122804,         16515211,          1096850,          1562002,            804201,        136886163,                  0,              4245,          5556291,          4375270,                  0,          1416168,         10512343,            102778,            420054,           -157573,        161481942,        150604340,         10877602,                  0,         10000000,         10.45
98/02,2812,台中銀行,          3833729,         54213332,            652726,            630433,                  0,          1732872,        206668879,         13560629,             71060,          3646326,                  0,            181549,          3485776,          3441217,          3312924,        262459073,                  0,            281236,             50000,          4200000,                  0,            618317,         13719006,            750000,           -414797,            260335,        288677311,        274362767,         14314544,                  0,                  0,         10.43
98/02,2820,華票,            406100,            400000,         80587871,         71863960,             99900,          1686065,                  0,          5234570,                  0,          1438377,                  0,          1498244,          1500272,          4850000,          1862902,                  0,                  0,            442408,        135094766,                  0,                  0,          1230905,         16787000,              2474,          3681048,            763856,        164715359,        143480981,         21234378,                  0,                  0,         12.65
98/02,2834,臺灣企銀,         13715010,         85168185,          1829747,         18815297,          5529239,         17339862,        842521848,        148438224,             89425,         14582381,            104194,          4021093,          4518930,         26815696,         20841270,      1018024710,                  0,            351449,          8260982,         30600000,                  0,         11184373,         38735980,                  0,          2391317,           -532342,      1156673435,      1116078480,         40594955,                  0,                  0,         10.48
98/02,2836,高銀,          1763702,         22059760,          3264578,          2349195,          4365520,            918260,        129603411,          4827873,             29183,          2312774,             69683,          3669855,            818731,          9110994,          2448506,        150447360,                  0,                537,            235619,          4000000,                  0,            597280,          5257982,          2542403,          1425402,            -13558,        176052525,        166840296,          9212229,                  0,                  0,         17.52
98/02,2838,聯邦銀行,          5055975,         39742974,          3039625,          7044360,         17042308,         20597120,        167304347,         19077430,          2184673,          8463332,          2440008,         45007364,          8392238,         19706925,          3664131,        270559654,                  0,            103904,         25124331,          9044300,                  0,            642108,         23188244,             33811,         -6729059,             53405,        345391754,        328845353,         16546401,                  0,                  0,          7.14
98/02,2845,遠東商銀,          2979469,         64726967,          7910191,         15509154,            540026,         15009944,        204551568,            328180,          2335183,          2305370,                  0,         12752718,          2120514,          2659170,          3062744,        278989741,                  0,          1877223,            196546,         23659082,                  0,            790195,         19337974,             28651,            348458,            119500,        331069284,        311234701,         19834583,                  0,                  0,         10.26
98/02,2849,安泰銀行,          4028420,         71417313,          2220707,         11229687,                  0,          4959157,        184282079,                  0,          1094460,          2922846,            204614,         11085035,          5820764,          2177675,          2300444,        239907581,                  0,         31607138,          1796290,          1670000,          1414865,            609168,         16796775,          1461505,           -507440,             31081,        299265082,        281483161,         17781921,                  0,                  0,         10.59
