年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
98/03,1213,大飲,            396567,             30196,            260026,                  0,            124928,            811717,            184482,                  0,                  0,             43050,            227532,            514751,             21938,             49711,             -2215,                  0,            584185,                  0,                  0,         11.35,                  0,                  0
98/03,1215,卜蜂企業,          2687998,            779250,          1063606,                  0,             96603,          4627457,          1473348,                  0,                  0,            274717,          1748065,          2320268,                967,            356342,            201815,                  0,          2879392,                  0,                  0,         12.41,                  0,                  0
98/03,1216,統一,          9349301,         75265305,          8904721,            120065,          5403611,         99043003,         11218049,         21548937,            815803,          1610753,         35193542,         38974002,          6103006,         14570688,          4201765,                  0,         63849461,                  0,                  0,         16.38,                  0,                  0
98/03,1217,愛之味,          2434004,          3002898,          1698009,             16299,          1016038,          8167248,          2203209,            925518,             79974,            213756,          3422457,          4476893,             92625,             26986,            148287,                  0,          4744791,                  0,                  0,         10.60,                  0,                  0
98/03,1218,泰山企業,          2784476,          2712748,          2208385,                  0,             77734,          7783343,          1487500,          2202283,            229042,            201715,          4120540,          3202434,             43537,            227948,            255825,            -66941,          3662803,                  0,                  0,         11.89,                  0,         12208428
98/03,,,,,,,,,,,,,,,,,,,,,,,,
98/03,1219,福壽實業,          3028625,            736310,          1549780,                243,             82066,          5397024,            729572,            435005,            431001,            226844,          1822422,          2743080,            215710,            281990,            333822,                  0,          3574602,                  0,                  0,         13.03,                  0,                  0
98/03,1220,台榮,          1143337,            252699,            514794,                  0,            129955,          2040785,            421574,                410,              5813,            106673,            534470,          1770779,                537,           -276789,             11788,                  0,          1506315,                  0,                  0,          8.51,                  0,                  0
98/03,1225,福懋油,          1910385,            982855,            955661,              5942,            128985,          3983828,            801617,          1037500,            100296,             98887,          2038300,          1627000,             94698,             28307,            195523,                  0,          1945528,                  0,                  0,         11.96,                  0,                  0
98/03,1227,佳格,          3249223,          2003446,            993525,              7585,            421260,          6675039,          1179340,                  0,             33685,             19567,          1232592,          3225230,             24924,          2085360,            128115,            -21182,          5442447,                  0,                  0,         17.00,                  0,          2350654
98/03,1229,聯華實業,          1585157,         14332736,          3284870,              1275,            183715,         19387753,          1090607,          2666133,             93806,            235505,          4086051,          8144742,            831902,          4089213,          2255919,            -20074,         15301702,                  0,                  0,         18.83,                  0,          1912000
98/03,1231,聯華食品,          1584952,            215809,            647934,             25535,            500609,          2974839,            548980,            579762,                  0,            125261,          1254003,          1154190,             76975,            498381,             -8710,                  0,          1720836,                  0,                  0,         14.91,                  0,                  0
98/03,1232,大統益,          1922905,            349698,          1084972,                897,             13603,          3372075,            681124,                  0,                  0,             12225,            693349,          1599749,             23784,          1070902,            -15709,                  0,          2678726,                  0,                  0,         16.74,                  0,                  0
98/03,1233,天仁,            590802,             75287,            860319,             18842,             76832,          1622082,            256490,                  0,                  0,             94287,            350777,            905919,             60602,            325062,            -20278,                  0,          1271305,                  0,                  0,         14.03,                  0,                  0
98/03,1234,黑松,          1878136,          6935082,          2219872,                  0,             65326,         11098416,            720813,                  0,            469498,            352566,          1542877,          5358281,            184601,          1970883,          2041774,                  0,          9555539,                  0,                  0,         17.83,                  0,                  0
98/03,1235,興泰,            564357,            201195,            126469,                  0,            171265,          1063286,            239965,                  0,             36662,             24345,            300972,            529445,             27674,             80590,            136189,            -11584,            762314,                  0,                  0,         15.42,                  0,          1950727
98/03,1236,宏亞食品,            573399,            194935,            952851,              8950,             96071,          1826206,            412001,                  0,                  0,            220131,            632132,            852312,             33396,            298636,              9730,                  0,          1194074,                  0,                  0,         14.01,                  0,                  0
98/03,1301,台塑,         92049570,        125310929,         69839926,          1568062,          7171501,        295939988,         33314141,         45546594,                  0,          6892201,         85752936,         61209046,         12814125,         96407063,         39756818,                  0,        210187052,                  0,                  0,         34.34,                  0,                  0
98/03,1303,南亞塑膠,         92777628,        185279764,         76484851,            973201,          5882871,        361398315,         32255145,         73696581,                  0,         15593037,        121544763,         78522986,         26339123,        102269942,         32723446,             -1945,        239853552,                  0,                  0,         30.55,                  0,            183235
98/03,1304,台聚,          5857473,          7336677,          1068580,             65108,            969606,         15297444,          1321316,          1000000,             43580,            782590,          3147486,          7714032,            202019,          3719988,            649029,           -135110,         12149958,                  0,                  0,         16.76,                  0,         46323928
98/03,1305,華夏,          4093192,          2191256,          2631084,             80359,            240910,          9236801,          1600876,          1000000,            483213,          1072459,          4156548,          4248035,             11871,            250238,            570109,                  0,          5080253,                  0,                  0,         11.96,                  0,                  0
98/03,,,,,,,,,,,,,,,,,,,,,,,,
98/03,1307,三芳化工,          1922349,          3987337,          1799637,                  0,            137099,          7846422,          1809329,            858100,             37782,            288204,          2993415,          2971094,            137866,          1731281,             12766,                  0,          4853007,                  0,                  0,         16.33,                  0,                  0
98/03,1308,亞聚,          2770593,          3125936,            576780,             13694,            472033,          6959036,            612569,                  0,             21469,            310250,            944288,          2609316,             25121,          2318142,          1062169,                  0,          6014748,                  0,                  0,         23.05,                  0,                  0
98/03,1309,台達化工,          3453396,          2000391,          1118271,              9320,            403737,          6985115,          1737862,          1399775,            143860,            455076,          3736573,          2786155,              5033,            102175,            355179,                  0,          3248542,                  0,                  0,         11.66,                  0,                  0
98/03,1310,台苯,          2874003,          4757420,            710818,                  0,            202437,          8544678,          1921956,            250000,                  0,             90559,          2262515,          5803403,            239389,            853285,            135383,           -749297,          6282163,                  0,                  0,         12.52,                  0,         78599688
98/03,1312,國喬石化,          2998973,          6727783,          6230977,             18820,            187339,         16163892,          2817252,          1290000,            979556,            311614,          5398422,          8806701,            198683,            170923,          1666078,            -76915,         10765470,                  0,                  0,         13.45,                  0,         13516848
98/03,1313,聯成,          2083963,         14878965,          1892500,                  0,            118086,         18973514,          1008541,          2675079,             99828,            473992,          4257440,          8481332,            436253,          3879503,          2067388,           -148402,         14716074,                  0,                  0,         17.60,          3706000,         11787000
98/03,1314,中石化,          9564500,          8283425,         17952866,                  0,          8130537,         43931328,          3510782,         13766572,          3872770,          1008758,         22158882,         17949630,            320140,           -915674,          4418350,                  0,         21772446,                  0,                  0,         12.13,                  0,                  0
98/03,1315,達新工業,          3245741,          1081901,          1076321,             29148,          2070202,          7503313,            860559,                  0,            710324,            276900,          1847783,          2200000,             22067,            979542,          2509836,            -55915,          5655530,                  0,                  0,         26.67,                  0,          7930000
98/03,1316,上曜,            249452,            492343,            132249,                  0,             16937,            890981,             39761,                  0,                  0,             51114,             90875,            651661,            122111,            -14835,             41169,                  0,            800106,                  0,                  0,         12.28,                  0,                  0
98/03,1319,東陽,          2642897,          5821157,          5203279,             52515,            723407,         14443255,          2120121,          1817500,                  0,            577162,          4514783,          4650495,          1302274,          3564532,            612516,           -201345,          9928472,                  0,                  0,         22.06,                  0,         14923670
98/03,1321,大洋,          1545690,          1468053,            809511,                  0,            651930,          4475184,          1224047,            200000,                  0,            415904,          1839951,          2272283,            101384,            287981,              9774,            -36189,          2635233,                  0,                  0,         11.94,                  0,          6542716
98/03,1323,永裕,            572144,            722380,            639593,             20028,             14519,          1968664,            365601,            412658,              8767,             68265,            855291,            788464,             53231,            196087,             78404,             -2813,          1113373,                  0,                  0,         14.18,                  0,            337835
98/03,1324,地球工業,            709700,            286954,            266131,                  0,             12464,          1275249,            290032,                  0,                  0,             32816,            322848,            751219,                  0,            165870,             35312,                  0,            952401,                  0,                  0,         12.68,                  0,                  0
98/03,1325,恒大,            780637,            196711,            535487,              3095,             68425,          1584355,            105071,                  0,             44912,             43506,            193489,            917843,              3158,            424957,             44908,                  0,          1390866,                  0,                  0,         15.15,                  0,                  0
98/03,1326,台化,         99204307,        125565973,         89419687,                  0,          9881922,        324071889,         44191101,         56703383,                  0,          5737739,        106632223,         56904721,          9792328,         99554589,         51512149,           -324121,        217439666,                  0,                  0,         38.33,                  0,         17036314
98/03,,,,,,,,,,,,,,,,,,,,,,,,
98/03,1402,遠東新,         16194136,        108997383,         13593358,             70973,          1494992,        140350842,         13999890,         35248622,          1018898,          1707577,         51974987,         46613529,         10019210,         18979221,         12763895,                  0,         88375855,                  0,                  0,         18.96,                  0,                  0
98/03,1409,新纖,          6554024,         15497246,          7575017,                  0,          1785555,         31411842,          5974864,          5546395,            666374,          1707747,         13895380,         14540738,            710178,          1168410,          1193028,            -95892,         17516462,                  0,                  0,         12.20,                  0,         17842000
98/03,1410,南染,            339163,            184067,            781740,                  0,             54569,          1359539,             27445,                  0,            145501,             50144,            223090,            900000,             21784,            -60435,            275100,                  0,          1136449,                  0,                  0,         12.63,                  0,                  0
98/03,1413,宏洲纖維,          1130619,             49059,          1618730,                  0,             84534,          2882942,          1139699,                427,            145598,            241853,          1527577,          1701874,                541,           -758856,            426846,            -15040,          1355365,                  0,                  0,          8.06,                  0,          2097951
98/03,1414,東和,            807840,             49036,          3625736,             25796,            246635,          4755043,          2042649,            192270,            641167,            296483,          3172569,          2200000,                986,         -1333385,            714873,                  0,          1582474,                  0,                  0,          7.19,                  0,                  0
98/03,1416,廣豐,            296497,          4726650,          1119594,              6782,            111525,          6261048,            305327,            928585,                  0,             86574,          1320486,          5497834,          1272516,         -2022138,            277044,            -84694,          4940562,                  0,                  0,          9.70,                  0,         40294273
98/03,1417,嘉裕,          1003783,          2775264,            868019,             16310,            473501,          5136877,            784100,                  0,            103078,            112076,            999254,          3798837,             19571,           -122624,            441839,                  0,          4137623,                  0,                  0,         10.89,                  0,                  0
98/03,1418,東華,            732877,            141657,          1467775,             25229,            149591,          2517129,            954228,                  0,            297488,            104259,          1355975,          1319276,                  0,           -297803,            209214,            -69533,          1161154,                  0,                  0,          9.60,                  0,         10933000
98/03,1419,新紡,            936433,          3627733,          3181473,                  0,             29784,          7775423,          2101782,                  0,            516431,             69844,          2688057,          3000413,                595,            605398,          1491292,            -10332,          5087366,                  0,                  0,         17.00,                  0,            803829
98/03,1423,利華羊毛,          1317209,            471251,            446551,                  0,            478482,          2713493,             26705,              3958,            193097,            110281,            334041,          1750000,            127565,            -70777,            572664,                  0,          2379452,                  0,                  0,         13.60,                  0,                  0
98/03,1432,大魯閣,            612667,            576106,                199,                 80,            493187,          1682239,            945659,                  0,            266563,             35127,          1247349,            885642,             27236,           -820384,            454298,           -111902,            434890,                  0,                  0,          5.13,                  0,          3734716
98/03,1434,福懋興業,          9489618,         43021129,          8446086,             80603,          2142026,         63179462,          2868844,          9304367,                  0,            982166,         13155377,         16846646,            698555,          7860840,         24644532,            -26488,         50024085,                  0,                  0,         29.75,                  0,          3043228
98/03,1435,中福國際,            247797,            426094,            567084,                  0,             10314,          1251289,              2158,                  0,            161746,            436757,            600661,          1397801,              1302,           -767693,            176174,           -156956,            650628,                  0,                  0,          5.19,                  0,         14445000
98/03,1436,華友聯,          2580781,            335837,              2649,              6362,            611940,          3537569,             16066,                  0,                  0,             28308,             44374,          3300000,            200058,            120156,            -81670,            -45349,          3493195,                  0,                  0,         11.04,                  0,         13718014
98/03,1437,勤益投控,            776682,          2997046,            561345,             24850,             78365,          4438288,            387232,            614975,                  0,             43782,          1045989,          2039649,            318311,            -93759,          1128098,                  0,          3392299,                  0,                  0,         16.63,                  0,                  0
98/03,,,,,,,,,,,,,,,,,,,,,,,,
98/03,1438,裕豐,            217393,             13944,                  0,                  0,            553851,            785188,            550401,                  0,            221398,              1131,            772930,          1024115,            108535,         -1267843,            147451,                  0,             12258,                  0,                  0,          0.12,                  0,                  0
98/03,1439,中和羊毛,            414181,             31988,          1240718,                  0,              9286,          1696173,              9795,                  0,            319442,             13393,            342630,            920000,              8686,             37068,            387789,                  0,          1353543,                  0,                  0,         14.71,                  0,                  0
98/03,1440,南紡,          2872373,         10022444,         10654988,             40639,          4442248,         28032692,          1269442,                  0,          3361080,          1314452,          5944974,         14935240,             75446,          3613727,          3463305,                  0,         22087718,                  0,                  0,         14.79,                  0,                  0
98/03,1441,大東紡織,            629412,            411107,            717590,             25949,             51657,          1835715,            905775,             44076,            161013,            180909,          1291773,            714379,              5968,           -286827,            110422,                  0,            543942,                  0,                  0,          7.39,          5660000,                  0
98/03,1442,名軒,          2451720,            767002,            105681,                  0,              8161,          3332564,          1203712,             11028,                  0,                670,          1215410,          1728084,             57031,            332063,                -24,                  0,          2117154,                  0,                  0,         12.25,                  0,                  0
98/03,1443,立益紡織,            983022,            469743,          1974632,                  0,            383870,          3811267,          1215367,                  0,            227040,            448691,          1891098,          3010900,            195685,         -1446865,            183263,            -22814,          1920169,                  0,                  0,          6.56,                  0,          8308357
98/03,1444,力麗,          4643660,          2528392,          3029813,             30026,            815951,         11047842,          2625532,            692538,              5132,            168067,          3491269,          7679700,            223755,            518013,           -719520,           -145375,          7556573,                  0,                  0,         10.16,                  0,         23988097
98/03,1445,大宇紡織,            974715,            310034,            873124,              4235,              6305,          2168413,            180853,                  0,             98272,             69256,            348381,          1417510,            166653,             49533,            186336,                  0,          1820032,                  0,                  0,         12.84,                  0,                  0
98/03,1446,宏和,            254682,            749163,            829505,                  0,          1043538,          2876888,            843587,             92155,                  0,                475,            936217,          1386215,            297239,            182509,             74708,                  0,          1940671,                  0,                  0,         14.00,                  0,                  0
98/03,1447,力鵬,          5126015,          1528728,          5577736,             70246,            293228,         12595953,          5593392,            477750,                  0,            146316,          6217458,          6528665,          1275293,            503942,         -1312836,           -616569,          6378495,                  0,                  0,         10.66,                  0,         54396092
98/03,1449,佳和實業,          1376117,            627193,          1065251,             12634,            547011,          3628206,            908899,          1259641,            333112,            252525,          2754177,          1871941,            399020,           -644298,           -449154,           -303480,            874029,                  0,                  0,          6.27,                  0,         47780805
98/03,1451,年興紡織,          2885461,         10399427,          1228496,             11795,            140942,         14666121,          1723637,            691872,                  0,            437339,          2852848,          5906431,            384870,          4580911,            941061,                  0,         11813273,                  0,                  0,         20.00,                  0,                  0
98/03,1452,宏益,            990749,            389813,            487363,                  0,             37608,          1905533,            108086,                400,             42579,              5416,            156481,          1275398,            151182,            295567,             26905,                  0,          1749052,                  0,                  0,         13.71,                  0,                  0
98/03,1453,大將,            418142,             82500,            226644,                  0,             47758,            775044,            232996,                  0,             54850,              8392,            296238,            409000,                  0,             22957,             52801,             -5952,            478806,                  0,                  0,         11.74,                  0,             98863
98/03,1454,台富,            920864,            270612,            874886,                  0,             23201,          2089563,            409217,            132000,                  0,             74983,            616200,          1336284,            112544,            -10216,             77461,            -42710,          1473363,                  0,                  0,         11.95,                  0,         10301194
98/03,,,,,,,,,,,,,,,,,,,,,,,,
98/03,1455,集盛,          3395064,            136222,          5172035,              2474,            735480,          9441275,          2632400,            899837,            137395,            130851,          3800483,          4821166,            428734,             52221,            338671,                  0,          5640792,                  0,                  0,         11.70,                  0,                  0
98/03,1456,怡華,          1396619,            136914,          1569364,                  0,             39236,          3142133,          1777857,            291757,            190722,            314755,          2575091,          1675000,             18386,           -258277,           -861858,             -6209,            567042,                  0,                  0,          3.47,                  0,          4208935
98/03,1457,宜進,          1208590,          1086751,          1502036,                  0,            822049,          4619426,          1232345,            723576,              3944,             42944,          2002809,          2251510,            465612,           -115752,            149645,           -134398,          2616617,                  0,                  0,         13.57,                  0,         32284132
98/03,1459,聯發紡織,          1329152,          2376117,          2061001,                  0,            217408,          5983678,          1241660,          1535150,                  0,             49823,          2826633,          3311299,            364726,            176859,           -393466,           -302373,          3157045,                  0,                  0,         10.98,                  0,         43547875
98/03,1460,宏遠,          3667104,          1588683,          2331210,             11122,            185783,          7783902,          1256089,          1265259,            165409,            219696,          2906453,          4711891,            119662,              3977,            271348,           -229429,          4877449,                  0,                  0,         11.15,                  0,         33706585
98/03,1463,強盛染整,            436420,            905751,            576844,                  0,             22217,          1941232,             89430,                  0,             67994,             47134,            204558,          1884108,            157475,           -235477,             53036,           -122468,          1736674,                  0,                  0,         10.73,                  0,         26589911
98/03,1464,得力實業,            721111,          1039909,            920220,                  0,             40894,          2722134,            840384,                  0,                  0,            115028,            955412,          1568490,             73452,             20903,            118354,            -14477,          1766722,                  0,                  0,         11.51,                  0,          3406000
98/03,1465,偉全實業,            638762,            567399,            574860,              9779,             10817,          1801617,            202306,                  0,                  0,             70981,            273287,            863394,            353488,            261549,             49899,                  0,          1528330,                  0,                  0,         17.70,                  0,                  0
98/03,1466,聚隆,            788551,                  0,            656740,                  0,            168530,          1613821,            790592,            276067,                  0,             47027,          1113686,            715978,                  0,           -215190,                  0,               -653,            500135,                  0,                  0,          6.99,                  0,             87958
98/03,1467,南緯實業,          1363119,          2070648,            601037,             14322,            254162,          4303288,          1198299,          1229550,             68902,             88001,          2584752,          1649115,             64986,             60570,            -56135,                  0,          1718536,                  0,                  0,         10.42,                  0,                  0
98/03,1468,昶和纖維,          1154898,            553792,            567982,             18089,            548613,          2843374,            849695,            232000,             48130,             34294,          1164119,          1604053,             43757,           -208519,            239964,                  0,          1679255,                  0,                  0,         10.47,                  0,                  0
98/03,1469,理隆纖維,            745294,             78144,          1281955,              1064,             36449,          2142906,            667398,                  0,                  0,              9561,            676959,          1246000,            455920,           -225871,            -10102,                  0,          1465947,                  0,                  0,         11.77,                  0,                  0
98/03,1470,大統染,            428544,             92214,            377969,                  0,             12524,            911251,             81903,                  0,                  0,             13236,             95139,            857670,              6918,            -48116,               -360,                  0,            816112,                  0,                  0,          9.52,                  0,                  0
98/03,1471,首利,          2496389,          1263001,            361670,                  0,              2762,          4123822,          2014109,              8658,                  0,              3039,          2025806,          1554520,            487693,             -1629,             92361,            -34929,          2098016,                  0,                  0,         13.64,                  0,          1600000
98/03,1472,三洋紡,            287496,             59015,            536879,              1139,              3034,            887563,            174168,                  0,             37616,             16336,            228120,            875000,                  0,           -280814,            102894,            -37637,            659443,                  0,                  0,          8.03,                  0,          5348830
98/03,,,,,,,,,,,,,,,,,,,,,,,,
98/03,1473,台南企業,          2239523,          2262472,            615365,              5750,             81053,          5204163,          1016998,            200000,             37967,             72086,          1327051,          1468220,            830586,          1477833,            100473,                  0,          3877112,                  0,                  0,         26.41,                  0,                  0
98/03,1474,弘裕,          1405379,            589644,            568547,              1916,            136663,          2702149,            571518,            287676,             39282,             45594,            944070,          1378744,              2610,            228751,            147974,                  0,          1758079,                  0,                  0,         12.75,                  0,                  0
98/03,1475,本盟光電,            234359,             27535,            302017,                  0,            231070,            794981,            495225,                  0,                  0,                  0,            495225,            465023,                  0,           -180407,             15140,                  0,            299756,                  0,                  0,          6.45,                  0,                  0
98/03,1476,儒鴻,          1861418,          1171272,            808032,              4493,             89676,          3934891,            820736,                  0,                  0,            106646,            927382,          1934803,            293678,            851903,            -72875,                  0,          3007509,                  0,                  0,         15.54,                  0,                  0
98/03,1477,聚陽實業,          4361705,          1296478,            105824,                  0,            363604,          6127611,          2282892,            482506,                  0,             12255,          2777653,          1528088,            637484,          1165051,             19335,                  0,          3349958,                  0,                  0,         21.92,                  0,                  0
98/03,1503,士電,          6995185,          7313239,          9702994,             86488,             96201,         24194107,          6377508,            350000,            950717,          1003093,          8681318,          5209722,          2556723,          5796764,          1949580,                  0,         15512789,                  0,                  0,         29.78,                  0,                  0
98/03,1504,東元電機,         11412586,         36185757,          3804361,            171434,          3063371,         54637509,          7121028,         11299903,            106179,          1442359,         19969469,         18231659,          5767578,          6845293,          4170422,           -346912,         34668040,                  0,                  0,         19.25,                  0,         22365800
98/03,1506,正道,            506903,            918225,            408776,                 88,            345195,          2179187,          1045629,             51242,             80294,            282772,          1459937,          1022516,             88334,           -513364,            121764,                  0,            719250,                  0,                  0,          7.03,                  0,                  0
98/03,1507,永大機電,          2701887,          6927770,          1332429,             81331,            899551,         11942968,          1617431,            158120,              2702,            753611,          2531864,          4108200,            222352,          4687968,            419135,            -26551,          9411104,                  0,                  0,         23.03,                  0,          2129800
98/03,1512,瑞利,          1290745,          1188010,          2108754,             12472,             26804,          4626785,          1856880,            340000,            132382,            148914,          2478176,          1818025,             54803,            -17793,            293574,                  0,          2148609,                  0,                  0,         11.82,                  0,                  0
98/03,1513,中興電,          5719568,          4718389,          3081030,                  0,            181823,         13700810,          4937264,            645170,            286075,            456306,          6324815,          4800000,            320685,          1057449,          1271760,            -73899,          7375995,                  0,                  0,         15.70,                  0,         10329917
98/03,1514,亞力電機,          2057316,            508492,          1064766,             10617,            226670,          3867861,          1284668,             17700,            164401,             96047,          1562816,          2010670,             98407,             22844,            253432,            -80308,          2305045,                  0,                  0,         12.11,                  0,         10777072
98/03,1515,力山,          2348236,            854814,          1513518,              4904,             37111,          4758583,          2392083,            229278,             31782,            253015,          2906158,          2287843,                  0,           -483021,             47603,                  0,          1852425,                  0,                  0,          8.10,                  0,                  0
