年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,公平價變動列入損益之金融資產,附賣回票券及債券投資,備供出售金融資產-淨額,應收款項-淨額,待出售資產,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他金融資產-淨額,其他資產-淨額,資產總計,央行及金融同業存款,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,央行及同業融資,與待出售資產直接相關之負債,應付債券,其他借款,特別股負債,應計退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
98/03,2880,華南金,         21015395,        154281451,         29748707,          5712629,         77609610,         41568300,                  0,      1074220881,        285911973,             86361,            429021,         25720722,            519905,          9879220,         14481064,      1742391683,         56484676,      1434262200,          2619369,         44265723,         16673234,         46905762,                  0,                  0,         28000000,          3412033,                  0,          1581562,          8599697,    683650.00,          6908914,      1650485124,         62723012,         12408813,         15429121,          1344285,              1328,         91906559,                  0,                  0,         14.65
98/03,2881,富邦金,         84130085,        310607186,         54960110,         19709064,        647247908,        109368038,                  0,      1029895393,        162743868,          1496727,         54465541,         23636798,         10814137,        446235748,         22170749,      2977481352,        107883449,      1223910646,          1099620,         37362917,          7771076,         71749080,                  0,                  0,         70703438,          2270000,                  0,                  0,      1055191678,176535512.00,         15576992,      2770054408,         81253615,         53917063,         50525535,         16852734,          4877997,        207426944,                  0,                  0,         24.93
98/03,2882,國泰金,        517372218,         98185794,        159838990,         47094441,        505561902,         87603122,                  0,      1318258834,        686878693,          2549220,        117876873,         40458458,          7747118,        505379152,         47234133,      4142038948,         49223311,      1231284396,            600000,         37462966,          8519252,         41374765,          1610000,                  0,         36644084,                  0,                  0,                  0,      2242038913,275665879.00,         11161558,      3935585124,         97375372,         81709322,         27490192,         -3351807,          3230745,        206453824,                  0,         66659815,         21.01
98/03,2883,開發金,          9862700,         29404585,         31896430,          2569377,         48822399,         19069407,                  0,         66041846,                  0,         13091233,                  0,          4213630,                  0,         45272272,         12245997,        282489876,          2332709,         19717458,          4953349,         15027153,         20603506,         23461446,                  0,                  0,         40762655,          9102281,                  0,                  0,                  0, 17155407.00,          1923813,        155039777,        112172050,          8694971,          5618839,            275287,            688952,        127450099,                  0,        673160000,         12.02
98/03,2884,玉山金控,          8928704,        175302454,         43100050,          5496861,         34368174,         35522536,                  0,        546889518,         18244193,                  0,                  0,         12969539,          3998206,          7634337,          4336726,        896791298,         37448526,        718303800,            287474,         18534183,         19320254,         11129118,                  0,                  0,         37500000,             50000,                  0,                  0,                  0,  2373350.00,            579200,        845525905,         36528000,         10451904,          4276307,              9182,                  0,         51265393,                  0,         21000000,         14.12
98/03,2885,元大金,         18938955,         41086860,         66625468,         17472765,         22229735,         78790433,                  0,        234277255,          3048484,          6187985,                  0,          8437848,          8617510,         14830807,         13993577,        534578562,         10033457,        285445310,          4438410,          6213048,         22686881,         55676968,                  0,                  0,         22300000,            388363,                  0,            956206,            854857,    768352.00,         10748431,        420510283,         81021057,         24945182,          7589330,            310616,            202094,        114068279,                  0,         28000000,         14.10
98/03,2886,兆豐金,        417222446,        116560528,        144388279,          2136850,        235229234,         96858536,                  0,      1282221007,        209360533,          2539907,            515285,         23291126,            331048,         26255691,         13086552,      2569997022,        521348083,      1412824995,          4227242,         39867572,        186019512,         70954556,         49938671,                  0,         54153100,          7853000,                  0,          1756247,         15423519,  4320260.00,          9098958,      2377785715,        110594262,         43426403,         28943046,          8663966,            583630,        192211307,                  0,                  0,         17.33
98/03,2887,台新金控,         28788146,        242638523,         75534810,          5509574,         61806855,        103843617,                  0,      1458151470,        252197590,          1215779,                  0,         43797893,         20757601,         34701911,         46086367,      2375030136,        179641362,      1799715999,            499839,         24959847,         51145776,         57349918,                  0,                  0,         88508339,                  0,                  0,                  0,          2520307,    616580.00,         23712469,      2228670436,         69880779,         19076045,         -4586680,            306118,         61683438,        146359700,                  0,                  0,         12.12
98/03,2888,新光金,         44108849,         56124705,         67367434,         42787764,        415929921,         53680153,                  0,        468992562,          7457205,            183487,         78386631,         18952185,          2335046,        566124034,         33042632,      1855472608,          3849575,        334315299,          2349877,          1058905,         27831815,         14788601,                  0,                  0,         22030286,          6278249,          1654000,                  0,      1232415985,116360848.00,          8271390,      1771204830,         73677876,         22249844,        -15440100,         -9035745,         12815903,         84267778,                  0,         31400000,          9.74
98/03,2889,國票金控,          1140144,                 13,        111392955,          8342091,         56139391,         10818169,                  0,                  0,                  0,          1426060,                  0,          2418751,            162378,          5479465,          2523949,        199843366,         12720000,                  0,          4538253,          2453977,        145361787,          2910615,                  0,                  0,                  0,                  0,                  0,             88712,          1860205,  2323216.00,             32430,        172289195,         21947143,                  0,          1578320,            279563,          3749145,         27554171,                  0,        100000000,         11.36
98/03,2890,永豐金控,         15336949,         85016891,         35035811,          8938135,         30508842,         57428610,                  0,        646111722,        150673736,             53652,                  0,         11498386,          2312597,         20105315,         13311565,      1076332211,         45127658,        816948718,          3607856,         12622031,         18299622,         34797399,                  0,                  0,         37860785,          4012874,            129060,                  0,                  0, 16149044.00,          3920583,        993475630,         69924159,          2018219,         10897220,             16411,                572,         82856581,                  0,                  0,         11.85
98/03,2891,中信金,         25510727,        111655918,         91015024,                  0,        128970779,        104723253,                  0,        912414245,        300699298,          2313269,                  0,         33449835,         11958765,         14753220,         10907010,      1748371343,         25136232,      1286117678,                  0,         44197075,         79637770,         47529149,         15565992,                  0,         91479874,                  0,                  0,                  0,                  0,  2632834.00,          4813566,      1597110170,        101344353,         36483130,         18926563,         -5577847,             84974,        151261173,                  0,        104510000,         15.07
98/03,2892,第一金控,         19931382,        173563063,         45116022,          3536328,         68940670,         72715419,                  0,      1133830309,        360836034,          3539087,                  0,         23722373,            405598,         10615363,         14417383,      1931169031,        165704013,      1464085451,          1059803,         60672516,         12933049,         83212252,             62856,                  0,         18400000,                  0,                  0,          1871060,         10746687,  1400431.00,          7602154,      1827750272,         63188538,          9943476,         20582490,          8930923,            773332,        103418759,                  0,                  0,         16.24
