年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,公平價變動列入損益之金融資產,附賣回票券及債券投資,備供出售金融資產-淨額,應收款項-淨額,待出售資產,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他金融資產-淨額,其他資產-淨額,資產總計,央行及金融同業存款,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,央行及同業融資,與待出售資產直接相關之負債,應付債券,其他借款,特別股負債,應計退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
100/04,2880,華南金,         42741787,        105296645,         35808671,            964902,         70643572,         56508368,                  0,      1308403862,        288449565,             85359,            603097,         30735789,            539815,         20909388,         13335074,      1975025894,         82357240,      1595488062,          2659514,         27907823,         23915984,         46058537,                  0,                  0,         38350000,          3826000,                  0,          2016551,          9080406,  9476095.00,          8374174,      1849510386,         82143144,         20528236,         21185130,          1657579,              1419,        125515508,                  0,                  0,         15.28
100/04,2881,富邦金,        218464919,         78798417,         78921506,         28068404,        889556526,        114304254,                  0,      1158339862,        457502518,          3604895,         68494654,         32516807,         13805271,        449972725,         25784458,      3618135216,         72362875,      1293430787,                  0,         35869058,         27260155,         68599547,                  0,                  0,        101539435,          3269333,                  0,                  0,      1583714753,175614571.00,         22792020,      3384452534,         90137379,         54968575,         71380353,         17196375,                  0,        233682682,                  0,          1486000,         25.93
100/04,2882,國泰金,        726749401,         87406822,         84697424,         11820837,      1336579892,         97164171,                  0,      1492075402,         21955565,          1287843,        146173482,         38605554,          9692897,        855616113,         95577377,      5005402780,         62275073,      1414421828,          8720000,         23136143,         14686609,         48090283,          1514500,                  0,         76023825,                  0,                  0,                  0,      2822611555,304662085.00,         11549306,      4787691207,        103575097,         78508148,         28743040,          2834650,          4050638,        217711573,                  0,        200000000,         21.03
100/04,2883,開發金,         10554592,         26260039,         48025163,          6544308,         79421930,         17925818,                  0,         83957822,                  0,          5977173,                  0,          3993474,                  0,         37799827,         11247362,        331707508,          5036547,         64784269,          3155397,         15645059,         49484036,          9266441,                  0,                  0,         42824504,          5997593,                  0,                  0,                  0, 14978039.00,          1540891,        212712776,        112492660,          9301680,          3928723,         -6970792,            242461,        118994732,                  0,                  0,         10.56
100/04,2884,玉山金控,         20115766,         45016416,         52303140,             29789,         53524008,         46576283,                  0,        656008834,        253283859,                  0,                  0,         15892484,          4063447,          5143502,          3533834,      1155491362,         38052926,        954993962,            951708,         13092263,         13247387,         19676684,                  0,                  0,         46500000,              6000,                  0,              5433,             66504,  1934733.00,          1380066,      1089907666,         45750000,         13327677,          6728981,           -222962,                  0,         65583696,                  0,                  0,         14.34
100/04,2885,元大金,         33791149,        104082173,         82885508,          1546544,         16337378,         80677979,                  0,        348783971,          3083428,            129468,                  0,         15821362,         27189169,         42996924,         10247933,        767992148,          7080166,        419473779,          3409424,         14177945,         39252832,         68750076,                  0,                  0,         33414348,          6170722,                  0,          1938792,            565515,  6977755.00,         14768550,        615986896,        100163105,         34555423,         16363941,         -1841857,          2764640,        152005252,                  0,          3612000,         14.91
100/04,2886,兆豐金,        322992872,        180399521,        188869552,          1460685,        161432963,        107160487,                  0,      1462054154,        131290215,          2548394,            480452,         21416577,            297150,         23289566,         14709347,      2618401935,        367548678,      1588560967,          1749387,         21312632,        199581332,         58514085,         71873400,                  0,         61401059,          5429400,                  0,          2069310,         13610468, 12620054.00,         10952437,      2415223209,        112806148,         43426403,         41960123,          4688712,            297340,        203178726,                  0,                  0,         17.98
100/04,2887,台新金控,         64855717,        109187193,         67515650,          9698023,        248786716,        110761564,                  0,      1723226715,        182797810,            252698,                  0,         41204451,         21951779,         18005451,         23734229,      2621977996,        174583880,      2024212177,            267953,         10388922,         52249552,         57275084,                  0,                  0,         97146086,             43000,                  0,                  0,            779673, 15016995.00,          9671492,      2441634814,         75163436,         19217299,         11749407,             88787,         74124253,        180343182,                  0,                  0,         14.13
100/04,2888,新光金,         74355910,        110495816,         33123168,         20367689,        311156545,         54645352,                  0,        565302302,        210998589,            142629,         91760901,         22440427,          5390659,        601447487,         34391575,      2136220013,          7842865,        447344628,          3349413,         14262161,         24538375,         23977364,                  0,                  0,         29277164,          8113462,          1654000,                  0,      1377126272,103504570.00,         12815508,      2053805782,         84363876,          8839562,          7524148,        -31183684,         12870329,         82414231,                  0,                  0,          8.24
100/04,2889,國票金控,          2103991,             20077,        127653554,            823855,         62103772,         10204077,                  0,                  0,                  0,          1401667,                  0,          2062972,            528821,          4699811,          2241637,        213844234,          6971634,                  0,          3991711,            606523,        164956237,          2024439,                  0,                  0,                  0,                  0,                  0,             81699,          1289230,  2317151.00,             51714,        182290338,         24547887,            351214,          2200367,            535066,          3919362,         31553896,                  0,                  0,         11.26
100/04,2890,永豐金控,         23322064,         82753425,         58426772,          8264722,         37437179,         68537516,                  0,        733335555,        233697727,             68955,                  0,         12276937,          2174763,         29053590,         10612993,      1299962198,         66374829,        988752027,          9215687,          8250885,         29848786,         25068463,                  0,                  0,         37027843,         18094419,            129060,                  0,                  0, 22366294.00,          4744548,      1209872841,         73112388,          2014574,         14556738,            405657,                  0,         90089357,                  0,                  0,         12.32
100/04,2891,中信金,         41276620,        118151855,         63807420,                  0,        428350732,        131520972,                  0,      1060090328,         96820346,          2138609,                  0,         34172426,         13757801,         21331812,          8203154,      2019622075,         51364068,      1450711698,                  0,         25379671,         75315816,         57537324,          7527128,                  0,         55182382,                  0,                  0,                  0,         95907664, 24551637.00,          4693078,      1848170466,        114477079,         34549816,         27006493,         -4684804,            103025,        171451609,                  0,                  0,         14.97
100/04,2892,第一金控,         47951820,        128604929,         19902821,          4766169,         82116645,         61314479,                  0,      1357363399,        322672462,          2321574,            847452,         26370104,            165672,         16153203,         10418896,      2080969625,        152998908,      1611406729,          2328775,         25764285,         14247213,         63140923,             79073,                  0,         34700000,             50000,                  0,          2654349,         13503871, 24584132.00,          8150616,      1953608874,         76654347,         18583439,         23256562,          8222681,            643722,        127360751,                  0,                  0,         16.53
100/04,5880,合庫金,         52877576,        574368770,         29683803,                  0,         55865511,         26711626,                  0,      1943392930,          8716618,          1572078,                  0,         35457864,          3859007,         49326551,          5933086,      2787765420,        228380002,      2212922547,            879696,          4218801,         61834898,         43360504,                  0,                  0,         90080000,            970000,                  0,          2391743,                  0, 12947680.00,          6685907,      2664671778,         65968254,         58051217,            262533,         -1356923,            168561,        123093642,                  0,        206739279,         19.24
