年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價變動列入損益之金融資產-淨額,備供出售金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,固定資產-淨額,無形資產,其他金融資產-淨額,其他資產,央行及銀行同業存款,應付款項,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,央行及同業融資,特別股負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股淨值(元)
100/01,2801,彰化銀行,         23908330,         70709931,         27326094,         48685034,                  0,         16838369,      1058264512,        200057242,            272998,         23613396,             53526,         15587050,         13638625,        100608083,         21775985,      1226855993,                  0,          2496847,         16551447,         31791121,                  0,          9835069,         62094756,                  0,         18960296,          7985510,      1498955107,      1409914545,         89040562,                  0,                  0,         14.34
100/01,2809,京城銀行,          2325988,         31826820,          1012363,          2721735,                  0,            615151,         99187016,          6557959,            126117,          2789680,             12539,         22124382,            903602,          3541911,            934600,        134089713,                  0,                  0,         10874897,          5687001,                  0,          1260069,         10512343,            172071,          3073785,             56962,        170203352,        156388191,         13815161,                  0,          1297000,         13.16
100/01,2812,台中銀行,          4302137,         71326445,          1802112,          1233929,                  0,          2877171,        252554081,         10447794,            358391,          3201118,                  0,            665933,          2397500,          3420649,          3730513,        312708022,                  0,            106907,            827500,         10211455,                  0,            467781,         17319006,            792069,          1429175,            277329,        351290406,        331472827,         19817579,                  0,                  0,         11.44
100/01,2820,華票,            253937,                  0,         88388307,         61880571,            848859,            979762,                  0,          5939520,                  0,          1425703,                  0,            459065,          1024708,         11710000,            320583,                  0,                  0,            994271,        128294722,                  0,                  0,            997625,         13429600,              2474,          4952277,            498880,        161200432,        142317201,         18883231,                  0,                  0,         14.06
100/01,2834,臺灣企銀,         15425417,         65841188,          5718082,         15097732,            939336,         17534512,        949937718,        140211727,             53495,         14333150,            192895,          4274475,          4103341,         94012147,         21812170,      1007096180,                  0,            364647,          7710142,         44000000,                  0,         13860860,         40285419,                  0,          4374952,            146551,      1233663068,      1188856146,         44806922,                  0,                  0,         11.12
100/01,2836,高銀,          1928523,         24551053,            951579,          4720811,          3277705,            984929,        164459378,          7788187,             65440,          2227842,             63876,          3033903,            773181,         12335139,          2565247,        186358883,                  0,              7163,            140860,          4000000,                  0,            566933,          5257982,          2542403,          1058335,             -6538,        214826407,        205974225,          8852182,                  0,                  0,         16.84
100/01,2838,聯邦銀行,          6030337,         67497187,          5711084,          7432312,                  0,         15692071,        193782006,          2642339,          1081028,          8046374,          2374485,         59801468,          4717340,         10234730,          3485521,        298305888,                  0,             50713,         36536309,          4890000,                  0,            756099,         19484996,             33811,          1631471,           -601507,        374808031,        354259260,         20548771,                  0,                  0,         10.55
100/01,2845,遠東商銀,          4106567,         99780880,         16425887,         16449019,            119001,         18424556,        236227907,          2931621,          2696645,          2857708,          1933050,          9691678,          1138248,         12480184,          4798293,        348953290,                  0,          5321854,                  0,         16785602,                  0,            930450,         20071489,              9302,          3407448,             24855,        412782767,        389269673,         23513094,                  0,                  0,         11.71
100/01,2849,安泰銀行,          2456945,         61692355,          5596196,         36871722,             99998,          8181756,        202759445,         17876712,             24962,          2140362,            216314,          3763586,          4761330,          4925280,          3863403,        262774943,                  0,         17310940,         23426459,         11240000,          1414865,          1048479,         16796775,          1461505,          2324253,           -145219,        346441683,        326004369,         20437314,                  0,                  0,         12.17
