年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
97/02,1101,台泥,         19126132,         46883331,         37797496,                  0,          3268588,        107075547,         17365056,          9470833,          5030332,            421428,         32287649,         32921759,          8540015,         11820691,         21505433,                  0,         74787898,                  0,                  0,         23.02,                  0,                  0
97/02,1102,亞泥,         15544099,         79713843,          2338006,                  0,          8357960,        105953908,         13288404,         21185215,          1443866,          1698602,         37616087,         28987723,          7978952,         18489198,         12881948,                  0,         68337821,                  0,                  0,         24.99,                  0,                  0
97/02,1103,嘉泥,          3107937,         18440271,          1299095,            105252,            294967,         23247522,          1298252,          4382000,                  0,          1076960,          6757212,          7390769,            472676,          6490601,          2986440,           -850176,         16490310,                  0,                  0,         30.35,                  0,        128464631
97/02,1104,環球水泥,          2397872,          9305610,          2961748,             50164,          2344610,         17060004,          1316320,          2450000,          1082113,            431455,          5279888,          6038919,            166237,          1850200,          3724760,                  0,         11780116,                  0,                  0,         21.07,                  0,                  0
97/02,1108,幸福水泥,          2209384,          2629480,          2962378,             22108,            520792,          8344142,          2567692,          1033000,                  0,            407486,          4008178,          4047380,             15965,            303665,            -31046,                  0,          4335964,                  0,                  0,         10.71,                  0,                  0
97/02,1109,信大水泥,          3015127,          1725254,          1909674,                  0,            196396,          6846451,            440260,                  0,                  0,            334472,            774732,          4290898,             28462,          1764688,            -12329,                  0,          6071719,                  0,                  0,         14.15,                  0,                  0
97/02,1110,東泥,          1476404,          2942848,          5247835,                  0,            472106,         10139193,            771018,             49000,            243226,            621994,          1685238,          5760008,            169655,          1685843,            886475,            -48026,          8453955,                  0,                  0,         14.79,                  0,          4301932
97/02,1201,味全公司,          3056037,          1545232,          4965955,            289416,            865911,         10722551,          2348043,          1600000,            748907,          1289004,          5985954,          5060629,             77114,           -123505,           -277641,                  0,          4736597,                  0,                  0,          9.36,                  0,                  0
97/02,1203,味王公司,          2017505,          3416262,            745281,             89310,             58419,          6326777,          2254338,            310000,            139094,            428230,          3131662,          2092537,             36154,           -120146,          1191521,             -4951,          3195115,                  0,                  0,         15.42,                  0,          2000000
97/02,1210,大成長城,          5703308,          6054558,          2390782,             24793,            436527,         14609968,          4877475,          1271403,             20754,            140245,          6309877,          4433739,          1379009,          1953338,            752797,           -218792,          8300091,                  0,                  0,         21.26,                  0,         31930941
