年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,流動負債,長期負債,其他負債,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,每股淨值(註一)
94/01,1233,天仁,            530955,             66148,            870650,             37419,            103876,            296839,                  0,            141508,            879533,              7066,            322250,            -38148,          1609048,            438347,          1170701,         13.82
94/01,1234,黑松,          1151720,          6508365,          2618124,            207758,            160962,            339471,                  0,          1046917,          5358281,          2167654,          1768817,            -34211,         10646929,          1386388,          9260541,         17.28
94/01,1235,興泰,            540561,             68329,            151793,              6126,             65146,            163110,                  0,             98785,            411639,             85296,            164052,            -90927,            831955,            261895,            570060,         16.02
94/01,1236,宏亞食品,            517060,            212338,            732192,             15352,             82489,            373265,             47106,            111047,            715808,             33396,            288478,             -9669,          1559431,            531418,          1028013,         14.36
94/01,1301,台塑,         54161902,         92880371,         65501495,            586815,          5924839,         28090883,         38615920,          5342016,         50952807,         12741807,         82381676,            930313,        219055422,         72048819,        147006603,         28.85
94/01,1303,南亞塑膠,         77749641,        145802035,         76833332,          3181766,          8517010,         34706291,         72656561,         13855498,         69825892,         19002836,        100903604,          1133102,        312083784,        121218350,        190865434,         27.33
94/01,1304,台聚,          6360494,          6837433,          1142457,            180755,            739624,          2442083,          1600000,            690838,          7714032,            439676,          2511333,           -137199,         15260763,          4732921,         10527842,         13.65
94/01,1305,華夏,          4066758,          2586452,          2856707,            241083,            468803,          2326831,          1280000,          1373579,          4248035,            498588,            611197,           -118427,         10219803,          4980410,          5239393,         12.33
94/01,,,,,,,,,,,,,,,,,,
94/01,1307,三芳化工,          2507542,          1900082,          1569463,             41183,             65170,            923209,          1359207,            376827,          2504083,            223818,            855346,           -159050,          6083440,          2659243,          3424197,         13.67
94/01,1308,亞聚,          2079237,          1887033,            540431,             27382,            668696,            626090,                  0,            244003,          2461619,            569207,          1379561,            -77701,          5202779,            870093,          4332686,         17.60
94/01,1309,台達化工,          4072876,          1157491,          1742952,             21744,            436406,          1260007,          1800000,            502467,          2626219,            701289,            706005,           -164518,          7431469,          3562474,          3868995,         14.73
94/01,1310,台苯,          3528616,          4656284,          1120546,                  0,            298346,          2329026,            650000,             34246,          5341562,            263621,          1933672,           -948335,          9603792,          3013272,          6590520,         12.34
94/01,1312,國喬石化,          3178430,          5478921,          5170052,            125204,            118846,          3251372,          3150000,          1488137,          6598242,            977119,           -960726,           -432691,         14071453,          7889509,          6181944,          9.37
94/01,1313,聯成,          2562305,          9205075,          1852369,                  0,             70985,            689890,          1970000,            822435,          7264209,            717737,          2192339,             34124,         13690734,          3482325,         10208409,         14.24
94/01,1314,中石化,          7393677,          6954792,         24022653,             19666,          7065268,          4937745,         19132085,          4572025,         16899995,          1946018,           -535941,         -1495871,         45456056,         28641855,         16814201,          9.95
94/01,1315,達新工業,          1923280,            837002,            968837,             49192,            481422,            549593,            200000,            284028,          2415227,             31395,            867475,            -87985,          4259733,          1033621,          3226112,         13.81
94/01,1316,上曜,            241358,            440847,            438902,                  0,             24704,            332523,                  0,             69122,          1403322,            223274,           -874342,             -8088,          1145811,            401645,            744166,          5.30
94/01,1319,東陽,          2339475,          4089142,          4162562,            124529,            280743,          2438981,            901885,            570626,          4105859,          1258397,          1895435,           -174732,         10996451,          3911492,          7084959,         17.15
94/01,1321,大洋,          1449124,          1315148,          1137866,             94254,            367620,            859170,             60000,            371810,          2080845,            121026,            921654,            -50493,          4364012,          1290980,          3073032,         15.21
94/01,1323,永裕,            559324,            378868,            620421,              5241,             20729,            359219,            237928,             38376,            736194,             64126,            168475,            -19735,          1584583,            635523,            949060,         12.97
94/01,1324,地球工業,            797840,            111139,            257521,             12174,             14975,            247055,                  0,             26397,            729339,                  0,            197396,             -6538,          1193649,            273452,            920197,         12.62
94/01,1325,恒大,            296768,            174436,            829029,              3988,            105235,             90665,             97500,             82937,            891110,             52786,            193637,                821,          1409456,            271102,          1138354,         12.77
94/01,1326,台化,         58333649,         88661392,         69338350,            684998,          5227705,         25213339,         38042088,          5803133,         48761961,          9312299,         95798582,           -685308,        222246094,         69058560,        153187534,         31.42
94/01,,,,,,,,,,,,,,,,,,
94/01,1402,遠東新,         13058235,         82463581,         17002664,            855261,          1250949,         11351934,         26814807,          2992920,         37996605,         15844122,         20139098,           -508796,        114630690,         41159661,         73471029,         19.34
94/01,1409,新纖,          7007923,         10103574,          8113408,                  0,            604756,          6844043,          3165385,          2064743,         13253409,            128610,            226466,            147005,         25829661,         12074171,         13755490,         10.38
94/01,1410,南染,            314894,            159580,            824329,                466,            104673,             60073,                  0,            218770,            900000,            301392,            -76293,                  0,          1403942,            278843,          1125099,         12.50
94/01,1413,宏洲纖維,          1614163,             41505,          2631511,             22834,             88224,          1485235,            214764,            301878,          2836457,            431521,           -871618,                  0,          4398237,          2001877,          2396360,          8.45
94/01,1414,東和,          1024979,            262828,          3621280,             77388,            339260,          2552122,             94961,            821115,          2200000,            364232,           -579612,           -127083,          5325735,          3468198,          1857537,          8.44
94/01,1416,廣豐,          1473606,          4515730,          1509282,             32039,            177891,          2802405,                  0,            122063,          5497834,            933141,         -1717195,             70300,          7708548,          2924468,          4784080,         10.23
94/01,1417,嘉裕,          1785985,          2452895,          1156202,             48931,            222718,          1179728,                  0,            287089,          4157493,            444638,            -31186,           -371031,          5666731,          1466817,          4199914,         11.06
94/01,1418,東華,          1376194,            321873,          1637059,             51995,            499755,            996228,                  0,            610413,          2638553,            269203,           -543811,            -83710,          3886876,          1606641,          2280235,          9.51
94/01,1419,新紡,            786551,          2429673,          2984778,             15095,            148174,          1739257,                  0,            571312,          2904000,            561520,          1058715,           -470533,          6364271,          2310569,          4053702,         14.55
94/01,1423,利華羊毛,          1524853,            413291,          1014654,              9481,             30024,            306858,              3521,            318797,          1793000,            535800,            -20853,             55180,          2992303,            629176,          2363127,         13.20
94/01,1432,大魯閣,          1397735,            954369,          1041457,                  0,            109772,          2448179,                  0,            528961,          1448124,            937538,         -1421235,           -438234,          3503333,          2977140,            526193,          3.90
94/01,1434,福懋興業,         12887270,         13986809,          7761103,                  0,          1826218,          4945171,          8798571,            411997,         16192470,             23561,          6157118,            -67488,         36461400,         14155739,         22305661,         13.80
94/01,1435,中福國際,            231004,            732654,            620377,                  0,             31038,            334198,              8983,            145078,          1397801,              6253,            -95002,            111908,          1615073,            488259,          1126814,         10.09
94/01,1436,華友聯,          2874762,            369993,             10273,              3086,            608865,             60124,                  0,             12589,          3300000,            448161,            194927,           -148822,          3866979,             72713,          3794266,         11.96
94/01,1437,勤益投控,          1280331,          1924044,          1045256,             67716,            305267,          1062976,          1035213,             80039,          1548349,          1162464,           -235476,            -30951,          4622614,          2178228,          2444386,         15.79
94/01,,,,,,,,,,,,,,,,,,
94/01,1438,裕豐,            187429,            100621,            104814,                381,            666858,            561978,                  0,            230672,          1024115,            256447,           -999979,            -13130,          1060103,            792650,            267453,          2.82
94/01,1439,中和羊毛,            598275,            689337,            746631,             25048,             18747,            259778,                  0,            419318,            940000,            410677,             74123,            -25858,          2078038,            679096,          1398942,         14.88
94/01,1440,南紡,          6383213,          7584270,          9347020,            117965,          4679751,          2054028,            349535,          4560366,         14935240,          4432387,          2753882,           -973219,         28112219,          6963929,         21148290,         14.16
94/01,1441,大東紡織,            850418,            583217,            861057,             17804,             60584,          1103732,            202112,            301958,          1079004,            140383,           -475409,             21300,          2373080,          1607802,            765278,          7.18
94/01,1442,名軒,          1153540,            215123,             89882,             17532,            146127,            169764,            193076,             51764,          2197053,             66208,         -1055659,                 -2,          1622204,            414604,          1207600,          5.50
94/01,1443,立益紡織,          1291417,            654268,          1902215,                  0,            816572,          1441714,            357921,            425677,          3010900,            288524,           -746124,           -114140,          4664472,          2225312,          2439160,          8.61
94/01,1444,力麗,          3295029,          2679295,          5477016,                  0,            288563,          2854719,          1133333,            145785,          7314000,          2099289,         -1022654,           -784569,         11739903,          4133837,          7606066,         11.38
94/01,1445,大宇紡織,          1084224,            131144,          1295649,             12699,             22364,            276705,            268087,            167740,          1795510,             99196,            137668,           -198826,          2546080,            712532,          1833548,         11.27
94/01,1446,宏和,            692076,          1062165,          1449232,                  0,            206716,            501604,            608478,             18208,          2238702,            297239,           -312965,             58923,          3410189,          1128290,          2281899,         10.19
94/01,1447,力鵬,          3614427,          2104612,          6318353,                  0,            157486,          2754243,          2002970,            140224,          5706875,          2092886,            856443,         -1358763,         12194878,          4897437,          7297441,         12.79
94/01,1449,佳和實業,          3003470,          1531904,          2756683,             97215,            742071,          1767997,          2064000,            819668,          6620381,          1139696,         -2868191,         -1412208,          8131343,          4651665,          3479678,          7.73
94/01,1451,年興紡織,          3312709,          8277037,          1007194,             10097,            153702,          2302177,                  0,            173925,          5983691,            377195,          4140393,           -216642,         12760739,          2476102,         10284637,         17.19
94/01,1452,宏益,          1047026,            547471,            658108,                  0,             77570,            282463,                  0,             50313,          1697223,            190614,            339116,           -229554,          2330175,            332776,          1997399,         12.74
94/01,1453,大將,            321687,            436407,            161059,                  0,            145356,            408684,                  0,            101680,            797734,             83210,           -288781,            -38018,          1064509,            510364,            554145,          6.95
94/01,1454,台富,            992881,            108065,          1124755,              3568,            170070,            562331,            150000,             82740,          1496502,            148767,             12441,            -53442,          2399339,            795071,          1604268,         11.65
94/01,,,,,,,,,,,,,,,,,,
94/01,1455,集盛,          3159594,            657395,          5129757,              4698,            428140,          3012073,            357844,             65670,          4391538,            382749,          1179183,             -9473,          9379584,          3435587,          5943997,         13.54
94/01,1456,怡華,          2048433,          1139443,          2816943,             16994,             68889,          2879345,            897010,            722417,          2236560,            416320,           -357158,           -703792,          6090702,          4498772,          1591930,          7.12
94/01,1457,宜進,          1616760,          1677614,          2136971,                  0,            974861,          2310651,            723466,             55062,          3653200,            419984,           -608811,           -147346,          6406206,          3089179,          3317027,         10.14
94/01,1459,聯發紡織,          1412204,          1183747,          3831526,                  0,            187143,          1015425,          1300000,             54513,          3650582,            531805,            696176,           -633881,          6614620,          2369938,          4244682,         13.10
94/01,1460,宏遠,          3168727,          1927969,          2686317,             22694,            117915,          1703788,            838143,            139860,          4810804,            481342,            394988,           -445303,          7923622,          2681791,          5241831,         11.68
94/01,1463,強盛染整,            575071,          1115151,            639692,              9936,             25674,            124842,                  0,            100947,          1937897,            245048,            238591,           -281801,          2365524,            225789,          2139735,         11.04
94/01,1464,得力實業,            690260,            917725,          1035752,                  0,             33083,            406686,            208860,            163315,          2301374,             66758,            345008,           -815181,          2676820,            778861,          1897959,         10.81
94/01,1465,偉全實業,            813080,            424357,            458466,              5375,             19769,            216409,                  0,             31670,            863394,            353488,            286033,            -29947,          1721047,            248079,          1472968,         17.06
94/01,1466,聚隆,            792147,                  0,          1315234,                  0,            108346,          1219740,            523616,             25174,            715978,                  0,           -268128,               -653,          2215727,          1768530,            447197,          6.25
94/01,1467,南緯實業,            933791,          1437839,            736673,             32225,            380915,            964996,            644858,            135590,          1370962,            227880,            278424,           -101267,          3521443,          1745444,          1775999,         12.95
94/01,1468,昶和纖維,          1179584,            282590,          1072571,                  0,             56967,            708044,             40996,              5891,          1604053,             26753,            225164,            -19189,          2591712,            754931,          1836781,         11.45
94/01,1469,理隆纖維,            721761,            156480,          1347400,             11307,             57498,            625751,                  0,             11753,          1246000,            455920,            -42425,             -2553,          2294446,            637504,          1656942,         13.30
94/01,1470,大統染,            316104,            101507,            436063,                  0,             28522,             98577,                  0,             24965,            857670,              6985,            -88125,            -17876,            882196,            123542,            758654,          9.10
94/01,1471,首利,          1760626,            334271,            342354,                  0,             17027,            989270,                  0,                  0,          1171280,            140668,            153060,                  0,          2454278,            989270,          1465008,         12.51
94/01,1472,三洋紡,            459552,            313719,            695328,                  0,             49109,            207898,                  0,             38226,            875000,            489818,            -47586,            -45648,          1517708,            246124,          1271584,         14.53
94/01,,,,,,,,,,,,,,,,,,
94/01,1473,台南企業,          1349779,          2610090,            533099,             16174,            102925,            535651,            923601,             99069,          1235484,            522087,          1379183,            -83008,          4612067,          1558321,          3053746,         24.72
94/01,1474,弘裕,          1784871,            114153,            783373,              3449,             84010,            839858,            388697,             66402,          1124504,             57681,            294599,             -1885,          2769856,          1294957,          1474899,         13.12
94/01,1475,本盟光電,            414945,             75148,            709446,                  0,             27929,            821704,             29143,                  0,            707197,            230000,           -560744,                168,          1227468,            850847,            376621,          5.33
94/01,1476,儒鴻,          1536013,            305933,            826033,                  0,            150093,          1051347,            160000,             82445,            957713,             68061,            510601,            -12095,          2818072,          1293792,          1524280,         15.92
94/01,1477,聚陽實業,          3230816,            663643,             54642,                  0,             37400,          1076191,            831756,             11861,          1157530,            179668,            776290,            -46795,          3986501,          1919808,          2066693,         17.85
94/01,1503,士電,          7997199,          4888777,          4797114,            148599,            186808,          5412718,          1117498,          1307304,          5209722,          2677079,          2625496,           -331320,         18018497,          7837520,         10180977,         19.54
94/01,1504,東元電機,         15867272,         30441355,          4641683,            299541,          2653019,         11010566,         10754763,          1374102,         19677609,          8460805,          3324058,           -699033,         53902870,         23139431,         30763439,         15.93
94/01,1506,正道,            747976,            859150,            536288,             68475,            439068,          1082134,             95800,            439600,          1022516,            154989,           -100206,            -43876,          2650957,          1617534,          1033423,         10.11
94/01,1507,永大機電,          3349572,          3837553,          1623285,            138520,          1005762,          1241084,            527950,            581861,          4108200,            219592,          3585231,           -309226,          9954692,          2350895,          7603797,         18.61
94/01,1512,瑞利,          2023351,            261951,          2006226,              9800,             33923,          1388877,            489588,            226283,          1765073,            273539,            228264,            -36373,          4335251,          2104748,          2230503,         12.64
94/01,1513,中興電,          8184876,          1515803,          2746504,            129509,            689688,          5294766,            924319,            808152,          4800000,            714905,          1158498,           -434260,         13266380,          7027237,          6239143,         14.84
94/01,1514,亞力電機,          2592075,            622401,          1065510,             20903,            142231,          1654939,            119900,            257818,          2010670,            387912,             96828,            -84947,          4443120,          2032657,          2410463,         11.99
94/01,1515,力山,          2546468,          1367504,          1550927,             35145,            594274,          2383607,            554104,            322949,          2522103,            234841,            415950,           -339236,          6094318,          3260660,          2833658,         12.39
94/01,1516,川飛,            213632,            492105,            197105,                  0,            179017,            295373,             18879,             19279,            923501,                  0,           -202583,             27410,          1081859,            333531,            748328,          8.12
94/01,1517,利奇機械,          1834568,            645442,            535345,                  0,             20968,            512263,                  0,             82147,          2312673,             76584,            180624,           -127968,          3036323,            594410,          2441913,         10.99
94/01,,,,,,,,,,,,,,,,,,
94/01,1519,華城電機,          2856934,            296594,          1599895,             12454,            112624,          2529853,            120000,            115453,          2059024,             69551,             73573,            -88953,          4878501,          2765306,          2113195,         10.41
94/01,1521,大億,          1241507,            226233,          1133530,             21607,             49320,            984349,            137183,            116796,            762300,            109052,            615249,            -52732,          2672197,          1238328,          1433869,         18.81
94/01,1522,堤維西,          3693446,          1884105,          4937491,             18539,            281487,          3203973,          3423801,            229526,          2166170,          1161973,            731921,           -102296,         10815068,          6857300,          3957768,         18.33
94/01,1524,耿鼎企業,          1346648,            157331,          2375388,                  0,              2913,            860511,          1165603,             19559,          1308557,            205856,            411730,            -89536,          3882280,          2045673,          1836607,         14.62
94/01,1525,江申工業,            832640,            464077,            549959,             10463,             32518,            398608,                  0,            179409,            502810,            170884,            660249,            -22303,          1889657,            578017,          1311640,         26.09
94/01,1526,日馳,            353823,             29337,            637152,                315,            114017,            352459,            201485,             62221,            787971,                  0,           -272867,              3375,          1134644,            616165,            518479,          6.58
94/01,1527,鑽全,          3013077,          1092209,          1616645,                395,             18087,          2504370,                  0,             18619,          1478383,                305,          1779676,            -40940,          5740413,          2522989,          3217424,         21.76
94/01,1528,恩德,          1540605,            303215,            407071,             22552,            110752,            926088,            355286,             60123,            742000,            196841,            107206,             -3349,          2384195,          1341497,          1042698,         14.05
94/01,1529,樂士,          1314426,             46217,            348957,             10190,            605034,          1067370,            436704,             23193,            754620,             58840,            -13647,             -2256,          2324824,          1527267,            797557,         10.57
94/01,1530,亞崴機電,          1540872,            226026,            349882,                714,             25906,          1146165,                  0,             37710,            527843,              6324,            445424,            -20066,          2143400,          1183875,            959525,         18.18
94/01,1531,高林股,          2114635,          1430122,            372953,                  0,              2887,            747580,                  0,            331901,          1387898,            341177,          1187945,            -75904,          3920597,          1079481,          2841116,         20.47
94/01,1532,勤美,          3645445,          3084195,            419910,             18336,             10789,          2691883,            239315,            171172,          1709804,          1108878,          1236732,             20891,          7178675,          3102370,          4076305,         24.05
94/01,1533,車王電,          1626900,            864688,            718556,             17852,             52607,            657186,          1013048,              5554,            961185,            268367,            411314,            -36051,          3280603,          1675788,          1604815,         16.70
94/01,1535,中宇,          3077984,            246959,             96598,                  0,              7224,          2330002,                  0,              4070,            901474,             18201,            176925,             -1907,          3428765,          2334072,          1094693,         12.14
94/01,1536,和大工業,            971128,            353867,          1271022,             13518,             52294,            764919,            737349,             61586,            748620,            141417,            201687,              6251,          2661829,          1563854,          1097975,         14.67
94/01,,,,,,,,,,,,,,,,,,
94/01,1537,廣隆光電,            541515,            466686,            322611,                  0,              7971,            264168,             19793,             35602,            643530,            267146,            147353,            -38809,          1338783,            319563,          1019220,         15.84
94/01,1538,正峰新,          1658238,            982752,            731942,            182936,            170233,          1836650,             46200,             67661,          1151277,            270423,            379087,            -25197,          3726101,          1950511,          1775590,         15.42
94/01,1539,巨庭機械,          1106943,            159901,            374897,                  0,            250152,          1118410,                  0,              4085,            648000,             75000,             64687,            -18289,          1891893,          1122495,            769398,         11.95
94/01,1540,喬福機械,            947829,             15002,            428898,                  0,              3472,            363659,            200000,              5800,            619374,             87344,            151168,            -32144,          1395201,            569459,            825742,         13.33
94/01,1541,錩泰,          1034908,                  0,            466313,             37792,             24326,            328028,            499100,              6897,            682778,                523,             46013,                  0,          1563339,            834025,            729314,         10.68
94/01,1560,中砂,          1231609,            208711,          1840406,            166618,             80190,          1040857,            305898,            412867,            676000,            389817,            703486,             -1391,          3527534,          1759622,          1767912,         26.15
94/01,1603,華電,          2318301,          1152293,          3553139,                  0,            516639,          3199001,             48568,          1066515,          3423000,          1843490,         -1794896,           -245306,          7540372,          4314084,          3226288,         11.37
94/01,1604,聲寶,          9131279,          8933944,          3517490,            513214,            568555,          4909131,          2750000,          2198077,         13100000,          1995500,           -271497,         -2016729,         22664482,          9857208,         12807274,          9.93
94/01,1605,華新,         17613236,         39413427,         14741428,                  0,            436625,          8616960,          5400000,            957029,         30790126,         15790132,         12004515,         -1354046,         72204716,         14973989,         57230727,         19.15
94/01,1608,華榮,          3656545,          2112444,          3363698,            123463,            764185,          1045261,                  0,          1592970,          6327735,            872731,            375553,           -193915,         10020335,          2638231,          7382104,         11.79
94/01,1609,大亞電線,          3891033,          3505000,          2914380,             72534,            178296,          1736007,          1910996,            694138,          4933420,            576650,          1182965,           -472933,         10561243,          4341141,          6220102,         14.18
94/01,1611,中電,          2416330,          1372986,          1813063,             28743,            131705,            667404,                  0,            332705,          3601108,            313283,            855521,             -7194,          5762827,          1000109,          4762718,         13.23
94/01,1612,宏泰,          2809730,            805889,          1672007,                  0,            123097,          1005114,                  0,             44222,          3298631,            176500,            905279,            -19023,          5410723,          1049336,          4361387,         13.22
94/01,1613,台一,          1348593,            768789,          4343007,                  0,            968274,          5888951,            126457,            174074,          2474399,            147690,         -1401644,             18736,          7428663,          6189482,          1239181,          5.01
94/01,1614,三洋電,          6015266,            467284,            863788,              1591,            831416,          2206591,                  0,            539022,          3166040,             84808,          2283276,           -100392,          8179345,          2745613,          5433732,         17.16
94/01,,,,,,,,,,,,,,,,,,
94/01,1615,大山,            851553,            169337,            886410,             20843,            154543,            642437,            256009,            107175,            882000,             86500,             79974,             28591,          2082686,          1005621,          1077065,         12.21
94/01,1616,億泰,          1459434,            833254,            774637,              1016,            111233,            791921,            439396,             53334,          1281117,            308172,            383465,            -77831,          3179574,          1284651,          1894923,         15.27
94/01,1617,榮星電線,          1901280,            799354,            631760,                  0,             60341,          1258651,            369856,            175553,          1134818,            105999,            393151,            -45293,          3392735,          1804060,          1588675,         14.00
94/01,1618,合機公司,          1760065,            598690,          2801308,                  0,             57318,          1569889,            502337,             47288,          1910383,            667252,            539124,            -18892,          5217381,          2119514,          3097867,         16.22
94/01,1701,中化,          1667214,          1314699,          2513277,             45870,            110678,          1071698,            138000,            258084,          2709828,            645744,            917725,            -89341,          5651738,          1467782,          4183956,         16.17
94/01,1702,南僑化工,            705444,          2308779,          1823615,             45394,            251345,            742363,          1429708,            416124,          2941330,            500127,             65788,           -960863,          5134577,          2588195,          2546382,         10.48
94/01,1704,榮化,          3950116,          5545753,          3657217,             27371,            594713,          2055642,          1958820,          1439781,          4931675,          1622011,          1941290,           -174049,         13775170,          5454243,          8320927,         16.87
