年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
101/02,1101,台泥,         18536684,         58079027,         31615229,                  0,          3982997,        112213937,         14106049,                  0,          5029398,            303612,         19439059,         36921759,         16004351,         17373972,         22474796,                  0,         92774878,                  0,                  0,         25.13,                  0,                  0
101/02,1102,亞泥,         17451992,         91365612,         13430057,                  0,          3076285,        125323946,         12523350,         26996038,          3427438,          1473695,         44420521,         32309181,          6579611,         23299808,         18714825,                  0,         80903425,                  0,                  0,         25.79,                  0,                  0
101/02,1103,嘉泥,          3618950,         17546733,          2361490,                  0,             86510,         23613683,          3048942,          5744416,                  0,            522755,          9316113,          7768285,            771014,          6141078,           -382807,                  0,         14297570,                  0,                  0,         22.84,                  0,        128301152
101/02,1104,環球水泥,          1796447,          7767985,          3596428,              9853,          2102388,         15273101,          1022335,                  0,          1082113,            231500,          2335948,          6038919,            153520,          3094517,          3650197,                  0,         12937153,                  0,                  0,         21.42,                  0,                  0
101/02,1108,幸福水泥,          1962018,          2717798,          2602613,                  0,            510333,          7792762,          1836728,          1306500,                  0,            457284,          3600512,          4047380,             27431,             27740,             89699,                  0,          4192250,                  0,                  0,         10.36,                  0,                  0
101/02,1109,信大水泥,          1760102,          2728010,          1841755,                  0,            174788,          6504655,            357688,                  0,                  0,            359217,            716905,          4210008,             42598,          1528049,              7095,                  0,          5787750,                  0,                  0,         13.75,                  0,                  0
101/02,1110,東泥,            891293,          2503393,          4812834,                  0,            924459,          9131979,            374045,                  0,            242625,            194489,            811159,          5720008,            185152,          1578142,            837518,                  0,          8320820,                  0,                  0,         14.60,                  0,          2112865
101/02,1201,味全公司,          3805945,          6024515,          6219592,                  0,          1163014,         17213066,          2896865,          3370000,          1007250,          2122064,          9396179,          5060629,             37921,          2640272,             78065,                  0,          7816887,                  0,                  0,         15.45,                  0,                  0
101/02,1203,味王公司,          1022055,          3372139,            757833,                  0,             38316,          5190343,            674363,                  0,            139094,            473240,          1286697,          2400000,             45012,            398236,          1060398,                  0,          3903646,                  0,                  0,         16.42,                  0,          2293865
101/02,1210,大成長城,          5196329,          8089765,          2992585,                  0,            893049,         17171728,          4906775,          1500000,             20754,            157211,          6584740,          5509866,          1979884,          2522519,            574719,                  0,         10586988,                  0,                  0,         21.78,                  0,         38767909
101/02,1213,大飲,            331624,             37393,            315978,                  0,            102309,            787304,            123235,                  0,             30839,              6546,            160620,            514751,             21938,             53005,             36990,                  0,            626684,                  0,                  0,         12.17,                  0,                  0
101/02,1215,卜蜂企業,          3536388,          2792697,          2030545,                  0,            143917,          8503547,          3075371,            283578,                  0,            383478,          3742427,          2320268,                967,            439153,          2000732,                  0,          4761120,                  0,                  0,         20.52,                  0,                  0
101/02,1216,統一,         13342644,         88693917,         11932829,             22189,          4997323,        118988902,         13138202,         27209109,          1076566,          2459655,         43883532,         48624744,          6513214,         18611321,          1356091,                  0,         75105370,                  0,                  0,         16.53,                  0,                  0
101/02,1217,愛之味,          1876169,          5103682,          1122494,              9958,          1510941,          9623244,          1243543,          2745488,             79974,            303121,          4372126,          4976893,            260478,             49004,            -35257,                  0,          5251118,                  0,                  0,         10.78,                  0,         10484000
101/02,1218,泰山企業,          3018125,          2651405,          2003188,              2864,             96262,          7771844,          1369514,          2261428,            222537,            198920,          4052399,          3533360,             52544,             63472,             70069,                  0,          3719445,                  0,                  0,         11.28,                  0,         13435457
101/02,,,,,,,,,,,,,,,,,,,,,,,,
101/02,1219,福壽實業,          3472137,            517162,          1737640,             10651,             64069,          5801659,            963526,            350000,            431001,            223628,          1968155,          3070473,             59244,            412538,            291249,                  0,          3833504,                  0,                  0,         13.11,                  0,                  0
101/02,1220,台榮,          1383374,            239655,            830640,                  0,             96217,          2549886,            225388,                  0,            157271,            115609,            498268,          1770779,                537,             34190,            246112,                  0,          2051618,                  0,                  0,         11.59,                  0,                  0
101/02,1225,福懋油,          2542220,          1034913,            968589,                  0,            141834,          4687556,          1229777,          1020000,             95560,            110482,          2455819,          1873657,             98233,             50762,            209085,                  0,          2231737,                  0,                  0,         12.27,                  0,                  0
101/02,1227,佳格,          5620499,          4291716,          1096863,             16775,            353836,         11379689,          2585920,              1805,             33685,             22427,          2643837,          5748973,             40704,          2829392,            116783,                  0,          8735852,                  0,                  0,         18.98,                  0,          3379065
101/02,1229,聯華實業,          2668244,         20485804,          3315415,                  0,             79212,         26548675,          2809070,          2425000,             93543,            218522,          5546135,          8483528,          1112694,          6315605,          5090713,                  0,         21002540,                  0,                  0,         24.76,            252000,             94000
101/02,1231,聯華食品,          2602654,            172959,          1561168,             15999,            577057,          4929837,          1561192,          1030502,                  0,            123046,          2714740,          1224480,             73042,            933742,            -16167,                  0,          2215097,                  0,                  0,         18.63,                  0,                  0
101/02,1232,大統益,          2971255,            269615,            741757,                  0,             20542,          4003169,          1223082,                  0,                  0,             19384,          1242466,          1599749,             23784,          1232802,            -95632,                  0,          2760703,                  0,                  0,         17.26,                  0,                  0
101/02,1233,天仁,            693558,            368315,            953581,                892,             69434,          2085780,            497937,                  0,             47401,             17627,            562965,            905919,             60605,            367261,            189030,                  0,          1522815,                  0,                  0,         16.81,                  0,                  0
101/02,1234,黑松,          2509951,          9069839,          2935589,                  0,            269118,         14784497,          1002809,                  0,            707149,            397285,          2107243,          5358281,            184601,          2031926,          5102446,                  0,         12677254,                  0,                  0,         23.66,                  0,                  0
101/02,1235,興泰,            931915,            212758,            191995,                  0,            155704,          1492372,            558437,                  0,             54280,             22403,            635120,            561688,             27674,             63745,            204145,                  0,            857252,                  0,                  0,         15.86,                  0,          2131610
101/02,1236,宏亞食品,            557672,            158562,          1791172,                  0,            128313,          2635719,            632556,            430000,                  0,            233947,          1296503,          1083425,             33396,            226501,             -4106,                  0,          1339216,                  0,                  0,         13.60,                  0,                  0
101/02,1301,台塑,        114106270,        155069344,         52625296,            245023,          6342859,        328388792,         54823113,         47206816,                  0,         11805686,        113835615,         61209046,         12829618,         98453997,         42060516,                  0,        214553177,                  0,                  0,         35.05,                  0,                  0
101/02,1303,南亞塑膠,        155704365,        196598712,         65668838,          1095768,          6492338,        425560021,         76431547,         84610773,                  0,         20336623,        181378943,         78522986,         27568749,        103592840,         34496503,                  0,        244181078,                  0,                  0,         31.10,                  0,            183235
101/02,1304,台聚,         11751061,          9247875,          1084659,             46229,            131191,         22261015,          2502127,          1995039,             43580,            765874,          5306620,         11426024,            265271,          5285178,            -22078,                  0,         16954395,                  0,                  0,         18.78,                  0,         90815718
101/02,1305,華夏,          2748625,          2613259,          2343107,                  0,            267908,          7972899,            814388,            298335,            483213,          1104092,          2700028,          4248035,              9371,            429916,            585549,                  0,          5272871,                  0,                  0,         12.41,                  0,                  0
101/02,,,,,,,,,,,,,,,,,,,,,,,,
101/02,1307,三芳化工,          3010200,          4949355,          2863395,                  0,             24991,         10847941,          2348228,          1310667,            414610,            450278,          4523783,          3534562,            137866,          2124632,            527098,                  0,          6324158,                  0,                  0,         18.43,                  0,                  0
101/02,1308,亞聚,          4560539,          4781811,            682123,              3428,            491216,         10519117,            956390,                  0,             21469,            270858,          1248717,          4696769,             31891,          2910489,          1631251,                  0,          9270400,                  0,                  0,         23.69,                  0,                  0
101/02,1309,台達化工,          3287928,          2336116,          1183353,                  2,            176479,          6983878,          1961977,            400000,            143860,            517725,          3023562,          3276518,              4918,            112926,            565954,                  0,          3960316,                  0,                  0,         12.69,                  0,                  0
101/02,1310,台苯,          2747110,          3631498,          1289212,                  0,            126210,          7794030,          2617553,            416667,            173509,            265473,          3473202,          5803403,            150144,         -1236596,           -396123,                  0,          4320828,                  0,                  0,          7.45,                  0,            265351
101/02,1312,國喬石化,          5305067,          7646863,          8179202,             12243,            153628,         21297003,          4534600,          1500000,            979556,            235254,          7249410,          9266203,            245466,          3053687,          1482237,                  0,         14047593,                  0,                  0,         15.30,                  0,          8254473
101/02,1313,聯成,          3129115,         18579732,          1680922,              7680,             75202,         23472651,          1367627,          4348324,             99828,            318804,          6134583,         11254594,          1147761,          4391804,            543909,                  0,         17338068,                  0,                  0,         16.28,          2513850,          6883000
101/02,1314,中石化,         23380514,          5750228,         17478942,                  0,          6914472,         53524156,          8404580,          4963513,          3871792,            122952,         17362837,         23199897,            160174,          8744850,          4056398,                  0,         36161319,                  0,                  0,         18.31,                  0,                  0
101/02,1315,達新工業,          3239765,          1109631,          1095117,                  0,          1859315,          7303828,            711988,                  0,            710324,            293482,          1715794,          2200000,             35031,          1006778,          2346225,                  0,          5588034,                  0,                  0,         26.35,                  0,          7930000
101/02,1316,上曜,            540096,            336072,            336330,             16233,             20070,          1248801,            249621,            262053,             33660,                200,            545534,            668126,             91354,            -80122,             23909,                  0,            703267,                  0,                  0,         10.93,                  0,            830009
101/02,1319,東陽,          5408116,          5960099,         13198831,            568440,            104851,         25240337,          3702979,          5641530,                  0,            841263,         10185772,          5770508,          4106241,          5198759,            -20943,                  0,         15054565,                  0,                  0,         27.28,                  0,          2907594
101/02,1321,大洋,          1168203,          1473225,          5233503,                  0,            789486,          8664417,          1207312,            500000,          1350538,            426878,          3484728,          2272283,            101383,            -63300,          2869323,                  0,          5179689,                  0,                  0,         23.47,                  0,          6542716
101/02,1323,永裕,            767949,          1002679,            757680,             11030,             16019,          2555357,            371268,            747112,              8767,            165749,          1292896,            827887,             54240,            353975,             26359,                  0,          1262461,                  0,                  0,         15.31,                  0,            354727
101/02,1324,地球工業,            786979,            270625,            251668,                  0,             12184,          1321456,            279678,                  0,                  0,             45124,            324802,            751219,                  0,            213678,             31757,                  0,            996654,                  0,                  0,         13.27,                  0,                  0
101/02,1325,恒大,            888427,            322191,            666529,                  0,             79481,          1956628,            138759,                  0,             48265,             39242,            226266,          1006828,                766,            577382,            145386,                  0,          1730362,                  0,                  0,         17.19,                  0,                  0
101/02,1326,台化,        138175137,        150234961,         69612296,                  0,          8247109,        366269503,         71728024,         70951767,                  0,          6623347,        149303138,         56904721,          9859303,         94205701,         55996640,                  0,        216966365,                  0,                  0,         38.25,                  0,         17836314
101/02,,,,,,,,,,,,,,,,,,,,,,,,
101/02,1339,昭輝,            583470,                  0,          2089724,              2322,             18917,          2694433,            524259,            704585,                  0,              2490,          1231334,            659259,            361063,            442777,                  0,                  0,          1463099,                  0,                  0,         22.19,                  0,                  0
101/02,1402,遠東新,         30162592,        140113045,         19631334,             18705,          1330539,        191256215,         24319060,         56410495,          1519896,          1452337,         83701788,         50441338,         10095722,         24083523,         22933844,                  0,        107554427,                  0,                  0,         21.97,                  0,            713000
101/02,1409,新纖,          8570640,         19160474,          6795856,                  0,          3869493,         38396463,          6605330,          7499295,            666374,          1083519,         15854518,         18282070,          1123895,          2587861,            548119,                  0,         22541945,                  0,                  0,         12.98,                  0,         91586487
101/02,1410,南染,            632055,            226285,            729507,                  0,             26896,          1614743,            137579,                  0,            145501,             62943,            346023,            900000,             21784,             74627,            272309,                  0,          1268720,                  0,                  0,         14.10,                  0,                  0
101/02,1413,宏洲纖維,          1527813,            105193,          1694374,                  0,             85197,          3412577,          1451545,             37800,            234150,            254082,          1977577,          1701874,                541,           -853706,            586291,                  0,          1435000,                  0,                  0,          8.54,                  0,          2097951
101/02,1414,東和,          1018705,             43761,          3317347,                  0,             46203,          4426016,            477128,                  0,            638334,            148611,          1264073,          2200000,                986,            220437,            740520,                  0,          3161943,                  0,                  0,         14.37,                  0,                  0
101/02,1416,廣豐,            304513,          5648191,          1065930,                444,            106436,          7125514,            380833,            365726,                  0,             59255,            805814,          3848484,          1013421,          1300543,            157252,                  0,          6319700,                  0,                  0,         17.72,                  0,         28205990
101/02,1417,嘉裕,          1152557,          3376170,            724750,                  0,            450328,          5703805,            984573,                  0,            103078,            104012,          1191663,          3798837,             19571,            426213,            267521,                  0,          4512142,                  0,                  0,         11.88,                  0,                  0
101/02,1418,東華,            702574,            101994,          1430368,              1005,             89357,          2325298,            775990,             23200,            280955,             93177,          1173322,          1319276,              1612,           -210035,             41123,                  0,          1151976,                  0,                  0,          9.52,                  0,         10933000
101/02,1419,新紡,          1143043,          3739356,          3237098,              7216,             17227,          8143940,          2122091,                  0,            515989,             30567,          2668647,          3000413,                595,            674628,          1799657,                  0,          5475293,                  0,                  0,         18.30,                  0,            803829
101/02,1423,利華羊毛,          1417950,            452748,            416339,                  0,            450513,          2737550,             35677,                  0,            193097,            115879,            344653,          1750000,            127565,            -56931,            572263,                  0,          2392897,                  0,                  0,         13.67,                  0,                  0
101/02,1432,大魯閣,            963200,            848537,            135078,                  0,             28341,          1975156,            847439,             77811,                  0,             26253,            951503,            885642,             28150,           -122384,            232245,                  0,          1023653,                  0,                  0,         11.66,                  0,            759715
101/02,1434,福懋興業,         11042726,         44422852,          7750046,             53818,          1637610,         64907052,          5778944,          8448676,                  0,          2092206,         16319826,         16846646,            698507,          8989691,         22052382,                  0,         48587226,                  0,                  0,         28.89,                  0,          3043228
