年季,公司代號,公司名稱,現金及約當現金、存放央行及銀行同業,買入票券及證券,應收款項,買匯貼現及放款,長期投資,固定資產,其他資產,央行及銀行同業存款,存款及匯款,央行及同業融資,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,少數股權,股東權益總計,每股淨值(註一)
93/04,2801,彰化銀行,        127348849,        200813666,         33957903,        879231370,         13007383,         24188169,         34608628,        121311530,      1028406605,         20475656,         68137844,         49594756,         21340112,          3441324,            448141,      1313155968,      1238331635,                  0,         74824333,         15.09
93/04,2809,京城銀行,         22108813,          1686308,          1553403,        112287508,            792487,          3554373,          2066282,          1317922,        129562081,          3003831,          2675629,          7243343,             40012,            208817,             -2461,        144049174,        136559463,                  0,          7489711,         10.35
93/04,2812,台中銀行,         36968671,          8639750,          3629780,        180845632,            255756,          4194223,         11026901,            156394,        227625450,                  0,          3908587,         15380144,             14488,         -1524350,                  0,        245560713,        231690431,                  0,         13870282,          9.02
93/04,2834,臺灣企銀,        191615948,         35712843,         28722314,        698304747,          4153831,         14973997,         58113157,         47604400,        878089739,         29645000,         38873913,         36857220,          3671614,         -4406924,          1261875,      1031596837,        994213052,                  0,         37383785,         10.14
93/04,2836,高銀,         27920263,         12445242,          1037951,        103851580,          2662825,          2513618,          1306064,         18020710,        113454525,          4213355,          5761974,          5034238,          2542403,          2710338,                  0,        151737543,        141450564,                  0,         10286979,         20.43
93/04,2838,聯邦銀行,         12064678,         33061741,         38708022,        141367952,          8868605,          2345382,         10616722,          4712951,        205035613,         11194000,          7359792,         15171292,             57783,          3500428,              1243,        247033102,        228302356,                  0,         18730746,         12.35
93/04,2845,遠東商銀,         19137209,         19529855,         33193773,        171910648,          5720013,          2511877,          6246863,          7720944,        198801291,         21000000,         10878176,         15867008,            685486,          3286883,             10450,        258250238,        238400411,                  0,         19849827,         12.51
93/04,2849,安泰銀行,         41835074,         24538287,          9853958,        195439804,          3562392,          3141297,         10121261,          3586720,        234506821,         17000000,         14907121,         17093384,            223615,          1174412,                  0,        288492073,        270000662,                  0,         18491411,         10.82
