年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,流動負債,長期負債,其他負債,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,每股淨值(註一)
93/04,1416,廣豐,          1411203,          4542282,          1517635,             32039,            187703,          2698348,                  0,            118914,          5497834,            933141,         -1631293,             73918,          7690862,          2817262,          4873600,         10.42
93/04,1417,嘉裕,          1928408,          2511917,          1122685,             48931,            215105,          1372592,                  0,            283609,          4157493,            444638,            -64018,           -367268,          5827046,          1656201,          4170845,         10.98
93/04,1418,東華,          1466678,            321939,          2102367,             69951,            472421,          1017683,             97440,            968940,          2638553,                  0,           -205550,            -83710,          4433356,          2084063,          2349293,          9.79
93/04,1419,新紡,          1348017,          2440166,          2998256,             15095,            132538,          2291979,                  0,            889247,          2904000,            247895,          1070466,           -469515,          6934072,          3181226,          3752846,         13.47
93/04,1423,利華羊毛,          1606970,            418637,          1023353,              9481,             32654,            358571,              4019,            471059,          1793000,            379807,             24113,             60526,          3091095,            833649,          2257446,         12.61
93/04,1432,大魯閣,          1369996,          1002143,          1051770,                  0,            111309,          2408403,                  0,            526522,          1448125,            936858,         -1356460,           -428230,          3535218,          2934925,            600293,          4.45
93/04,1434,福懋興業,         13672218,         13772555,          7789048,             89167,          1864500,          8097687,          6452009,            502362,         16192470,             23561,          5976311,            -56912,         37187488,         15052058,         22135430,         13.69
93/04,1435,中福國際,            296411,            734847,            622070,                  0,             30835,            397508,             12776,            263848,          1397801,              6253,            -97249,             -2628,          1684163,            674132,          1010031,          9.05
93/04,1436,華友聯,          2887878,            368266,             10256,              3086,            608960,             66953,                  0,             13759,          3300000,            446723,            199833,           -148822,          3878446,             80712,          3797734,         11.98
93/04,1437,勤益投控,          1312815,          2194638,            993364,             67716,            244369,          1112298,            917342,             88563,          1573321,          1165745,             14194,            -58561,          4812902,          2118203,          2694699,         17.43
93/04,,,,,,,,,,,,,,,,,,
93/04,1438,裕豐,            212951,            102931,            105041,                381,            667281,            577908,                  0,            228819,          1024115,            256447,           -985574,            -13130,          1088585,            806727,            281858,          2.97
93/04,1439,中和羊毛,            697813,            693576,            752564,             25048,             19764,            368468,                  0,            636862,            940000,            197221,             71752,            -25538,          2188765,          1005330,          1183435,         12.59
93/04,1440,南紡,          5925407,          7552791,          9445040,            117965,          4679781,          1634494,            349426,          7114079,         14935240,          1864856,          2779949,           -957060,         27720984,          9097999,         18622985,         12.47
93/04,1441,大東紡織,            887682,            588719,            968061,             21934,             51720,          1232682,            215862,            467814,          1079004,                  0,           -499562,             22316,          2518116,          1916358,            601758,          5.65
93/04,1442,名軒,          1075978,            219430,             90268,             46291,            182116,            119288,            216935,             53461,          2197053,             66208,         -1038861,                 -1,          1614083,            389684,          1224399,          5.57
93/04,1443,立益紡織,          1112031,            688574,          1921255,                  0,            820278,          1246434,            375594,            489210,          3010900,            230471,           -696883,           -113588,          4542138,          2111238,          2430900,          8.58
93/04,1444,力麗,          3346590,          2720586,          5602165,                  0,            300844,          2612899,          1446917,            148845,          7314000,          2093661,           -402645,         -1243492,         11970185,          4208661,          7761524,         10.61
93/04,1445,大宇紡織,          1091728,            129983,          1323426,             12699,             22382,            284782,            271526,            173329,          1795510,             91982,            161809,           -198720,          2580218,            729637,          1850581,         11.37
93/04,1446,宏和,            815629,          1391613,          1463113,                  0,            228442,            611362,            634717,             18285,          2238702,            297239,             35549,             62943,          3898797,          1264364,          2634433,         11.77
93/04,1447,力鵬,          3527887,          2148542,          6176708,                  0,            157490,          2705424,          1922477,            136058,          5706875,          2092886,            752807,         -1305900,         12010627,          4763959,          7246668,         12.70
93/04,1449,佳和實業,          2980412,          1835018,          2936097,             99121,          1064400,          1716117,          2064000,          1157128,          6620381,            811995,         -2149204,         -1305369,          8915048,          4937245,          3977803,          7.51
93/04,1451,年興紡織,          2116746,          8492594,            957721,             10097,            251280,          1298752,                  0,            162469,          5983691,            389361,          3926124,             68041,         11828438,          1461221,         10367217,         17.33
93/04,1452,宏益,            829841,            597168,            674891,                  0,            102891,            103917,                  0,             88465,          1697223,            153276,            337459,           -175549,          2204791,            192382,          2012409,         11.86
93/04,1453,大將,            441025,            500786,            177365,                  0,            193657,            476210,                  0,            158420,            797734,             24987,           -106526,            -37992,          1312833,            634630,            678203,          8.50
93/04,1454,台富,            972796,            105304,          1153285,              3568,            166073,            603406,             80000,             77529,          1496502,            148767,             47972,            -53150,          2401026,            760935,          1640091,         11.91
93/04,,,,,,,,,,,,,,,,,,
93/04,1455,集盛,          2855141,            688350,          4936816,              4698,            423218,          2573095,            359954,             64372,          4391538,            382749,          1145574,             -9059,          8908223,          2997421,          5910802,         13.46
93/04,1456,怡華,          1990196,          1177613,          2855941,             16994,             67318,          2754234,            968783,            982175,          2236560,            150109,           -319855,           -663944,          6108062,          4705192,          1402870,          6.27
93/04,1457,宜進,          1506788,          1677223,          2152330,                  0,            949434,          2182918,            694346,             34969,          3653200,            445937,           -676926,            -48669,          6285775,          2912233,          3373542,          9.27
93/04,1459,聯發紡織,          1224397,            768495,          3886321,                  0,            195822,            465409,          1300000,             48626,          3650582,            531805,            694280,           -615667,          6075035,          1814035,          4261000,         13.15
93/04,1460,宏遠,          2996735,          1912294,          2708398,             22694,            116152,          1678146,            764339,            134195,          4810804,            481342,            319916,           -432469,          7756273,          2576680,          5179593,         11.54
93/04,1463,強盛染整,            587193,          1105231,            648841,              9936,             25674,            142139,                  0,             99493,          1937897,            245048,            233126,           -280828,          2376875,            241632,          2135243,         11.02
93/04,1464,得力實業,            736151,            914119,          1095619,                  0,             33354,            413512,            213655,            162430,          2301374,             66758,            401556,           -780042,          2779243,            789597,          1989646,         11.05
93/04,1465,偉全實業,          1021921,            428082,            460250,              5375,             18788,            412237,                  0,             30200,            893394,            349493,            277955,            -28863,          1934416,            442437,          1491979,         16.76
93/04,1466,聚隆,            755248,                  0,          1374950,                  0,            220236,          1175220,            554466,             24886,            715978,                  0,           -120116,                  0,          2350434,          1754572,            595862,          8.32
93/04,1467,南緯實業,            824807,          1247501,            638759,             32347,            381841,            632067,            656253,            196935,          1370782,            165889,            201533,            -98204,          3125255,          1485255,          1640000,         11.96
93/04,1468,昶和纖維,          1220865,            282707,          1095858,                  0,             59191,            755855,             48354,              5132,          1604053,             26753,            236020,            -17546,          2658621,            809341,          1849280,         11.53
93/04,1469,理隆纖維,            738114,            156480,          1346554,             10649,             59244,            602711,                  0,             11307,          1246000,            455920,             -2344,             -2553,          2311041,            614018,          1697023,         13.62
93/04,1470,大統染,            308434,            101507,            451995,                  0,             32491,            109549,                  0,             24300,            857670,              6985,            -86201,            -17876,            894427,            133849,            760578,          9.13
93/04,1471,首利,          1769877,            313714,            315904,                  0,             18074,            973343,                  0,              2337,          1171280,            140668,            129941,                  0,          2417569,            975680,          1441889,         12.31
93/04,1472,三洋紡,            435069,            354000,            708736,                  0,             41309,            184068,                  0,             32411,            875000,            489818,              2954,            -45137,          1539114,            216479,          1322635,         16.31
93/04,,,,,,,,,,,,,,,,,,
93/04,1473,台南企業,          1174541,          2515833,            643636,             16588,             25579,            410574,            933200,            119203,          1233948,            519647,          1231341,            -71736,          4376177,          1462977,          2913200,         23.61
93/04,1474,弘裕,          1685611,            116169,            793777,              3449,             82309,            780405,            379248,             65769,          1119909,             56901,            280968,             -1885,          2681315,          1225422,          1455893,         13.00
93/04,1475,本盟光電,            409940,             71665,            681425,                  0,             22683,            725940,             30603,                  0,            737197,            200000,           -508220,                193,          1185713,            756543,            429170,          6.63
93/04,1476,儒鴻,          1770856,            309337,            817768,                  0,            150164,          1258719,            250000,             64434,            957713,             68061,            460359,            -11161,          3048125,          1573153,          1474972,         15.40
93/04,1477,聚陽實業,          2884660,            666820,             59654,             10257,             29347,            872033,            830879,             12481,          1157103,            178438,            643079,            -43275,          3650738,          1715393,          1935345,         16.73
93/04,1503,士電,          7984294,          4477724,          4793405,            148599,            194399,          5352548,          1119643,          1300210,          5209722,          2677079,          2458841,           -519622,         17598421,          7772401,          9826020,         18.86
93/04,1504,東元電機,         16982790,         31095928,          4704621,            299541,          2727674,         13252597,         10427632,          1333634,         19877609,          8537776,          3019023,           -637717,         55810554,         25013863,         30796691,         15.84
93/04,1506,正道,            740669,            837386,            542516,             68441,            440767,          1088082,             85000,            434179,          1022516,            154989,           -103552,            -51435,          2629779,          1607261,          1022518,         10.00
93/04,1507,永大機電,          3380279,          3246103,          1986831,            139186,          1092662,          1322148,            548500,            574185,          4108200,            219765,          3379003,           -306740,          9845061,          2444833,          7400228,         18.11
93/04,1512,瑞利,          2069198,            249287,          1975281,              9800,             35528,          1378855,            526903,            304945,          1765073,            194335,            204196,            -35213,          4339094,          2210703,          2128391,         12.06
93/04,1513,中興電,          6484436,          1483183,          2726114,            135196,            838830,          4050989,            605418,            806952,          4898625,            714769,          1039263,           -448257,         11667759,          5463359,          6204400,         14.46
93/04,1514,亞力電機,          2464337,            625952,            836168,             20903,            147070,          1531049,            123800,            217958,          2010670,            192364,            102620,            -84031,          4094430,          1872807,          2221623,         11.05
93/04,1515,力山,          3145320,          1405855,          1847937,             35145,            201793,          2732464,            650952,            326894,          2522103,            234841,            494238,           -325442,          6636050,          3710310,          2925740,         12.79
93/04,1516,川飛,            220794,            471927,            199445,                  0,            178609,            298773,             15093,             16702,            923500,                  0,           -202848,             19555,          1070775,            330568,            740207,          8.03
93/04,1517,利奇機械,          1841470,            627139,            555588,                  0,             15571,            545622,                  0,             80678,          2312673,             76584,            148537,           -124326,          3039768,            626300,          2413468,         10.86
93/04,,,,,,,,,,,,,,,,,,
93/04,1519,華城電機,          2262655,            303639,          1585863,             12454,            109912,          1977920,            120000,            134368,          2059024,             21279,             49372,            -87440,          4274523,          2232288,          2042235,         10.06
93/04,1521,大億,          1439492,            229094,          1063425,             21607,             41130,          1206008,             94758,            166372,            762300,             60472,            545791,            -40953,          2794748,          1467138,          1327610,         17.42
93/04,1522,堤維西,          3690367,          2049577,          5077584,             27744,            291827,          3416606,          3380700,            255702,          2166170,          1137061,            895768,           -114908,         11137099,          7053008,          4084091,         18.91
93/04,1524,耿鼎企業,          1477640,            151363,          2322501,              1406,              2797,          1564380,            592944,             20101,          1300834,            203887,            363097,            -89536,          3955707,          2177425,          1778282,         14.16
93/04,1525,江申工業,            772093,            466091,            552770,             10463,             30986,            364632,                  0,            226048,            502810,            120170,            639032,            -20289,          1832403,            590680,          1241723,         24.70
93/04,1526,日馳,            390132,             38060,            643141,                340,            120127,            361396,            209082,             56523,            787971,                  0,           -226705,              3533,          1191800,            627001,            564799,          7.17
93/04,1527,鑽全,          2533176,            795486,          1592792,                405,             16047,          1938996,                  0,             17328,          1478383,                305,          1542653,            -39759,          4937906,          1956324,          2981582,         20.17
93/04,1528,恩德,          1555249,            303779,            404359,             22896,            125665,            962203,            363194,             58142,            742000,            196841,             88453,              1115,          2411948,          1383539,          1028409,         13.86
93/04,1529,樂士,          1290308,             50649,            355608,             10190,            427919,            849247,            448940,             21816,            748737,             59723,              8467,             -2256,          2134674,          1320003,            814671,         10.88
93/04,1530,亞崴機電,          1363306,            210589,            335298,                720,             27325,          1019719,                  0,             37091,            527843,              6324,            365239,            -18978,          1937238,          1056810,            880428,         16.68
93/04,1531,高林股,          2046848,          1391551,            376727,                  0,             23415,            751034,                  0,            326982,          1387898,            341177,          1079910,            -48460,          3838541,          1078016,          2760525,         19.89
93/04,1532,勤美,          4366548,          3013806,            386891,             18336,             11644,          3550069,            239289,            170253,          1667652,          1041399,          1107672,             20891,          7797225,          3959611,          3837614,         23.31
93/04,1533,車王電,          1825979,            874418,            675973,             18243,             32259,            833183,          1015246,              4721,            961185,            268367,            376757,            -32587,          3426872,          1853150,          1573722,         16.37
93/04,1535,中宇,          3041921,            247583,             97686,                  0,              6533,          2324436,                  0,              4070,            901474,             18201,            147399,             -1857,          3393723,          2328506,          1065217,         11.82
93/04,1536,和大工業,            920643,            353348,          1070036,             13518,             53002,            771454,            765285,             59540,            642230,             23672,            142075,              6291,          2410547,          1596279,            814268,         12.68
93/04,,,,,,,,,,,,,,,,,,
93/04,1537,廣隆光電,            651368,            464526,            311894,                  0,              8438,            332972,             20957,             50242,            643530,            267146,            158403,            -37024,          1436226,            404171,          1032055,         16.04
93/04,1538,正峰新,          2130285,            670151,            652844,            186044,            166154,          2029061,             47520,             77186,          1151276,            270423,            258188,            -28176,          3805478,          2153767,          1651711,         14.35
93/04,1539,巨庭機械,            993668,            150988,            704758,                  0,             40020,            977711,                  0,              6151,            648000,             75000,            200262,            -17690,          1889434,            983862,            905572,         14.06
93/04,1540,喬福機械,            851006,              5978,            430045,                  0,              4202,            293897,            200000,              6291,            619374,             84011,            125218,            -37560,          1291231,            500188,            791043,         12.77
93/04,1541,錩泰,          1469703,                  0,            455015,             38277,             26079,            726203,            499100,              6311,            682778,                523,             74159,                  0,          1989074,          1231614,            757460,         11.09
93/04,1558,伸興,            644517,            688599,            146895,             29351,              2307,            560998,             24045,            170407,            352550,                314,            425121,            -21766,          1511669,            755450,            756219,         21.45
93/04,1560,中砂,          1150219,            182989,          1776711,            166920,             76527,            904961,            330144,            431128,            676000,            363467,            649057,             -1391,          3353366,          1666233,          1687133,         24.96
93/04,1568,倉佑,            418431,            132504,            746063,                 18,            102474,            336762,            345493,              7215,            480600,            127393,            108377,             -6350,          1399490,            689470,            710020,         14.77
93/04,1603,華電,          2525064,          1156894,          3556622,                  0,            485527,          2643129,             54505,          2412136,          3423000,          1239012,         -1802464,           -245211,          7724107,          5109770,          2614337,          9.22
93/04,1604,聲寶,          9767983,          9133490,          3752630,            513214,            509207,          5130213,          2750000,          2157617,         13100000,          2007489,            409853,         -1878648,         23676524,         10037830,         13638694,         10.57
93/04,1605,華新,         15129807,         39300478,         14743213,                  0,            427367,          4813514,          6000000,          1059915,         30790126,         15499442,         11979314,           -541446,         69600865,         11873429,         57727436,         19.03
93/04,1608,華榮,          3805468,          2244361,          3421759,            123463,          1289429,          1459785,                  0,          1583935,          6327735,            855553,            728506,            -71034,         10884480,          3043720,          7840760,         12.39
93/04,1609,大亞電線,          3987079,          3447244,          2975467,             72534,            188572,          2913820,            892654,            702010,          4933420,            588292,          1109772,           -469072,         10670896,          4508484,          6162412,         14.05
93/04,1611,中電,          2613991,          1169726,          1892649,             28743,            135146,            715197,                  0,            465282,          3601108,            199174,            866688,             -7194,          5840255,          1180479,          4659776,         12.94
93/04,1612,宏泰,          2680400,            956758,          1692987,                  0,            143951,          1164920,                  0,             40732,          3298631,            176500,            811507,            -18194,          5474096,          1205652,          4268444,         12.94
93/04,,,,,,,,,,,,,,,,,,
93/04,1613,台一,          1289607,            785878,          4456037,                  0,            976061,          5920574,            138740,            171314,          2474399,            147690,         -1367145,             22011,          7507583,          6230628,          1276955,          5.16
93/04,1614,三洋電,          5183790,            533284,            877244,              1591,            838900,          1673100,                  0,            516655,          3166040,             84808,          2094598,           -100392,          7434809,          2189755,          5245054,         16.57
93/04,1615,大山,            833172,            236894,            910500,             20843,            159156,            592937,            340479,            105883,            882000,             86500,            124175,             28591,          2160565,          1039299,          1121266,         12.71
93/04,1616,億泰,          1435122,            817682,            788129,              2929,            111636,            624973,            599840,             58817,          1281117,            308172,            357306,            -74727,          3155498,          1283630,          1871868,         15.09
93/04,1617,榮星電線,          1808726,            816839,            630002,                  0,             60513,          1173341,            368951,            175200,          1134818,            105999,            400052,            -42281,          3316080,          1717492,          1598588,         14.09
93/04,1618,合機公司,          1945534,            584256,          2818671,                  0,             69580,          1711970,            565584,             39786,          1910383,            667252,            541958,            -18892,          5418041,          2317340,          3100701,         16.23
93/04,1701,中化,          1694950,          1318415,          2519291,             45870,            136943,          1164911,            174000,            256658,          2709828,            645744,            851668,            -87340,          5715469,          1595569,          4119900,         15.92
