年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,公平價變動列入損益之金融資產,附賣回票券及債券投資,備供出售金融資產-淨額,應收款項-淨額,待出售資產,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他金融資產-淨額,其他資產-淨額,資產總計,央行及金融同業存款,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,央行及同業融資,與待出售資產直接相關之負債,應付債券,其他借款,特別股負債,應計退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
101/04,2880,華南金,         39816404,        127619967,         42284898,            632486,         70816750,         50755959,                  0,      1374118631,        283161524,             81050,            869701,         32102525,            432660,         25860366,         13460368,      2062013289,         89799416,      1663974327,          5965865,         23318866,         26310065,         42003153,                  0,                  0,         43350000,          1733000,                  0,          2383594,          9633688, 10860037.00,          9900929,      1929232940,         86250301,         17758993,         21841822,          6927805,              1428,        132780349,                  0,                  0,         15.39
101/04,2881,富邦金,        172506291,         74518214,        100841827,         53191101,      1423619008,        116461324,                  0,      1229033530,        235709317,          4691208,         79294705,         33744542,         13503347,        522008300,         24133814,      4083256528,         76405140,      1383866794,                  0,         26673629,         32344490,         88770682,                  0,                  0,        106287447,                  0,                  0,                  0,      1865222998,177528391.00,         20883886,      3777983457,         95269157,         55704785,         86776386,         67522743,                  0,        305273071,                  0,          1486000,         32.05
101/04,2882,國泰金,        702403376,        104175647,        147145050,         18517498,      1284920865,        115796856,                  0,      1520005053,         24380985,          1146326,        163887441,         48821416,          9734376,      1184785896,        109582019,      5435302804,         56934246,      1458587976,          5540000,          8718702,         22046517,         61147624,          1456800,                  0,         89831007,                  0,                  0,                  0,      3117676956,346983437.00,         17795091,      5186718356,        108653851,         78596121,         35587271,         21995591,          3751614,        248584448,                  0,        200000000,         22.96
101/04,2883,開發金,         22336596,         36937670,         75334198,         16548948,         91687956,         50193379,                  0,         87303495,                  0,          7110121,                  0,          9380855,          7152621,         52624017,         32535109,        489144965,          2671557,        101550890,          7231662,         18282064,         59313884,         37734067,                  0,                  0,         36896569,         13716416,                  0,                  0,                  0, 35069209.00,         10838726,        323305044,        144561641,          3072483,          8953700,         -4798976,         14051073,        165839921,                  0,        274995000,         10.70
101/04,2884,玉山金控,         23413593,         55855963,         61300358,            210863,         76668039,         48564037,                  0,        735406720,        211168563,                  0,                  0,         16669914,          4188907,          6137744,          4511882,      1244096583,         46652824,      1023820129,            781772,         12418221,          4957725,         24469413,                  0,                  0,         53300000,                  0,                  0,              6755,            116200,  1403736.00,            995799,      1168922574,         50107000,         14420331,         10584717,             61961,                  0,         75174009,                  0,                  0,         15.00
101/04,2885,元大金,         36695058,         75523478,         86217206,            201015,         55519030,         70389705,                  0,        375712974,          2472129,            495769,                  0,         13224427,         27287092,         35933660,          7348176,        788559333,         13070340,        435399630,          5430915,         13127988,         30678684,         65974035,                  0,                  0,         30837029,          2338328,                  0,          1275883,            466558, 16752860.00,         17286508,        632638758,        100162105,         34766307,         20491293,         -2589805,          3090675,        155920575,                  0,         48093000,         15.33
101/04,2886,兆豐金,        313462564,        150956137,        184569250,          2282053,        220625591,        125593058,                  0,      1502490860,        160776041,          2667896,            333229,         22705148,            312225,         21884597,         17290046,      2725948695,        358982635,      1718208745,          1880597,         14676886,        187481840,         61109417,         60548901,                  0,         62449668,          6541000,                  0,          3327664,         14882122,  9832957.00,         11941579,      2511864011,        114498240,         43425270,         52212649,          3648744,            299781,        214084684,                  0,                  0,         18.67
101/04,2887,台新金控,         53649307,        136641676,         85988202,          4987265,        270722899,        107547734,                  0,      1787298942,        172613773,            251278,                  0,         41596338,         21729019,         12885644,         24834645,      2720746722,        152894925,      2139646174,              7000,         11027012,         56534194,         57162211,                  0,                  0,         97151937,            579996,                  0,                  0,            806938, 15035344.00,          9907860,      2540753591,         76165841,          9303228,         13157682,          1073198,         80293182,        179993131,                  0,                  0,         13.09
101/04,2888,新光金,         71181090,        129336837,         56460001,          4481719,        345216390,         56079965,                  0,        621476783,        248171328,            139413,        101588260,         22345063,          5546856,        615891347,         31658012,      2309650492,          3221695,        517220850,          4548869,          2455022,         31630846,         34047457,                  0,                  0,         32865243,          3764998,          1654000,                  0,      1475109565, 98903402.00,         11011897,      2216433844,         84363876,          9161562,         17336220,        -30893426,         13248416,         93216648,                  0,                  0,          9.48
101/04,2889,國票金控,          1727453,                 32,        102693276,             54960,         77508325,         10290288,                  0,                  0,                  0,          1417263,                  0,          2009866,            528821,          4577792,          2013264,        202821340,         10516895,                  0,          3587514,            332559,        150599063,          2374248,                  0,                  0,                  0,                  0,                  0,             82156,          1234384,  2135934.00,             45494,        170908247,         25529802,              7544,          2243404,            234832,          3897511,         31913093,                  0,         28291000,         11.10
