年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
98/02,1213,大飲,            337227,             30196,            262942,                  0,            127937,            758302,            140081,                  0,                  0,             49555,            189636,            514751,             21938,             34317,             -2340,                  0,            568666,                  0,                  0,         11.05,                  0,                  0
98/02,1215,卜蜂企業,          2851562,            567596,          1049477,                  0,             89539,          4558174,          1602767,                  0,                  0,            266278,          1869045,          2320268,                967,            352992,             14902,                  0,          2689129,                  0,                  0,         11.59,                  0,                  0
98/02,1216,統一,          9326205,         75499384,          9065031,            120065,          5254069,         99264754,         10631270,         23923062,            815803,          1610822,         36980957,         38974002,          6142822,         12452701,          4714272,                  0,         62283797,                  0,                  0,         16.68,                  0,                  0
98/02,1217,愛之味,          2164585,          2928376,          1714741,             14289,          1038647,          7860638,          1953573,            968370,             79974,            214533,          3216450,          4476893,             26998,            -12110,            152407,                  0,          4644188,                  0,                  0,         10.37,                  0,                  0
98/02,1218,泰山企業,          3094782,          2626499,          2213603,                  0,             77719,          8012603,          2004523,          2046495,            229042,            202653,          4482713,          3202434,             43540,            127408,            223449,            -66941,          3529890,                  0,                  0,         11.46,                  0,         12208428
98/02,,,,,,,,,,,,,,,,,,,,,,,,
98/02,1219,福壽實業,          3289945,            735654,          1554759,                243,             80448,          5661049,            959681,            510155,            431001,            222257,          2123094,          2743080,            215710,            244619,            334546,                  0,          3537955,                  0,                  0,         12.90,                  0,                  0
98/02,1220,台榮,          1147473,            257931,            531853,                  0,            125061,          2062318,            445797,                506,              5813,            105244,            557360,          1770779,                537,           -273700,              7342,                  0,          1504958,                  0,                  0,          8.50,                  0,                  0
98/02,1225,福懋油,          1978707,            991182,            949907,              5942,            143483,          4069221,            884443,          1037500,            100296,            101267,          2123506,          1627000,             94698,             20970,            203047,                  0,          1945715,                  0,                  0,         11.96,                  0,                  0
98/02,1227,佳格,          3645023,          1695673,          1010414,              9135,            463074,          6823319,          1656142,                  0,             33685,             19319,          1709146,          3225230,             21606,          1750687,            137832,            -21182,          5114173,                  0,                  0,         16.05,                  0,          2338960
98/02,1229,聯華實業,          1709545,         13812615,          3256507,              1275,            184829,         18964771,          1304501,          2666286,             93806,            205874,          4270467,          8144742,            831285,          3856997,          1881354,            -20074,         14694304,                  0,                  0,         18.67,                  0,                  0
98/02,1231,聯華食品,          1547091,            225581,            724082,             25535,            219921,          2742210,            658689,            298500,                  0,            127768,          1084957,          1154190,             76975,            430913,             -4825,                  0,          1657253,                  0,                  0,         14.36,                  0,                  0
98/02,1232,大統益,          2318982,            445491,          1123512,                897,             12130,          3901012,          1287442,                  0,                  0,             12214,          1299656,          1599749,             23784,            993532,            -15709,                  0,          2601356,                  0,                  0,         16.26,                  0,                  0
98/02,1233,天仁,            718718,             72732,            871965,             18805,             77158,          1759378,            362802,                  0,                  0,            193867,            556669,            905919,             60602,            256424,            -20236,                  0,          1202709,                  0,                  0,         13.28,                  0,                  0
98/02,1234,黑松,          1862628,          6850022,          2243299,                  0,             61713,         11017662,            834649,                  0,            469498,            348815,          1652962,          5358281,            184601,          1771497,          2050321,                  0,          9364700,                  0,                  0,         17.48,                  0,                  0
98/02,1235,興泰,            562309,            198319,            126352,                  0,            177237,          1064217,            218107,                  0,             36662,             23499,            278268,            529445,             27674,             83349,            157065,            -11584,            785949,                  0,                  0,         15.89,                  0,          1950727
98/02,1236,宏亞食品,            456807,            200365,            880808,              8950,             97479,          1644409,            290312,                  0,                  0,            201941,            492253,            852312,             33396,            253542,             12906,                  0,          1152156,                  0,                  0,         13.52,                  0,                  0
98/02,1301,台塑,         83873132,        122046977,         71224081,          1694108,          7728655,        286566953,         40244215,         50610702,                  0,          6746309,         97601226,         61209046,         12814180,         87212333,         27730168,                  0,        188965727,                  0,                  0,         33.03,                  0,                  0
98/02,1303,南亞塑膠,         86399897,        180549874,         77448283,            965216,          6145301,        351508571,         35982629,         72281762,                  0,         15329743,        123594134,         78522986,         26050076,         95403039,         27940281,             -1945,        227914437,                  0,                  0,         29.90,                  0,            177899
98/02,1304,台聚,          5926798,          7181872,          1089089,             65108,          1001994,         15264861,          1999505,          1000000,             43580,            771651,          3814736,          7714032,            201492,          2966142,            703804,           -135345,         11450125,                  0,                  0,         15.79,                  0,         46323928
98/02,1305,華夏,          3989591,          2162368,          2641456,             80359,            354027,          9227801,          1706607,          1000000,            483213,          1054720,          4244540,          4248035,             11845,            139266,            584115,                  0,          4983261,                  0,                  0,         11.73,                  0,                  0
98/02,,,,,,,,,,,,,,,,,,,,,,,,
98/02,1307,三芳化工,          1764958,          3857785,          1825941,                  0,            157880,          7606564,          1671794,            883100,             37782,            288600,          2881276,          2971094,            137866,          1535803,             80525,                  0,          4725288,                  0,                  0,         17.97,                  0,                  0
98/02,1308,亞聚,          2703138,          3096452,            564963,             13694,            474737,          6852984,            779017,                  0,             21469,            322909,          1123395,          2609316,             25056,          2037395,          1057822,                  0,          5729589,                  0,                  0,         21.96,                  0,                  0
98/02,1309,台達化工,          2555145,          1971451,          1147671,              9320,            405237,          6088824,            986055,          1399813,            143860,            448702,          2978430,          2786155,              4994,            -40634,            359879,                  0,          3110394,                  0,                  0,         11.16,                  0,                  0
98/02,1310,台苯,          2533396,          3940245,            761403,                  0,            226398,          7461442,          1677318,            250000,                  0,            254761,          2182079,          5803403,            236847,            -54576,           -706311,                  0,          5279363,                  0,                  0,         10.52,                  0,         78599688
98/02,1312,國喬石化,          2900953,          6276181,          6132086,             18820,            217535,         15545575,          3711790,          1290000,            979556,            429522,          6410868,          7844528,            273012,           -411097,          1505179,            -76915,          9134707,                  0,                  0,         12.69,                  0,         13516848
98/02,1313,聯成,          2200698,         14422183,          1909110,                  0,            127656,         18659647,          1248233,          2734600,             99828,            465988,          4548649,          8444883,            414535,          3374613,          2025369,           -148402,         14110998,                  0,                  0,         16.95,          3950500,         11787000
98/02,1314,中石化,          9067073,          8143612,         18253710,                  0,          8160559,         43624954,          3623808,         14357428,          3879784,            969823,         22830843,         17949630,            320140,         -1779589,          4303930,                  0,         20794111,                  0,                  0,         11.58,                  0,                  0
98/02,1315,達新工業,          2809959,          1053233,          1084042,             29148,          2102490,          7078872,            933724,                  0,            710324,            271994,          1916042,          2200000,             14137,            889940,          2114668,            -55915,          5162830,                  0,                  0,         24.34,                  0,          7930000
98/02,1316,上曜,            255013,            506174,            133800,                  0,             16939,            911926,             36880,                  0,                  0,             50018,             86898,            651661,            122111,              4388,             46868,                  0,            825028,                  0,                  0,         12.66,                  0,                  0
98/02,1319,東陽,          2846247,          4957642,          4574229,             56073,          1316419,         13750610,          2104984,          1657500,                  0,            577152,          4339636,          4650495,          1302274,          3108860,            550690,           -201345,          9410974,                  0,                  0,         21.53,                  0,         14489001
98/02,1321,大洋,          1309787,          1494163,            788086,                  0,            648023,          4240059,            995300,            275000,                  0,            401399,          1671699,          2272283,            101383,            230270,                613,            -36189,          2568360,                  0,                  0,         11.64,                  0,          6542716
98/02,1323,永裕,            541278,            692565,            632330,             20028,             14733,          1900934,            410764,            329879,              8767,             63655,            813065,            788464,             53298,            159929,             88991,             -2813,          1087869,                  0,                  0,         13.86,                  0,            337834
98/02,1324,地球工業,            670498,            289238,            271412,                  0,             12668,          1243816,            284620,                  0,                  0,             32176,            316796,            751219,                  0,            133619,             42182,                  0,            927020,                  0,                  0,         12.34,                  0,                  0
98/02,1325,恒大,            735679,            200418,            545242,              3095,             64913,          1549347,            114234,                  0,             44912,             42882,            202028,            917843,              3158,            395461,             30857,                  0,          1347319,                  0,                  0,         15.12,                  0,                  0
98/02,1326,台化,         90206645,        120444203,         91094025,            514066,         10790890,        313049829,         62993005,         50463419,                  0,          6250025,        119706449,         56904721,          9787450,         87156321,         39819009,           -324121,        193343380,                  0,                  0,         35.10,                  0,         16540112
98/02,,,,,,,,,,,,,,,,,,,,,,,,
98/02,1402,遠東新,         19227369,        106420210,         13809830,             79187,          1477547,        141014143,         15090343,         36242650,          1018898,          1722572,         54074463,         46613529,          9838687,         17492641,         12994823,                  0,         86939680,                  0,                  0,         19.02,                  0,                  0
98/02,1409,新纖,          6935724,         14995253,          7687975,                  0,          1821835,         31440787,          6401679,          5535130,            666374,          1765836,         14369019,         14540738,            714839,            940988,            971095,            -95892,         17071768,                  0,                  0,         11.89,                  0,         17842000
98/02,1410,南染,            321104,            172447,            791078,                  0,             57159,          1341788,             31153,                  0,            145501,             51560,            228214,            900000,             21784,            -79640,            271430,                  0,          1113574,                  0,                  0,         12.37,                  0,                  0
98/02,1413,宏洲纖維,          1129191,             43742,          1672893,                  0,             81471,          2927297,          1122235,                  0,            145598,            240510,          1508343,          2836457,                541,         -1811817,            408813,            -15040,          1418954,                  0,                  0,          5.06,                  0,          3496585
98/02,1414,東和,            829236,             38387,          3457639,             25796,            246699,          4597757,          2001561,            193111,            641167,            290067,          3125906,          2200000,                986,         -1252668,            523533,                  0,          1471851,                  0,                  0,          6.69,                  0,                  0
98/02,1416,廣豐,            326090,          4881111,          1121698,              7051,            111938,          6447888,            323734,          1072870,                  0,             84649,          1481253,          5497834,          1272530,         -2016180,            297145,            -84694,          4966635,                  0,                  0,          9.75,                  0,         40294273
98/02,1417,嘉裕,            938816,          2738242,            871376,             16310,            490696,          5055440,            745694,                  0,            103078,            110128,            958900,          3798837,             19571,           -127590,            405722,                  0,          4096540,                  0,                  0,         10.78,                  0,                  0
98/02,1418,東華,            561201,            142730,          1401083,             25301,            307416,          2437731,            973905,                  0,            318434,            103493,          1395832,          1319276,                  0,           -417058,            209214,            -69533,          1041899,                  0,                  0,          8.61,                  0,         10933000
98/02,1419,新紡,            979029,          3421165,          3187071,                  0,             50302,          7637567,          2188682,                  0,            516431,             68150,          2773263,          3000413,                595,            605897,          1267731,            -10332,          4864304,                  0,                  0,         16.26,                  0,            803829
98/02,1423,利華羊毛,          1286594,            478811,            451499,                  0,            476158,          2693062,             24480,              4750,            193097,            109628,            331955,          1750000,            127565,            -96682,            580224,                  0,          2361107,                  0,                  0,         13.49,                  0,                  0
98/02,1432,大魯閣,            973689,            565182,              1044,                 80,            494922,          2034917,          1196299,                  0,            266563,             46784,          1509646,            885642,             27236,           -843814,            568109,           -111902,            525271,                  0,                  0,          6.19,                  0,          3734716
98/02,1434,福懋興業,         10493341,         39550725,          8619213,             81409,          2126328,         60871016,          5322532,          9301857,                  0,            951661,         15576050,         16846646,            698555,          6892640,         20883613,            -26488,         45294966,                  0,                  0,         26.94,                  0,          3043228
98/02,1435,中福國際,            231272,            444448,            568516,                  0,              9944,          1254180,              2805,                  0,            161746,            433922,            598473,          1397801,                 96,           -761408,            176174,           -156956,            655707,                  0,                  0,          5.23,                  0,         14445000
98/02,1436,華友聯,          2547591,            332495,              2765,              6362,            626640,          3515853,             21374,                  0,                  0,             27484,             48858,          3300000,            200058,             93956,            -81670,            -45349,          3466995,                  0,                  0,         10.96,                  0,         13718014
98/02,1437,勤益投控,            797309,          2978256,            573446,             24927,             75879,          4449817,            355873,            687463,                  0,             45742,          1089078,          2039649,            318310,           -146112,          1148892,                  0,          3360739,                  0,                  0,         16.48,                  0,                  0
98/02,,,,,,,,,,,,,,,,,,,,,,,,
98/02,1438,裕豐,            166387,             13975,                  0,                  0,            553878,            734240,            489054,                  0,            221398,              1102,            711554,          1024115,            108535,         -1257415,            147451,                  0,             22686,                  0,                  0,          0.22,                  0,                  0
98/02,1439,中和羊毛,            399538,             34120,          1243603,                  0,              9044,          1686305,              8905,                  0,            319442,             13397,            341744,            920000,              8686,             28086,            387789,                  0,          1344561,                  0,                  0,         14.61,                  0,                  0
98/02,1440,南紡,          2855504,          9616549,         10817559,             40639,          4442317,         27772568,          1392608,                  0,          3376038,          1283819,          6052465,         14935240,             75446,          3390996,          3318421,                  0,         21720103,                  0,                  0,         14.54,                  0,                  0
98/02,1441,大東紡織,            631442,            384927,            724298,             27607,             77608,          1845882,            899543,             78328,            161013,            180051,          1318935,            679004,              4786,           -267085,            111330,             -1088,            526947,                  0,                  0,          7.80,                  0,            299807
98/02,1442,名軒,          2687198,            767153,            106278,                  0,              7987,          3568616,          1533305,             11192,                  0,                690,          1545187,          1728084,             57031,            238449,               -135,                  0,          2023429,                  0,                  0,         11.71,                  0,                  0
98/02,1443,立益紡織,          1097588,            472327,          1988977,                  0,            390905,          3949797,          1320621,                  0,            227040,            476618,          2024279,          3010900,            188484,         -1430043,            177997,            -21820,          1925518,                  0,                  0,          6.63,                  0,         10816357
98/02,1444,力麗,          6140343,          2527546,          3075160,             32367,            821154,         12596570,          4227765,            697383,              5132,            164700,          5094980,          7679700,            223755,            463030,           -719520,           -145375,          7501590,                  0,                  0,         10.08,                  0,         23988097
98/02,1445,大宇紡織,          1004711,            300953,            877053,              4235,              7117,          2194069,            223741,                  0,             98272,             73277,            395290,          1477510,            148614,             37360,            177256,            -41961,          1798779,                  0,                  0,         12.69,                  0,          6000000
98/02,1446,宏和,            254933,            774427,            835694,                  0,          1048038,          2913092,            538127,            420726,                  0,             11232,            970085,          1386215,            297239,            172486,             87067,                  0,          1943007,                  0,                  0,         14.02,                  0,                  0
98/02,1447,力鵬,          4717869,          1495840,          5754212,             77878,            306195,         12351994,          5613111,            568834,                  0,            151063,          6333008,          6528665,          1274457,            209133,         -1376700,           -616569,          6018986,                  0,                  0,         10.06,                  0,         54369092
98/02,1449,佳和實業,          1255153,            837728,          1083528,             13910,            564563,          3754882,            866283,          1340000,            333112,            227175,          2766570,          2495921,            400297,         -1175094,           -429332,           -303480,            988312,                  0,                  0,          5.32,                  0,         63707738
98/02,1451,年興紡織,          3044041,         10139726,          1242640,             11795,            141509,         14579711,          2346523,            695330,                  0,            502197,          3544050,          5906431,            384870,          4255880,            488480,                  0,         11035661,                  0,                  0,         18.68,                  0,                  0
98/02,1452,宏益,            928266,            376935,            498961,                  0,             38179,          1842341,             91915,                400,             42579,              5477,            140371,          1275398,            151182,            270350,              5040,                  0,          1701970,                  0,                  0,         13.61,                  0,                  0
98/02,1453,大將,            435726,             82112,            245625,                  0,             30303,            793766,            251195,                  0,             54850,              8076,            314121,            409000,                  0,             24497,             52100,             -5952,            479645,                  0,                  0,         11.76,                  0,             98863
98/02,1454,台富,            903089,            266142,            891937,                  0,             24623,          2085791,            420477,            141000,                  0,             74958,            636435,          1336284,            112544,            -18052,             61290,            -42710,          1449356,                  0,                  0,         11.75,                  0,         10301194
98/02,,,,,,,,,,,,,,,,,,,,,,,,
98/02,1455,集盛,          2728346,            136222,          5248536,              2474,            736794,          8852372,          2337872,            899854,            137395,            129152,          3504273,          4821166,            428734,           -240472,            338671,                  0,          5348099,                  0,                  0,         11.09,                  0,                  0
98/02,1456,怡華,          1407974,            200810,          1591839,                  0,             41008,          3241631,          1727192,            354702,            190722,            315690,          2588306,          1675000,             18386,           -226257,           -807595,             -6209,            653325,                  0,                  0,          4.00,                  0,          4208935
98/02,1457,宜進,          1242565,          1099854,          1517973,                  0,            719343,          4579735,          1410429,            513256,              3944,             41373,          1969002,          2370000,            398090,           -130881,            153708,           -180184,          2610733,                  0,                  0,         13.38,                  0,         41907132
98/02,1459,聯發紡織,          1196461,          2332997,          2095063,                  0,            219708,          5844229,          1182131,          1670879,                  0,             55708,          2908718,          3311299,            364726,            169241,           -607382,           -302373,          2935511,                  0,                  0,         10.21,                  0,         43547875
98/02,1460,宏遠,          3688405,          1647305,          2394405,             11122,            163461,          7904698,          1360592,          1241178,            165409,            215835,          2983014,          4825781,             67772,             62810,            256749,           -291428,          4921684,                  0,                  0,         11.25,                  0,         45095585
98/02,1463,強盛染整,            464667,            870565,            564883,                  0,             22420,          1922535,             89658,                  0,             67994,             47223,            204875,          1884108,            157475,           -257785,             56330,           -122468,          1717660,                  0,                  0,         10.61,                  0,         26589911
98/02,1464,得力實業,            672437,          1058217,            928366,                  0,             37417,          2696437,            798997,                  0,                  0,            118128,            917125,          1568490,             73452,             20828,            131019,            -14477,          1779312,                  0,                  0,         11.60,                  0,          3406000
98/02,1465,偉全實業,            729087,            567128,            578276,             10185,             17155,          1901831,            255678,                  0,                  0,             72429,            328107,            863394,            353488,            296711,             60131,                  0,          1573724,                  0,                  0,         18.23,                  0,                  0
98/02,1466,聚隆,            785660,                  0,            676013,                  0,            183206,          1644879,            827856,            280578,                  0,             48699,          1157133,            715978,                  0,           -227579,                  0,               -653,            487746,                  0,                  0,          6.82,                  0,             87958
98/02,1467,南緯實業,          1316840,          2078972,            606497,             14322,            269770,          4286401,          1137512,          1269475,             68902,             87879,          2563768,          1649115,             64986,             66811,            -58279,                  0,          1722633,                  0,                  0,         10.45,                  0,                  0
98/02,1468,昶和纖維,          1177111,            574515,          1060789,             19410,             64493,          2896318,            849320,            234000,             48130,             34775,          1166225,          1604053,             43757,           -168813,            251096,                  0,          1730093,                  0,                  0,         10.79,                  0,                  0
98/02,1469,理隆纖維,            827286,             75430,          1284216,              1064,             36640,          2224636,            763493,                  0,                  0,              9561,            773054,          1246000,            455920,           -241141,             -9197,                  0,          1451582,                  0,                  0,         11.65,                  0,                  0
98/02,1470,大統染,            421825,             74264,            373716,                  0,             15118,            884923,             63626,                  0,                  0,             13559,             77185,            857670,              6918,            -55891,               -959,                  0,            807738,                  0,                  0,          9.42,                  0,                  0
98/02,1471,首利,          1985133,            982997,            375955,                  0,              3076,          3347161,          1321265,             15818,                  0,              3058,          1340141,          1554520,            487694,           -115994,            115729,            -34929,          2007020,                  0,                  0,         13.05,                  0,          1600000
98/02,1472,三洋紡,            292387,             66669,            562708,              1220,              4302,            927286,            154433,                  0,             37616,             16469,            208518,            875000,                  0,           -219250,            100655,            -37637,            718768,                  0,                  0,          8.75,                  0,          5348830
98/02,,,,,,,,,,,,,,,,,,,,,,,,
98/02,1473,台南企業,          2389404,          2285303,            617622,              6578,             81619,          5380526,          1178229,            200000,             37967,             72086,          1488282,          1468220,            830586,          1435752,            157686,                  0,          3892244,                  0,                  0,         27.84,                  0,                  0
98/02,1474,弘裕,          1479154,            607462,            576222,              1916,            141489,          2806243,            594398,            366068,             39283,             45993,          1045742,          1378744,              2610,            221715,            157432,                  0,          1760501,                  0,                  0,         12.77,                  0,                  0
98/02,1475,本盟光電,            249669,             38435,            304856,                  0,            217841,            810801,            479676,                  0,                  0,                  0,            479676,            465023,                  0,           -148183,             14285,                  0,            331125,                  0,                  0,          7.12,                  0,                  0
98/02,1476,儒鴻,          1838080,          1226948,            817542,              7677,             90107,          3980354,            911309,             45000,                  0,            106196,          1062505,          1934803,            293678,            741115,            -51747,                  0,          2917849,                  0,                  0,         15.38,                  0,                  0
98/02,1477,聚陽實業,          4089847,          1498614,            102606,                  0,            373059,          6064126,          2422263,            530992,                  0,             11498,          2964753,          1517106,            605396,            922345,             54526,                  0,          3099373,                  0,                  0,         20.43,                  0,                  0
98/02,1503,士電,          6710744,          7414826,          9809539,             86488,            104063,         24125660,          6269310,            450000,            950717,            970942,          8640969,          5209722,          2556723,          5495083,          2223163,                  0,         15484691,                  0,                  0,         29.72,                  0,                  0
98/02,1504,東元電機,         13479533,         35344349,          3915907,            171434,          2820687,         55731910,          8996997,         11599803,            106179,          1417329,         22120308,         18231659,          5769052,          6321239,          3649774,           -360122,         33611602,                  0,                  0,         18.67,                  0,         23186800
98/02,1506,正道,            563107,            917765,            413345,                 86,            345281,          2239584,          1015639,             53774,             80294,            285256,          1434963,          1022516,             88334,           -434312,            128083,                  0,            804621,                  0,                  0,          7.87,                  0,                  0
98/02,1507,永大機電,          2940210,          6777851,          1343742,             81331,            901254,         12044388,          1963247,            178600,              2702,            734248,          2878797,          4108200,            219446,          4424957,            439539,            -26551,          9165591,                  0,                  0,         22.43,                  0,          2129800
98/02,1512,瑞利,          1403776,          1127522,          2130326,             12620,             29042,          4703286,          2252665,             40000,            132382,            137090,          2562137,          1818025,             54803,            -49233,            317554,                  0,          2141149,                  0,                  0,         11.78,                  0,                  0
98/02,1513,中興電,          6665248,          4709692,          3108330,                  0,            219921,         14703191,          5938656,            744637,            286075,            448792,          7418160,          4800000,            320791,          1025208,          1212931,            -73899,          7285031,                  0,                  0,         15.51,                  0,         10329917
98/02,1514,亞力電機,          2179989,            508314,          1071610,             10617,            179171,          3949701,          1369984,             18600,            164401,             94956,          1647941,          2010670,             98407,             17683,            255308,            -80308,          2301760,                  0,                  0,         12.10,                  0,         10777072
98/02,1515,力山,          2100235,            850008,          1526090,              5302,             45078,          4526713,          2276187,            259956,             31782,            254828,          2822753,          2287843,                  0,           -553716,            -30167,                  0,          1703960,                  0,                  0,          7.45,                  0,                  0
