年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,公平價變動列入損益之金融資產,附賣回票券及債券投資,備供出售金融資產-淨額,應收款項-淨額,待出售資產,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他金融資產-淨額,其他資產-淨額,資產總計,央行及金融同業存款,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,央行及同業融資,與待出售資產直接相關之負債,應付債券,其他借款,特別股負債,應計退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
101/02,2880,華南金,         41007705,        118137108,         45672598,            658323,         65809127,         46739440,                  0,      1323686768,        301899740,             83959,            609141,         32046147,            447610,         22281432,         12763415,      2011842513,        108443449,      1606515111,          1219750,         22035867,         25897469,         47562741,                  0,                  0,         38350000,          3855000,                  0,          2218735,          9450701, 10041960.00,          8269479,      1883860262,         86250301,         17758992,         18086070,          5885472,              1416,        127982251,                  0,                  0,         15.58
101/02,2881,富邦金,        189384865,         95969835,         83603649,         64462731,      1022338537,        113073578,                  0,      1230864338,        457295215,          3618442,         71067326,         31976169,         13689859,        498847997,         27197646,      3903390187,         59453175,      1374011132,                  0,         32035170,         45547913,         74033888,                  0,                  0,        113213699,             29900,                  0,                  0,      1751183641,182129554.00,         30511122,      3662149194,         94975989,         55351606,         68752343,         22161055,                  0,        241240993,                  0,          1486000,         26.68
101/02,2882,國泰金,        667635827,        103317520,         72505894,         17667901,      1304190088,        104051632,                  0,      1529937093,         24694512,          1074290,        150278378,         40163142,          9583949,      1061723178,        109693595,      5196516999,         63492065,      1411377909,          3820000,         14450598,         16356889,         58077700,          1495000,                  0,         80198566,                  0,                  0,                  0,      3001608297,312657653.00,         12521748,      4976056425,        108653852,         78508148,         23788665,          5773036,          3736873,        220460574,                  0,        200000000,         21.34
101/02,2883,開發金,         20429301,         55606895,         83373683,         13529659,         75510129,         48446263,                  0,         83666356,                  0,          6746519,                  0,          7866282,          8202272,         53551653,         29758946,        486687958,          4876308,         80411588,          7541135,         15388537,         88893235,         37187876,                  0,                  0,         37960340,         12720392,                  0,                  0,                  0, 30383700.00,         11783278,        327146389,        144561641,          2985298,          6328234,         -8136856,         13803252,        159541569,                  0,        247306000,         10.26
101/02,2884,玉山金控,         23933192,         45183385,         62760910,             15202,         54275732,         51261932,                  0,        699712027,        216607438,                  0,                  0,         16077159,          4119501,          6521476,          4554684,      1185022638,         51685832,        959718924,          1247540,         14243586,          6875141,         24059758,                  0,                  0,         55300000,                  0,                  0,                  0,                  0,  1908213.00,          1243103,      1116282097,         48107000,         13357909,          7398144,           -122512,                  0,         68740541,                  0,                  0,         15.03
101/02,2885,元大金,         37129716,         87703828,         75359355,          2735916,         29845101,         81908308,                  0,        363922163,          2626709,            500694,                  0,         13457544,         27273717,         37446833,         10970463,        771137896,          8711870,        423025203,          2519526,         11150447,         29895254,         72852559,                  0,                  0,         30825135,          5108970,                  0,          1974306,            571183, 19432889.00,         11955130,        618022472,        100162105,         34766524,         17358941,         -2090460,          2918314,        153115424,                  0,          3612000,         15.00
101/02,2886,兆豐金,        164352064,        195060112,        179753251,          1068269,        163683360,        120361014,                  0,      1516003548,        161389241,          2532811,            293961,         22759957,            265439,         22996194,         12026253,      2562545474,        271359196,      1641547390,          2209362,         15416493,        185312377,         70123874,         61058136,                  0,         62725270,          8424000,                  0,          1389720,         14659279, 13079630.00,          9130178,      2356434905,        114498240,         43425270,         43398476,          4487318,            301265,        206110569,                  0,                  0,         18.24
101/02,2887,台新金控,         51308711,        108963840,         72825380,            356933,        256408544,        108689006,                  0,      1764967382,        193599036,            281860,                  0,         41845251,         21817522,         13245666,         22419649,      2656728780,        179544111,      2035558700,                  0,         10765401,         56591095,         58196063,                  0,                  0,        104125347,            110319,                  0,                  0,            822249, 13808039.00,          9910760,      2469432084,         80827436,         19259973,          8830567,            692411,         77686309,        187296696,                  0,                  0,         14.58
101/02,2888,新光金,         89847706,        102578462,         52855295,          4902796,        324424787,         53946079,                  0,        595624674,        236363130,            142403,         95950262,         22316476,          5197259,        598666898,         32988310,      2215893617,          5231895,        472620683,          2349748,          6448825,         35245356,         21025707,                  0,                  0,         34465894,          3285120,          1654000,                  0,      1432809649,101132969.00,         16586070,      2132855916,         84363876,          9161562,         15182243,        -38572642,         12902662,         83037701,                  0,                  0,          8.31
101/02,2889,國票金控,          2204343,                 65,        112883141,            541253,         73178067,         10886440,                  0,                  0,                  0,          1416993,                  0,          2026853,            528821,          4305268,          2090670,        210061914,                  0,                  0,          3637661,            546601,        159299898,          2303158,          9361566,                  0,                  0,                  0,                  0,             79761,          1197362,  1767572.00,             45986,        178239565,         25529802,              7544,          1839377,            506058,          3939568,         31822349,                  0,                  0,         11.36
101/02,2890,永豐金控,         23923917,         66461622,         55639196,          8016817,         49718482,         69172917,                  0,        754531575,        240265464,             69495,                  0,         12357569,          2320625,         31030757,         10371814,      1323880250,         58959570,      1009628749,         12003625,         10287921,         26919065,         27855035,                  0,                  0,         37016074,         19823407,            129060,                  0,                  0, 21795477.00,          5487018,      1229905001,         75422739,          2014574,         16115753,            422183,                  0,         93975249,                  0,             33972,         12.85
101/02,2891,中信金,         64737966,        130507581,         83017079,            528811,        448151444,        127056319,                  0,      1078678014,         93530832,          3673508,            691982,         34770173,         13632922,         14692617,          8186857,      2101856105,         59791898,      1468064725,                  0,         28319694,         77127893,         58322470,          5916216,                  0,         66833126,                  0,                  0,                  0,        113795120, 27727447.00,          6243396,      1912141985,        131670262,         39374281,         22180181,         -3606075,             95471,        189714120,                  0,                  0,         15.59
101/02,2892,第一金控,         50669747,        124645434,         15877037,          3760273,         82281945,         65817910,                  0,      1404111909,        290333450,          2313391,          1047900,         27203040,            219363,         16126580,         10923217,      2095331196,        151669533,      1601541860,          1534977,         23279031,         11793731,         77270196,             76758,                  0,         34700000,            329915,                  0,          2102404,         13187084, 38065265.00,          8100459,      1963651213,         81253607,         18200167,         22630450,          9002107,            593652,        131679983,                  0,                  0,         17.10
101/02,5880,合庫金,         56722389,        653579009,         35633356,          2491807,        106915836,         29426262,                  0,      1887132309,          9522821,             93909,                  0,         36473786,          3842101,         78584478,          6511071,      2906929134,        232226996,      2233222872,          1783627,          4753158,         63735510,         47834558,                  0,                  0,        101730000,            345000,                  0,          2538922,         53449135, 33305824.00,          5544055,      2780469657,         69266667,         51690557,          4449342,           -655925,          1708836,        126459477,                  0,        206739279,         19.52
