年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價變動列入損益之金融資產-淨額,備供出售金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,固定資產-淨額,無形資產,其他金融資產-淨額,其他資產,央行及銀行同業存款,應付款項,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,央行及同業融資,特別股負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股淨值(元)
98/04,2801,彰化銀行,         26998776,         90275126,         13543837,         30297240,             49549,         11187747,      1011067871,        230295526,            146291,         24242714,             39547,         20502139,         16820005,        120437915,         22082484,      1211599406,                  0,            821612,          5419388,         23473942,                  0,         10614336,         62094756,                  0,         10588769,          8333760,      1475466368,      1394449083,         81017285,                  0,                  0,         13.05
98/04,2809,京城銀行,          2672105,         27495148,          1704944,          2738055,                  0,            711503,         94568289,          7128442,             16519,          3169599,             61879,         20631576,          1029933,            855356,            972347,        135237811,                  0,              1921,          5100022,          7343415,                  0,          1256591,         10512343,            105797,            506000,             36389,        161927992,        150767463,         11160529,                  0,                  0,         10.62
98/04,2812,台中銀行,          4240152,         63199507,            494712,            678453,                  0,          3540368,        217689020,         12696240,            291021,          3562226,                  0,            181549,          2930173,          6470385,          3495289,        276577319,                  0,             67348,                  0,          6920300,                  0,            611777,         13719006,            766813,            617337,            257847,        309503421,        294142418,         15361003,                  0,                  0,         11.20
98/04,2820,華票,            256520,            150000,         72804067,         71099213,            158017,          1455510,                  0,          5661736,                  0,          1434732,                  0,            607854,          1392681,          7580000,            452827,                  0,                  0,            437554,        123868539,                  0,                  0,          1052680,         16787000,              2474,          4155109,            684147,        155020330,        133391600,         21628730,                  0,                  0,         12.88
98/04,2834,臺灣企銀,         17197549,         65862376,          2304398,         16916010,          1233898,         18278698,        912803010,        129864330,             84580,         14512095,            109706,          4204756,          4187455,         25242935,         25658647,      1045916716,                  0,            255387,          4130048,         33050000,                  0,         11578124,         38735980,                  0,          3092937,           -101913,      1187558861,      1145831857,         41727004,                  0,                  0,         10.77
98/04,2836,高銀,          2545564,         22489470,          2127360,          3821583,          3894976,            790260,        138260597,          5395960,             45043,          2284803,             69904,          3622235,            809136,         10548234,          3413311,        157921702,                  0,              2120,            213774,          4000000,                  0,            624195,          5257982,          2542403,          1658204,            -25034,        186156891,        176723336,          9433555,                  0,                  0,         17.94
98/04,2838,聯邦銀行,          5560882,         57348656,            400971,          7134236,            289953,         18793040,        169959853,          9724545,          2209409,          8274634,          2369638,         57133986,          7930237,         18088773,          3276818,        271124191,                  0,             81243,         26415907,          9900000,                  0,            712878,         23188244,             33811,         -5651650,            -40175,        347130040,        329599810,         17530230,                  0,                  0,          7.56
98/04,2845,遠東商銀,          4501451,         86583674,          9306027,         21102321,          1310002,         20069250,        213606351,          1577569,          2553988,          2238516,                  0,         10664922,          2211926,          8063618,          3594013,        320745380,                  0,          3120210,            973223,         17554366,                  0,            912283,         19337974,              9302,          1240920,            174708,        375725997,        354963093,         20762904,                  0,                  0,         10.74
98/04,2849,安泰銀行,          5429581,         76964043,            536519,         11145112,                  0,          5713546,        186235650,                  0,          1046039,          2788696,            210234,          8091982,          5576074,          2691836,          3147199,        241437687,                  0,         28968166,          5453032,          1670000,          1414865,            603390,         16796775,          1461505,             73544,             19477,        303737476,        285386175,         18351301,                  0,                  0,         10.93
