年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
101/02,2855,統一證券,         34266985,          3612962,          2484626,                  0,          1345334,                  0,             43299,         20424199,                  0,             22391,                  0,                  0,         13231191,            255676,          8040897,           -221148,         41753206,         20446590,         21306616,                  0,                  0,         16.59
101/02,2856,元富證券,         53894555,          2810040,          2021013,            260526,          1747290,                  0,             89479,         41505898,            337781,                724,                  0,                  0,         15285724,             61276,          4199533,           -568033,         60822903,         41844403,         18978500,                  0,         38800000,         12.74
101/02,6005,群益證,         39101573,          3736020,          5823484,          3539639,          3869190,                  0,                  0,         26212351,            804945,            413730,                  0,              8606,         23690730,          2735007,          2318122,           -113585,         56069906,         27439632,         28630274,                  0,                  0,         12.09
