年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
95/03,2855,統一證券,         39437350,          5368607,          2278659,                  0,          2216680,                  0,                  0,         29652316,          2000000,            235207,                  0,            126540,         11370720,             47002,          5951928,            -82417,         49301296,         32014063,         17287233,                  0,          4637000,         15.27
95/03,2856,元富證券,         56527073,          2803960,          2070023,             79617,          2143956,                  0,             58251,         44962047,            500000,            323608,                  0,                  0,         13782095,            223437,          4158488,           -266795,         63682880,         45785655,         17897225,                  0,         29807000,         13.27
95/03,6005,群益證,         50730521,          3645203,          4200297,            429804,          2262836,                  0,            679901,         41236374,             27698,            333510,                  0,                  0,         14009670,            845050,          5373617,            122643,         61948562,         41597582,         20350980,                  0,                  0,         14.53
