年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
99/01,1101,台泥,         16049037,         51083163,         35147015,                  0,          3425541,        105704756,          7289895,         12450000,          5030332,            444130,         25214357,         32921759,          9361854,         18038893,         20167893,                  0,         80490399,                  0,                  0,         24.45,                  0,                  0
99/01,1102,亞泥,         11513051,         87086142,          2243109,                  0,          8611759,        109454061,         10679782,         21296588,          1443866,          1663523,         35083759,         29857355,          8241439,         23896663,         12374845,                  0,         74370302,                  0,                  0,         24.91,                  0,                  0
99/01,1103,嘉泥,          3030629,         17605453,          2809775,             37829,            223645,         23707331,          1836206,          5152500,                  0,            856996,          7845702,          7178779,            388504,          6761745,          1532601,                  0,         15861629,                  0,                  0,         27.42,                  0,        139303165
99/01,1104,環球水泥,          1214018,          9668744,          3098379,             24705,          2334551,         16340397,            871229,          1951000,          1082113,            266842,          4171184,          6038919,            162866,          2247231,          3720197,                  0,         12169213,                  0,                  0,         20.15,                  0,                  0
99/01,1108,幸福水泥,          1679396,          2543523,          3145495,                  0,            560482,          7928896,          2061350,          1122500,                  0,            426014,          3609864,          4047380,             27412,            253948,             -9708,                  0,          4319032,                  0,                  0,         10.67,                  0,                  0
99/01,1109,信大水泥,          2040216,          2587164,          1828121,                  0,            171001,          6626502,            195547,                  0,                  0,            341958,            537505,          4210008,             42598,          1866317,            -29926,                  0,          6088997,                  0,                  0,         14.46,                  0,                  0
99/01,1110,東泥,          1432224,          2493476,          4724652,                  0,            884635,          9534987,            465942,                  0,            242930,            529218,          1238090,          5720008,            179909,          1654321,            742659,                  0,          8296897,                  0,                  0,         14.61,                  0,          4301932
99/01,1201,味全公司,          2698711,          2398944,          5042822,             96472,          1120605,         11357554,          1955443,          1479997,            748907,          1493914,          5678261,          5060629,             75602,          1000484,           -457422,                  0,          5679293,                  0,                  0,         11.22,                  0,                  0
99/01,1203,味王公司,            846733,          3606064,            788229,             29606,             28122,          5298754,            383550,                  0,            139094,            507629,          1030273,          2197164,             36154,            823169,          1211994,                  0,          4268481,                  0,                  0,         19.61,                  0,          2100000
99/01,1210,大成長城,          4179179,          6839180,          2370558,              8261,            724052,         14121230,          2706295,          1446477,             20754,            195096,          4368622,          4711123,          1705654,          2802751,            533080,                  0,          9752608,                  0,                  0,         22.37,                  0,         35181556
99/01,1213,大飲,            348446,             30196,            255433,                  0,            117069,            751144,            135907,                  0,                  0,             13996,            149903,            514751,             21938,             66646,             -2094,                  0,            601241,                  0,                  0,         11.68,                  0,                  0
99/01,1215,卜蜂企業,          2729789,          1182033,          1053123,                  0,            106493,          5071438,          1305247,                  0,                  0,            296763,          1602010,          2320268,                967,            532451,            615742,                  0,          3469428,                  0,                  0,         14.95,                  0,                  0
99/01,1216,統一,          9727512,         80510080,          8656757,             79611,          5088977,        104062937,         12189789,         22237353,            815439,          1842960,         37085541,         38974002,          6120093,         18302157,          3581144,                  0,         66977396,                  0,                  0,         17.19,                  0,                  0
99/01,1217,愛之味,          1993436,          3147443,          1864626,             21565,          1034033,          8061103,          1149476,          1969010,             79974,            228767,          3427227,          4476893,             28227,            -25217,            153973,                  0,          4633876,                  0,                  0,         10.35,                  0,                  0
99/01,1218,泰山企業,          2615510,          2614770,          2180724,                  0,             78247,          7489251,          1226913,          2145295,            229042,            199996,          3801246,          3202434,             43537,            288485,            153549,                  0,          3688005,                  0,                  0,         11.97,                  0,         12208428
99/01,,,,,,,,,,,,,,,,,,,,,,,,
99/01,1219,福壽實業,          2881879,            744920,          1552342,             28873,             88722,          5296736,            550399,            383499,            431001,            272129,          1637028,          2743080,            215710,            367353,            333565,                  0,          3659708,                  0,                  0,         13.34,                  0,                  0
99/01,1220,台榮,          1320104,            239795,            481263,                  0,            129193,          2170355,            534815,                  0,              5813,            109409,            650037,          1770779,                537,           -277334,             26336,                  0,          1520318,                  0,                  0,          8.59,                  0,                  0
99/01,1225,福懋油,          2133494,            983596,            975609,                  0,            135163,          4227862,            810607,          1165988,            100296,             92700,          2169591,          1627000,            130739,            109646,            190886,                  0,          2058271,                  0,                  0,         12.65,                  0,                  0
99/01,1227,佳格,          4016254,          2495565,            994227,              6051,            414684,          7926781,          1444302,                922,             33685,             20233,          1499142,          3225230,             29242,          3071431,            101736,                  0,          6427639,                  0,                  0,         20.08,                  0,          2350654
99/01,1229,聯華實業,          1347272,         16589714,          3401695,              2057,            127887,         21468625,          1033550,          3713006,             93688,            235736,          5075980,          8144792,            831598,          4917162,          2499093,                  0,         16392645,                  0,                  0,         20.13,                  0,             91000
99/01,1231,聯華食品,          1898585,            199744,            612238,             22356,            475722,          3208645,            845377,            437646,                  0,            120558,          1403581,          1154190,             73042,            589377,            -11545,                  0,          1805064,                  0,                  0,         15.64,                  0,                  0
99/01,1232,大統益,          2378283,            272164,          1031247,                598,             18115,          3700407,            726682,                  0,                  0,             40818,            767500,          1599749,             23784,          1360096,            -50722,                  0,          2932907,                  0,                  0,         18.33,                  0,                  0
99/01,1233,天仁,            673836,             72848,            812269,              4613,             93450,          1657016,            243124,                  0,                  0,              8171,            251295,            905919,             60605,            439433,               -236,                  0,          1405721,                  0,                  0,         15.52,                  0,                  0
99/01,1234,黑松,          1766135,          6981600,          2181561,                  0,             67545,         10996841,            533096,                  0,            469498,            366669,          1369263,          5358281,            184601,          2040946,          2043750,                  0,          9627578,                  0,                  0,         17.97,                  0,                  0
