年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,公平價變動列入損益之金融資產,附賣回票券及債券投資,備供出售金融資產-淨額,應收款項-淨額,待出售資產,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他金融資產-淨額,其他資產-淨額,資產總計,央行及金融同業存款,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,央行及同業融資,與待出售資產直接相關之負債,應付債券,其他借款,特別股負債,應計退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
95/02,2880,華南金,         31852251,        150056474,         63157594,          4495123,        134708050,         60950014,                  0,        956563023,        192284389,             85426,            124144,         25457255,            439029,         13200712,         23232527,      1656606011,        100643892,      1238624896,          3787936,         35506971,         60489052,         71884551,                  0,                  0,         41100000,          4200000,                  0,            696532,          6007554,    841113.00,          7310073,      1571092570,         59702086,         12407540,          9473828,          3919860,             10127,         85513441,                  0,                  0,         14.32
95/02,2881,富邦金,         61756909,        134305350,         66148021,          2428644,        353630643,         97010881,                  0,        677693653,          4444802,          1322255,          8340357,         22064470,            591721,        215080091,         15017663,      1659835460,         35783803,        887031943,            997852,         15056903,         92233023,         53265325,          9775939,                  0,         94091948,          2631149,                  0,            314347,        229871437, 75986993.00,          6612636,      1503653298,         77190935,         49086855,         25075549,            900046,          3928777,        156182162,                  0,                  0,         19.72
95/02,2882,國泰金,        321797908,         38725879,        170679532,          5678456,        278319450,        106886552,                  0,      1155141959,        538136199,          3472401,        105141141,         39974400,          1340942,        439517353,         46179101,      3250991273,        107737997,        896612787,                  0,         71593049,         28846247,         55138823,            811625,                  0,         28455272,                  0,                  0,                  0,      1732169448,122322255.00,         11501329,      3055188832,         89909924,         69953056,         26301243,          6251468,          3386750,        195802441,                  0,                  0,         22.47
95/02,2883,開發金,         20906483,         19395734,         82837321,         15929144,         59854451,         38672844,                  0,         62244467,                  0,          7233376,                  0,          6506703,                  0,         46067665,         14336760,        373984948,         21544342,          5669717,          9359661,          7350801,         75706478,         24123714,                  0,                  0,         36500000,         20926130,                  0,                  0,                  0,  7598427.00,          6731136,        215510406,        112677793,         12810925,          9502046,         16423546,          7060232,        158474542,                  0,            118000,         13.82
95/02,2884,玉山金控,         12976021,         32271107,        101003456,          5707013,         56497759,         35152011,                  0,        402032269,         14760955,                  0,                  0,         11029883,          3662701,          4787593,          8124075,        688004843,         36146495,        458866242,            599412,         44003111,         63017402,         11711920,                  0,                  0,         24700000,          1090000,                  0,                  0,                  0,  2771868.00,          1507761,        644414211,         33033000,          9859777,            789910,            -93753,              1698,         43590632,                  0,                  0,         13.49
95/02,2885,元大金,          5047970,         35709033,         30779090,          9213982,         15255289,         42978506,                  0,        227960673,          6255880,                  0,                  0,          5506388,          1967714,          7309846,          7274218,        395258589,         33136229,        231603761,         17378793,          3944899,         35221263,         11679672,                  0,                  0,          8513484,         12525000,                  0,            307678,            472974,          0.00,            593282,        355377035,         31617616,          8300878,             92929,           -161427,             31558,         39881554,                  0,                  0,         12.60
95/02,2886,兆豐金,         49935295,         84911896,        249258442,         11238892,        283805869,        101714188,                  0,      1099205710,        164427030,          2921690,            363308,         24793529,            274696,         33578176,         17777228,      2124205949,        239141156,      1088845479,         11428539,         49498375,        313095177,         90388835,         52754174,                  0,         49642973,          5148077,                  0,          1847210,          9082963,  7331738.00,         14813069,      1933017765,        111694492,         46079630,         28464054,          4229408,            720600,        191188184,                  0,        110023000,         17.22
95/02,2887,台新金控,         36561310,        131149282,        197332155,         32538183,         82430181,        117816067,                  0,      1387741152,        162310954,            987786,                  0,         46915932,         22442037,         14622525,         55361679,      2288209243,        237468392,      1582720844,          3625824,         18677321,         86411521,         59919466,            526720,                  0,        109849034,          2810000,                  0,                  0,          1636133,    539349.00,         15151259,      2119335863,         67214112,         34223637,          3777554,            217576,         63440501,        168873380,                  0,                  0,         15.69
95/02,2888,新光金,         58013785,         42405444,         58967388,          6069816,        100722219,         35306770,                  0,        379668331,        225312626,            405037,         76705578,         25454363,          1243923,        353136671,         22821469,      1386233420,         13538497,        269304672,                  0,          3810976,          8033689,         14911942,                  0,                  0,         34023734,                  0,                  0,                  0,        926011682, 30877512.00,          9607820,      1310120524,         43748267,          7518512,         12671204,          9734682,          2440231,         76112896,                  0,         10000000,         17.97
95/02,2889,國票金控,          1763209,          4550000,        106286886,         18125610,         85472441,          9325128,                  0,                  0,            444901,          1388745,                  0,          2130068,            278845,          6718160,          4167695,        240651688,          2420000,                  0,            199917,            123178,        202818105,          3432349,                  0,                  0,                  0,                  0,                  0,            110873,          2466419,  1005594.00,            965406,        213541841,         21198825,                  0,          2217015,            -38933,          3732940,         27109847,                  0,                  0,         11.03
