年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
97/04,2855,統一證券,         22454699,          3544465,          2260863,                  0,          1831136,                  0,             21820,          8960566,          3678430,            233025,                  0,                  0,         12157062,            255234,          5644976,           -816310,         30112983,         12872021,         17240962,                  0,         55178000,         14.86
97/04,2856,元富證券,         40111842,          3132658,          1866189,             39340,          1596433,                  0,             74651,         29226932,          1719757,            240263,                  0,                  0,         13988726,             18629,          2231618,           -604812,         46821113,         31186952,         15634161,                  0,         46780167,         11.56
97/04,6005,群益證,         28015041,          4427217,          4075040,            389999,          3031818,                  0,             10796,         21564662,          1167680,            225973,                  0,                  0,         16267870,            845050,           -120687,               -637,         39949911,         22958315,         16991596,                  0,         16001000,         10.55
