年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,流動負債,長期負債,其他負債,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,每股淨值(註一)
93/03,1303,南亞塑膠,         76654294,        135302096,         77992733,          3192474,          7286957,         36847400,         83288553,         13551955,         69825892,         18254811,         74355198,          4304745,        300428554,        133687908,        166740646,         23.88
93/03,1304,台聚,          4994827,          7421264,          1176354,            139762,          1045491,          1524287,          2600000,            689656,          7714032,            298224,          1972471,            -20972,         14777698,          4813943,          9963755,         12.92
93/03,1305,華夏,          3692597,          2666143,          2962482,            281264,            494291,          2033737,          1560000,          1717910,          4248035,            123551,            481041,            -67497,         10096777,          5311647,          4785130,         11.26
93/03,,,,,,,,,,,,,,,,,,
93/03,1307,三芳化工,          2631002,          1917880,          1595062,             19485,             80730,          1143645,          1463325,            326083,          2504083,            223818,            633552,            -50347,          6244159,          2933053,          3311106,         13.22
93/03,1308,亞聚,          1785434,          1879977,            463268,             30804,            777262,            631140,                  0,            275857,          2461619,            516410,          1106574,            -54855,          4936745,            906997,          4029748,         16.37
93/03,1309,台達化工,          3612795,          1291706,          1803399,             24850,            379832,          1578396,          1100000,            582521,          2626219,            591738,            754501,           -120793,          7112582,          3260917,          3851665,         14.67
93/03,1310,台苯,          3496702,          4386483,          1196171,                  0,            334837,          2720021,            286648,              4995,          5341562,            107663,          1907831,           -954527,          9414193,          3011664,          6402529,         11.99
93/03,1312,國喬石化,          3149323,          5682991,          5183457,             91986,            233443,          3552155,          2660000,          2597760,          6598242,            257831,         -1001052,           -323736,         14341200,          8809915,          5531285,          8.38
93/03,1313,聯成,          2418277,          9521549,          1894316,                  0,             99712,            844219,          2069840,            884120,          7238487,            602952,          1888765,            405471,         13933854,          3798179,         10135675,         14.01
93/03,1314,中石化,          6632837,          7130304,         28865384,             28918,          5069398,          4964558,         20467487,          7378189,         16899995,             55744,           -549789,         -1489343,         47726841,         32810234,         14916607,          8.83
93/03,1315,達新工業,          2075523,            921561,            959551,             66384,            506257,            747690,            250000,            304033,          2415227,             30883,            819996,            -38553,          4529276,          1301723,          3227553,         13.36
93/03,1316,上曜,            190948,            501234,            479734,                  0,             31835,            323335,              2325,             65421,          1403322,            215583,           -829948,             23713,          1203751,            391081,            812670,          5.79
93/03,1319,東陽,          2385708,          3915010,          3564796,            141793,            379868,          2046878,          1097710,            495584,          4070739,          1136524,          1508189,             31551,         10387175,          3640172,          6747003,         16.57
93/03,1321,大洋,          1404045,          1207804,          1222658,            122005,            386507,            934310,             70000,            416655,          2080845,            121026,            754730,            -34547,          4343019,          1420965,          2922054,         14.04
93/03,1323,永裕,            500540,            386461,            611684,              6455,             23332,            326745,            220678,             43304,            736194,             56813,            138665,              6073,          1528472,            590727,            937745,         12.74
93/03,1324,地球工業,            768361,            142162,            265451,             15856,              9660,            277950,                  0,             30718,            729339,                  0,            163410,                 73,          1201490,            308668,            892822,         12.24
93/03,1325,恒大,            309244,            181866,            841992,              6733,            113979,             81715,            159375,             92383,            891110,             14884,            209476,              4871,          1453814,            333473,          1120341,         12.57
93/03,1326,台化,         55964806,         77794223,         70256938,            705361,          5618522,         22878184,         55558746,          5319375,         48761961,          8616160,         69063544,            141880,        210339850,         83756305,        126583545,         25.96
93/03,,,,,,,,,,,,,,,,,,
93/03,1402,遠東新,         13090298,         77186889,         17720746,            977442,          1248749,         10365599,         27122739,          4046959,         37996605,         14340489,         16543779,           -192046,        110224124,         41535297,         68688827,         18.08
93/03,1409,新纖,          7131046,         10621860,          8644174,                  0,            481818,          6735922,          4892308,          1243855,         13253409,            128610,            466347,            158447,         26878898,         12872085,         14006813,         10.57
93/03,1410,南染,            293751,            197108,            493921,                  0,            109359,             63602,                  0,            115418,            900000,             53168,            -38049,                  0,          1094139,            179020,            915119,         10.17
93/03,1413,宏洲纖維,          1510423,             40301,          2764821,             24639,            153893,          1454823,            294005,            430047,          2836457,            297795,           -819050,                  0,          4494077,          2178875,          2315202,          8.16
93/03,1414,東和,          1147069,            434630,          4377526,             90286,             25130,          2725975,            119059,          1472469,          2200000,                  0,           -312457,           -130405,          6074641,          4317503,          1757138,          7.99
93/03,1416,廣豐,          1542647,          4578651,          1524035,             56336,            187149,          2829620,                  0,            134851,          5497834,            900757,         -1602563,            128319,          7888818,          2964471,          4924347,          8.96
93/03,1417,嘉裕,          2068877,          2842076,          1112629,             57086,            208977,          1517482,                  0,            291550,          4157493,            442962,             41305,           -161147,          6289645,          1809032,          4480613,         10.78
93/03,1418,東華,          1122692,            322080,          2369357,             83068,            474474,            877971,             99350,            975670,          2638553,                  0,           -136163,            -83710,          4371671,          1952991,          2418680,          9.17
93/03,1419,新紡,          1428958,          2475328,          3009366,             21031,            133922,          2374027,                  0,            894723,          2904000,            247895,          1127626,           -479666,          7068605,          3268750,          3799855,         13.08
93/03,1423,利華羊毛,          1450415,            438204,          1029904,              2284,             41913,            206423,              4824,            460938,          1793000,            379807,             33622,             84106,          2962720,            672185,          2290535,         12.77
93/03,1432,大魯閣,          1231511,          1144153,          1329197,                  0,            124377,          2403324,                  0,            667871,          1448125,            769714,         -1098788,           -361008,          3829238,          3071195,            758043,          5.23
93/03,1434,福懋興業,         13579457,         13867261,          7878044,                  0,          1744733,          8416840,          6460903,            382878,         16192470,             23561,          5497299,             95544,         37069495,         15260621,         21808874,         13.47
93/03,1435,中福國際,            321905,            747556,            625274,                  0,             30742,            408946,                  0,            264359,          1397801,              6253,            -60969,              3233,          1725477,            673305,          1052172,          9.42
93/03,1436,華友聯,          2921927,            416892,             10147,              6240,            606752,             88542,                  0,             14188,          3300000,            446723,            261327,           -148822,          3961958,            102730,          3859228,         11.69
93/03,1437,勤益投控,          1341206,          2149758,          1049249,             77527,            150537,            992922,            965149,             95667,          1573321,          1243435,            -91288,            -10929,          4768277,          2053738,          2714539,         17.25
93/03,,,,,,,,,,,,,,,,,,
93/03,1438,裕豐,            207312,            180396,            103820,                459,            669164,            569992,                  0,            376189,          1024115,            109051,           -906990,            -11206,          1161151,            946181,            214970,          2.10
93/03,1439,中和羊毛,            693760,            702350,            757894,             29248,             19402,            369900,                  0,            637200,            970000,            203201,             53227,            -30874,          2202654,          1007100,          1195554,         12.33
93/03,1440,南紡,          6320596,          7869702,          9419715,            137626,          4864901,          2491806,                  0,          7014095,         14935240,          1839095,          3046835,           -714531,         28612540,          9505901,         19106639,         12.79
93/03,1441,大東紡織,            903518,            698336,            974630,             34691,             58742,          1293010,            195856,            482294,          1079004,                  0,           -433929,             53682,          2669917,          1971160,            698757,          6.48
93/03,1442,名軒,          1246841,            218753,             90880,             49822,            174321,            475921,             91798,             34215,          2197053,             66212,         -1084580,                 -2,          1780617,            601934,          1178683,          5.36
93/03,1443,立益紡織,          1273547,            801541,          1867626,                  0,            894712,          1423274,            317558,            484292,          3010900,            230395,           -534794,            -94199,          4837426,          2225124,          2612302,          8.68
93/03,1444,力麗,          3481699,          2350974,          5719767,                  0,            531030,          3048012,          1297207,            144146,          7314000,          2093661,           -186392,         -1627164,         12083470,          4489365,          7594105,         10.38
93/03,1445,大宇紡織,          1017615,            253272,          1356264,             14815,             26417,            353343,            274880,            172982,          1795510,             91982,            244655,           -264969,          2668383,            801205,          1867178,         10.40
93/03,1446,宏和,            958153,          1479658,          1480346,                  0,            238929,            936750,            477349,             18066,          2238702,            297239,             64045,            124935,          4157086,          1432165,          2724921,         12.17
93/03,1447,力鵬,          2934950,          1904852,          5895250,                  0,            138837,          1989496,          1914202,            131967,          5706875,          2092887,            680541,         -1642079,         10873889,          4035665,          6838224,         11.98
93/03,1449,佳和實業,          2981639,          1960328,          2976422,            101027,          1436162,          1471792,          2322000,          1125593,          6620381,            776424,         -1595133,         -1265479,          9455578,          4919385,          4536193,          7.20
93/03,1451,年興紡織,          1633367,          9246110,          1068887,                  0,            158138,          1557021,             90000,            148109,          5983691,            389361,          3703604,            234716,         12106502,          1795130,         10311372,         17.23
93/03,1452,宏益,            972004,            631007,            691841,                  0,            100299,            146300,                  0,             95020,          1817223,            121529,            388456,           -173377,          2395151,            241320,          2153831,         11.85
93/03,1453,大將,            531448,            516358,            178181,                  0,            199560,            498582,                  0,            158276,            797734,             24987,            -16652,            -37380,          1425547,            656858,            768689,          9.64
93/03,1454,台富,            994101,            145892,          1177248,              8832,            168467,            654980,             90000,             86486,          1496502,            148767,             76872,            -59067,          2494540,            831466,          1663074,         11.11
93/03,,,,,,,,,,,,,,,,,,
93/03,1455,集盛,          2584118,            764882,          4397365,                  0,            423463,          1957814,            358568,             57947,          4391538,            382749,          1022366,             -1154,          8169828,          2374329,          5795499,         13.20
93/03,1456,怡華,          2208526,          1271004,          2710635,             49279,             83480,          2840827,          1037157,            989401,          2904623,             52160,           -851651,           -649593,          6322924,          4867385,          1455539,          5.01
93/03,1457,宜進,          1801125,          2171415,          2199429,                  0,          1042014,          2427006,            765596,             50882,          3653200,            453892,           -110432,            -26161,          7213983,          3243484,          3970499,         10.87
93/03,1459,聯發紡織,          1392217,            761721,          3933051,                  0,            172030,            674902,          1300000,              1764,          3650582,            531805,            724319,           -624353,          6259019,          1976666,          4282353,         11.73
93/03,1460,宏遠,          3155236,          1954030,          2741804,             22368,            158226,          1955897,            708627,            128549,          4810804,            481342,            324238,           -377793,          8031664,          2793073,          5238591,         10.89
93/03,1463,強盛染整,            580631,          1088883,            665033,              4907,             25674,            146987,                  0,            118459,          1983207,            206811,            194735,           -285071,          2365128,            265446,          2099682,         10.59
93/03,1464,得力實業,            765097,            922231,          1130731,                  0,             33790,            373872,            238430,            162039,          2398194,             24313,            410915,           -755914,          2851849,            774341,          2077508,          8.66
93/03,1465,偉全實業,          1034296,            431137,            467682,              3053,             18956,            425703,                  0,             26782,            893394,            349331,            267870,             -7956,          1955124,            452485,          1502639,         16.82
93/03,1466,聚隆,            609286,                  0,          1423623,                  0,            276400,          1094528,            582242,             24980,            715978,                  0,           -108419,                  0,          2309309,          1701750,            607559,          8.49
93/03,1467,南緯實業,            848089,          1420239,            936141,             35291,            105925,            691791,            662114,            232432,          1369080,            165599,            227963,             -3294,          3345685,          1586337,          1759348,         12.85
93/03,1468,昶和纖維,          1204339,            326111,          1119720,                  0,             65965,            756874,             55712,              4664,          1604053,             26753,            264477,              3602,          2716135,            817250,          1898885,         11.84
93/03,1469,理隆纖維,            602187,            512856,          1353048,              5040,             64426,            659371,                  0,              5373,          1246000,            455920,            173115,             -2222,          2537557,            664744,          1872813,         15.03
93/03,1470,大統染,            326878,            102042,            468387,                  0,             31662,            141350,                  0,             23662,            857670,              6985,            -84574,            -16124,            928969,            165012,            763957,          8.91
93/03,1471,首利,          1922542,            111754,            183996,                  0,             22347,            779236,                  0,                  0,          1171280,            140668,            149455,                  0,          2240639,            779236,          1461403,         12.48
93/03,1472,三洋紡,            439921,            360939,            715305,              1645,             57899,            182458,                  0,             47730,            875000,            489818,             25992,            -45289,          1575709,            230188,          1345521,         15.38
93/03,,,,,,,,,,,,,,,,,,
93/03,1473,台南企業,          1471253,          2657468,            642234,             18236,             31211,            754922,            978600,            116534,          1233948,            519647,          1130953,             85798,          4820402,          1850056,          2970346,         24.07
93/03,1474,弘裕,          1736266,             53870,            808848,              3824,             81536,            888552,            330548,             64113,          1112432,             55697,            233002,                  0,          2684344,          1283213,          1401131,         12.60
93/03,1475,本盟光電,            457324,             34448,            771130,                  0,             18695,            598507,             43921,                  0,          1266722,            200000,           -827858,                305,          1281597,            642428,            639169,          5.43
93/03,1476,儒鴻,          1562227,            273828,            802940,              4334,            146749,          1008953,            270000,             65003,            957713,             68061,            417643,              2705,          2790078,          1343956,          1446122,         15.10
93/03,1477,聚陽實業,          2910063,            756143,             58655,             11536,             31615,          1040324,            855815,             77814,          1169956,            160764,            566400,           -103061,          3768012,          1973953,          1794059,         15.33
93/03,1503,士電,          8281509,          4244207,          4702713,            164308,            205778,          5487573,          1121781,          1291640,          5209722,          2679041,          2294474,           -485716,         17598515,          7900994,          9697521,         18.61
93/03,1504,東元電機,         16763275,         31946010,          3945756,            207571,          3512707,         10945956,         11788497,          1198642,         20055679,          8571434,          4122799,           -307688,         56375319,         23933095,         32442224,         16.18
93/03,1506,正道,            673608,            938610,            659625,             67539,            414866,          1138253,             87000,            494353,          1022516,            154708,           -119727,            -22855,          2754248,          1719606,          1034642,         10.12
93/03,1507,永大機電,          3084990,          3360172,          2178686,            150846,            903098,          1130442,            569050,            531998,          4108200,            213464,          3257448,           -132810,          9677792,          2231490,          7446302,         18.13
93/03,1512,瑞利,          2091173,            260861,          1928246,              4340,             32932,          1373086,            541686,            272150,          1765073,            194335,            171205,                 17,          4317552,          2186922,          2130630,         12.07
93/03,1513,中興電,          6044058,          1496507,          2678876,            154358,            745351,          3553859,            746937,            807327,          5048115,            714249,            922775,           -674112,         11119150,          5108123,          6011027,         11.91
93/03,1514,亞力電機,          2599206,            626830,            842172,             21961,            126630,          1619759,            128200,            214982,          2010670,            192364,            131417,            -80593,          4216799,          1962941,          2253858,         11.21
93/03,1515,力山,          3587308,          1378243,          1860183,             41160,            268287,          3128311,            798638,            327686,          2522103,            234841,            427678,           -304076,          7135181,          4254635,          2880546,         11.42
93/03,1516,川飛,            258039,            737430,            202215,                150,            177038,            318074,             12081,             26787,            923501,             19618,             23053,             51758,          1374872,            356942,          1017930,         11.02
93/03,1517,利奇機械,          1844446,            686256,            538201,                  0,             18965,            463067,                  0,             79934,          2312673,             76584,            239831,            -84221,          3087868,            543001,          2544867,         11.00
93/03,,,,,,,,,,,,,,,,,,
93/03,1519,華城電機,          2068768,            316510,          1550410,             14530,            105012,          1655728,            160000,            141382,          2151194,             21864,            167858,           -242796,          4055230,          1957110,          2098120,          9.75
93/03,1521,大億,          1365499,            234425,          1027587,             26997,             37936,          1121365,            123234,            154774,            762300,             60472,            483531,            -13232,          2692444,          1399373,          1293071,         16.96
93/03,1522,堤維西,          3677581,          2210811,          5004766,             27743,            162551,          3535735,          3157600,            235945,          2166170,          1144898,            870606,            -27502,         11083452,          6929280,          4154172,         19.18
93/03,1524,耿鼎企業,          1444525,            150395,          2252798,                  0,              2729,          1784388,            313176,             18082,          1299290,            203504,            321543,            -89536,          3850447,          2115646,          1734801,         13.35
93/03,1525,江申工業,            748511,            478783,            536702,                  0,             30430,            358731,                  0,            211530,            502810,            120170,            594951,              6234,          1794426,            570261,          1224165,         24.35
93/03,1526,日馳,            444345,             47902,            649572,                365,            131119,            375600,            219720,             76827,            787971,                  0,           -192725,              5910,          1273303,            672147,            601156,          7.63
93/03,1527,鑽全,          2020949,          1245454,          1546995,                416,              5162,          1921669,                  0,             16313,          1478383,                305,          1422232,            -19926,          4818976,          1937982,          2880994,         21.73
93/03,1528,恩德,          1768654,            279042,            405959,             23240,            135325,          1134471,            390190,             56281,            742000,            196841,             78690,             13747,          2612220,          1580942,          1031278,         13.90
93/03,1529,樂士,          1296463,             48032,            362131,              8165,            430168,            869453,            453670,             17048,            748737,             59723,             -3672,                  0,          2144959,          1340171,            804788,         10.75
93/03,1530,亞崴機電,          1280970,            223264,            305516,                180,             27912,            985591,                  0,             21505,            527843,              6324,            302114,             -5535,          1837842,          1007096,            830746,         15.74
93/03,1531,高林股,          2296706,          1525272,            384421,              1979,              4470,            978599,                  0,            353058,          1387898,            341177,          1090544,             61572,          4212848,          1331657,          2881191,         20.76
93/03,1532,勤美,          3596026,          2383865,            393812,                  0,             11168,          2405561,            239521,            146783,          1649964,            867366,          1078634,             -2958,          6384871,          2791865,          3593006,         21.96
93/03,1533,車王電,          2152255,            915819,            599677,             19063,             24467,            949900,          1077444,              5283,            961185,            268366,            445479,              3624,          3711281,          2032627,          1678654,         17.46
93/03,1535,中宇,          3800217,            260889,             96141,                  0,              7712,          3120260,                  0,              4070,            901474,             18011,            120897,                247,          4164959,          3124330,          1040629,         11.54
93/03,1536,和大工業,          1033782,            315086,            779370,             11656,            154911,            645124,            790050,             62881,            632812,             13490,            126682,             23766,          2294805,          1498055,            796750,         12.59
93/03,,,,,,,,,,,,,,,,,,
93/03,1537,廣隆光電,            836005,            487207,            308828,                  0,             10587,            490410,             22121,             49291,            643530,            267146,            174635,             -4506,          1642627,            561822,          1080805,         16.79
93/03,1538,正峰新,          1835839,            724590,            589341,            186959,            160622,          1791780,                  0,             87664,          1151277,            270423,            181571,             14636,          3497351,          1879444,          1617907,         14.05
93/03,1539,巨庭機械,          1058433,            148704,            711727,                  0,             40613,          1032001,                  0,              3427,            648000,             75000,            208468,             -7419,          1959477,          1035428,            924049,         14.26
93/03,1540,喬福機械,            723565,              4953,            432729,                  0,              4525,            196947,            200000,              6425,            619374,             83366,             97801,            -38141,          1165772,            403372,            762400,         12.31
93/03,1541,錩泰,          1529028,                  0,            456066,                  0,             27885,            696840,            499100,              5716,            682778,                523,            128022,                  0,          2012979,          1201656,            811323,         11.88
93/03,1560,中砂,          1092051,            127273,          1730576,            172868,             87744,            957198,            271989,            430150,            676000,            363466,            513100,             -1391,          3210512,          1659337,          1551175,         22.95
93/03,1603,華電,          2894223,          1325003,          3592779,                  0,            524942,          2901550,             60322,          2413008,          3423000,          1248394,         -1455096,           -254231,          8336947,          5374880,          2962067,          8.65
93/03,1604,聲寶,         10801131,          9685368,          3803907,            500906,            434296,          5141430,          2750000,          2223425,         13400000,          1972155,          1269982,         -1531384,         25225608,         10114855,         15110753,         11.28
93/03,1605,華新,         14460136,         40423802,         15146846,                  0,            812889,          4447493,          6000000,          1086616,         30790126,         15511943,         13160222,           -152727,         70843673,         11534109,         59309564,         19.26
93/03,1608,華榮,          2854733,          2302594,          3710251,             97802,          1111014,            744842,                  0,          1551077,          6327735,            855651,            663677,            -66588,         10076394,          2295919,          7780475,         12.30
93/03,1609,大亞電線,          4204701,          3548497,          3019736,             77369,            181444,          3426650,            793121,            625173,          4933420,            587969,            951154,           -285740,         11031747,          4844944,          6186803,         12.54
93/03,1611,中電,          2498325,          1140470,          1916551,             55265,            144436,            674214,                  0,            488309,          3601108,            199064,            792840,               -488,          5755047,          1162523,          4592524,         12.75
93/03,1612,宏泰,          2479397,          1068353,          1717359,                  0,            153002,          1108412,                  0,             54911,          3298631,            176500,            774253,              5404,          5418111,          1163323,          4254788,         12.90
93/03,1613,台一,          1206974,            908586,          4566741,                  0,            938118,          6759826,              7285,            166691,          2474399,             32158,         -1857561,             37621,          7620419,          6933802,            686617,          2.77
93/03,1614,三洋電,          5871175,            449219,            947157,             42743,            697169,          2299811,                  0,            547841,          3166040,             84808,          2009676,           -100713,          8007463,          2847652,          5159811,         16.30
93/03,,,,,,,,,,,,,,,,,,
93/03,1615,大山,          1054575,            236778,            931493,             25417,            209496,          1150492,            144671,            109601,            882000,            115091,             55904,                  0,          2457759,          1404764,          1052995,         11.94
93/03,1616,億泰,          1540432,            866980,            803016,              2020,            112243,            736812,            619673,             68939,          1220036,            369154,            343320,            -33243,          3324691,          1425424,          1899267,         15.57
93/03,1617,榮星電線,          1797272,            902782,            637322,                  0,             58913,          1196776,            401118,            202580,          1109236,             98779,            422302,            -34502,          3396289,          1800474,          1595815,         14.39
93/03,1618,合機公司,          1826252,            584756,          2833745,                  0,             71426,          1579545,            680785,             40844,          1867685,            663426,            485134,             -1240,          5316179,          2301174,          3015005,         16.19
93/03,1701,中化,          1732516,          1379205,          2530666,             68341,            115933,          1167105,            204000,            264143,          2709828,            645784,            913236,            -77435,          5826661,          1635248,          4191413,         15.47
93/03,1702,南僑化工,            680775,          2356349,          1726559,            124849,            244821,            851642,          1102421,            698079,          2941330,            305097,             84350,           -849566,          5133353,          2652142,          2481211,          8.44
93/03,1704,榮化,          4539195,          5484809,          3655692,             29751,            543322,          2414328,          2492284,          1753335,          4931675,          1185030,          1280603,            195514,         14252769,          6659947,          7592822,         15.40
