年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,流動負債,長期負債,其他負債,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,每股淨值(註一)
94/02,1215,卜蜂企業,          1995879,            487020,            846856,                  0,            148141,          1066070,              5000,            139449,          2320268,                967,             27473,            -81331,          3477896,          1210519,          2267377,          9.77
94/02,1216,統一,          9167184,         50637809,         15223438,            292927,          1089348,          9086857,         23513287,          2192799,         33753848,          1428823,          8326416,         -1891324,         76410706,         34792943,         41617763,         12.33
94/02,1217,愛之味,          2372907,          2997707,          1951893,             18778,            995959,          3266306,          1001346,            288523,          3639628,            160517,            165171,           -184247,          8337244,          4556175,          3781069,         10.39
94/02,1218,泰山企業,          2108998,          2478064,          2346600,             68445,             72375,          1568925,          1600000,            575922,          3225698,            658170,            -71463,           -482770,          7074482,          3744847,          3329635,         11.52
94/02,,,,,,,,,,,,,,,,,,
94/02,1219,福壽實業,          2659508,            702863,          1661937,             87862,             79113,            822498,            420000,            653276,          2722294,            530967,             73286,            -31038,          5191283,          1895774,          3295509,         12.37
94/02,1220,台榮,          1158472,            325765,            862385,             11072,            104940,            678483,                  0,             93661,          1770779,             23378,           -111678,              8011,          2462634,            772144,          1690490,          9.58
94/02,1225,福懋油,          1438147,            794004,          1040591,             17836,            101693,          1298419,             80000,            189228,          1627000,            254649,            -53121,             -3904,          3392271,          1567647,          1824624,         11.21
94/02,1229,聯華實業,          1820349,          9367190,            860051,             23481,            425547,          1236411,          1099576,            224751,          6655930,            658607,          2762118,           -140775,         12496618,          2560738,          9935880,         14.93
94/02,1231,聯華食品,          1296320,            557765,            684702,             27773,            175738,            619494,            426951,             45745,          1154190,             76975,            445874,            -26931,          2742298,          1092190,          1650108,         14.30
94/02,1232,大統益,          1836331,            651253,          1547069,                  0,             20173,          1389410,            529313,              5000,          1599749,             23784,            507570,                  0,          4054826,          1923723,          2131103,         13.32
94/02,1233,天仁,            530946,             61447,            876784,                  0,            102905,            408006,                  0,            105873,            879533,              7066,            209752,            -38148,          1572082,            513879,          1058203,         12.49
94/02,1234,黑松,          1289240,          6625932,          2571645,            207758,            169010,            660735,                  0,          1071606,          5358281,          2167654,          1637497,            -32188,         10863585,          1732341,          9131244,         17.04
94/02,1235,興泰,            541829,             80332,            151010,              6126,             65638,            178580,                  0,             94725,            443948,             80873,            122986,            -76177,            844935,            273305,            571630,         16.06
94/02,1236,宏亞食品,            466211,            204571,            736818,             15352,             88191,            407642,             40843,            115996,            751598,             33396,            171367,             -9699,          1511143,            564481,            946662,         13.23
94/02,1301,台塑,         53800279,         99069652,         67511819,            565197,          4908180,         42255706,         44273488,          5435947,         55538559,         12338750,         65025673,            987004,        225855127,         91965141,        133889986,         24.11
94/02,1303,南亞塑膠,         93924252,        141812647,         77158827,          3119058,          2977883,         59234805,         70243196,         15738194,         74015446,         14899856,         83545286,          1315884,        318992667,        145216195,        173776472,         24.89
94/02,1304,台聚,          7073561,          6200509,          1136840,            180755,            746053,          3325159,          1600000,            703102,          7714032,            458274,          1764489,           -227338,         15337718,          5628261,          9709457,         13.25
94/02,1305,華夏,          3342922,          2078245,          2807398,            241083,            463261,          1886279,          1000000,          1397983,          4248035,            946142,           -427012,           -118518,          8932909,          4284262,          4648647,         10.94
94/02,1307,三芳化工,          2290747,          1887244,          1575619,             41183,             66994,            992546,          1202253,            364918,          2504083,            223818,            723402,           -149233,          5861787,          2559717,          3302070,         13.19
94/02,,,,,,,,,,,,,,,,,,
94/02,1308,亞聚,          2039064,          1834864,            541388,             27382,            691641,            647218,                  0,            252642,          2609316,            569207,          1132449,            -76493,          5134339,            899860,          4234479,         17.20
94/02,1309,台達化工,          4076532,          1021870,          1726380,             21744,            447556,          1260521,          1800000,            513424,          2705005,            675027,            503555,           -163450,          7294082,          3573945,          3720137,         14.17
94/02,1310,台苯,          2893800,          4572872,          1098217,                  0,            308032,          2183481,            650000,             42676,          5665293,            278583,          1027284,           -974396,          8872921,          2876157,          5996764,         12.90
94/02,1312,國喬石化,          3088551,          5354107,          4683776,            109479,            601185,          3371006,          3175000,          1397630,          6598242,            956422,         -1198195,           -463007,         13837098,          7943636,          5893462,          9.07
94/02,1313,聯成,          2434485,          9204781,          1808737,                  0,            104323,          1182826,          1550000,            843977,          7555798,            739764,          1704273,            -24312,         13552326,          3576803,          9975523,         13.91
94/02,1314,中石化,          7174389,          7083789,         23729658,             19666,          6861658,          4160933,         18154186,          4617601,         16899995,          1686830,            944452,         -1594837,         44869160,         26932720,         17936440,         10.61
94/02,1315,達新工業,          2300342,            824854,            953440,             49192,            485193,            968773,            400000,            284650,          2415227,             37739,            715516,           -208884,          4613021,          1653423,          2959598,         13.33
94/02,1316,上曜,            236584,            435969,            427337,                  0,             19574,            305856,                  0,             70504,          1403322,             99862,           -748708,            -11372,          1119464,            376360,            743104,          5.30
94/02,1319,東陽,          2518300,          3877333,          4232874,            110661,            330554,          2701788,          1384928,            569288,          4127574,          1365434,          1300859,           -380149,         11069722,          4656004,          6413718,         16.06
94/02,1321,大洋,          1296422,          1354388,          1119281,             94254,            355925,            799069,             60000,            398330,          2184887,            123722,            707392,            -53130,          4220270,          1257399,          2962871,         14.66
94/02,1323,永裕,            524000,            408314,            642945,              5241,             25178,            391383,            242097,             39285,            750918,             64126,            128007,            -10138,          1605678,            672765,            932913,         12.78
94/02,1324,地球工業,            814965,            124719,            260128,             12174,             15412,            327909,                  0,             27412,            729339,                  0,            148898,             -6160,          1227398,            355321,            872077,         11.96
94/02,1325,恒大,            309620,            174144,            809009,              3497,             97662,             99108,             81000,             83137,            891110,             52786,            185863,                928,          1393932,            263245,          1130687,         12.69
94/02,1326,台化,         59485319,         92077453,         70338950,            684998,          5388825,         45598272,         36426481,          5900774,         53638157,          9406562,         77666187,           -660888,        227975545,         87925527,        140050018,         28.72
94/02,1402,遠東新,         12373272,         86172303,         16766693,            855261,          1212508,         10439779,         31809763,          3013976,         41036333,         16967045,         14473899,           -360758,        117380037,         45263518,         72116519,         18.98
94/02,,,,,,,,,,,,,,,,,,
94/02,1409,新纖,          6822600,         10581743,          8036857,                  0,            691275,          6846612,          3462001,          2068283,         13253409,            128610,            219510,            154050,         26132475,         12376896,         13755579,         10.38
94/02,1410,南染,            311061,            155841,            813467,                466,            103895,             53665,                  0,            214665,            900000,            301378,            -84978,                  0,          1384730,            268330,          1116400,         12.40
94/02,1413,宏洲纖維,          1373882,             24248,          2565902,             22834,            103629,          1382572,            184083,            306336,          2836457,            431521,         -1035434,            -15040,          4090495,          1872991,          2217504,          7.92
94/02,1414,東和,            956919,            243041,          3631480,             77388,            338771,          2304971,            352087,            838031,          2200000,            368550,           -688245,           -127795,          5247599,          3495089,          1752510,          7.97
94/02,1416,廣豐,          1042572,          4505575,          1502378,             32039,            179034,          2393046,                  0,            124236,          5497834,            923287,         -1750845,             74040,          7261598,          2517282,          4744316,         10.14
94/02,1417,嘉裕,          1545761,          2119637,          1101455,             48931,            243149,          1034412,                  0,            298398,          4157493,            382902,           -154330,           -659942,          5058933,          1332810,          3726123,          9.81
94/02,1418,東華,          1459234,            321802,          1683666,             51995,            491085,          1211201,                  0,            612691,          2638553,            269203,           -640156,            -83710,          4007782,          1823892,          2183890,          9.10
94/02,1419,新紡,            796075,          2453640,          2973508,             15095,            122684,          1685984,                  0,            593867,          2904000,            548602,          1085159,           -456610,          6361002,          2279851,          4081151,         14.65
94/02,1423,利華羊毛,          1303695,            420714,          1005836,              9481,             32392,             85992,              3181,            321907,          1793000,            535800,            -24434,             56672,          2772118,            411080,          2361038,         13.19
94/02,1432,大魯閣,          1180735,            885753,             16812,                  0,          1105753,          2608637,                  0,            324422,          1448125,            940337,         -1679903,           -452565,          3189053,          2933059,            255994,          1.90
94/02,1434,福懋興業,         12946308,         14226908,          7766987,                  0,          1790329,          6197167,          8877376,            402383,         16516320,             23561,          4773853,            -60128,         36730532,         15476926,         21253606,         13.15
94/02,1435,中福國際,            222277,            719633,            618121,                  0,             31568,            298238,              5302,            145278,          1397801,              6253,            -72253,            105126,          1591599,            448818,          1142781,         10.24
94/02,1436,華友聯,          2850740,            370762,             10017,              3086,            608772,             38357,                  0,             12867,          3300000,            448161,            192814,           -148822,          3843377,             51224,          3792153,         11.96
94/02,1437,勤益投控,          1211207,          1924492,            989710,             67716,            374588,          1162055,            983784,             80785,          1548495,          1157231,           -336332,            -28305,          4567713,          2226624,          2341089,         15.13
94/02,1438,裕豐,            203635,            100308,            190346,                  0,            559800,            562720,                  0,            230278,          1024115,            256447,         -1006341,            -13130,          1054089,            792998,            261091,          2.75
94/02,,,,,,,,,,,,,,,,,,
94/02,1439,中和羊毛,            667896,            685323,            738280,             25048,             18716,            345056,                  0,            420399,            940000,            410677,             47442,            -28311,          2135263,            765455,          1369808,         14.62
94/02,1440,南紡,          6079000,          7687280,          9232979,            117965,          4680310,          1988297,            249337,          4592625,         14935240,          4445438,          2556772,           -970175,         27797534,          6830259,         20967275,         14.04
94/02,1441,大東紡織,            847997,            573272,            848280,             13662,             51119,          1105561,            204451,            301862,          1079004,            140383,           -525388,             28457,          2334330,          1611874,            722456,          6.78
94/02,1442,名軒,          1374992,            341066,            108753,             15835,              8208,            480444,            179800,             16000,          2197053,             66208,         -1035639,            -55012,          1848854,            676244,          1172610,          5.46
94/02,1443,立益紡織,          1409860,            652193,          1882438,                  0,            818450,          1566876,            341333,            434521,          3010900,            296730,           -744956,           -142463,          4762941,          2342730,          2420211,          8.80
94/02,1444,力麗,          3597530,          2700081,          5292395,                  0,            311765,          2865486,          1301200,            148840,          7314000,          2099289,         -1042457,           -784587,         11901771,          4315526,          7586245,         11.35
94/02,1445,大宇紡織,          1038876,            130152,          1290057,             12699,             21188,            239488,            264561,            169306,          1795510,             99196,            123729,           -198818,          2492972,            673355,          1819617,         11.17
94/02,1446,宏和,            671709,          1067186,          1431386,                  0,            197849,            508904,            582201,             18171,          2238702,            297239,           -337786,             60699,          3368130,          1109276,          2258854,         10.09
94/02,1447,力鵬,          4355958,          1813046,          6375076,                  0,            196048,          3628510,          1873130,            144399,          5706875,          2092886,            954662,         -1660334,         12740128,          5646039,          7094089,         12.43
94/02,1449,佳和實業,          2742341,          1495429,          2920226,             95308,            531262,          3408609,            189293,            822867,          6620381,          1157319,         -2987625,         -1426278,          7784566,          4420769,          3363797,          7.47
94/02,1451,年興紡織,          3730955,          8368366,          1015132,             25910,            150596,          2856155,            699935,            380935,          5983691,            377195,          3187242,           -194194,         13290959,          3937025,          9353934,         15.63
94/02,1452,宏益,            966353,            521735,            640594,                  0,             77542,            119793,                  0,             50431,          1731167,            157040,            292241,           -144448,          2206224,            170224,          2036000,         12.00
94/02,1453,大將,            329548,            393842,            160946,                  0,            144364,            382654,                  0,            103161,            797734,             83210,           -300015,            -38044,          1028700,            485815,            542885,          7.03
94/02,1454,台富,          1000821,            110918,          1097238,              3568,            161505,            544252,            140000,             86341,          1541397,            103474,             11086,            -52500,          2374050,            770593,          1603457,         11.64
94/02,1455,集盛,          3013608,            618355,          5269933,              2386,            425507,          2163734,          1305219,             66370,          4720903,            382749,            700085,             -9271,          9329789,          3535323,          5794466,         13.19
94/02,,,,,,,,,,,,,,,,,,
94/02,1456,怡華,          2001976,          1008136,          2774486,             25391,             64739,          2836567,            857140,            738242,          2236560,            266221,           -297094,           -762908,          5874728,          4431949,          1442779,          6.45
94/02,1457,宜進,          1439052,          1587708,          2107517,                  0,          1028620,          2273436,            600586,             54257,          3653200,            413888,           -672436,           -160034,          6162897,          2928279,          3234618,          9.92
94/02,1459,聯發紡織,          1009328,          1146836,          3771522,                  0,            182993,          1186023,          1010000,             68664,          3705341,            495299,            329822,           -684470,          6110679,          2264687,          3845992,         11.87
94/02,1460,宏遠,          3044545,          1860705,          2641295,             22694,            117885,          1684406,            740981,            145526,          4907020,            385126,            287926,           -463861,          7687124,          2570913,          5116211,         11.40
94/02,1463,強盛染整,            598618,          1107165,            626248,              9936,             25674,            221183,                  0,            102167,          1937897,            245048,            142886,           -281540,          2367641,            323350,          2044291,         10.55
94/02,1464,得力實業,            630361,            932903,          1007078,                  0,             32871,            392182,            182500,            168197,          2221374,             89283,            305958,           -756281,          2603213,            742879,          1860334,         10.59
94/02,1465,偉全實業,            784150,            436415,            452478,              5375,             19586,            203504,                  0,             33544,            863394,            353488,            273181,            -29107,          1698004,            237048,          1460956,         16.92
94/02,1466,聚隆,            789582,                  0,          1271021,                  0,            100347,          1149023,            520075,             28608,            715978,                  0,           -252081,               -653,          2160950,          1697706,            463244,          6.48
94/02,1467,南緯實業,          1076602,          1326530,            687398,             26491,            415411,            879426,            804765,            139160,          1439510,            161862,            200439,            -92730,          3532432,          1823351,          1709081,         12.47
94/02,1468,昶和纖維,          1194221,            281361,          1053394,                  0,             52746,            717090,             33638,              6634,          1604053,             26753,            212353,            -18799,          2581722,            757362,          1824360,         11.37
94/02,1469,理隆纖維,            788507,            154424,          1355690,             11307,             50720,            685731,                  0,             11753,          1246000,            455920,            -35903,             -2853,          2360648,            697484,          1663164,         13.35
94/02,1470,大統染,            316614,            101507,            422396,                  0,             25146,             71428,                  0,             25543,            857670,              6985,            -78087,            -17876,            865663,             96971,            768692,          9.22
94/02,1471,首利,          1877374,            479169,            332748,                  0,             15479,          1150671,                  0,             15980,          1276239,            140668,            125678,             -4466,          2704770,          1166651,          1538119,         13.13
94/02,1472,三洋紡,            374400,            307424,            672800,                  0,             41464,            142518,                  0,             23654,            875000,            489818,            -86703,            -48199,          1396088,            166172,          1229916,         15.17
94/02,1473,台南企業,          1282020,          2668577,            529434,             15760,             99817,            760777,            925086,             99353,          1252839,            522087,          1112545,            -77079,          4595608,          1785216,          2810392,         22.75
94/02,,,,,,,,,,,,,,,,,,
94/02,1474,弘裕,          1669857,            111350,            772309,              3449,             80840,            735017,            383500,             67708,          1214443,             57784,            182698,             -3345,          2637805,          1186225,          1451580,         12.91
94/02,1475,本盟光電,            489786,            104009,            648926,                  0,             71256,            584834,             24071,              2273,            957197,            355000,           -609108,               -290,          1313977,            611178,            702799,          7.34
94/02,1476,儒鴻,          1669847,            292345,            820132,                  0,            161218,          1183985,            200000,             72683,          1091793,             68061,            338047,            -11027,          2943542,          1456668,          1486874,         15.53
94/02,1477,聚陽實業,          4024183,            655796,             57116,             10257,             28704,          2997014,                  0,             14312,          1216046,            123647,            470246,            -45209,          4776056,          3011326,          1764730,         15.24
94/02,1503,士電,          7587589,          4937008,          4816278,            148599,            203506,          5381545,          1115339,          1300629,          5209722,          2676731,          2199414,           -190400,         17692980,          7797513,          9895467,         18.99
94/02,1504,東元電機,         16616992,         30459983,          4552944,            299541,          2685040,         11044466,         11091569,          1414976,         19677609,          8466384,          3952960,         -1033464,         54614500,         23551011,         31063489,         16.55
94/02,1506,正道,            785976,            891326,            533938,             68465,            451651,          1195859,             44400,            456655,          1022516,            154989,            -99052,            -44011,          2731356,          1696914,          1034442,         10.12
94/02,1507,永大機電,          3458767,          4010550,          1648372,            137846,            892644,          1595921,            507400,            598744,          4108200,            221275,          3431952,           -315313,         10148179,          2702065,          7446114,         18.22
94/02,1512,瑞利,          2213522,            275011,          2003101,              9800,             32321,          1606141,            451757,            234836,          1765073,            273539,            238720,            -36311,          4533755,          2292734,          2241021,         12.70
94/02,1513,中興電,          6562543,          1606855,          2843438,            123822,            674918,          4618653,            641861,            904285,          4800000,            714766,            659501,           -527490,         11811576,          6164799,          5646777,         14.21
94/02,1514,亞力電機,          2451401,            593083,          1058629,             46960,            147442,          1525240,            116000,            287405,          2010670,            397120,             43890,            -82810,          4297515,          1928645,          2368870,         12.53
94/02,1515,力山,          2330141,          1366977,          1527459,             35145,            622791,          2500036,            498053,            328244,          2522103,            234841,            136932,           -337696,          5882513,          3326333,          2556180,         11.25
94/02,1516,川飛,            200808,            502396,            194313,                  0,            184111,            301514,             13831,             17728,            923501,                  0,           -197582,             22636,          1081628,            333073,            748555,          8.12
94/02,1517,利奇機械,          1675903,            682548,            522419,                  0,             21833,            430616,                  0,             83663,          2368240,             76584,             65333,           -121733,          2902703,            514279,          2388424,         10.75
94/02,1519,華城電機,          2990760,            296042,          1581479,             12454,            104452,          2651440,             80000,            121117,          2059024,             69551,             92657,            -88602,          4985187,          2852557,          2132630,         10.50
94/02,,,,,,,,,,,,,,,,,,
94/02,1521,大億,          1521352,            148704,          1121516,             21607,             46079,          1357651,            149608,            116646,            762300,            109052,            415906,            -51905,          2859258,          1623905,          1235353,         16.21
94/02,1522,堤維西,          3698939,          1689728,          5016732,             18383,            282059,          2577155,          3996900,            234347,          2426110,          1162045,            404135,            -94851,         10705841,          6808402,          3897439,         18.05
94/02,1524,耿鼎企業,          1344245,            156118,          2433554,                  0,              2140,          1025953,          1118097,             20404,          1399758,            205856,            255525,            -89536,          3936057,          2164454,          1771603,         14.02
94/02,1525,江申工業,            831527,            480193,            566933,                  0,             32844,            417804,                  0,            173370,            553091,            170884,            617867,            -21519,          1911497,            591174,          1320323,         26.26
94/02,1526,日馳,            344406,             27476,            599681,                290,            107847,            445247,             97805,             62934,            787971,                  0,           -317697,              3440,          1079700,            605986,            473714,          6.01
94/02,1527,鑽全,          3111805,          1137119,          1687243,                384,             22507,          3048551,                  0,             19791,          1524951,                305,          1395395,            -29935,          5959058,          3068342,          2890716,         19.55
94/02,1528,恩德,          1536624,            310765,            402586,             22207,             96637,          1209082,             56555,             62086,            762000,            189421,             95075,             -5400,          2368819,          1327723,          1041096,         14.03
94/02,1529,樂士,          1490732,             45495,            342720,             10190,            604205,          1224004,            340850,             24667,            861325,             42835,              1917,             -2256,          2493342,          1589521,            903821,         10.49
94/02,1530,亞崴機電,          1562881,            233075,            368726,                708,             27893,          1240010,                  0,             38217,            585319,              6324,            342995,            -19582,          2193283,          1278227,            915056,         17.46
94/02,1531,高林股,          2327256,          1428253,            361908,                  0,              2270,          1058931,             86561,            271415,          1460444,            341177,            996903,            -95744,          4119687,          1416907,          2702780,         19.47
94/02,1532,勤美,          3382131,          3108724,            422108,             18336,             10118,          2173579,            839885,            175352,          1851569,          1063051,            828383,              9598,          6941417,          3188816,          3752601,         22.14
94/02,1533,車王電,          1540179,            864925,            734894,             19176,             45516,          1658859,                  0,              5486,            961185,            268367,            348058,            -37265,          3204690,          1664345,          1540345,         16.03
94/02,1535,中宇,          2541658,            215512,             98141,                  0,             13661,          1771271,                  0,             19863,            901474,             18201,            160045,             -1882,          2868972,          1791134,          1077838,         11.96
94/02,1536,和大工業,          1040910,            345344,          1412102,             13518,             51195,            943125,            672114,             66037,            849442,            161364,            165126,              5861,          2863069,          1681276,          1181793,         15.41
94/02,1537,廣隆光電,            672294,            468432,            328841,                  0,              7764,            388745,             18628,             53080,            660000,            267146,            128260,            -38528,          1477331,            460453,          1016878,         15.80
94/02,,,,,,,,,,,,,,,,,,
94/02,1538,正峰新,          1637545,          1054527,            763999,            177590,            161909,          1544890,            307994,             85825,          1151277,            291977,            437401,            -23794,          3795570,          1938709,          1856861,         16.13
94/02,1539,巨庭機械,            953618,            156014,            366316,                  0,             42500,            775663,                  0,              4397,            648000,             75000,             33205,            -17817,          1518448,            780060,            738388,         11.47
94/02,1540,喬福機械,          1078939,              7852,            438732,                  0,              3971,            534586,            203974,              6031,            619374,             92358,            103371,            -30200,          1529494,            744591,            784903,         13.65
94/02,1541,錩泰,            988436,                  0,            482501,             37308,             22749,            309379,            499100,              7526,            682778,                523,             31688,                  0,          1530994,            816005,            714989,         10.47
94/02,1558,伸興,            536621,            763461,            137866,             27708,              2266,            578743,             21899,            182738,            354567,                314,            363407,            -33746,          1467922,            783380,            684542,         19.31
94/02,1560,中砂,          1167883,            223831,          2002571,            166892,             86703,          1091010,            421389,            422128,            795000,            389817,            530061,             -1525,          3647880,          1934527,          1713353,         25.35
94/02,1568,倉佑,            422895,            141846,            741816,                  0,            176260,            447151,            320290,              8532,            528660,            103363,             81430,             -6609,          1482817,            775973,            706844,         14.71
94/02,1603,華電,          2414529,          1189479,          3524180,                  0,            463313,          3230642,             42591,          1067039,          3423000,          1843490,         -1769969,           -245292,          7591501,          4340272,          3251229,         11.46
94/02,1604,聲寶,          8146708,          8660925,          3490562,            513214,            579403,          4476664,          2750000,          1709953,         13100000,          2489230,         -1259849,         -1875186,         21390812,          8936617,         12454195,         10.01
94/02,1605,華新,         15717130,         39888392,         14736136,                  0,            422337,          9849628,          5400000,            977103,         33109133,         15430850,          6185344,           -188063,         70763995,         16226731,         54537264,         18.25
94/02,1608,華榮,          3130127,          2168669,          2675387,             60750,            727608,            641031,                  0,            821695,          6327735,            937793,            163681,           -129394,          8762541,          1462726,          7299815,         12.28
94/02,1609,大亞電線,          4320649,          3389301,          2911415,             72534,            170232,          2226570,          1760000,            551443,          5081423,            745563,            982551,           -483419,         10864131,          4538013,          6326118,         14.46
94/02,1611,中電,          2509665,          1399626,          1778095,             28743,            148032,            788932,                  0,            335185,          3601108,            313512,            831664,             -6240,          5864161,          1124117,          4740044,         13.17
94/02,1612,宏泰,          2859287,            803733,          1618165,                  0,            144592,          1064697,                  0,             28049,          3298631,            176500,            882905,            -25005,          5425777,          1092746,          4333031,         13.14
94/02,1613,台一,          1468089,            744145,          4234237,                  0,            962809,          5825309,            135432,            175646,          2474399,              7204,         -1228734,             20024,          7409280,          6136387,          1272893,          5.14
94/02,,,,,,,,,,,,,,,,,,
94/02,1614,三洋電,          5843532,            519478,            853156,                  0,            816365,          2318456,                  0,            572845,          3166040,             84808,          1990774,           -100392,          8032531,          2891301,          5141230,         16.88
94/02,1615,大山,          1055157,            165998,            879166,             20842,            168352,            841428,            288797,            108566,            968500,             28591,             53633,                  0,          2289515,          1238791,          1050724,         11.91
94/02,1616,億泰,          1604164,            832575,            761728,                876,            111296,            950134,            428951,             47290,          1319551,            269738,            370612,            -75637,          3310639,          1426375,          1884264,         15.18
94/02,1617,榮星電線,          1909424,            785513,            624656,             24066,             36270,          1393071,            300557,            176831,          1134818,            105999,            314887,            -46234,          3379929,          1870459,          1509470,         13.30
94/02,1618,合機公司,          1742722,            596909,          2700081,                  0,             57813,          1536886,            463897,             58772,          2082318,            667252,            308320,            -19920,          5097525,          2059555,          3037970,         15.90
94/02,1701,中化,          1555083,          1195587,          2513264,             45870,            118697,          1140615,            138000,            281305,          2709828,            645744,            603473,            -90464,          5428501,          1559920,          3868581,         14.95
94/02,1702,南僑化工,            736210,          2283814,          1811001,             45394,            250590,            714562,          1496140,            417909,          2941330,            640194,            -66227,         -1016899,          5127009,          2628611,          2498398,         10.28
