年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,流動負債,長期負債,其他負債,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,每股淨值(註一)
94/04,1227,佳格,          2264982,          2520096,          1266464,                  0,            323410,          1188872,            854000,             19661,          3209184,             19506,          1011737,             71992,          6374952,          2062533,          4312419,         13.54
94/04,1229,聯華實業,          1390936,         10031161,            923714,             19568,            425917,          1038512,            900000,            270740,          6651703,            623330,          3244627,            129593,         12791296,          2209252,         10582044,         16.09
94/04,1231,聯華食品,          1401296,            485233,            669701,             25249,            184508,            645335,            398008,             57762,          1154190,             76975,            441831,             -8114,          2765987,          1101105,          1664882,         14.42
94/04,1232,大統益,          1593291,            653378,          1484655,              1511,             17969,          1040107,            409668,              6456,          1599749,             23784,            671040,                  0,          3750804,          1456231,          2294573,         14.34
94/04,1233,天仁,            595057,             56619,            898490,             34726,             98204,            420273,                  0,            150356,            879533,             11908,            263080,            -42054,          1683096,            570629,          1112467,         13.13
94/04,1234,黑松,          1003332,          6856439,          2528796,             67157,            181649,            411643,                  0,            954537,          5358281,          2167653,          1749494,             -4235,         10637373,          1366180,          9271193,         17.30
94/04,1235,興泰,            522541,            114591,            146862,                  0,             71203,            193153,                  0,             81161,            443948,             80870,            120678,               -445,            855197,            274314,            580883,         14.71
94/04,1236,宏亞食品,            687971,            240996,            753480,              9072,             97022,            607127,                  0,            118955,            751598,             33396,            277431,                 34,          1788541,            726082,          1062459,         14.14
94/04,1301,台塑,         55012462,        100391825,         71670769,            619058,          5051566,         22766311,         53833108,          5688967,         55538559,         12213349,         80916029,          1789357,        232745680,         82288386,        150457294,         27.09
94/04,1303,南亞塑膠,         85116406,        156783267,         76197905,          2575342,          2758174,         46722483,         66359815,         14973697,         74015445,         14751368,        102893321,          3716910,        323431094,        128055995,        195375099,         26.40
94/04,1304,台聚,          7719153,          6068955,          1101614,            158259,            697583,          2253715,          2600000,            729464,          7714032,            429405,          2136316,             -8296,         15745564,          5583179,         10162385,         13.87
94/04,1305,華夏,          4441551,          2057412,          2747311,            200902,            296825,          1603295,          2000000,          1394714,          4248035,            947833,           -379489,            -70387,          9744001,          4998009,          4745992,         11.17
94/04,,,,,,,,,,,,,,,,,,
94/04,1307,三芳化工,          2254523,          2027877,          1539484,                  0,            138949,          1054140,          1048032,            333373,          2504083,            223818,            876161,            -78774,          5960833,          2435545,          3525288,         14.08
94/04,1308,亞聚,          2042852,          1905905,            547054,             23960,            672489,            500890,                  0,            268118,          2609316,            572727,          1307775,            -66566,          5192260,            769008,          4423252,         16.95
94/04,1309,台達化工,          3764096,          1050840,          1613542,             18638,            497885,            714545,          1800000,            503431,          2705005,            676021,            646267,           -100268,          6945001,          3017976,          3927025,         14.52
94/04,1310,台苯,          3106513,          4198770,          1103816,                  0,            280175,          2516836,            550000,            257252,          5665293,            300072,            447755,         -1047934,          8689274,          3324088,          5365186,         10.88
94/04,1312,國喬石化,          2513471,          5871824,          4728694,             60757,            146547,          2221759,          3335000,          1302929,          6598242,            991846,           -805025,           -263617,         13321293,          6859688,          6461605,          9.94
94/04,1313,聯成,          2301408,          9483485,          1768402,                  0,             62890,            932752,          1500000,            854719,          7558931,            734914,          2011832,            225494,         13616185,          3287471,         10328714,         14.02
94/04,1314,中石化,          6735203,          7599354,         23316930,                  0,          6378493,          4486698,         16756655,          4637305,         16899995,          1686830,          1199709,         -1637212,         44029980,         25880658,         18149322,         10.74
94/04,1315,達新工業,          2168011,            843744,          1125853,             34080,          1110034,            630089,            350000,            515774,          2295000,            610690,            948759,            -12675,          5281722,          1495863,          3785859,         17.09
94/04,1316,上曜,            190328,            457999,            176715,                  0,            251429,            274380,                  0,             37792,            701661,            105303,            -48014,              5349,          1076471,            312172,            764299,         10.89
94/04,1319,東陽,          2630613,          4071759,          4224924,             65377,            533804,          2090538,          1637868,            431469,          4135413,          1409490,          1956208,             67148,         11526477,          4159875,          7366602,         18.40
94/04,1321,大洋,          1375269,          1555995,          1060043,             82408,            424998,            724794,             80000,            391065,          2184887,            127598,          1024389,              2169,          4498713,          1195859,          3302854,         15.56
94/04,1323,永裕,            574590,            430115,            658255,              5489,             24646,            421890,            291109,             41008,            750918,             64126,            118066,              9864,          1693095,            754007,            939088,         12.61
94/04,1324,地球工業,            839348,            139503,            254480,                  0,             17436,            323672,                  0,             16308,            729339,                  0,            178831,              2617,          1250767,            339980,            910787,         12.49
94/04,1325,恒大,            324668,            175022,            770953,              1324,             60338,             85631,                  0,             80981,            891110,             52786,            217919,              3878,          1332305,            166612,          1165693,         13.08
94/04,1326,台化,         55770063,         93785406,         81399052,            642978,          5158097,         30291569,         43574517,          5842525,         53638157,          9471340,         94043611,           -106123,        236755596,         79708611,        157046985,         29.28
94/04,,,,,,,,,,,,,,,,,,
94/04,1402,遠東新,         15612426,         87305008,         16286700,            733080,          1606739,         12803648,         29509465,          3401954,         41036333,         16893880,         18242758,           -344085,        121543953,         45715067,         75828886,         18.48
94/04,1409,新纖,          7825209,         11669849,          9747973,                  0,            705877,          6520750,          5590672,          2720749,         13253409,          1423358,            563323,           -123353,         29948908,         14832171,         15116737,         11.41
94/04,1410,南染,            346116,            151499,            796276,                465,             94810,             43928,                  0,            218236,            900000,            304111,            -77109,                  0,          1389166,            262164,          1127002,         12.52
94/04,1413,宏洲纖維,          1464491,             27931,          2429719,                  0,             67649,          1539031,            122722,            290758,          2836457,            431521,         -1215659,                  0,          3989790,          1952511,          2037279,          7.27
94/04,1414,東和,          1026011,            226239,          3569857,             64490,            373245,          2511250,            306694,            832474,          2200000,            368550,           -832097,           -127029,          5259842,          3650418,          1609424,          7.32
94/04,1416,廣豐,          1178783,          4570755,          1413805,             13163,            168545,          1521042,          1078098,             51696,          5497834,            940961,         -1839758,            218032,          7345051,          2650836,          4694215,         10.03
94/04,1417,嘉裕,          1498760,          1847797,            932995,             40776,            448396,            957590,                  0,            228624,          3798837,            683415,           -693955,           -205787,          4768724,          1186214,          3582510,          9.43
94/04,1418,東華,          1180052,            323168,          1644956,             56238,            517821,          1102256,                  0,            612291,          2638553,            269203,           -816358,             -7499,          3722235,          1714547,          2007688,          8.37
94/04,1419,新紡,            806026,          2578115,          2942510,              8916,             92069,          1621739,                  0,            575661,          2904000,            548602,          1245080,           -311580,          6427636,          2197400,          4230236,         15.18
94/04,1423,利華羊毛,          1273566,            445159,            987818,                  0,             28502,             42547,              2502,            296137,          1793000,            535800,            -16162,             82564,          2735045,            341186,          2393859,         13.37
94/04,1432,大魯閣,          1192978,            862205,              9411,                  0,          1026392,          2406616,                  0,            353539,            538703,            967010,           -751902,           -311078,          3090986,          2760155,            330831,          6.60
94/04,1434,福懋興業,         12244698,         16085883,          7829736,             82738,          1619647,          5316225,          8618108,            729877,         16516320,             23561,          6918135,           -233036,         37862702,         14664210,         23198492,         14.07
94/04,1435,中福國際,            149131,            736277,            537482,                  0,             97139,            257526,                  0,            145278,          1397801,              6253,            -87234,            388697,          1520029,            402804,          1117225,         10.01
94/04,1436,華友聯,          2770581,            334661,              9823,             15224,            609470,             29803,                  0,             27993,          3300000,            448161,            170239,           -101997,          3739759,             57796,          3681963,         12.08
94/04,1437,勤益投控,          1049284,          2021566,            850144,             45373,            517666,            930563,          1146393,             65395,          1557173,          1159012,           -377439,              3329,          4484033,          2142351,          2341682,         15.04
94/04,,,,,,,,,,,,,,,,,,
94/04,1438,裕豐,            245706,             25731,            189581,                  0,            554536,            559494,                  0,            230987,          1024115,            256447,         -1045290,             -4612,          1015554,            790481,            225073,          2.37
94/04,1439,中和羊毛,            565728,            680145,            735238,             20849,             19613,            256781,                  0,            415586,            920000,            410400,             50327,            -31521,          2021573,            672367,          1349206,         14.67
94/04,1440,南紡,          3834196,         11120322,          8846706,             98304,          4634757,          2869692,                  0,          4693352,         14935240,          4424072,          2478050,           -866121,         28534285,          7563044,         20971241,         14.04
94/04,1441,大東紡織,            788588,            480062,            823412,             11853,             57779,            950154,            236827,            309632,          1079004,            144893,           -595665,             39993,          2161694,          1496613,            665081,          6.24
94/04,1442,名軒,          1696557,            387467,            107972,             12442,              8401,            819871,            153316,             12607,          2197053,             66208,         -1036214,                  0,          2212839,            985794,          1227045,          5.58
94/04,1443,立益紡織,          1353320,            519898,          2099720,              2915,            708218,          1547768,            309333,            447855,          3010900,            415919,           -930098,            -73574,          4684071,          2304956,          2379115,          8.65
94/04,1444,力麗,          3948173,          2639410,          5002696,                  0,            310014,          3108722,          1327867,            154887,          7314000,          2099472,         -1320059,           -296371,         11900293,          4591476,          7308817,         10.94
94/04,1445,大宇紡織,          1181957,             89550,          1224515,             10583,             16463,            284724,            257242,            177591,          1795510,             99196,            122234,           -121690,          2523068,            719557,          1803511,         11.08
94/04,1446,宏和,            591684,            917534,          1125299,                  0,            361807,            570816,            515474,             16510,          2238702,            297239,           -734821,             92404,          2996324,          1102800,          1893524,          8.46
94/04,1447,力鵬,          4733523,          1607882,          6230728,                  0,            305882,          4017634,          1915449,            149202,          5706875,          2092886,            804569,         -1808600,         12878015,          6082285,          6795730,         11.91
94/04,1449,佳和實業,          2656700,          1619936,          2267185,             73095,            123272,          1546634,          1342663,            689056,          4477419,            986888,           -974006,           -983078,          6740188,          3578353,          3161835,         10.64
94/04,1451,年興紡織,          6014383,          6541459,            971977,             29910,            166937,          1903749,            899855,            436679,          5983691,            377195,          4066598,             56899,         13724666,          3240283,         10484383,         17.52
94/04,1452,宏益,          1104694,            438651,            596069,                  0,             79073,            236459,                  0,             50182,          1581167,            212842,            282999,           -145162,          2218487,            286641,          1931846,         12.22
94/04,1453,大將,            302775,            231741,            160203,                  0,            116143,            383986,                  0,            111466,            797734,             83210,           -528153,                  0,            810862,            495452,            315410,          4.08
94/04,1454,台富,            829100,            110349,          1083126,                  0,            153570,            448297,             80000,             83865,          1541397,            101189,             12244,              5170,          2176145,            612162,          1563983,         11.65
94/04,,,,,,,,,,,,,,,,,,
94/04,1455,集盛,          3023992,            367697,          5886913,              4541,            488628,          2753222,          1301025,             80359,          4720904,            414856,            506634,             -5229,          9771771,          4134606,          5637165,         11.94
94/04,1456,怡華,          1765943,            832960,          2719075,              8996,             65610,          2230490,          1236137,            731667,          2236560,            266221,           -495061,           -813430,          5392584,          4198294,          1194290,          5.34
94/04,1457,宜進,          1519356,          1441808,          1808303,                  0,          1236349,          2140538,            673076,             58461,          3653200,            413375,           -812027,              3051,          6005816,          2872075,          3133741,          9.66
94/04,1459,聯發紡織,            962301,          1179459,          3444127,                  0,            371274,            953322,          1250000,             73830,          3705340,            514111,            270193,           -429613,          5957161,          2277152,          3680009,         11.19
94/04,1460,宏遠,          3170176,          1887115,          2540762,             21322,            118499,          1600487,            727172,            176972,          4907020,            435413,            290585,           -170346,          7737874,          2504631,          5233243,         11.43
94/04,1463,強盛染整,            550724,          1090148,            611135,              5699,             26172,            132364,                  0,             99261,          1937897,            124633,            131580,            103079,          2283878,            231625,          2052253,         12.27
94/04,1464,得力實業,            548408,          1021209,            957879,                  0,             31634,            305731,            157500,            160342,          1755960,            306327,           -142721,             15991,          2559130,            623573,          1935557,         11.02
94/04,1465,偉全實業,            898651,            476434,            443091,              4374,             26213,            261380,                  0,             33989,            863394,            353488,            347461,            -10949,          1848763,            295369,          1553394,         17.99
94/04,1466,聚隆,            746471,                  0,          1178655,                  0,            100580,          1020147,            505158,             33638,            715978,                  0,           -248562,                  0,          2025706,          1558943,            466763,          6.53
94/04,1467,南緯實業,          1506847,          1248181,            616834,             23051,            250365,            854003,            845980,            141356,          1379698,            164044,            320334,            -60137,          3645278,          1841339,          1803939,         13.07
94/04,1468,昶和纖維,          1374444,            369659,          1018521,                  0,             37751,            625180,            292424,              6350,          1604053,             34870,            239547,             -2049,          2800375,            923954,          1876421,         11.70
94/04,1469,理隆纖維,            609046,            121793,          1335128,              2129,             68734,            516443,                  0,              9127,          1246000,            455920,            -83231,             -7429,          2136830,            525570,          1611260,         12.93
94/04,1470,大統染,            367835,            102421,            394865,                  0,             27789,            104897,                  0,             25528,            857670,              6985,            -84980,                682,            892910,            130425,            762485,          9.15
94/04,1471,首利,          2107183,            564517,            332607,                  0,             12637,          1276053,                  0,             11877,          1276239,            140668,            296316,             15791,          3016944,          1287930,          1729014,         13.55
94/04,1472,三洋紡,            337560,            310227,            635863,                  0,             39928,            128028,                  0,             20414,            875000,            482360,           -133939,             -3044,          1323578,            148442,          1175136,         14.49
94/04,,,,,,,,,,,,,,,,,,
94/04,1473,台南企業,          1580237,          2918463,            521068,             14002,             93452,            623572,          1149440,            168547,          1252839,            532701,          1395849,              4274,          5127222,          1941559,          3185663,         25.43
94/04,1474,弘裕,          1854055,            176517,            757021,              3066,             85562,          1157290,            128556,             68172,          1214443,             57784,            251215,             -1239,          2876221,          1354018,          1522203,         12.53
94/04,1475,本盟光電,            463999,            182648,            656218,                  0,             68925,            712546,             17540,                 73,            957197,            355000,           -674558,              3992,          1371790,            730159,            641631,          6.70
94/04,1476,儒鴻,          1615234,            637716,            809029,                  0,            144952,            984582,            180000,             76127,          1291793,            138061,            535358,              1010,          3206931,          1240709,          1966222,         15.22
94/04,1477,聚陽實業,          3482406,            738450,             45609,              6313,             25193,          2108974,                  0,              8047,          1225820,            147614,            825301,            -17785,          4297971,          2117021,          2180950,         17.79
94/04,1503,士電,          6853828,          5342153,          4692260,             38572,            180814,          4644536,            810657,          1212342,          5209722,          2691359,          2527720,             11291,         17107627,          6667535,         10440092,         20.04
94/04,1504,東元電機,         14542974,         32233991,          3896683,            410159,          3176157,         11555635,          9226149,          1623991,         19177609,          8476323,          4848580,            376426,         54259964,         22405775,         31854189,         17.40
94/04,1506,正道,            699562,            891694,            521717,             32738,            456091,          1046848,             82622,            354562,          1022516,            223966,            -98057,            -30655,          2601802,          1484032,          1117770,         10.93
94/04,1507,永大機電,          3486500,          4158937,          1559738,            125674,            897601,          1421753,            466300,            590348,          4108200,            221275,          3631583,           -184458,         10228450,          2478401,          7750049,         18.96
94/04,1512,瑞利,          2203793,            330051,          2227419,              7863,             77823,          1504902,            854332,            242673,          1765073,            273539,            206316,                114,          4846949,          2601907,          2245042,         12.72
94/04,1513,中興電,          7877983,          1828742,          3105088,            112448,            617257,          6008806,            341272,            931088,          4800000,            797511,          1241969,            -23946,         13541518,          7281166,          6260352,         15.75
94/04,1514,亞力電機,          2122592,            608462,          1049564,             37614,            160427,          1145617,            108200,            279174,          2010670,            405444,            115173,              3778,          3978659,          1532991,          2445668,         12.94
94/04,1515,力山,          2571626,          1395436,          1530510,             29730,            506860,          2741662,            447610,            305169,          2522103,            234841,             90241,            -13572,          6034162,          3494441,          2539721,         11.17
94/04,1516,川飛,            225307,            535133,            186084,                  0,            145623,            285221,              7291,             27926,            923500,                  0,           -202411,             51300,          1092147,            320438,            771709,          8.37
94/04,1517,利奇機械,          1820053,            748858,            498668,                  0,             36137,            562846,                  0,             83075,          2368240,             77195,            104212,             27543,          3103716,            645921,          2457795,         10.79
94/04,,,,,,,,,,,,,,,,,,
94/04,1519,華城電機,          3132101,            293232,          1536803,             10378,             93842,          2664842,             40000,            166595,          2059024,             69551,            186050,            -80181,          5066356,          2871437,          2194919,         10.81
94/04,1521,大億,          1490510,             87498,          1081973,             16216,             49781,          1136188,            148327,            101814,            762300,            109052,            506863,            -38566,          2725978,          1386329,          1339649,         17.57
94/04,1522,堤維西,          3912242,          1675009,          5037372,             25777,            198381,          2941987,          3842212,            220473,          2449618,          1189727,            256980,            -46421,         10848781,          7004672,          3844109,         15.74
94/04,1524,耿鼎企業,          1269963,            123659,          2544168,                  0,              2080,          1058420,            969819,             23148,          1478714,            220379,            278933,            -52362,          3939870,          2051387,          1888483,         13.20
94/04,1525,江申工業,            884622,            555046,            605360,                  0,             35476,            460718,                  0,            180800,            553091,            170884,            710397,              4614,          2080504,            641518,          1438986,         26.02
94/04,1526,日馳,            291714,             25511,            573444,                240,            104146,            425210,             94595,             70531,            561270,                  0,           -161196,              4645,            995055,            590336,            404719,          7.21
94/04,1527,鑽全,          3169697,          1891173,          1754750,                363,             10011,          2495348,          1000000,             21407,          1524951,                305,          1788943,             -4960,          6825994,          3516755,          3309239,         21.70
94/04,1528,恩德,          1584426,            311014,            397165,             25818,             63583,            717227,            433908,             67653,            828462,            189421,            141728,              3607,          2382006,          1218788,          1163218,         14.04
94/04,1529,樂士,          2071714,             44591,            330568,              8236,            523634,          1744492,            266401,             25339,            889090,             38670,             15862,             -1111,          2978743,          2036232,            942511,         10.60
94/04,1530,亞崴機電,          1618603,            259709,            374573,                150,             29936,          1140946,                  0,             41640,            585319,              7247,            513108,             -5289,          2282971,          1182586,          1100385,         18.93
94/04,1531,高林股,          2401012,          1656921,            342780,              4364,              1525,            941201,                  0,            390590,          1460444,            341177,          1237933,             35257,          4406602,          1331791,          3074811,         21.05
94/04,1532,勤美,          2530494,          3625968,            662310,             11222,              8246,          1669600,            840739,            133890,          1834518,          1170040,          1076155,            134085,          6838240,          2644229,          4194011,         23.07
94/04,1533,車王電,          1344609,            863584,            791833,             19295,             81255,            715755,            800000,             11271,            961185,            268367,            341703,              2295,          3100576,          1527026,          1573550,         16.37
94/04,1535,中宇,          2928010,            217794,            127169,                  0,             29877,          2139578,                  0,             28790,            901474,             18201,            215514,               -707,          3302850,          2168368,          1134482,         12.58
94/04,1536,和大工業,          1227885,            354724,          1686522,             16415,             50009,            849048,          1093022,             70607,            860076,            171331,            304794,             16424,          3335555,          2012677,          1322878,         15.53
94/04,,,,,,,,,,,,,,,,,,
94/04,1537,廣隆光電,            603082,            480782,            319678,                  0,              5684,            280241,             16300,             51626,            660000,            267146,            153738,            -19825,          1409226,            348167,          1061059,         16.08
94/04,1538,正峰新,          2059528,          1404379,            837242,            172369,            184516,          1256362,          1252440,             67618,          1151276,            291977,            612791,             25570,          4658034,          2576420,          2081614,         18.08
94/04,1539,巨庭機械,            999439,            137429,            366438,                  0,             48701,            832157,                  0,             13345,            648000,             75000,              3123,            -13716,          1552007,            845502,            706505,         10.97
94/04,1540,喬福機械,            959089,             13753,            439520,                374,              6489,            366178,            200000,              6336,            619374,             97695,            160460,               -618,          1419225,            572514,            846711,         14.72
94/04,1541,錩泰,            953621,                  0,            522595,             36338,             26514,            810559,                  0,              7201,            682778,                523,             38007,                  0,          1539068,            817760,            721308,         10.56
94/04,1558,伸興,            599157,            835322,            153282,             26066,              5186,            658933,             19753,            183325,            356692,                314,            400004,                 -8,          1619013,            862011,            757002,         21.22
94/04,1560,中砂,          1403562,             35604,          3934651,            151943,            235140,          1244096,          1053336,            381823,            984640,          1269513,            827492,                  0,          5760900,          2679255,          3081645,         31.30
94/04,1568,倉佑,            542649,            169066,            756240,                  0,             89754,            302741,            519598,              8482,            529551,            103363,             92995,                979,          1557709,            830821,            726888,         13.75
94/04,1582,信錦,            383557,            226229,             28423,             15598,              4324,            241893,                  0,             44597,            250000,                  0,            105700,             15941,            658131,            286490,            371641,         14.87
94/04,1603,華電,          2295265,          1173423,          3476687,                  0,            476703,          3203900,             30702,            909555,          3423000,          1843490,         -1752035,            -41829,          7422078,          4144157,          3277921,         11.56
94/04,1604,聲寶,          7762049,          7086152,          3362028,            312135,            590773,          4754525,          2750000,          1719418,         13100000,          2459293,         -5045301,            -59296,         19113137,          9223943,          9889194,          7.94
94/04,1605,華新,         12909070,         39469675,         14686997,                  0,            418473,          8262089,          4800000,          1058379,         33109133,         15413042,          7037712,         -1426234,         67484215,         14120468,         53363747,         16.52
94/04,1608,華榮,          3175318,          2099248,          2662006,             43858,            772737,            566396,                  0,            793182,          6327735,            941448,            251001,            -68235,          8753167,          1359578,          7393589,         12.44
94/04,1609,大亞電線,          4264726,          3560940,          2879518,             67699,            181573,          2060433,          1850449,            549227,          5081423,            762937,          1189628,           -259783,         10954456,          4460109,          6494347,         14.41
94/04,1611,中電,          2623777,          1637377,          1732613,             20285,            166916,            757670,                  0,            335682,          3601108,            421503,          1060770,              4931,          6180968,          1093352,          5087616,         14.13
94/04,,,,,,,,,,,,,,,,,,
94/04,1612,宏泰,          2969996,            852259,          1555182,                  0,            150828,            927235,                  0,             18019,          3298631,            200773,          1090130,             -6523,          5528265,            945254,          4583011,         13.89
94/04,1613,台一,          1474767,            815028,          4031745,                  0,            941236,          5615681,            135371,            178994,          2000000,              7204,           -724061,             49587,          7262776,          5930046,          1332730,          6.66
94/04,1614,三洋電,          4097064,          1491165,            874135,                  0,            811680,          1339577,                  0,            607982,          3166040,             84808,          2176029,                  0,          7274044,          1947559,          5326485,         17.49
94/04,1615,大山,          1012684,            177249,            854086,             17699,            156666,            753687,            287500,            107422,            968500,                  0,             72684,             28591,          2218384,          1148609,          1069775,         11.05
94/04,1616,億泰,          1853850,            935587,            737101,                  0,            110652,          1172261,            450157,             71103,          1319551,            270945,            405166,            -38127,          3637190,          1693521,          1943669,         15.21
94/04,1617,榮星電線,          2156585,            809960,            606060,             22272,             36261,          1241035,            651825,            176385,          1134818,            105771,            347750,            -26446,          3631138,          2069245,          1561893,         13.76
94/04,1618,合機公司,          1718740,            754408,          2633158,                  0,             66065,          1615706,            421142,             53375,          2082318,            667252,            353431,            -20853,          5172371,          2090223,          3082148,         14.80
