年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,流動負債,長期負債,其他負債,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,每股淨值(註一)
92/02,,,,,,,,,,,,,,,,,,
92/02,1438,裕豐,            171841,            298750,            110791,              1263,            828625,            674914,                  0,            380074,          1024115,            109051,           -646460,           -130424,          1411270,          1054988,            356282,          3.47
92/02,1439,中和羊毛,            634668,            638604,            798512,             33447,             87283,            256718,                  0,            632286,          1085400,            196640,             62091,            -40621,          2192514,            889004,          1303510,         12.00
92/02,1440,南紡,          5819463,          8245327,         10044836,            642082,          4911905,          3216239,          1098961,          6718160,         14935240,          1839095,          1932937,            -77019,         29663613,         11033360,         18630253,         12.47
92/02,1441,大東紡織,          1035204,            798208,          1078672,             31641,             88610,          1252730,            166080,            471381,          1625006,            162712,           -673492,             27918,          3032335,          1890191,          1142144,          7.02
92/02,1442,名軒,            732092,            187136,             96230,             59048,            187965,            150584,            306992,             41266,            995790,             96737,           -321586,             -7312,          1262471,            498842,            763629,          7.66
92/02,1443,立益紡織,            901555,            965813,          2190506,                  0,            902599,          1377027,            226045,            501064,          3010900,            212251,           -289819,            -76995,          4960473,          2104136,          2856337,          9.48
92/02,1444,力麗,          1844917,          2298067,          5833259,                  0,            627099,          1906483,          1079284,            121523,          7314000,          2093884,           -195376,         -1716456,         10603342,          3107290,          7496052,         10.24
92/02,1445,大宇紡織,            911236,            306605,          1528650,             16931,             43452,            407522,            330404,            171180,          1795510,             91983,            297777,           -287502,          2806874,            909106,          1897768,         11.09
92/02,1446,宏和,          1126028,          1475514,          1558633,                  0,            284795,          1411085,            301438,             17367,          2216537,            297239,             59468,            141836,          4444970,          1729890,          2715080,         12.24
92/02,1447,力鵬,          2495077,          1737053,          6256339,                  0,            196232,          2744075,          1342315,            111180,          5706875,          2093081,            437366,         -1750191,         10684701,          4197570,          6487131,         11.36
92/02,1449,佳和實業,          2307136,          2891536,          3511543,             64835,          1162897,          1721455,          2672371,          1136145,          6668541,            697700,         -1287962,         -1670303,          9937947,          5529971,          4407976,          6.94
92/02,1451,年興紡織,          1824812,          8809077,            903559,                  0,            190686,          1682725,            288800,            123451,          5983691,            389361,          2846361,            413745,         11728134,          2094976,          9633158,         16.09
92/02,1452,宏益,            676039,            756302,            688109,                  0,            109079,            170191,                  0,             92743,          1772900,            133438,            313456,           -253199,          2229529,            262934,          1966595,         11.09
92/02,1453,大將,            388236,            547803,            183465,                  0,            438157,            624861,                  0,            150753,          1493884,                  0,           -674456,            -37381,          1557661,            775614,            782047,          5.23
92/02,1454,台富,            964766,            160114,          1301168,              9888,            164298,            712546,            155050,             81117,          1496502,            149959,             69761,            -64701,          2600234,            948713,          1651521,         11.58
92/02,,,,,,,,,,,,,,,,,,
92/02,1455,集盛,          1879088,            784514,          4395682,                  0,            446730,          1563371,            500000,             52746,          4222633,            424975,            740427,              1862,          7506014,          2116117,          5389897,         13.27
92/02,1456,怡華,          2415491,          1265872,          2921796,             26996,             95565,          3227353,            934773,            925144,          2904623,             52160,           -538248,           -780085,          6725720,          5087270,          1638450,          5.64
92/02,1457,宜進,          1663675,          2131196,          2371661,                  0,          1535043,          2720596,            911846,             58998,          3723200,            419069,           -102007,            -30127,          7701575,          3691440,          4010135,         10.77
92/02,1459,聯發紡織,            901034,            907223,          3705294,                  0,            197845,            829699,            800000,             15373,          3561543,            604540,            525899,           -625658,          5711396,          1645072,          4066324,         11.75
92/02,1460,宏遠,          3251330,          2009332,          3188675,                  0,             80695,          1697971,            898769,             92035,          4670684,            616747,            889247,           -335421,          8530032,          2688775,          5841257,         12.50
92/02,1463,強盛染整,            511213,          1054939,            786015,                  0,             29446,            247042,                  0,            108681,          1983207,            206562,            105271,           -269150,          2381613,            355723,          2025890,         10.21
92/02,1464,得力實業,          1030737,            840700,          1287908,                  0,             36647,            366170,            698625,            129912,          2396194,             24046,            260014,           -678969,          3195992,          1194707,          2001285,          8.35
92/02,1465,偉全實業,            969475,            395973,            498351,                  0,             10883,            343004,                  0,             24048,            893394,            347784,            267922,             -1470,          1874682,            367052,          1507630,         16.87
92/02,1466,聚隆,            553394,                  0,          1623515,                  0,            317713,          1320648,            629652,             23489,            715978,                  0,           -195145,                  0,          2494622,          1973789,            520833,          7.27
92/02,1467,南緯實業,          1204461,          1411277,            474690,             49811,            107342,          1457325,            381891,            111232,          1007107,            144602,            102392,             43032,          3247581,          1950448,          1297133,         12.87
92/02,1468,昶和纖維,          1237880,            352877,          1224994,                  0,             49576,            863339,             53502,              3302,          1604053,             26753,            304622,              9756,          2865327,            920143,          1945184,         12.12
92/02,1469,理隆纖維,            825279,            538642,          1398363,              4150,             74806,            753028,             50000,              4527,          1246000,            455920,            359123,            -27358,          2841240,            807555,          2033685,         16.32
92/02,1470,大統染,            343937,            190629,            556770,                  0,             21580,            274281,                  0,             20088,            857670,              6918,             -4604,            -41437,          1112916,            294369,            818547,          9.54
92/02,1471,首利,          1055518,            137836,          1115909,                  0,             68412,          1073874,                  0,                  6,          1171280,            140668,             -8153,                  0,          2377675,          1073880,          1303795,         11.13
92/02,1472,三洋紡,            428049,            322568,            659107,                  0,             36532,            275228,                  0,             23167,            690000,            412139,             90034,            -44312,          1446256,            298395,          1147861,         16.63
92/02,,,,,,,,,,,,,,,,,,
92/02,1473,台南企業,          1008333,          2593310,            556599,             28495,             28240,            692423,            480000,            161904,          1228948,            519647,            980409,            151646,          4214977,          1334327,          2880650,         23.53
92/02,1474,弘裕,          1470750,             39940,            566178,              3513,            121194,            877633,            173048,             63132,            886092,             47756,            153914,                  0,          2201575,          1113813,          1087762,         13.29
92/02,1475,本盟光電,            748926,             32517,            854963,                  0,             48945,          1058920,            117727,              8204,            976721,                  0,           -476580,                359,          1685351,          1184851,            500500,          5.12
92/02,1476,儒鴻,          1162837,            187007,            845546,              4835,            122114,            874864,            140000,             47687,            912108,             67665,            292793,            -12778,          2322339,          1062551,          1259788,         13.81
92/02,1477,聚陽實業,          2659755,            711500,             65652,             11495,             21792,          1890499,                  0,            102747,            973290,            137141,            351981,             14536,          3470194,          1993246,          1476948,         18.36
92/02,1503,士電,          6921901,          3721009,          5144690,             74146,            296206,          5748877,            132662,          1217970,          5209722,          2651380,          2052629,           -855288,         16157952,          7099509,          9058443,         17.38
92/02,1504,東元電機,         12909901,         33476161,          6566090,            192374,          5078152,         11251590,         13272802,          2684344,         18980933,          7952811,          4226331,           -146133,         58222678,         27208736,         31013942,         16.33
92/02,1506,正道,            554492,            953767,            657600,             64583,            382983,            967508,             73000,            473353,          1022516,            151978,            -54739,            -20191,          2613425,          1513861,          1099564,         10.75
92/02,1507,永大機電,          3045546,          3176846,          2325071,            165447,            845152,          1281729,            671800,            429848,          4108200,            207809,          2926609,            -67933,          9558062,          2383377,          7174685,         17.46
92/02,1512,瑞利,          1478792,            167460,          2173609,              8955,             56223,          1013322,            595000,            261542,          1765073,            194335,             53781,              1986,          3885039,          1869864,          2015175,         11.41
92/02,1513,中興電,          5671152,          1297180,          2723319,            179508,          1122746,          3799688,            433401,            833968,          5072973,            620903,            474980,           -242008,         10993905,          5067057,          5926848,         11.68
92/02,1514,亞力電機,          2332876,            584827,            879755,              1754,            130189,          1399297,            155200,            184240,          2019870,            191178,             77520,            -97904,          3929401,          1738737,          2190664,         10.84
92/02,1515,力山,          2813976,          1304161,          1943290,             43030,            321132,          2029692,          1030887,            301871,          2522102,            231293,            351011,            -41267,          6425589,          3362450,          3063139,         12.26
92/02,1516,川飛,            434432,            836985,            259797,              1275,             54386,            483121,             45480,             34936,          1542362,             19605,           -603064,             64435,          1586875,            563537,          1023338,          6.63
92/02,1517,利奇機械,          1625872,            595543,            574475,                  0,             49803,            397796,                  0,             76053,          2312673,            375490,           -363805,             47486,          2845693,            473849,          2371844,         10.25
92/02,,,,,,,,,,,,,,,,,,
92/02,1519,華城電機,          2464739,            360001,          1516474,             16606,             85267,          2160626,                  0,            115740,          2201194,             29419,            264888,           -328780,          4443087,          2276366,          2166721,          9.84
92/02,1521,大億,          1115239,            178012,            972936,             32388,             83765,            949550,            135614,            143404,            762300,             60472,            319112,             11888,          2382340,          1228568,          1153772,         15.13
92/02,1522,堤維西,          3208276,          1765088,          3919642,             25776,            149710,          4673677,            390697,            156376,          1923813,          1137047,            791005,             -4123,          9068492,          5220750,          3847742,         21.00
92/02,1524,耿鼎企業,          1041220,            147165,          1818846,                  0,              5228,          1322047,            240616,             15645,          1158694,            181503,            183490,            -89536,          3012459,          1578308,          1434151,         12.99
92/02,1525,江申工業,            736765,            302482,            318972,                  0,             24127,            281950,                  0,            112740,            457100,             40375,            478890,             11291,          1382346,            394690,            987656,         24.05
92/02,1526,日馳,            408312,             59890,            678703,                665,            256745,            412674,            252829,             88639,            787971,                  0,           -144421,              6623,          1404315,            754142,            650173,          8.25
92/02,1527,鑽全,          1592645,            743492,          1375146,                  0,              3037,          1400979,                  0,             10428,          1325802,                305,            976806,                  0,          3714320,          1411407,          2302913,         17.56
92/02,1528,恩德,          1706216,            301438,            424184,             24962,            130500,          1202479,            389573,             44920,            780000,            198862,             21730,            -50264,          2587300,          1636972,            950328,         12.18
92/02,1529,樂士,          1132120,             37819,            358898,             10482,            207505,            790866,             93168,             17872,            748737,             59722,             36467,                 -8,          1746824,            901906,            844918,         11.28
92/02,1530,亞崴機電,            823052,            115525,            208016,                210,              6819,            525577,                  0,             11276,            476011,              6324,            138182,             -3748,          1153622,            536853,            616769,         12.95
92/02,1531,高林股,          2184424,          1237297,            417776,             30280,              7361,          1107551,            103646,            192821,          1199121,            341177,            880003,             52819,          3877138,          1404018,          2473120,         20.62
92/02,1532,勤美,          1970531,          1919001,            433553,                  0,              6499,          1808425,            134747,            146308,          1314274,            533267,            416312,            -23749,          4329584,          2089480,          2240104,         18.01
92/02,1533,車王電,          2314638,            593362,            645291,              4486,             16561,            457596,          1510922,              6640,            910724,            255237,            419232,             13987,          3574338,          1975158,          1599180,         18.43
92/02,1535,中宇,          3243808,            265118,             96786,                  0,              3553,          2606341,                  0,              4070,            882675,             18011,             97389,                779,          3609265,          2610411,            998854,         11.31
92/02,1536,和大工業,            730019,            264502,            479946,              2038,             52592,            721961,             71245,             38563,            583375,             13490,             74989,             25474,          1529097,            831769,            697328,         12.95
92/02,,,,,,,,,,,,,,,,,,
92/02,1537,廣隆光電,            730731,            434719,            323717,                  0,             10509,            330142,             27943,             43645,            643530,            267146,            188489,             -1219,          1499676,            401730,          1097946,         18.85
92/02,1538,正峰新,          1498104,            702881,            491784,            187777,            164377,          1410805,             26660,             50743,          1033888,            270423,            228902,             23502,          3044923,          1488208,          1556715,         15.05
92/02,1539,巨庭機械,            560623,            170932,            636923,              2193,             23995,            479710,                  0,              7728,            648000,             75000,            183557,                671,          1394666,            487438,            907228,         14.00
92/02,1540,喬福機械,            537339,              7234,            444847,                  0,              9509,            331290,                  0,              7038,            589880,             60251,             66589,            -56119,            998929,            338328,            660601,         11.19
92/02,1541,錩泰,            791903,                  0,            402309,                  0,             22617,            452578,                  0,              3723,            672166,                  0,             88362,                  0,          1216829,            456301,            760528,         12.56
92/02,1558,伸興,            280215,            527415,            145843,             29822,              5679,            205306,             28178,            107093,            220860,                314,            413674,             13549,            988974,            340577,            648397,         29.35
92/02,1560,中砂,            956831,            125985,          1649501,            189651,             82189,          1094429,            246032,            409215,            600000,            363467,            292405,             -1391,          3004157,          1749676,          1254481,         22.30
92/02,1603,華電,          2693283,          1424020,          3745395,                  0,            544044,          2450709,          1699756,          1392681,          3423000,          1248394,         -1551302,           -256496,          8406742,          5543146,          2863596,          8.36
92/02,1604,聲寶,          8216556,         11216879,          3949692,            570612,            469816,          6124477,          3951618,          2133146,         10203819,          1273160,          1908709,         -1171374,         24423555,         12209241,         12214314,         11.97
92/02,1605,華新,         11810997,         38637259,         17422530,                  0,            603363,         10091635,          5110300,          1194276,         34129763,         16437490,          4078029,         -2567344,         68474149,         16396211,         52077938,         15.25
92/02,1608,華榮,          2998272,          2325666,          3826026,             92114,            832036,            831161,                  0,          1508434,          6327735,            889742,            593293,            -76251,         10074114,          2339595,          7734519,         12.28
92/02,1609,大亞電線,          3663660,          2869888,          3061958,             82204,            391584,          3324814,            403330,            682699,          4654170,            723125,            517634,           -236478,         10069294,          4410843,          5658451,         12.15
92/02,1611,中電,          2091160,          1136330,          2473434,             30643,            156187,            790198,                  0,            700849,          3601108,            289121,            505534,                944,          5887754,          1491047,          4396707,         12.20
92/02,1612,宏泰,          2154393,          1064259,          1916169,                  0,            192349,          1027159,            204000,             32417,          3321390,            175193,            608676,            -41665,          5327170,          1263576,          4063594,         12.23
92/02,1613,台一,          1050828,            886551,          5615858,                  0,            946588,          7234287,            198106,            161783,          2474399,             32158,         -1643509,             42601,          8499825,          7594176,            905649,          3.66
92/02,,,,,,,,,,,,,,,,,,
92/02,1614,三洋電,          5034125,            421642,            830753,              8735,            728931,          1639831,                  0,            615451,          3166040,             52166,          1784781,           -234083,          7024186,          2255282,          4768904,         15.06
92/02,1615,大山,            574692,            359605,          1027470,             18405,            222939,            860790,            216836,             97154,            882000,            115090,             31241,                  0,          2203111,          1174780,          1028331,         11.65
92/02,1616,億泰,            873327,            748098,            887794,                  0,            114719,            642846,            118646,             50809,          1109123,            480066,            249197,            -26749,          2623938,            812301,          1811637,         16.33
92/02,1617,榮星電線,          1214830,            835626,            680137,                  0,             77670,          1063243,                  0,            192366,          1109237,             98779,            365417,            -20779,          2808263,          1255609,          1552654,         14.41
92/02,1618,合機公司,          1405031,            487068,          2558641,                  0,            122238,          1301373,          1045879,              4360,          1410739,            696876,            118482,             -4731,          4572978,          2351612,          2221366,         16.21
92/02,1701,中化,          2321609,            918634,          2979379,             68341,            124548,          2124135,            542950,            353607,          2509100,            678191,            298625,            -94097,          6412511,          3020692,          3391819,         13.51
92/02,1702,南僑化工,            610798,          2273445,          1601892,             65566,            248222,          1313703,            527529,            664696,          2866793,            223651,             19694,           -816143,          4799923,          2505928,          2293995,          8.20
