年季,公司代號,公司名稱,現金及約當現金、存放央行及銀行同業,買入票券及證券,應收款項,買匯貼現及放款,長期投資,固定資產,其他資產,央行及銀行同業存款,存款及匯款,央行及同業融資,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,少數股權,股東權益總計,每股淨值(註一)
93/02,2801,彰化銀行,        258845291,         58470914,         30448785,        815027786,         13540436,         25090917,         95356838,        196126336,        946156542,         20155238,         60332637,         49594756,         21340112,          2724842,            350504,      1296780967,      1222770753,                  0,         74010214,         14.92
93/02,2809,京城銀行,         22271913,          1993780,          1581946,        102227172,            856533,          3427025,          2149336,          1324203,        120439223,          3004004,          2611692,          7243343,             40012,           -145201,             -9571,        134507705,        127379122,                  0,          7128583,          9.85
93/02,2812,台中銀行,         44395845,          9499372,          2466539,        150993230,            218219,          4028565,         25208354,            216074,        218624175,                  0,          4498547,         15380144,             14487,         -1923303,                  0,        236810124,        223338796,                  0,         13471328,          8.76
93/02,2834,臺灣企銀,        204665382,         33507442,         28448560,        656157428,          4433205,         15136037,         76957848,         52975582,        862746778,         17645000,         40392778,         36857220,          5205392,          3493080,             -9928,      1019305902,        973760138,                  0,         45545764,         12.36
93/02,2836,高銀,         22663246,         13414193,          1036759,        109568013,          1384024,          2517039,          1453377,         21253513,        109734121,          6765929,          4160594,          5034238,          2542403,          2564262,            -18409,        152036651,        141914157,                  0,         10122494,         22.12
93/02,2838,聯邦銀行,         12041898,         22211404,         31337380,        130908905,          8190880,          2225136,         12395172,          8476273,        182160848,          3500000,          7615692,         14889264,             33811,          2606072,             28815,        219310775,        201752813,                  0,         17557962,         11.79
93/02,2845,遠東商銀,         21933767,         15062538,          8087434,        182136638,          7089465,          2355307,         10872617,         10397880,        181762872,         20000000,         17791105,         15352230,             70215,          2539623,           -376159,        247537766,        229951857,                  0,         17585909,         11.45
93/02,2849,安泰銀行,         28794343,         17335035,          7099226,        168058298,          3709583,          2867309,         11290027,          4713634,        197508909,          8750000,         10158959,         17093384,            223615,            705320,                  0,        239153821,        221131502,                  0,         18022319,         10.54
