年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
100/04,2855,統一證券,         32231838,          3770141,          2489825,                  0,          1486815,                  0,             84661,         19292981,                  0,             29126,                  0,                  0,         12845816,            409826,          7684986,           -199455,         40063280,         19322107,         20741173,                  0,                  0,         16.15
100/04,2856,元富證券,         46277543,          2875989,          2075160,            269571,          1895474,                  0,            143399,         34274613,            327164,              9360,                  0,                  0,         15285724,            388845,          3903425,           -651995,         53537136,         34611137,         18925999,                  0,         38800000,         12.70
100/04,6005,群益證,         39713422,          4233712,          6029875,          3541347,          3670147,                  0,            368244,         26175986,          2116897,            446989,                  0,                  0,         23690730,          2735007,          2428078,            -36940,         57556747,         28739872,         28816875,                  0,                  0,         12.16
