年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,流動負債,長期負債,其他負債,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,每股淨值(註一)
94/03,1101,台泥,         17276427,         29738504,         42467000,            483488,          3685534,         10998894,         20223344,          7396031,         29493513,         15110858,         10957792,           -529479,         93650953,         38618269,         55032684,         18.75
94/03,1102,亞泥,          5685432,         50996533,          2080553,                  0,          8341840,          3598200,         11170000,          3311663,         23445566,          9756183,         14733361,          1089385,         67104358,         18079863,         49024495,         20.91
94/03,1103,嘉泥,          2495256,         12665385,            494958,            162177,            314512,          1845564,          3557852,            348186,          6996391,          2305573,          3138975,         -2060253,         16132288,          5751602,         10380686,         20.71
94/03,1104,環球水泥,          1765899,          6113219,          5279657,            133231,            163009,          1051703,          1500000,          1480885,          4614553,          2918459,          1999061,           -109646,         13455015,          4032588,          9422427,         20.45
94/03,1108,幸福水泥,          2703719,          2213957,          2024305,             87303,            491878,          2524853,            225000,            430958,          4047380,             15910,            268915,              8146,          7521162,          3180811,          4340351,         10.72
94/03,1109,信大水泥,          2482385,          1734306,          1977893,             77200,            183508,            333786,                  0,            353884,          4290898,             20888,          1456702,               -866,          6455292,            687670,          5767622,         13.44
94/03,1110,東泥,          1311826,          2456952,          5367186,                  0,            511987,            314775,            197333,            966656,          5865678,            467106,          1927219,            -90816,          9647951,          1478764,          8169187,         14.03
94/03,1201,味全公司,          2783312,          1330143,          4871589,            578832,          1136901,          2630799,          2388572,          2014339,          5060629,                  0,         -1210677,           -182885,         10700777,          7033710,          3667067,          7.25
94/03,1203,味王公司,            899387,          2675021,          1439298,            171254,             27831,          1088354,            320000,            541108,          2092537,          1201532,             52313,            -83053,          5212791,          1949462,          3263329,         15.75
94/03,1210,大成長城,          3702409,          2710630,          2290660,             49591,            298534,          2421323,          1359165,            197205,          4020278,            253681,          1251777,           -451605,          9051824,          3977693,          5074131,         14.64
94/03,1213,大飲,            397734,                  0,            198118,                  0,            180924,            156093,                  0,             35899,            428959,             64834,             91259,               -268,            776776,            191992,            584784,         13.63
94/03,1215,卜蜂企業,          1898144,            542094,            831779,                  0,            146117,            944166,              2500,            141906,          2320268,                967,             48797,            -40470,          3418134,          1088572,          2329562,         10.04
94/03,1216,統一,          8824897,         50433700,         14673193,            292927,          1088207,          8443484,         21394198,          2193288,         33753848,          1456965,          9758520,         -1687379,         75312924,         32030970,         43281954,         12.82
94/03,1217,愛之味,          2491716,          3054009,          1981418,             18779,          1004306,          2256041,          2099415,            290902,          3708261,            160516,            197883,           -162790,          8550228,          4646358,          3903870,         10.73
94/03,1218,泰山企業,          2064616,          2591653,          2335071,             68445,             68234,          1552208,          1600000,            602134,          3225698,            658170,              9231,           -519422,          7128019,          3754342,          3373677,         11.45
94/03,,,,,,,,,,,,,,,,,,
94/03,1219,福壽實業,          2359251,            708036,          1657623,             87862,             77984,            500186,            420000,            649085,          2722294,            530967,             94144,            -25920,          4890756,          1569271,          3321485,         12.47
94/03,1220,台榮,          1206640,            323317,            817704,             11072,            104062,            691200,                  0,             95092,          1770779,             23378,           -125831,              8177,          2462795,            786292,          1676503,          9.50
94/03,1225,福懋油,          1409634,            794327,          1042896,             16134,            105863,          1265506,             70000,            194457,          1627000,            254649,            -50596,              7838,          3368854,          1529963,          1838891,         11.30
94/03,1229,聯華實業,          1550803,          9764887,            912390,             23481,            423349,            966530,          1249471,            228547,          6645010,            658608,          2930049,             -3305,         12674910,          2444548,         10230362,         15.57
94/03,1231,聯華食品,          1344003,            543193,            668818,             27773,            177575,            590145,            430292,             50772,          1154190,             76975,            455805,              3183,          2761362,          1071209,          1690153,         14.64
94/03,1232,大統益,          1572631,            647321,          1512820,                  0,             18974,          1016897,            529877,              8467,          1599749,             23784,            572972,                  0,          3751746,          1555241,          2196505,         13.73
94/03,1233,天仁,            506171,             58689,            879526,                  0,            101792,            329955,                  0,            105873,            879533,             11908,            257057,            -38148,          1546178,            435828,          1110350,         13.11
94/03,1234,黑松,          1334232,          6684977,          2550048,            207758,            166314,            538133,                  0,          1085196,          5358281,          2167654,          1795033,               -968,         10943329,          1623329,          9320000,         17.39
94/03,1235,興泰,            536110,            109984,            148524,              6126,             63957,            191838,                  0,             93796,            443948,             80873,            127100,            -72854,            864701,            285634,            579067,         16.21
94/03,1236,宏亞食品,            607431,            228905,            734698,             15352,             94193,            499668,             34562,            122342,            751598,             33396,            233527,              5486,          1680579,            656572,          1024007,         13.62
94/03,1301,台塑,         57272345,         99693116,         69112828,            543579,          4524497,         28292687,         50417950,          5475671,         55538559,         12242446,         77189883,          1989169,        231146365,         84186308,        146960057,         26.46
94/03,1303,南亞塑膠,         78828663,        150974843,         76837704,          3056349,          2711835,         32129050,         76339641,         16046225,         74015445,         14905739,         95256992,          3716302,        312409394,        124514916,        187894478,         25.39
94/03,1304,台聚,          6239927,          6178092,          1111863,            180755,            795183,          2144254,          1600000,            733492,          7714032,            459344,          2042238,           -187540,         14505820,          4477746,         10028074,         13.68
94/03,1305,華夏,          3382482,          1846132,          2778536,            241083,            442776,          1656146,          1000000,          1420836,          4248035,            946142,           -502877,            -77273,          8691009,          4076982,          4614027,         10.86
94/03,1307,三芳化工,          2346495,          1988102,          1550892,                  0,             79709,          1967007,            216850,            339709,          2504083,            223818,            778561,            -64830,          5965198,          2523566,          3441632,         13.74
94/03,,,,,,,,,,,,,,,,,,
