年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價變動列入損益之金融資產-淨額,備供出售金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,固定資產-淨額,無形資產,其他金融資產-淨額,其他資產,央行及銀行同業存款,應付款項,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,央行及同業融資,特別股負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股淨值(元)
101/03,2801,彰化銀行,         41066477,         79620040,         31318492,         67542019,                  0,         18577017,      1149406023,        170337089,            391698,         24040038,             68093,          7783928,         13871587,        105313171,         37742424,      1301502221,                  0,          2253226,          5302209,         38464213,                  0,         10247272,         72421114,                  0,         19949523,         10827128,      1604022501,      1500824736,        103197765,                  0,                  0,         14.25
101/03,2809,京城銀行,          3526138,         45858362,          3700535,          2629456,            487037,            808360,         96514480,          6387319,            150742,          2619137,                  0,         27151518,            855509,          9483186,          2875609,        137653370,                  0,              2313,         13936797,          7675476,                  0,            780276,         10512343,            188201,          7413111,            167911,        190688593,        172407027,         18281566,                  0,                  0,         17.39
101/03,2812,台中銀行,          9703285,         80631271,          2383687,         10306158,          1612817,          2422786,        307008751,          8557237,          1271711,          3383057,                  0,            876255,          1862722,          5702810,          8776518,        374833813,                  0,             52327,            509077,         12151404,                  0,            534241,         23187442,            675537,          3315909,            280659,        430019737,        402560190,         27459547,                  0,                  0,         11.84
101/03,2820,華票,            262372,             58684,         80989768,         73353900,            625619,          1442551,                  0,          9845557,                  0,            167309,                  0,            199126,            996572,         10170000,            539216,                  0,                  0,            117993,        135161131,                  0,                  0,          1221834,         13429600,              2474,          6791818,            507392,        167941458,        147210174,         20731284,                  0,                  0,         15.44
101/03,2834,臺灣企銀,         27210899,         60672454,          7662203,         12134823,          6125824,         14682951,        924440396,        182517169,             70937,         13674278,            192052,          3634988,          4287223,         82137609,         32263153,      1021880924,                  0,            278026,          8027509,         43900000,                  0,         14104652,         48982194,                  0,          5622193,            109937,      1257306197,      1202591873,         54714324,                  0,                  0,         11.17
101/03,2836,高銀,          3274782,         20957850,          1012356,         17666687,          3294022,          1240554,        162715884,                  0,             69445,          2163250,             53772,          1752342,            773928,         11949943,          4016843,        183407458,                  0,              2110,             68821,          4000000,                  0,            692768,          7069476,          2017724,          1584489,            165240,        214974872,        204137943,         10836929,                  0,                  0,         15.33
101/03,2838,聯邦銀行,          9631237,         80468595,         19466519,         10172274,         12916256,         13923359,        199804227,          1027816,          1152628,          7738116,          1985307,         47935617,          3317380,          4862131,          7401295,        332252662,                  0,             57217,         35310349,          5200000,                  0,            838374,         20264396,             33811,          3719479,           -400383,        409539331,        385922028,         23617303,                  0,                  0,         11.65
101/03,2845,遠東商銀,          5758149,         81359053,         16726462,         11433334,         16096724,         18696277,        280051291,          1941473,          2705977,          2879181,          1877334,         14892367,          1086289,         15327277,          6088338,        378392266,                  0,          4425165,                  0,         23094543,                  0,          1750042,         22422596,             31650,          3986268,            -14234,        455503911,        429077631,         26426280,                  0,                  0,         11.79
101/03,2849,安泰銀行,          4183924,         73050799,         12090747,         65856114,          2706524,          8753903,        200531989,                  0,             60474,            993347,            254889,          1804811,          4679129,          4330891,          7000736,        304434802,                  0,         10531755,         12568550,         11190000,          1414865,            520012,         16796775,          1461505,          4689347,             27412,        374966650,        351991611,         22975039,                  0,                  0,         13.68
