年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
95/02,2855,統一證券,         53342484,          5309646,          2368333,                  0,          2040883,                  0,            121593,         44119904,          2000000,            203061,                  0,                  0,         11370720,             47002,          5546263,           -104011,         63182939,         46322965,         16859974,                  0,          4637000,         14.89
95/02,2856,元富證券,         61439246,          2782174,          2104746,             92900,          2190371,                  0,            279677,         48943809,          1891851,            322141,                  0,                  0,         13782095,            223437,          4001125,           -275344,         68889114,         51157801,         17731313,                  0,         29807000,         13.60
95/02,6005,群益證,         50758212,          3587015,          4190047,            447710,          2279159,                  0,            984256,         41821394,             27698,            320285,                  0,                  0,         14009670,            845050,          5130144,             92158,         62246399,         42169377,         20077022,                  0,                  0,         14.72
