年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價變動列入損益之金融資產-淨額,備供出售金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,固定資產-淨額,無形資產,其他金融資產-淨額,其他資產,央行及銀行同業存款,應付款項,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,央行及同業融資,特別股負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股淨值(元)
97/01,2801,彰化銀行,         22889329,         85554211,         12874845,         62451793,          9891355,         19068115,        908515486,        125271754,            132213,         24975676,             71450,          7470724,         21523231,        131009984,         24612723,      1005776161,                  0,          2059246,         19886433,         23000000,                  0,         11328291,         62094756,                  0,         13712905,          7209683,      1300690182,      1217672838,         83017344,                  0,                  0,         13.37
97/01,2809,京城銀行,          3677639,         24823876,          1442029,          3373050,            921304,            999216,        124703480,          1522167,             16307,          3438126,            162675,          2840040,          1276511,          6511135,          2336918,        144494856,                  0,            936763,            852517,            603100,                  0,          2224415,         10843343,                  0,            545245,           -151872,        169196420,        157959704,         11236716,                  0,          5000000,         10.41
97/01,2812,台中銀行,          4166967,         42326472,            774262,                  0,                  0,          2335860,        193681093,         13769315,            121629,          3776620,                  0,            181549,          3590780,          3134353,          2637729,        238452648,                  0,                  0,          1098200,          2400000,                  0,            740637,         13040880,            750000,          2186021,            284079,        264724547,        248463567,         16260980,                  0,                  0,         12.47
97/01,2820,華票,            485557,          1190000,         73970551,         71829351,            420000,          1595339,                  0,          4029598,                  0,          1454583,                  0,          4477446,          1452845,          5370000,            324856,                  0,                  0,             87653,        133277331,                  0,                  0,          2154011,         16787000,                  0,          3232824,           -328405,        160905270,        141213851,         19691419,                  0,                  0,         11.73
97/01,2834,臺灣企銀,         14802958,         71903197,          6880126,         24015133,          3809185,         38664033,        826585666,         95485350,             91046,         14628605,             74273,          3957970,          7967848,         30675265,         30516002,        952950791,                  0,            135839,          9852133,         31952000,                  0,         11935998,         38735980,                  0,          2732070,           -620688,      1108865390,      1068018028,         40847362,                  0,                  0,         10.55
97/01,2836,高銀,          2009256,          5230520,          5447279,            959436,          7868193,          1297639,        117745379,          7681874,             35897,          2367680,             35005,          4672833,            736600,         10140312,          2718477,        128372811,                  0,             16642,            338391,          3602398,                  0,            563470,          5034238,          2542403,          2763217,             -4768,        156087591,        145752501,         10335090,                  0,                  0,         20.53
97/01,2838,聯邦銀行,          6191266,         40141035,          7417513,          2803493,            501028,         27319053,        199542997,         42140322,          2958771,          8545512,          2574217,         11241349,         11121455,         24750458,          5209744,        271106847,                  0,            143043,         31282693,         10526400,            327200,            867889,         22861044,             33811,         -4515745,            -95373,        362498011,        344214274,         18283737,                  0,                  0,          8.00
97/01,2845,遠東商銀,          2324611,         78740635,         11902859,          5367531,                  0,         18347585,        219957690,                  0,          3277272,          2459780,                  0,         12282271,          8226988,         14678847,          4561385,        287347819,                  0,          4765007,          2138302,         29498782,                  0,            853456,         18797803,          1034269,           -643688,           -144760,        362887222,        343843598,         19043624,                  0,                  0,         10.13
97/01,2849,安泰銀行,          3323647,         49372318,          1744424,          2524260,                  0,          4414896,        177337848,                  0,          1162227,          2803531,            276119,         21421177,          8049993,          4036307,          3021101,        198053594,                  0,         35052215,          2235325,         12728686,          3442167,            540093,         33598850,          2658133,        -22937157,              1126,        272430440,        259109488,         13320952,                  0,                  0,          3.96
