年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
97/01,2855,統一證券,         41207429,          3867128,          2261738,                  0,          1805099,                  0,            225828,         24831525,          4349935,            263875,                  0,                  0,         11768695,             50110,          8293165,           -190083,         49367222,         29445335,         19921887,                  0,                  0,         16.93
97/01,2856,元富證券,         58121078,          2633070,          1906124,             54676,          1606217,                  0,                  0,         44740066,            900000,            276549,                  0,            178534,         13988726,             16806,          4288070,            -67586,         64321165,         46095149,         18226016,                  0,         11736000,         13.14
97/01,6005,群益證,         59069039,          4505620,          4144078,            400864,          1500158,                  0,                  0,         44410894,            725287,            360822,                  0,            506364,         14741150,            845050,          8038398,             -8206,         69619759,         46003367,         23616392,                  0,                  0,         16.02
