年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,公平價變動列入損益之金融資產,附賣回票券及債券投資,備供出售金融資產-淨額,應收款項-淨額,待出售資產,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,不動產投資-淨額,固定資產-淨額,無形資產-淨額,其他金融資產-淨額,其他資產-淨額,資產總計,央行及金融同業存款,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,應付款項,央行及同業融資,與待出售資產直接相關之負債,應付債券,其他借款,特別股負債,應計退休金負債,營業及負債準備,其他金融負債,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他項目,少數股權,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
98/02,2880,華南金,         20376838,        163663926,         33646956,          4144441,         87714205,         37343716,                  0,      1060527566,        246573636,             86101,            684523,         26290259,            543244,         10168731,         14785857,      1706549999,         51199157,      1416420132,          1454901,         45761239,         16573135,         37701972,                  0,                  0,         28000000,          2228000,                  0,          1544253,          8285836,    709142.00,          7199322,      1617077089,         62723012,         12408819,         14626113,           -286346,              1312,         89472910,                  0,                  0,         14.69
98/02,2881,富邦金,         69115858,        286970343,         46896645,          7844913,        609958447,        101549217,                  0,      1016795323,        161790861,          1505334,         39377004,         23979446,         10933704,        415619509,         20856247,      2813192851,        106321361,      1194476347,          1084067,         34413137,         12497526,         51922686,                  0,                  0,         71464872,          3800000,                  0,                  0,        997691738,151406129.00,         12365595,      2637443458,         81253615,         53917063,         42025333,         -6165375,          4718757,        175749393,                  0,         11080000,         21.08
98/02,2882,國泰金,        422500097,         79601210,        144247906,         43795281,        514692799,         93871385,                  0,      1312779502,        690701135,          2466603,        114663887,         40609600,          7742773,        461829802,         51873825,      3981375805,         45447368,      1179756856,            130000,         44193316,          9477439,         30409054,          1640900,                  0,         35194806,                  0,                  0,                  0,      2189177236,237019418.00,         21044887,      3793491280,         97375372,         81703998,         25112957,        -19676054,          3368252,        187884525,                  0,         66659815,         19.08
98/02,2883,開發金,         12196706,         19583609,         26124852,          1183486,         45087640,         13856157,                  0,         67736640,                  0,         12916031,                  0,          4246689,                  0,         48851860,         12746091,        264529761,          3538520,         23511874,          4976101,         16725154,         20495316,          9749899,                  0,                  0,         49244540,         10262210,                  0,                  0,                  0,  4530871.00,          1561965,        144596450,        112309170,          8638973,          1530886,         -3181991,            636273,        119933311,                  0,        686872000,         11.31
98/02,2884,玉山金控,          8768429,        148926159,         55872520,          1726510,         46008152,         34465783,                  0,        546263648,         18493243,                  0,                  0,         13024368,          4005444,          8511247,          4375184,        890440687,         35091676,        704305009,            237987,         17348198,         36204419,          7627393,                  0,                  0,         36600000,            118000,                  0,                  0,                  0,  2395068.00,            505855,        840433605,         36528000,         10406597,          3703050,           -630565,                  0,         50007082,                  0,         42000000,         14.28
98/02,2885,元大金,         20297743,         39267429,         57201456,         11299547,         20368640,         60272836,                  0,        225781911,          3266293,          5984212,                  0,          8861340,          8199857,         17076856,         14540223,        492459162,          9282489,        273905742,          1953239,          5190653,         15787199,         30898977,                  0,                  0,         22300000,          1765253,                  0,            943277,            800226,  1036801.00,         16864256,        380728112,         81021057,         24943305,          5524466,             58095,            184127,        111731050,                  0,         28000000,         13.82
98/02,2886,兆豐金,        456402214,        145991211,        166402433,            985997,        249823000,         91429799,                  0,      1297233840,        194538751,          2581743,            516457,         23417624,            311942,         25298659,         11418416,      2666352086,        603642112,      1418407761,          3489846,         43870593,        207714121,         58935732,         52844525,                  0,         54154100,          7089304,                  0,          1745352,         14003037,  4873954.00,          9886374,      2480656811,        110594262,         43426403,         25630532,          5487030,            557048,        185695275,                  0,                  0,         16.74
98/02,2887,台新金控,         25380390,        237618746,         72311640,          6266773,         59517399,         96621456,                  0,      1485857899,        218576254,          1214915,                  0,         44172634,         20757601,         36053780,         47308693,      2351658180,        178614178,      1796279740,            499985,         24962231,         51172692,         47382082,                  0,                  0,         83416343,                  0,                  0,                  0,          2807890,    648742.00,         23129956,      2208913839,         69880779,         19076045,         -6413522,           -126112,         60327151,        142744341,                  0,                  0,         11.79
98/02,2888,新光金,         60552812,         58805420,         61085974,         45971630,        372646577,         51073514,                  0,        468436788,          9618812,            257535,         76981681,         19191608,          2335046,        531556352,         34769097,      1793282846,          3690887,        336821557,          1799806,          6612911,         23382443,         12403298,                  0,                  0,         22070297,          7283933,          1654000,                  0,      1202938945,101776798.00,         10908882,      1731343757,         62469066,         20649837,        -15777091,        -17770623,         12367900,         61939089,                  0,         31400000,          7.98
98/02,2889,國票金控,          1327646,            120024,        112807563,          7467297,         57840174,          9385475,                  0,                  0,                  0,          1448864,                  0,          2393350,            162378,          4962161,          2588216,        200503148,          8090000,                  0,          2152870,          1795640,        156293588,          1708129,                  0,                  0,                  0,                  0,                  0,             89600,          1834793,  1593483.00,             30185,        173588288,         21947143,                  0,            984847,            335857,          3647013,         26914860,                  0,        100000000,         11.11
