年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
2008/01,1101,台泥,         14649753,         50994401,         38181558,                  0,          3302379,        107128091,          8033733,         12258686,          5030332,            998571,         26321322,         32486372,          8513568,         16468055,         23338774,                  0,         80806769,                  0,                  0,         24.87,                  0,                  0
2008/01,1102,亞泥,         10199363,         87430302,          2033539,                  0,          8308751,        107971955,          8076346,         19793564,          1443866,          1723375,         31037151,         27346909,          7181473,         25039277,         17367145,                  0,         76934804,                  0,                  0,         28.13,                  0,                  0
2008/01,1103,嘉泥,          3381894,         19470730,            996781,            105252,            294003,         24248660,          1534906,          4440000,                  0,          1047930,          7022836,          6718881,            477937,          7164870,          3714313,           -850177,         17225824,                  0,                  0,         31.70,                  0,        128464631
2008/01,1104,環球水泥,          2128267,          9197340,          2969752,             50164,          2346374,         16691897,          1066386,          2500000,          1082113,            427744,          5076243,          5591592,            167717,          2269602,          3586743,                  0,         11615654,                  0,                  0,         20.77,                  0,                  0
2008/01,1108,幸福水泥,          2052691,          2678787,          2771930,             22108,            535270,          8060786,          2309741,            874100,                  0,            416186,          3600027,          4047380,             15965,            422013,            -24599,                  0,          4460759,                  0,                  0,         11.02,                  0,                  0
2008/01,1109,信大水泥,          3101183,          1721072,          1908441,                  0,            207546,          6938242,            297029,                  0,                  0,            330228,            627257,          4290898,             28463,          2004401,            -12777,                  0,          6310985,                  0,                  0,         14.71,                  0,                  0
2008/01,1110,東泥,          1428785,          2922718,          5262930,                  0,            472627,         10087060,            531120,             65334,            243226,            634196,          1473876,          5760008,            167947,          1870396,            862859,            -48026,          8613184,                  0,                  0,         15.07,                  0,          4301932
2008/01,1201,味全公司,          2518729,          1540859,          4993671,            289416,            831353,         10174028,          2106821,          1500000,            748907,          1236542,          5592270,          5060629,             77114,           -281043,           -274942,                  0,          4581758,                  0,                  0,          9.05,                  0,                  0
2008/01,1203,味王公司,          1868836,          3288788,            749631,             89310,             58861,          6055426,          1934586,            310000,            139094,            423446,          2807126,          2092537,             36154,           -122932,          1247492,             -4951,          3248300,                  0,                  0,         15.67,                  0,          2000000
2008/01,1210,大成長城,          4927387,          5999171,          2171502,             24793,            407420,         13530273,          3228094,          1576479,             20754,            139706,          4965033,          4218966,          1368282,          2534744,            662040,           -218792,          8565240,                  0,                  0,         21.96,                  0,         31930941
2008/01,1213,大飲,            371048,                  0,            178808,                  0,            264230,            814086,            181807,                  0,                  0,             50546,            232353,            514751,             21938,             46078,             -1034,                  0,            581733,                  0,                  0,         11.30,                  0,                  0
2008/01,1215,卜蜂企業,          2729535,            526129,            999751,                  0,             94394,          4349809,          1343373,                  0,                  0,            233819,          1577192,          2320268,                967,            481078,            -29696,                  0,          2772617,                  0,                  0,         11.95,                  0,                  0
2008/01,1216,統一,         11351876,         69784304,          9851730,            160518,          5040709,         96189137,          9937496,         20267015,            815803,          1618329,         32638643,         35553733,          5366758,         18151114,          4478889,                  0,         63550494,                  0,                  0,         17.87,                  0,                  0
2008/01,1217,愛之味,          2045381,          2720888,          1741159,                  0,          1193960,          7701388,          2771273,            980846,             79974,            210265,          4042358,          3776893,             45561,           -320280,            156856,                  0,          3659030,                  0,                  0,          9.69,                  0,                  0
