年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
2006/01,1101,台泥,         16383639,         31564059,         41583135,            437441,          3417640,         93385914,          5427321,         19218412,          5054398,          2639380,         32339511,         31313446,         17063091,         12227484,            451222,             -8840,         61046403,                  0,                  0,         19.50,                  0,          1117363
2006/01,1102,亞泥,          6620650,         55219477,          1951614,                  0,          8445672,         72237413,          3997944,         11060588,          1443866,          1825900,         18328298,         23445566,          9709939,         18006486,          2747124,                  0,         53909115,                  0,                  0,         22.99,                  0,                  0
2006/01,1103,嘉泥,          2500581,         15144326,            479939,            134212,            308799,         18567857,          2199366,          2958511,                  0,            341823,          5499700,          6745261,          2299030,          5595761,           -501027,         -1070868,         13068157,                  0,                  0,         25.83,                  0,        168561631
2006/01,1104,環球水泥,          2109451,          6691741,          3299545,            111026,          2099431,         14311194,          1110787,          1700000,          1082113,            420780,          4313680,          4586933,          2917626,          2247707,            245248,                  0,          9997514,                  0,                  0,         21.80,                  0,                  0
2006/01,1108,幸福水泥,          2598146,          2226417,          2080163,             49979,            469858,          7424563,          2421340,            116500,                  0,            403645,          2941485,          4047380,             15915,            410058,              9725,                  0,          4483078,                  0,                  0,         11.08,                  0,                  0
2006/01,1109,信大水泥,          2825678,          1840234,          1941546,             31832,            193925,          6833215,            346693,                  0,                  0,            320034,            666727,          4290898,             20888,          1857274,             -2572,                  0,          6166488,                  0,                  0,         14.37,                  0,                  0
2006/01,1110,東泥,          1116727,          2821541,          5361869,                  0,            475859,          9775996,            296070,            196000,            243226,            717884,          1453180,          5865678,            467106,          2011703,             66278,            -87949,          8322816,                  0,                  0,         14.45,                  0,         10671932
2006/01,1201,味全公司,          2284840,          1447764,          4755420,            482360,          1118265,         10088649,          2191928,          2235332,            772349,          1139905,          6339514,          5060629,                  0,         -1124482,           -187012,                  0,          3749135,                  0,                  0,          7.41,                  0,                  0
2006/01,1203,味王公司,            791376,          2741427,          1287813,            144666,             41560,          5006842,            957848,            300000,            139094,            397670,          1794612,          2092537,          1208073,            -38619,            -44810,             -4951,          3212230,                  0,                  0,         15.50,                  0,          2000000
2006/01,1210,大成長城,          3117480,          3027665,          2257844,             41325,            240143,          8684457,          1771586,          1241517,             20754,            201951,          3235808,          4020278,            260786,          1485650,            164407,           -482472,          5448649,                  0,                  0,         15.68,                  0,         54628829
2006/01,1213,大飲,            395337,                  0,            193011,                  0,            179688,            768036,            146524,                  0,                  0,             42022,            188546,            428959,             64834,             85976,               -279,                  0,            579490,                  0,                  0,         13.51,                  0,                  0
2006/01,1215,卜蜂企業,          1738346,            620364,            801290,                  0,            105014,          3265014,            724792,                  0,                  0,            149118,            873910,          2320268,                967,             59301,             10568,                  0,          2391104,                  0,                  0,         10.31,                  0,                  0
2006/01,1216,統一,          9019277,         51563139,         14154026,            250888,          2117543,         77104873,          6459817,         23743409,            816639,          1692302,         32712167,         33541258,          2046935,         10224277,         -1419764,                  0,         44392706,                  0,                  0,         13.24,                  0,                  0
2006/01,1217,愛之味,          2002773,          3693834,          1864163,                  0,          1286446,          8847216,          1960653,          2570311,             79974,            196825,          4807763,          3708261,            168505,            232565,            -69878,                  0,          4039453,                  0,                  0,         10.89,                  0,                  0
2006/01,1218,泰山企業,          1913483,          2622101,          2119083,             57583,             66108,          6778358,          1182983,          1768323,            291786,            280715,          3523807,          3139641,            699228,           -219445,           -291522,            -73351,          3254551,                  0,                  0,         11.04,                  0,         19202383
2006/01,,,,,,,,,,,,,,,,,,,,,,,,
2006/01,1219,福壽實業,          2446804,            697782,          1638010,             67485,             81443,          4931524,            638749,            300000,            431001,            205326,          1575076,          2722294,            530967,            131633,             -1095,            -27351,          3356448,                  0,                  0,         12.60,                  0,          5911000
2006/01,1220,台榮,          1137797,            330148,            751728,             14964,            102956,          2337593,            521877,                  0,              5813,             96532,            624222,          1770779,             23378,            -94701,             13915,                  0,          1713371,                  0,                  0,          9.68,                  0,                  0
2006/01,1225,福懋油,          1458762,            964311,          1042991,             15217,            109357,          3590638,          1289756,            278667,            100296,            111297,          1780016,          1627000,            254649,            -63651,             -7376,                  0,          1810622,                  0,                  0,         11.13,                  0,                  0
2006/01,1227,佳格,          2111378,          2455553,          1250223,                  0,            342262,          6159416,            910385,            768000,              2941,             16278,          1697604,          3209184,             19506,          1165896,             88408,            -21182,          4461812,                  0,                  0,         14.01,                  0,          2338960
2006/01,1229,聯華實業,          1636465,         12254818,            977312,             19568,            432005,         15320168,            803030,          1004994,             95377,            172356,          2075757,          6663370,            623329,          3391141,          2633780,            -67209,         13244411,                  0,                  0,         20.12,                  0,          7049000
