年季,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,公平價變動列入損益之金融資產-淨額,備供出售金融資產-淨額,附賣回票券及債券投資,應收款項-淨額,貼現及放款-淨額,持有至到期日金融資產-淨額,採權益法之股權投資-淨額,固定資產-淨額,無形資產,其他金融資產-淨額,其他資產,央行及銀行同業存款,應付款項,存款及匯款,應付商業本票-淨額,公平價值變動列入損益之金融負債,附買回票券及債券負債,央行及同業融資,特別股負債,其他負債,股本,資本公積,保留盈餘,股東權益其他項目,資產總計,負債總計,股東權益總計,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股淨值(元)
97/02,2801,彰化銀行,         22744699,         77091700,         16292376,         59447863,          4954418,         22720512,        918155470,        127662729,             85337,         24894460,             65499,          7455135,         20497813,        130480176,         36387389,        997603904,                  0,          1705149,         19252547,         28009197,                  0,         11041063,         62094756,                  0,          8893849,          6599981,      1302068011,      1224479425,         77588586,                  0,                  0,         12.50
97/02,2809,京城銀行,          3051916,         28773213,            397889,          4187921,                  0,            883502,        116116655,          1306129,             14577,          3409154,            152110,          2691325,          1241448,          5050149,          1396747,        141139777,                  0,              1967,            676288,            602550,                  0,          2050291,         10843343,                  0,            611464,           -146737,        162225839,        150917769,         11308070,                  0,          6323000,         10.49
97/02,2812,台中銀行,          4077220,         37509806,          1111046,                  0,                  0,          2229030,        196405360,         14958497,            145462,          3730771,                  0,            181549,          3243981,          3397908,          2978983,        237296155,                  0,            177700,            702000,          2400000,                  0,            722067,         13719006,            750000,          1155350,            293553,        263592722,        247674813,         15917909,                  0,                  0,         12.21
97/02,2820,華票,            599414,                  0,         77708398,         77360811,            319583,          2036417,                  0,          4819836,                  0,          1452506,                  0,          2844783,          1461130,         11740000,            376689,                  0,                  0,            267734,        134785684,                  0,                  0,          2080719,         16787000,                  0,          3315070,           -750018,        168602878,        149250826,         19352052,                  0,                  0,         11.53
97/02,2834,臺灣企銀,         14839235,         55507413,          6520587,         24154199,          4537270,         38640299,        866174385,         82317743,             97269,         14585795,             71197,          3923420,          7420600,         29320642,         28710272,        961682185,                  0,            141768,          8938256,         37152000,                  0,         10815384,         38735980,                  0,          3997101,           -704176,      1118789412,      1076760507,         42028905,                  0,                  0,         10.85
97/02,2836,高銀,          1948132,          5836512,          4494672,          1748629,          5569449,          1199491,        124800429,          8695093,             42974,          2393450,             33231,          4485525,            715275,         10253954,          2786050,        131782282,                  0,              5585,            620115,          5531450,                  0,            555585,          5257982,          2542403,          2652425,            -24969,        161962862,        151535021,         10427841,                  0,                  0,         20.71
97/02,2838,聯邦銀行,          5521133,         42616575,          6290359,          3479578,          7874088,         26227160,        191439511,         36854204,          2840519,          8457740,          2574217,         17839203,         10380855,         21961333,          4752837,        272535579,                  0,             71449,         33048511,         10526400,                  0,            795232,         23188244,             33811,         -4391364,           -126890,        362395142,        343691341,         18703801,                  0,                  0,          8.07
97/02,2845,遠東商銀,          2540054,         77013355,         10331334,          5509480,                  0,         18954255,        219480007,                  0,          2963846,          2429927,                  0,         17220887,          2024902,         13471755,          4510110,        282797953,                  0,          3736505,          2304077,         31741099,                  0,          1019664,         18797803,            233070,            113421,           -257410,        358468047,        339581163,         18886884,                  0,                  0,         10.05
97/02,2849,安泰銀行,          3440614,         37075927,          4721609,          7296601,                  0,          5033151,        177848459,                  0,          1158016,          2950780,            275103,         23193475,          8653748,          2704225,          3783997,        197749923,                  0,         33547684,          4460995,         12861830,          3442167,            802113,         33598850,          2658133,        -23934691,            -27743,        271647483,        259352934,         12294549,                  0,                  0,          3.66
