年季,公司代號,公司名稱,流動資產,基金及投資,固定資產,無形資產,其他資產,借方內部往來,受託買賣借項,流動負債,長期負債,其他負債,貸方內部往來,受託買賣貸項,股本,資本公積,保留盈餘,其它項目,資產總計,負債總計,股東權益,預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股),每股淨值(元)
97/03,2855,統一證券,         28103329,          3470619,          2271930,                  0,          1818856,                  0,                  0,         11558501,          5771199,            226803,                  0,             61908,         12157062,            216610,          5907887,           -235236,         35664734,         17618411,         18046323,                  0,          3859000,         14.89
97/03,2856,元富證券,         40263557,          3120408,          1869492,             39911,          1585639,                  0,             28914,         27677396,          1763111,            274144,                  0,                  0,         13988726,             18629,          3534010,           -348095,         46907921,         29714651,         17193270,                  0,         11153167,         12.39
97/03,6005,群益證,         37153067,          4206555,          4092765,            400864,          1438477,                  0,             15151,         25072929,            875633,            316471,                  0,                  0,         16267870,            845050,          3847081,             81845,         47306879,         26265033,         21041846,                  0,                  0,         12.93
