年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產總計,流動負債,長期負債,各項準備,其他負債,負債總計,股本,資本公積,保留盈餘,股東權益其他調整項目合計,庫藏股票(自98年第4季起併入「其他項目」表達),股東權益總計,共同控制下前手權益,合併前非屬共同控制股權,每股淨值(元),預收股款（股東權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數(單位:股)
100/03,1101,台泥,         11145903,         57550525,         32406774,                  0,          3956975,        105060177,          5984229,                  0,          5029398,            267994,         11281621,         36921759,         15984716,         18456040,         22416041,                  0,         93778556,                  0,                  0,         25.40,                  0,                  0
100/03,1102,亞泥,         11454078,         93143264,          7476506,                  0,          3147950,        115221798,          2997854,         29246891,          1443866,          1562602,         35251213,         31368137,          8566976,         25568334,         14467138,                  0,         79970585,                  0,                  0,         25.49,                  0,                  0
100/03,1103,嘉泥,          3297638,         18967265,          2497387,              4626,            192867,         24959783,          3668251,          5048649,                  0,            273403,          8990303,          7542024,            771014,          6475548,          1180894,                  0,         15969480,                  0,                  0,         25.51,                  0,        128301155
100/03,1104,環球水泥,          2319331,          7390447,          3301721,             10599,          2294624,         15316722,            855171,            773000,          1082113,            238803,          2949087,          6038919,            159730,          2912533,          3256453,                  0,         12367635,                  0,                  0,         20.48,                  0,                  0
100/03,1108,幸福水泥,          1836024,          2672424,          2745261,                  0,            542116,          7795825,          2478405,            803500,                  0,            459289,          3741194,          4047380,             27420,           -128257,            108088,                  0,          4054631,                  0,                  0,         10.02,                  0,                  0
100/03,1109,信大水泥,          1655089,          2734351,          1850833,                  0,            167666,          6407939,            185642,                  0,                  0,            361386,            547028,          4210008,             42598,          1573720,             34585,                  0,          5860911,                  0,                  0,         13.92,                  0,                  0
100/03,1110,東泥,          1199317,          2485246,          4655759,                  0,            918747,          9259069,            355991,                  0,            242625,            420674,          1019290,          5720008,            183487,          1580687,            755597,                  0,          8239779,                  0,                  0,         14.41,                  0,                  0
100/03,1201,味全公司,          3144985,          5606900,          5623543,                  0,            690785,         15066213,          2851258,          2350000,            748907,          2069698,          8019863,          5060629,             37920,          2391706,           -443905,                  0,          7046350,                  0,                  0,         13.92,                  0,                  0
100/03,1203,味王公司,            869683,          3503977,            772085,                  0,             30694,          5176439,            489304,                  0,            139094,            478721,          1107119,          2400000,             45012,            537404,          1086904,                  0,          4069320,                  0,                  0,         17.12,                  0,          2293865
100/03,1210,大成長城,          5052883,          7813104,          2870407,                  0,            886030,         16622424,          5119721,            553333,             20754,            214111,          5907919,          5247491,          1980162,          2834102,            652750,                  0,         10714505,                  0,                  0,         22.29,                  0,         38767909
100/03,1213,大飲,            408278,             38126,            248147,                  0,            105822,            800373,            205657,                  0,                  0,              6169,            211826,            514751,             21938,             53562,             -1704,                  0,            588547,                  0,                  0,         11.43,                  0,                  0
100/03,1215,卜蜂企業,          3620871,          2104094,          1403337,                  0,            128544,          7256846,          2789384,              2666,                  0,            367139,          3159189,          2320268,                967,            425179,          1351243,                  0,          4097657,                  0,                  0,         17.66,                  0,                  0
100/03,1216,統一,         11157384,         82424183,          9092287,             39157,          5130629,        107843640,          9915609,         22689057,          1076566,          2343391,         36024623,         45443686,          6251821,         18386713,          1736797,                  0,         71819017,                  0,                  0,         15.80,                  0,                  0
100/03,1217,愛之味,          2543576,          4882962,          1164180,             12946,          1491815,         10095479,          1484007,          2808320,             79974,            263445,          4635746,          4976893,            259651,             76752,            146437,                  0,          5459733,                  0,                  0,         10.97,                  0,                  0
100/03,1218,泰山企業,          3473752,          2824991,          1981041,              3273,             54150,          8337207,          2171492,          1849346,            222537,            201319,          4444694,          3430447,             50467,            298276,            113323,                  0,          3892513,                  0,                  0,         11.81,                  0,         13435457
100/03,,,,,,,,,,,,,,,,,,,,,,,,
100/03,1219,福壽實業,          3229480,            995545,          1689788,             12430,             68066,          5995309,          1054150,            204831,            431001,            230893,          1920875,          2924260,             59244,            788981,            301949,                  0,          4074434,                  0,                  0,         13.93,                  0,                  0
100/03,1220,台榮,          1747350,            231035,            868689,                  0,             99105,          2946179,            695014,                348,            157271,            113970,            966603,          1770779,                537,            -51086,            259346,                  0,          1979576,                  0,                  0,         11.18,                  0,                  0
100/03,1225,福懋油,          2441431,          1067106,            966651,                  0,            125698,          4600886,          1019188,          1100000,            100296,            111964,          2331448,          1819011,            152783,            118655,            178989,                  0,          2269438,                  0,                  0,         12.48,                  0,                  0
100/03,1227,佳格,          4250077,          4329922,          1069507,             24298,            335504,         10009308,          1609875,              2369,             33685,             21923,          1667852,          4636269,             40704,          3510252,            154231,                  0,          8341456,                  0,                  0,         18.12,                  0,          3379065
