公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 持有至到期日金融資產到期還本,　　 取得採用權益法之投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他應收款－關係人增加,　　 預付設備款增加,　　 收取之股利,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 應付租賃款減少,　　 發放現金股利,　　 庫藏股票買回成本,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2606,2015年度,,                725311,                725311,,,              2278587,                  9383,               -381334,                461525,               -294851,               -498757,               -102246,               -192882,               -267305,                 46042,                 16343,                509935,               -122282,              1462158,,,                695852,                157146,                -15198,                 51468,                 -6035,                883233,,                137469,                -41213,                -83807,                154988,                -33333,                134104,              1017337,              2479495,              3204806,                381218,                498757,                              0,               -440581,               -279051,              3365149,,             -2942876,              3074266,                              0,               -760000,             -1683251,                314708,                 15696,                -59352,             -4719574,                498757,                              0,             -6760383,,               -450000,                 63020,              8708213,             -4980736,               -753610,             -1887638,               -477693,                221556,                495408,             -2678270,             19054142,             16375872,             16375872
2606,2014年度,,              2378458,              2378458,,,              1838069,                 -1637,               -914717,                376477,               -334255,               -509371,                -31990,               -514813,               -130586,                              0,                 94925,                931543,                -24528,                779117,,,                361959,                 51951,                 -2595,                -41555,                -82302,                287458,,                -11426,                 26488,                  8489,               -144619,                -48827,               -169895,                117563,                896680,              3275138,                255609,                509371,                  6667,               -363503,                -37319,              3639296,,             -1212239,              1472113,              1814670,               -553400,               -390869,                791587,                 -5721,                -53036,             -6459399,                509371,                  6667,             -4589627,,                460000,                    652,              9104383,             -3338091,              1515742,             -1716049,                              0,              6026637,                976176,              6052482,             13001660,             19054142,             19054142
