公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 持有供交易之金融負債增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他應收款－關係人增加,　　 其他金融資產增加,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券減少,　　 舉借長期借款,　　 償還長期借款,　　 應付租賃款減少,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2606,2016年01月01日至2016年06月30日,,             -1113399,             -1113399,,,              1162831,                355106,                256917,               -113225,                -12443,                 56429,                259345,                              0,               -102493,                -13158,              1849309,,,                497390,                 91192,                  6978,                106934,                 61228,                763722,,                147192,                   -787,                -52227,               -246842,                -87848,               -240512,                523210,              2372519,              1259120,                 87471,                 12443,               -245325,                -95300,              1018409,,                -18351,                              0,                -63530,                497991,                  7387,                -46225,             -1639200,               -537079,             -1799007,,                440000,              4411092,              4448499,             -2512852,                              0,                     -8,              6786731,               -369775,              5636358,             16375872,             22012230,             22012230
2606,2015年01月01日至2015年06月30日,,                283619,                283619,,,              1124349,                383647,                222383,               -170815,                 -9039,                 13416,               -108893,               -255532,               -463340,               -102736,                633440,,,                130410,                171545,                -21433,                 73334,                  8327,                362183,,                 90205,                 24725,                 21347,                -21069,                -23978,                 91230,                453413,              1086853,              1370472,                184041,                  9039,               -199573,               -208008,              1155971,,             -2841343,              3012967,             -1450279,                152482,                 11274,                -18707,                              0,             -2213130,             -3346736,,                 70000,                 71720,              4104429,             -2979744,               -740312,                     -2,                526091,               -454663,             -2119337,             19054142,             16934805,             16934805
