公司代號,公司名稱,營業收入,營業支出,繼續營業單位稅前淨利(淨損),所得稅費用(利益),停業單位損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,基本每股盈餘,稀釋每股盈餘
"1409","新纖",32941031,30930420,2010611,384572,0,0,0,1626039,1276803,349236,0.72,0.71
"1718","中纖",22643869,20717851,1926018,341514,0,0,0,1584504,862946,721558,0.75,0.75
"2514","龍邦國際",57820345,57691476,128869,-54785,0,0,0,183654,48773,134881,0.10,0.10
"2847","大眾銀行",10557188,8919095,1638093,296580,0,0,0,1341513,1368831,-27318,0.63,0.62
"2905","三商",104265673,102310194,1955479,-212050,0,0,0,2167529,1444990,722539,2.54,0.00
