公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",4184794,3841199,343595,117384,226211,0,226211,0,0,226211,224666,1545,0.18
"2856","元富證券",11373166,10966049,407117,-63750,470867,0,470867,0,0,470867,470867,0,0.31
"6005","群益證",7260078,6198418,1061660,433420,628240,0,628240,0,0,628240,573695,54545,0.24
