公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息費用,　　　　 利息收入,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得無活絡市場之債務工具投資,　　 處分無活絡市場之債務工具投資,　　 取得不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 其他預付款項增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
1340,2016年01月01日至2016年03月31日,,                205753,                205753,,,                  6216,                    561,                    672,                -10224,                 -2775,,,                300818,                -13785,                 -7712,                279321,,               -169347,                -58921,               -228268,                 51053,                 48278,                254031,                  2300,                   -672,                -42463,                213196,,                              0,                              0,                -90077,                              0,                  1184,               -308105,               -396998,,                -60599,                -60599,                 -8673,               -253074,              3016221,              2763147,              2763147
1340,2015年01月01日至2015年03月31日,,                183558,                183558,,,                  7010,                    561,                    939,                 -9247,                   -737,,,                366941,                -34596,                 -7035,                325310,,                -65858,                -27790,                -93648,                231662,                230925,                414483,                  9247,                   -939,                -48746,                374045,,               -470601,                466724,                              0,                -14547,                              0,                              0,                -18424,,                              0,                              0,                -19204,                336417,              2069900,              2406317,              2406317
