公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分待出售非流動資產損失（利益）,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　　　 非金融資產減損損失,　　　　 未實現外幣兌換損失（利益）,　　　　 其他項目,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 收取之股利,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得透過其他綜合損益按公允價值衡量之金融資產,　　 處分透過其他綜合損益按公允價值衡量之金融資產,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 取得採用權益法之投資,　　 對子公司之收購（扣除所取得之現金）,　　 處分子公司,　　 採用權益法之被投資公司減資退回股款,　　 處分待出售非流動資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 因合併產生之現金流入,　　 其他非流動資產增加,　　 其他非流動資產減少,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 發行公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 其他金融負債增加,　　 發放現金股利,　　 員工執行認股權,　　 庫藏股票買回成本,　　 員工購買庫藏股,　　 取得子公司股權,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金
2303,2016年01月01日至2016年09月30日,,              3780146,              3780146,,,             36911721,              1695440,                    125,               -255781,                763696,               -226342,               -604198,                              0,                 92905,                -65913,                              0,             -1074398,                552759,                455076,                194886,                -22916,             38417060,,,                 86825,             -3270848,               -107457,                260985,             -8378756,                438330,            -10970921,,                885109,               -702657,              1405485,                  1895,                -80455,              1509377,             -9461544,             28955516,             32735662,                234923,                728103,               -618642,             -2175920,             30904126,,               -230037,                167580,               -199102,              2044043,                -81974,                523605,                              0,                              0,                              0,                136847,                              0,            -69655661,                 70594,               -809532,              1089142,             -1238294,                              0,               -120279,                623725,              5914521,            -61764822,,             37721544,             -6342759,                              0,              2000000,             -5474987,                  3444,                 -4274,             15979088,             -6906726,                              0,             -2395793,                              0,                 -5028,                    182,             34574691,             -1738186,              1975809,             53290433,             55266242,             55266242
2303,2015年01月01日至2015年09月30日,,             10925697,             10925697,,,             32126194,              1407684,               -186409,                155452,                364522,               -268900,               -686199,                  1245,                125438,                -95844,                -41203,             -2120332,              1223025,              1021010,               -133932,                -26539,             32865212,,,               -261488,              3030937,               -112219,               -814856,               -481892,                452901,              1813383,,               -128981,                402691,               -147828,                 15789,                281315,                422986,              2236369,             35101581,             46027278,                259522,                909352,               -590309,             -2245027,             44360816,,               -136146,                              0,             -2796625,              1373147,                -95063,                              0,               -110544,                414958,               -834955,                303719,                641866,            -47153743,                146663,             -1501607,                158083,               -922844,                  1583,             -1478290,                318532,                253641,            -51417625,,             10551420,            -13429862,             18340920,              3834460,             -4162275,                 47348,                 -6764,              6107635,             -6939016,                289413,             -2203442,                677017,               -935089,                -15343,             12156422,                830706,              5930319,             46212423,             52142742,             52142742
