公司代號,公司名稱,利息收入,減：利息費用,利息淨收益,利息以外淨收益,淨收益,呆帳費用,收回(提存)各項保險責任準備淨額,營業費用,繼續營業單位稅前合併淨利(淨損),所得稅(費用)利益,繼續營業單位稅後合併淨利(淨損),停業單位損益,非常損益(稅後),會計原則變動之累積影響數(稅後),合併總損益,合併總損益歸屬予_母公司股東,合併總損益歸屬予_少數股權,基本每股盈餘,稀釋每股盈餘
"2880","華南金",8562889,3294538,5268351,3316727,8585078,592253,0,4782258,3153457,-459563,2693894,0,0,0,2693894,2693888,6,0.33,0.00
"2881","富邦金",19497558,3592465,15905093,82709069,98614162,-514913,0,9775593,7659743,-796133,6863610,0,0,0,6863610,6863610,0,0.76,0.76
"2882","國泰金",31355769,3580950,27774819,89705622,117480441,357988,0,11726518,2190933,-105312,2085621,0,0,0,2085621,1970174,115447,0.21,0.00
"2883","開發金",1084343,611068,473275,2337868,2811143,-133758,0,1210052,1734849,-46055,1688794,0,0,0,1688794,1682196,6598,0.15,0.00
"2884","玉山金控",5792249,2408179,3384070,3538365,6922435,1224504,0,3208558,2489373,-420093,2069280,0,0,0,2069280,2069280,0,0.45,0.43
"2885","元大金",3561354,1003078,2558276,5568837,8127113,99171,0,5128978,2898964,-337706,2561258,0,0,0,2561258,2469352,91906,0.25,0.24
"2886","兆豐金",11393073,3769346,7623727,5722024,13345751,418255,0,4985751,7779895,-1115518,6664377,0,0,0,6664377,6662672,1705,0.59,0.59
"2887","台新金控",12077326,4966515,7110811,4587487,11698298,-787732,0,6955898,5530132,-830876,4699256,0,0,0,4699256,2961501,1737755,0.41,0.40
"2888","新光金",16277695,1245210,15032485,19740080,34772565,117284,0,5032548,3361773,-154790,3206983,0,0,0,3206983,2936560,270423,0.35,0.00
"2889","國票金控",694360,338668,355692,870105,1225797,-3426,0,675251,553972,-82094,471878,0,0,0,471878,407344,64534,0.17,0.00
"2890","永豐金控",6397266,2506406,3890860,3695488,7586348,239871,0,4312046,3034431,-330415,2704016,0,0,0,2704016,2704016,0,0.37,0.37
"2891","中信金",11490583,3479103,8011480,13919431,21930911,171997,0,8986864,6052615,-864282,5188333,0,0,0,5188333,5186403,1930,0.46,0.00
"2892","第一金控",9069600,3172235,5897365,3145798,9043163,981532,0,4427028,3623554,-605981,3017573,0,0,0,3017573,2995043,22530,0.39,0.00
"5880","合庫金",12041291,5641096,6400195,1994203,8394398,875083,0,4910789,2608526,-433778,2174748,0,0,0,2174748,2172307,2441,0.34,0.34
