公司代號,公司名稱,收入,費用,繼續營業單位稅前淨利(淨損),所得稅費用(利益),繼續營業單位稅後淨利(淨損),停業單位損益,列計非常損益及會計原則變動累積影響數前損益,非常損益,會計原則變動之累積影響數,合併總損益,合併淨損益,少數股權損益,每股盈餘
"2855","統一證券",1774930,1086590,688340,32754,655586,0,655586,0,0,655586,655030,556,0.51
"2856","元富證券",2082820,1646229,436591,38589,398002,0,398002,0,0,398002,398002,0,0.26
"6005","群益證",2118943,1557722,561221,95615,465606,0,465606,0,0,465606,443999,21607,0.19
