公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 其他應收款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金減少,　　 其他應收款－關係人減少,　　 取得無形資產,　　 其他金融資產增加,　　 其他非流動資產增加,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 存出保證金增加,　 籌資活動之現金流量,　　 庫藏股票買回成本,　　 籌資活動之淨現金流入（流出）,　　 其他應收款－關係人增加,　　 發放現金股利
4133,2015年01月01日至2015年09月30日,,42871,42871,,,11008,16288,189,-3612,162,-303,23732,,,-1119,-9416,323,636,6810,45,466,6,-2249,,142,-7193,-3693,-1819,-12563,-14812,8920,51791,3820,-17270,38341,,-140743,334,,,-9690,-171964,-369,-5550,-328215,908,-396922,503007,106085,106085,-226.0,,-48409.0,-107956.0,-7.0,-59547.0
4133,2015年01月01日至2015年06月30日,,32067,32067,,,7367,10959,420,-3032,33,-62,15685,,,-3344,-10456,-57,641,2705,-1979,289,-8,-12209,,1008,-2238,-4522,-2010,-7762,-19971,-4286,27781,3212,-8399,22594,,-2722,95,,154.0,-6145,-9260,-54,-70113,-88267,-154,-114236,503007,388771,388771,-222.0,,-48409.0,-48409.0,,
4133,2015年01月01日至2015年03月31日,,728,728,,,3718,5555,94,-1737,22,32,7684,,,-3545,-4558,160,584,11474,-982,28,28,3189,,245,-3678,-7700,-2420,-13553,-10364,-2680,-1952,1777,-178,-353,,-903,0,188.0,242.0,-3676,-1,-54,0,-4204,81,-4476,503007,498531,498531,,,,,,
4133,2014年01月01日至2014年09月30日,,50676,50676,,,11805,17326,-1546,-4893,154,0,22846,,,1011,-2513,-279,-669,-15402,-752,642,-54,-18016,,42,-330,2993,-786,1919,-16097,6749,57425,4818,-6950,55293,,-7901,0,,,-7643,-3,-272,0,-13552,0,-23761,491743,467982,467982,2140.0,,0.0,-65502.0,127.0,-65502.0
4133,2014年01月01日至2014年06月30日,,31063,31063,,,7917,11637,-1223,-3328,145,0,15148,,,1304,-11288,-160,0,-9653,-170,627,-30,-19370,,-59,-142,657,-428,28,-19342,-4194,26869,3283,-330,29822,,-4358,0,,-542.0,-4041,-2,-272,0,-7115,0,22707,491743,514450,514450,2100.0,,0.0,0.0,,
4133,2014年01月01日至2014年03月31日,,16477,16477,,,4016,5815,15,-1685,8,0,8169,,,1423,-9540,-83,0,-6603,-679,263,21,-15198,,70,-170,-1627,-630,-2357,-17555,-9386,7091,1635,-165,8561,,-2972,0,2100.0,-383.0,-1329,-1,-136,0,-2721,0,5840,491743,497583,497583,,,,,,
